condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
Pneumococcus/PS (D7),INFLAMMATION,INFLAMMATION...1287,INFLAMMATION,1,-0.8579234972677595,-1.1454470084289072,0.2835538752362949,0.5671077504725898,0.5306271349451132,28,"tags=100%, list=15%, signal=85%",,ImmuneGO_BTM_general
Pneumococcus/PS (D7),NEUTROPHIL,NEUTROPHIL...1288,NEUTROPHIL,1,-0.8579234972677595,-1.1454470084289072,0.2835538752362949,0.5671077504725898,0.5306271349451132,28,"tags=100%, list=15%, signal=85%",,ImmuneGO_BTM_general
Pneumococcus/PS (D7),T CELL,T CELL...1289,T CELL,4,0.6171349147325647,1.1031380371279036,0.34966887417218545,0.6294039735099338,0.588915998605786,9,"tags=25%, list=5%, signal=24%",CCNB2,ImmuneGO_BTM_general
Pneumococcus/PS (D7),LEUKOCYTES,LEUKOCYTES...1290,LEUKOCYTES,18,0.42498827175136455,1.0214387330303245,0.490216271884655,0.7768211920529802,0.726850238178227,5,"tags=11%, list=3%, signal=12%",TNFRSF17/CD38,ImmuneGO_BTM_general
Pneumococcus/PS (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1291,IMMUNOGLOBULIN MEDIATED RESPONSE,4,0.558603958870338,0.9985130641767992,0.5178807947019868,0.7768211920529802,0.726850238178227,5,"tags=25%, list=3%, signal=25%",CD38,ImmuneGO_BTM_general
Pneumococcus/PS (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1292,CELLULAR ADAPTIVE IMMUNE SYSTEM,7,0.457160720061512,0.9242523120844772,0.6045977011494252,0.8285714285714287,0.7752715121136173,9,"tags=14%, list=5%, signal=14%",CCNB2,ImmuneGO_BTM_general
Pneumococcus/PS (D7),ARPP,ARPP...1293,ARPP,3,-0.425414364640884,-0.8592107313515298,0.6444444444444445,0.8285714285714287,0.7752715121136173,108,"tags=67%, list=59%, signal=28%",TYROBP/ITGAM,ImmuneGO_BTM_general
Pneumococcus/PS (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1294,INNATE IMMUNE SYSTEM,11,0.3682812717961247,0.8116051284506481,0.7702265372168284,0.879741325705758,0.823149778438136,5,"tags=9%, list=3%, signal=9%",CD38,ImmuneGO_BTM_general
Pneumococcus/PS (D7),SIGNALING,SIGNALING...1295,SIGNALING,1,-0.6065573770491803,-0.8098383308000555,0.7977315689981096,0.879741325705758,0.823149778438136,74,"tags=100%, list=40%, signal=60%",,ImmuneGO_BTM_general
Pneumococcus/PS (D7),MACROPHAGE,MACROPHAGE...1296,MACROPHAGE,1,0.5792349726775956,0.7791326014171143,0.8308668076109936,0.879741325705758,0.823149778438136,78,"tags=100%, list=42%, signal=58%",IL13,ImmuneGO_BTM_general
Pneumococcus/PS (D7),LYMPHOCYTE,LYMPHOCYTE...1297,LYMPHOCYTE,1,0.53551912568306,0.7203301409328037,0.9238900634249472,0.9238900634249472,0.8644585388771435,86,"tags=100%, list=47%, signal=54%",CD79A,ImmuneGO_BTM_general
HIV/VV (D7),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1298,ANTIVIRAL & IFN,5,0.8221735315394596,1.6854309154312113,0.005643173494790581,0.09593394941143989,0.08910273939143024,10,"tags=80%, list=14%, signal=74%",IFIT1/IFIT2/IFIH1/MX1,ImmuneGO_BTM_general
HIV/VV (D7),DENDRITIC CELL,DENDRITIC CELL...1299,DENDRITIC CELL,8,0.7048100470011192,1.68424182894254,0.014536358897202598,0.12355905062622208,0.11476072813580998,12,"tags=62%, list=17%, signal=58%",IFIT1/IFIT3/IFIT2/IFIH1/CD38,ImmuneGO_BTM_general
HIV/VV (D7),LEUKOCYTES,LEUKOCYTES...1300,LEUKOCYTES,17,0.4856247851542652,1.3752035170757637,0.12656641604010024,0.307375581811672,0.2854881564814291,12,"tags=41%, list=17%, signal=45%",TNFRSF17/IFIT1/IFIT3/IFIT2/IFIH1/MX1/CD38,ImmuneGO_BTM_general
HIV/VV (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1301,INNATE IMMUNE SYSTEM,13,0.5124443790856184,1.368581557479904,0.11780104712041885,0.307375581811672,0.2854881564814291,12,"tags=46%, list=17%, signal=47%",IFIT1/IFIT3/IFIT2/IFIH1/MX1/CD38,ImmuneGO_BTM_general
HIV/VV (D7),COMPLEMENT,COMPLEMENT...1302,COMPLEMENT,1,-0.9855072463768116,-1.3121093295026518,0.11589507741897412,0.307375581811672,0.2854881564814291,3,"tags=100%, list=4%, signal=97%",,ImmuneGO_BTM_general
HIV/VV (D7),MYELOID CELL,MYELOID CELL...1303,MYELOID CELL,1,-0.9855072463768116,-1.3121093295026518,0.11589507741897412,0.307375581811672,0.2854881564814291,3,"tags=100%, list=4%, signal=97%",,ImmuneGO_BTM_general
HIV/VV (D7),ARPP,ARPP...1304,ARPP,3,0.7405202265084111,1.2813325801022697,0.12582781456953643,0.307375581811672,0.2854881564814291,9,"tags=67%, list=13%, signal=61%",IFIT2/IFIH1,ImmuneGO_BTM_general
HIV/VV (D7),B CELL,B CELL...1305,B CELL,3,0.7059133436545848,1.221451803171342,0.18874172185430463,0.40107615894039733,0.37251655629139074,12,"tags=67%, list=17%, signal=58%",TNFRSF17/CD38,ImmuneGO_BTM_general
HIV/VV (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1306,HUMORAL ADAPTIVE IMMUNE SYSTEM,4,0.5972468650357,1.1443577732466745,0.3249211356466877,0.4693775100401607,0.4359543436905517,12,"tags=50%, list=17%, signal=44%",TNFRSF17/CD38,ImmuneGO_BTM_general
HIV/VV (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1307,ADAPTIVE IMMUNE SYSTEM,4,0.5960073440404873,1.1419827829888531,0.32965299684542587,0.4693775100401607,0.4359543436905517,12,"tags=50%, list=17%, signal=44%",TNFRSF17/CD38,ImmuneGO_BTM_general
HIV/VV (D7),ANTIMICROBIAL,ANTIMICROBIAL...1308,ANTIMICROBIAL,1,-0.8405797101449275,-1.1191520751640265,0.3313253012048193,0.4693775100401607,0.4359543436905517,13,"tags=100%, list=19%, signal=83%",,ImmuneGO_BTM_general
HIV/VV (D7),NEUTROPHIL,NEUTROPHIL...1309,NEUTROPHIL,1,-0.8405797101449275,-1.1191520751640265,0.3313253012048193,0.4693775100401607,0.4359543436905517,13,"tags=100%, list=19%, signal=83%",,ImmuneGO_BTM_general
HIV/VV (D7),MONOCYTE,MONOCYTE...1310,MONOCYTE,1,-0.782608695652174,-1.0419691734285765,0.42570281124497994,0.5566882916280507,0.5170479488805425,17,"tags=100%, list=24%, signal=77%",,ImmuneGO_BTM_general
HIV/VV (D7),SIGNALING,SIGNALING...1311,SIGNALING,4,0.5101344104459652,0.9774455290938279,0.5362776025236593,0.651194231635872,0.6048243637484879,9,"tags=50%, list=13%, signal=46%",IFIT1/IFIH1,ImmuneGO_BTM_general
HIV/VV (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1312,CELLULAR ADAPTIVE IMMUNE SYSTEM,1,0.6376811594202898,0.8262833675564635,0.8115079365079365,0.8359788359788359,0.7764509312496929,26,"tags=100%, list=37%, signal=64%",CCNB2,ImmuneGO_BTM_general
HIV/VV (D7),T CELL,T CELL...1313,T CELL,1,0.6376811594202898,0.8262833675564635,0.8115079365079365,0.8359788359788359,0.7764509312496929,26,"tags=100%, list=37%, signal=64%",CCNB2,ImmuneGO_BTM_general
HIV/VV (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1314,IMMUNOGLOBULIN MEDIATED RESPONSE,2,0.4788837711100853,0.7461116678878615,0.8359788359788359,0.8359788359788359,0.7764509312496929,12,"tags=50%, list=17%, signal=43%",CD38,ImmuneGO_BTM_general
Meningococcus/PS (D7),B CELL,B CELL...1315,B CELL,3,-0.7222222222222222,-1.431614325156622,0.10861423220973783,0.1647834274952919,0.1647834274952919,9,"tags=100%, list=43%, signal=67%",CD72/TCL1A,ImmuneGO_BTM_general
Meningococcus/PS (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1316,HUMORAL ADAPTIVE IMMUNE SYSTEM,3,-0.7222222222222222,-1.431614325156622,0.10861423220973783,0.1647834274952919,0.1647834274952919,9,"tags=100%, list=43%, signal=67%",CD72/TCL1A,ImmuneGO_BTM_general
Meningococcus/PS (D7),LEUKOCYTES,LEUKOCYTES...1317,LEUKOCYTES,3,-0.7222222222222222,-1.431614325156622,0.10861423220973783,0.1647834274952919,0.1647834274952919,9,"tags=100%, list=43%, signal=67%",CD72/TCL1A,ImmuneGO_BTM_general
Meningococcus/PS (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1318,ADAPTIVE IMMUNE SYSTEM,4,-0.6470588235294117,-1.4171026406031282,0.1318267419962335,0.1647834274952919,0.1647834274952919,11,"tags=100%, list=52%, signal=59%",VPREB3/CD72/TCL1A,ImmuneGO_BTM_general
Meningococcus/PS (D7),LYMPHOCYTE,LYMPHOCYTE...1319,LYMPHOCYTE,2,-0.6842105263157895,-1.1858950340435666,0.29174664107485604,0.29174664107485604,0.29174664107485604,9,"tags=100%, list=43%, signal=63%",TCL1A,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),MONOCYTE,MONOCYTE...1320,MONOCYTE,11,-0.803921568627451,-3.139088908393708,3.4726360087874833e-7,6.598008416696218e-6,5.1175688550552385e-6,102,"tags=100%, list=22%, signal=80%",CD4/CYBB/ALOX5/TGFBI/RAB32/CPVL/CLEC4A/LMO2/HHEX/CEBPA,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),B CELL,B CELL...1321,B CELL,29,0.6596231852884957,1.8966224130867457,2.419012110754466e-5,2.2216300356005125e-4,1.723147950050259e-4,71,"tags=52%, list=15%, signal=47%",TNFRSF17/CD38/CAV1/ITM2C/POU2AF1/DENND5B/SLC44A1/TRAM2/SDC1/PNOC/OSBPL10/GNG7/FAM30A/TPD52/CD27,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1322,HUMORAL ADAPTIVE IMMUNE SYSTEM,30,0.6512798565455271,1.8782095284759674,3.507836898316599e-5,2.2216300356005125e-4,1.723147950050259e-4,71,"tags=50%, list=15%, signal=45%",TNFRSF17/CD38/CAV1/ITM2C/POU2AF1/DENND5B/SLC44A1/TRAM2/SDC1/PNOC/OSBPL10/GNG7/FAM30A/TPD52/CD27,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1323,ADAPTIVE IMMUNE SYSTEM,41,0.5843392687605015,1.7379411392319566,3.7438184778667037e-4,0.0017783137769866843,0.0013793015444772067,71,"tags=39%, list=15%, signal=36%",TNFRSF17/CD38/CAV1/ITM2C/POU2AF1/DENND5B/CCNB2/SLC44A1/TRAM2/SDC1/PNOC/OSBPL10/GNG7/FAM30A/TPD52/CD27,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),MYELOID CELL,MYELOID CELL...1324,MYELOID CELL,2,-0.9551282051282052,-1.6156058904112651,0.009397654679044,0.0357110877803672,0.027698350632971793,24,"tags=100%, list=5%, signal=95%",HHEX,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),DENDRITIC CELL,DENDRITIC CELL...1325,DENDRITIC CELL,5,0.7215984373190498,1.4463578972951865,0.056555269922879174,0.17909168808911738,0.13890768051233482,2,"tags=20%, list=0%, signal=20%",CD38,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1326,IMMUNOGLOBULIN MEDIATED RESPONSE,8,0.5776751217192905,1.296854705045446,0.15825688073394495,0.37586009174311924,0.29152583293095125,71,"tags=38%, list=15%, signal=32%",CD38/TPD52/CD27,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),NK CELL,NK CELL...1327,NK CELL,1,-0.9168443496801706,-1.2153649915993785,0.15079365079365079,0.37586009174311924,0.29152583293095125,41,"tags=100%, list=9%, signal=91%",,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),LEUKOCYTES,LEUKOCYTES...1328,LEUKOCYTES,29,0.420379528797964,1.2087222737210979,0.21963562753036436,0.4636752136752137,0.3596372848450411,2,"tags=7%, list=0%, signal=7%",TNFRSF17/CD38,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),SIGNALING,SIGNALING...1329,SIGNALING,1,0.8635394456289979,1.1373576078112277,0.285140562248996,0.5417670682730923,0.4202071443669415,65,"tags=100%, list=14%, signal=86%",TRIB1,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),T CELL,T CELL...1330,T CELL,14,0.4312929152028563,1.1119616926106837,0.3601694915254237,0.62,0.4808864265927978,230,"tags=79%, list=49%, signal=41%",CAV1/CCNB2/CD27/PLCG2/CD320/TECR/DENND1B/PRDX2/TMEM106C/SP140/ADA,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1331,CELLULAR ADAPTIVE IMMUNE SYSTEM,15,0.40553447565193784,1.0599455427249351,0.4242105263157895,0.62,0.4808864265927978,230,"tags=73%, list=49%, signal=39%",CAV1/CCNB2/CD27/PLCG2/CD320/TECR/DENND1B/PRDX2/TMEM106C/SP140/ADA,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),IMMUNE SYSTEM,IMMUNE SYSTEM...1332,IMMUNE SYSTEM,4,-0.44849785407725323,-1.023518017319758,0.4141791044776119,0.62,0.4808864265927978,262,"tags=75%, list=56%, signal=33%",HLA-DMB/ITGB2/CD4,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),ARPP,ARPP...1333,ARPP,9,-0.2885032537960954,-0.955804689937182,0.4824561403508772,0.6547619047619048,0.5078485687903971,338,"tags=56%, list=72%, signal=16%",HLA-DMB/ITGB2/CD4/ALOX5/PCTP,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),MACROPHAGE,MACROPHAGE...1334,MACROPHAGE,2,0.5106837606837606,0.8041738263262015,0.760797342192691,0.9636766334440753,0.7474500203998368,231,"tags=100%, list=49%, signal=51%",PLCG2/B4GALT1,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1335,ANTIVIRAL & IFN,1,-0.5394456289978679,-0.715086843894518,0.9325396825396826,0.9779411764705882,0.758513931888545,218,"tags=100%, list=46%, signal=54%",,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),INFLAMMATION,INFLAMMATION...1336,INFLAMMATION,1,0.5394456289978677,0.7104974685833101,0.9337349397590361,0.9779411764705882,0.758513931888545,217,"tags=100%, list=46%, signal=54%",PRDX2,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1337,INNATE IMMUNE SYSTEM,32,0.21614122465134075,0.6283604104084846,0.9412360688956434,0.9779411764705882,0.758513931888545,2,"tags=3%, list=0%, signal=3%",CD38,ImmuneGO_BTM_general
Meningococcus/CONJ (D7),NEUTROPHIL,NEUTROPHIL...1338,NEUTROPHIL,3,0.3264468658697106,0.5697779307148217,0.9779411764705882,0.9779411764705882,0.758513931888545,214,"tags=67%, list=46%, signal=37%",PPIB/BSG,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),ARPP,ARPP...1339,ARPP,1,-1,-1.3238155860689282,0.030189098178503418,0.0724538356284082,0.044489197315689254,2,"tags=100%, list=3%, signal=98%",,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1340,CELLULAR ADAPTIVE IMMUNE SYSTEM,1,-1,-1.3238155860689282,0.030189098178503418,0.0724538356284082,0.044489197315689254,2,"tags=100%, list=3%, signal=98%",,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),INFLAMMATION,INFLAMMATION...1341,INFLAMMATION,1,-1,-1.3238155860689282,0.030189098178503418,0.0724538356284082,0.044489197315689254,2,"tags=100%, list=3%, signal=98%",,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),SIGNALING,SIGNALING...1342,SIGNALING,1,-1,-1.3238155860689282,0.030189098178503418,0.0724538356284082,0.044489197315689254,2,"tags=100%, list=3%, signal=98%",,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),T CELL,T CELL...1343,T CELL,1,-1,-1.3238155860689282,0.030189098178503418,0.0724538356284082,0.044489197315689254,2,"tags=100%, list=3%, signal=98%",,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1344,ADAPTIVE IMMUNE SYSTEM,5,0.6521454965434618,1.3797927952091,0.13087248322147652,0.15704697986577182,0.09643235605793007,3,"tags=40%, list=5%, signal=41%",TNFRSF17/CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),B CELL,B CELL...1345,B CELL,5,0.6521454965434618,1.3797927952091,0.13087248322147652,0.15704697986577182,0.09643235605793007,3,"tags=40%, list=5%, signal=41%",TNFRSF17/CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1346,HUMORAL ADAPTIVE IMMUNE SYSTEM,5,0.6521454965434618,1.3797927952091,0.13087248322147652,0.15704697986577182,0.09643235605793007,3,"tags=40%, list=5%, signal=41%",TNFRSF17/CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),LEUKOCYTES,LEUKOCYTES...1347,LEUKOCYTES,6,0.6145122858217451,1.369450553643816,0.12032520325203253,0.15704697986577182,0.09643235605793007,3,"tags=33%, list=5%, signal=35%",TNFRSF17/CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1348,IMMUNOGLOBULIN MEDIATED RESPONSE,1,0.9655172413793104,1.297395904592511,0.10019646365422397,0.15704697986577182,0.09643235605793007,3,"tags=100%, list=5%, signal=97%",CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),DENDRITIC CELL,DENDRITIC CELL...1349,DENDRITIC CELL,4,0.4322719191736292,0.8577884586817961,0.6695957820738138,0.6695957820738138,0.4111553047821664,3,"tags=25%, list=5%, signal=25%",CD38,ImmuneGO_BTM_general
Varicella Zoster/LA (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1350,INNATE IMMUNE SYSTEM,4,0.4322719191736292,0.8577884586817961,0.6695957820738138,0.6695957820738138,0.4111553047821664,3,"tags=25%, list=5%, signal=25%",CD38,ImmuneGO_BTM_general
Influenza/IN (D8),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1351,ADAPTIVE IMMUNE SYSTEM,1,1,1.6485182632667126,0.34557595993322204,0.34557595993322204,0.34557595993322204,1,"tags=100%, list=20%, signal=100%",PDZK1IP1,ImmuneGO_BTM_general
Influenza/IN (D8),B CELL,B CELL...1352,B CELL,1,1,1.6485182632667126,0.34557595993322204,0.34557595993322204,0.34557595993322204,1,"tags=100%, list=20%, signal=100%",PDZK1IP1,ImmuneGO_BTM_general
Influenza/IN (D8),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1353,HUMORAL ADAPTIVE IMMUNE SYSTEM,1,1,1.6485182632667126,0.34557595993322204,0.34557595993322204,0.34557595993322204,1,"tags=100%, list=20%, signal=100%",PDZK1IP1,ImmuneGO_BTM_general
Smallpox/LA (D10),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1354,ADAPTIVE IMMUNE SYSTEM,2,-0.8571428571428571,-1.4963594226790102,0.13333333333333333,0.3467908902691511,0.3467908902691511,5,"tags=100%, list=31%, signal=79%",LTB,ImmuneGO_BTM_general
Smallpox/LA (D10),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1355,CELLULAR ADAPTIVE IMMUNE SYSTEM,2,-0.8571428571428571,-1.4963594226790102,0.13333333333333333,0.3467908902691511,0.3467908902691511,5,"tags=100%, list=31%, signal=79%",LTB,ImmuneGO_BTM_general
Smallpox/LA (D10),T CELL,T CELL...1356,T CELL,2,-0.8571428571428571,-1.4963594226790102,0.13333333333333333,0.3467908902691511,0.3467908902691511,5,"tags=100%, list=31%, signal=79%",LTB,ImmuneGO_BTM_general
Smallpox/LA (D10),COMPLEMENT,COMPLEMENT...1357,COMPLEMENT,1,1,1.3010617239517663,0.13871635610766045,0.3467908902691511,0.3467908902691511,1,"tags=100%, list=6%, signal=100%",C1QA,ImmuneGO_BTM_general
Smallpox/LA (D10),DENDRITIC CELL,DENDRITIC CELL...1358,DENDRITIC CELL,3,0.6435346961661363,1.1665462472608084,0.33229813664596275,0.5538302277432713,0.5538302277432713,1,"tags=33%, list=6%, signal=38%",C1QA,ImmuneGO_BTM_general
Smallpox/LA (D10),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1359,INNATE IMMUNE SYSTEM,3,0.6435346961661363,1.1665462472608084,0.33229813664596275,0.5538302277432713,0.5538302277432713,1,"tags=33%, list=6%, signal=38%",C1QA,ImmuneGO_BTM_general
Smallpox/LA (D10),B CELL,B CELL...1360,B CELL,1,-0.8,-1.0413804657396493,0.5144508670520231,0.5716120745022479,0.5716120745022479,5,"tags=100%, list=31%, signal=73%",,ImmuneGO_BTM_general
Smallpox/LA (D10),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1361,HUMORAL ADAPTIVE IMMUNE SYSTEM,1,-0.8,-1.0413804657396493,0.5144508670520231,0.5716120745022479,0.5716120745022479,5,"tags=100%, list=31%, signal=73%",,ImmuneGO_BTM_general
Smallpox/LA (D10),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1362,IMMUNOGLOBULIN MEDIATED RESPONSE,1,-0.8,-1.0413804657396493,0.5144508670520231,0.5716120745022479,0.5716120745022479,5,"tags=100%, list=31%, signal=73%",,ImmuneGO_BTM_general
Smallpox/LA (D10),LEUKOCYTES,LEUKOCYTES...1363,LEUKOCYTES,2,-0.35714285714285715,-0.623483092782921,0.9517241379310345,0.9517241379310345,0.9517241379310345,12,"tags=50%, list=75%, signal=14%",LTB,ImmuneGO_BTM_general
Influenza/IN (D10),IMMUNE SYSTEM,IMMUNE SYSTEM...1364,IMMUNE SYSTEM,3,-0.6582278481012658,-1.3132747087861372,0.19480519480519481,0.8858267716535433,0.8858267716535432,31,"tags=100%, list=38%, signal=65%",FCER1G/RTN1,ImmuneGO_BTM_general
Influenza/IN (D10),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1365,ANTIVIRAL & IFN,1,-0.9135802469135802,-1.2136641542393178,0.1968503937007874,0.8858267716535433,0.8858267716535432,9,"tags=100%, list=11%, signal=90%",,ImmuneGO_BTM_general
Influenza/IN (D10),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1366,HUMORAL ADAPTIVE IMMUNE SYSTEM,7,0.46676819123585583,1.1465945143839384,0.31130690161527164,0.8858267716535433,0.8858267716535432,33,"tags=71%, list=40%, signal=47%",EPB42/PDZK1IP1/CD79A/TNF/GRAMD1C,ImmuneGO_BTM_general
Influenza/IN (D10),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1367,ADAPTIVE IMMUNE SYSTEM,9,0.41637491202589033,1.099318366047808,0.3553008595988539,0.8858267716535433,0.8858267716535432,33,"tags=67%, list=40%, signal=45%",EPB42/PRDX2/PDZK1IP1/CD79A/TNF/GRAMD1C,ImmuneGO_BTM_general
Influenza/IN (D10),DENDRITIC CELL,DENDRITIC CELL...1368,DENDRITIC CELL,3,0.5738565300002456,1.0487086358471083,0.4219001610305958,0.8858267716535433,0.8858267716535432,2,"tags=33%, list=2%, signal=34%",PDGFRL,ImmuneGO_BTM_general
Influenza/IN (D10),ARPP,ARPP...1369,ARPP,5,-0.4084622229682264,-1.0261321500924088,0.39204545454545453,0.8858267716535433,0.8858267716535432,31,"tags=80%, list=38%, signal=53%",LYN/FCER1G/RTN1/RAB11FIP2,ImmuneGO_BTM_general
Influenza/IN (D10),MONOCYTE,MONOCYTE...1370,MONOCYTE,5,-0.4042796625586622,-1.0156247898896238,0.3977272727272727,0.8858267716535433,0.8858267716535432,31,"tags=80%, list=38%, signal=53%",LYN/FCER1G/RTN1/SAMHD1,ImmuneGO_BTM_general
Influenza/IN (D10),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1371,INNATE IMMUNE SYSTEM,12,-0.2635177206407546,-0.9714047439281331,0.4804270462633452,0.8858267716535433,0.8858267716535432,19,"tags=50%, list=23%, signal=45%",RTN1/SAMSN1/RAB11FIP2/JAK1/PYHIN1/SAMHD1,ImmuneGO_BTM_general
Influenza/IN (D10),LYMPHOCYTE,LYMPHOCYTE...1372,LYMPHOCYTE,1,0.7283950617283951,0.9579751671442219,0.5728744939271255,0.8858267716535433,0.8858267716535432,23,"tags=100%, list=28%, signal=73%",CD79A,ImmuneGO_BTM_general
Influenza/IN (D10),B CELL,B CELL...1373,B CELL,6,0.40748149618897206,0.954054904382311,0.5274888558692422,0.8858267716535433,0.8858267716535432,33,"tags=67%, list=40%, signal=43%",PDZK1IP1/CD79A/TNF/GRAMD1C,ImmuneGO_BTM_general
Influenza/IN (D10),MYELOID CELL,MYELOID CELL...1374,MYELOID CELL,1,-0.7160493827160493,-0.9512502830524383,0.5905511811023622,0.8858267716535433,0.8858267716535432,25,"tags=100%, list=30%, signal=70%",,ImmuneGO_BTM_general
Influenza/IN (D10),NEUTROPHIL,NEUTROPHIL...1375,NEUTROPHIL,1,-0.7160493827160493,-0.9512502830524383,0.5905511811023622,0.8858267716535433,0.8858267716535432,25,"tags=100%, list=30%, signal=70%",,ImmuneGO_BTM_general
Influenza/IN (D10),INFLAMMATION,INFLAMMATION...1376,INFLAMMATION,3,0.4330998418747795,0.7914792646132368,0.7777777777777778,0.987220447284345,0.9872204472843449,31,"tags=67%, list=38%, signal=43%",PRDX2/TNF,ImmuneGO_BTM_general
Influenza/IN (D10),LEUKOCYTES,LEUKOCYTES...1377,LEUKOCYTES,11,0.25677271110848826,0.718983844416481,0.8128491620111732,0.987220447284345,0.9872204472843449,31,"tags=45%, list=38%, signal=33%",PDGFRL/PRDX2/CD79A/BLVRB/TNF,ImmuneGO_BTM_general
Influenza/IN (D10),SIGNALING,SIGNALING...1378,SIGNALING,2,-0.375,-0.6318232029411639,0.8863109048723898,0.987220447284345,0.9872204472843449,53,"tags=100%, list=65%, signal=36%",ANXA1,ImmuneGO_BTM_general
