"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"100","BBIBP (V3, D28)","H-I (D26, severe)",18,251,1889,336,1907,"C9orf131, ARPC3, CCNB2, PSMD6-AS2, ISCU, AREG, PLCG1-AS1, PRKCG, SLC25A37, ARHGAP15, PELI2, FAM49B, GK3P, SMTNL1, MIR181A1HG, HSP90AB4P, TXLNB, ZRANB1",5.36,0.94,2.05464806702354e-308,1.2869223000161e-308,307.890447673525
"101","BBIBP (V3, D28)","H-I (D51, moderate)",2,267,35,336,37,"SNCA, SLC6A8",0.6,5.41,6.62616865426316e-44,5.25581274618059e-45,44.2793601161936
"102","BBIBP (V3, D28)","H-I (D51, severe)",26,243,1626,336,1652,"VASN, C9orf131, CCNB2, WNT4, PSMD6-AS2, FAM71A, ALOX5, PLCG1-AS1, DISC1-IT1, SLC25A37, MIR589, ADRA2B, PLN, FAM49B, LAPTM5, GK3P, SIPA1L1, SMTNL1, SLC6A8, PREX1, CHRNA2, MIR181A1HG, HSP90AB4P, TXLNB, TCTEX1D4, CCDC17",7.74,1.57,2.36331442496876e-278,1.04700927646491e-278,277.98004947047
"103","BBIBP (V3, D28)","I-BNT-I (D2)",0,269,3,336,6,"",0,0,3.01473602971323e-07,1.95222246557002e-08,7.70947069380849
"104","BBIBP (V3, D28)","I-I (D3)",0,269,1,336,1,"",0,0,0.0037037037037037,0.000210891187973763,3.67594156674853
"105","BBIBP (V3, D28)","I-I (D5)",0,269,4,336,4,"",0,0,4.41719564793148e-09,3.00502614365225e-10,9.52215174529368
"106","BNT (V1, D6)","BNT (V2, D1)",1,1,347,8,500,"IFI27",12.5,0.2,0.00573065902578801,0.000322765962909404,3.49111226979885
"107","BNT (V1, D6)","BNT (V3, D1)",1,1,422,8,613,"IFI27",12.5,0.16,0.00471698113207544,0.000266914389293189,3.57362801286599
"108","BNT (V1, D6)","BNT-MO (V3, D1)",0,2,692,8,929,"",0,0,4.1585055994278e-06,2.58682660908394e-07,6.58723268038346
"109","BNT (V1, D6)","ChAd (V1, D3)",1,1,327,8,516,"IFI27",12.5,0.19,0.00607902735562312,0.000341856983262542,3.46615554414946
"110","BNT (V1, D6)","ChAd (V1, D6)",2,0,154,8,291,"IFI27, IGLV3-10",25,0.69,1,0.054546720781322,1.26323135303868
"111","BNT (V1, D6)","ChAd (V1, D7)",1,1,207,8,260,"IFI27",12.5,0.38,0.00956937799043065,0.000534826883185286,3.27178677095831
"112","BNT (V1, D6)","ChAd (V2, D1)",1,1,476,8,641,"IFI27",12.5,0.16,0.00418410041841003,0.000237500758632063,3.62433499880041
"113","BNT (V1, D6)","ChAd (V2, D3)",0,2,182,8,193,"",0,0,5.93965312425753e-05,3.5783815578361e-06,5.44631335308452
"114","BNT (V1, D6)","ChAd (V2, D7)",0,2,4,8,4,"",0,0,0.0666666666666666,0.00367507496614673,2.43473379751807
"115","BNT (V1, D6)","ChAd-BNT (V2, D3)",1,1,631,8,823,"IFI27",12.5,0.12,0.00315955766192728,0.000181042235613098,3.7422200961035
"116","BNT (V1, D6)","ChAd-BNT (V2, D7)",0,2,285,8,301,"",0,0,2.43658780244147e-05,1.48517859781242e-06,5.82822131780767
"117","BNT (V1, D6)","ChAd-BNT (V3, D1)",0,2,859,8,1149,"",0,0,2.70102368797774e-06,1.69177762007962e-07,6.77165672446456
"118","BNT (V1, D6)","ZF2001 (V3, D07)",0,2,262,8,325,"",0,0,2.88051618850098e-05,1.74697372874792e-06,5.7577136259533
"119","BNT (V1, D6)","ZF2001 (V3, D14)",0,2,233,8,275,"",0,0,3.63702491362065e-05,2.19844031786511e-06,5.65788531988902
"120","BNT (V1, D6)","ZF2001 (V3, D28)",0,2,66,8,78,"",0,0,0.000438981562774363,2.61861628112411e-05,4.58192813624434
"121","BNT (V1, D6)","BNT-I-BNT (D51, mild)",0,2,124,8,124,"",0,0,0.000126984126984127,7.61236650224955e-06,5.11848031049631
"122","BNT (V1, D6)","BNT-I-BNT (D51, severe)",0,2,52,8,52,"",0,0,0.000698812019566737,4.12789010361285e-05,4.38427187340358
"123","BNT (V1, D6)","H-BNT-I (D1)",0,2,859,8,859,"",0,0,2.70102368797774e-06,1.69177762007962e-07,6.77165672446456
"124","BNT (V1, D6)","H-BNT-I (D10, mild)",1,1,1767,8,1768,"IFI27",12.5,0.06,0.00113058224985868,6.6032030813566e-05,4.18024534580494
"125","BNT (V1, D6)","H-BNT-I (D10, severe)",1,1,2352,8,2353,"IFI27",12.5,0.04,0.000849617672047593,5.01055347079316e-05,4.30011429887624
"126","BNT (V1, D6)","H-BNT-I (D26, mild)",0,2,1158,8,1158,"",0,0,1.48760822349825e-06,9.44790282619558e-08,7.02466458218794
"127","BNT (V1, D6)","H-BNT-I (D26, severe)",0,2,345,8,345,"",0,0,1.66580600023321e-05,1.01878103833671e-06,5.99191914676925
"128","BNT (V1, D6)","H-BNT-I (D3)",0,2,589,8,589,"",0,0,5.73575382144601e-06,3.54972964913853e-07,6.44980472197541
"129","BNT (V1, D6)","H-BNT-I (D4)",0,2,108,8,108,"",0,0,0.000166805671392827,9.98309025790585e-06,5.00073500237851
"130","BNT (V1, D6)","H-I (D10, moderate)",1,1,1788,8,1789,"IFI27",12.5,0.06,0.0011173184357542,6.5362437662017e-05,4.18467175936087
