"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"69","BBIBP (V3, D14)","H-I (D26, severe)",1,17,2071,24,2072,"ENTPD6",4.17,0.05,2.48734550453399e-41,1.51605261747781e-41,40.8192857254298
"70","BBIBP (V3, D14)","H-I (D51, moderate)",0,18,14,24,14,"",0,0,2.12118049633927e-09,7.37793219927582e-10,9.13206534011161
"71","BBIBP (V3, D14)","H-I (D51, severe)",0,18,648,24,648,"",0,0,1.21467689064765e-35,6.86548415275089e-36,35.1633288309758
"72","BBIBP (V3, D14)","H-I-I (D2)",0,18,1,24,1,"",0,0,0.0526315789473684,0.0137175456487712,1.86272358589941
"73","BBIBP (V3, D14)","I-BNT-I (D2)",0,18,2,24,4,"",0,0,0.00526315789473685,0.0014681906820636,2.83321753652475
"74","BBIBP (V3, D14)","I-BNT-I (D5)",0,18,1,24,2,"",0,0,0.0526315789473684,0.0137175456487712,1.86272358589941
"75","BBIBP (V3, D14)","I-I (D1)",0,18,39,24,39,"",0,0,3.22242266337274e-15,1.24068053227643e-15,14.9063400323052
"76","BBIBP (V3, D14)","I-I (D3)",0,18,2,24,2,"",0,0,0.00526315789473685,0.0014681906820636,2.83321753652475
"77","BBIBP (V3, D14)","I-I (D5)",0,18,10,24,10,"",0,0,7.6201449199161e-08,2.60387305162765e-08,7.58438019303839
"78","BBIBP (V3, D28)","BNT (V1, D6)",0,18,1,63,1,"",0,0,0.0526315789473684,0.0137175456487712,1.86272358589941
"79","BBIBP (V3, D28)","BNT (V2, D1)",0,18,191,63,194,"",0,0,2.34909673498717e-26,1.15924043703794e-26,25.9358264780578
"80","BBIBP (V3, D28)","BNT (V3, D1)",0,18,94,63,95,"",0,0,3.5258041593614e-21,1.55449181201622e-21,20.8084115611766
"81","BBIBP (V3, D28)","BNT-MO (V3, D1)",0,18,251,63,325,"",0,0,2.10548831057097e-28,1.09752101650203e-28,27.9595871546727
"82","BBIBP (V3, D28)","ChAd (V1, D3)",4,14,326,63,387,"CXCL8, G0S2, CCL3L1, CXCL1",6.35,1.03,1.07332353483369e-21,4.76458834766047e-22,21.3219746157103
"83","BBIBP (V3, D28)","ChAd (V1, D6)",0,18,9,63,11,"",0,0,2.1336405775765e-07,7.20224053099506e-08,7.14253237872431
"84","BBIBP (V3, D28)","ChAd (V1, D7)",1,17,59,63,77,"CCL3",1.59,1.3,3.66944031512552e-16,1.45011874961252e-16,15.8385964321169
"85","BBIBP (V3, D28)","ChAd (V2, D1)",2,16,254,63,275,"IGLV5-45, TRAV18",3.17,0.73,5.59185374876677e-24,2.6010479890332e-24,23.5848516350475
"86","BBIBP (V3, D28)","ChAd (V2, D3)",0,18,19,63,22,"",0,0,5.65846675050137e-11,2.04116844405278e-11,10.6901211543706
"87","BBIBP (V3, D28)","ChAd (V2, D7)",0,18,5,63,14,"",0,0,2.97185651876727e-05,9.61440048064377e-06,5.01707779161956
"88","BBIBP (V3, D28)","ChAd-BNT (V2, D3)",2,16,274,63,333,"PTGES, CXCL1",3.17,0.6,1.74143417262179e-24,8.13921600676774e-25,24.0894174256185
"89","BBIBP (V3, D28)","ChAd-BNT (V2, D7)",7,11,484,63,671,"CCL3, IL1A, CXCL8, G0S2, CCL3L1, FFAR2, CXCL1",11.11,1.04,2.78026961210706e-18,1.17516249822881e-18,17.9299020761968
"90","BBIBP (V3, D28)","ChAd-BNT (V3, D1)",0,18,173,63,239,"",0,0,1.2787053267432e-25,6.16927700360285e-26,25.2097657292802
"91","BBIBP (V3, D28)","ZF2001 (V3, D07)",0,18,187,63,227,"",0,0,3.37708091523376e-26,1.65811681343756e-26,25.7803848768953
"92","BBIBP (V3, D28)","ZF2001 (V3, D14)",0,18,46,63,55,"",0,0,2.7764753092877e-16,1.10396117266378e-16,15.9570462008771
"93","BBIBP (V3, D28)","ZF2001 (V3, D28)",0,18,53,63,59,"",0,0,3.21811750475811e-17,1.32005613097382e-17,16.8794076014806
"94","BBIBP (V3, D28)","BNT-I-BNT (D51, mild)",1,17,238,63,239,"ZNF320",1.59,0.42,1.26503762603313e-25,6.13377601336348e-26,25.2122720871629
"95","BBIBP (V3, D28)","BNT-I-BNT (D51, severe)",0,18,61,63,61,"",0,0,3.63251962386654e-18,1.51888138236681e-18,17.8184761412097
"96","BBIBP (V3, D28)","H-BNT-I (D1)",0,18,242,63,242,"",0,0,3.9657118209964e-28,2.0507000851384e-28,27.68809785055
"97","BBIBP (V3, D28)","H-BNT-I (D10, mild)",2,16,2678,63,2680,"ZNF320, CCL3L1",3.17,0.07,4.29695282800412e-40,2.56278296461854e-40,39.5912881715214
"98","BBIBP (V3, D28)","H-BNT-I (D10, severe)",2,16,2280,63,2282,"ZNF320, CXCL8",3.17,0.09,5.57751002298301e-39,3.27628148962782e-39,38.4846187918505
"99","BBIBP (V3, D28)","H-BNT-I (D26, mild)",1,17,1434,63,1435,"ZNF320",1.59,0.07,1.24091268785175e-38,7.26728151461758e-39,38.1386280161
"100","BBIBP (V3, D28)","H-BNT-I (D26, severe)",1,17,247,63,248,"ZNF320",1.59,0.4,6.8995335274329e-26,3.36213909161285e-26,25.4733843237727
"101","BBIBP (V3, D28)","H-BNT-I (D3)",0,18,75,63,75,"",0,0,1.37310828032472e-19,5.91966440719813e-20,19.2277029132489
"102","BBIBP (V3, D28)","H-BNT-I (D4)",0,18,42,63,42,"",0,0,1.08104652763058e-15,4.23771311215575e-16,15.3728684478199
"103","BBIBP (V3, D28)","H-I (D10, moderate)",1,17,1349,63,1350,"CXCL8",1.59,0.07,3.48063294855709e-38,2.0322766907347e-38,37.6920171639675
"104","BBIBP (V3, D28)","H-I (D10, severe)",0,18,1823,63,1823,"",0,0,1.17918148327965e-43,7.32495828577006e-44,43.1351948441904
"105","BBIBP (V3, D28)","H-I (D26, moderate)",0,18,890,63,890,"",0,0,4.30972973804612e-38,2.50134774007612e-38,37.6018259279824
"106","BBIBP (V3, D28)","H-I (D26, severe)",0,18,2072,63,2072,"",0,0,1.19011746628422e-44,7.46443563783653e-45,44.1270030223179
"107","BBIBP (V3, D28)","H-I (D51, moderate)",0,18,14,63,14,"",0,0,2.12118049633927e-09,7.37793219927582e-10,9.13206534011161
