"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"197","ChAd (V1, D6)","BNT (V1, D6)",0,1,9,1,11,"",0,0,0.1,0.0545876203931189,1.2629058372321
"198","ChAd (V1, D7)","BNT (V1, D6)",0,1,60,1,77,"",0,0,0.0163934426229508,0.00965384642819193,2.01529961414787
"199","ChAd (V2, D1)","BNT (V1, D6)",0,1,256,1,275,"",0,0,0.00389105058365759,0.0025719570210898,2.58973629300267
"200","ChAd (V2, D3)","BNT (V1, D6)",0,1,19,1,22,"",0,0,0.05,0.027921254109124,1.55406507886978
"201","ChAd (V2, D7)","BNT (V1, D6)",0,1,5,1,14,"",0,0,0.166666666666667,0.089968485462733,1.04590959041015
"202","ChAd-BNT (V2, D3)","BNT (V1, D6)",0,1,276,1,333,"",0,0,0.00361010830324911,0.00241917003111544,2.61633360622262
"203","ChAd-BNT (V2, D7)","BNT (V1, D6)",0,1,491,1,671,"",0,0,0.00203252032520327,0.00140065104508667,2.85367005034594
"204","ChAd-BNT (V3, D1)","BNT (V1, D6)",0,1,173,1,239,"",0,0,0.00574712643678164,0.00355684765721327,2.44893473561503
"205","I-BNT-I (D2)","BNT (V1, D6)",0,1,2,1,4,"",0,0,0.333333333333333,0.177959641574637,0.749678477627939
"206","I-BNT-I (D5)","BNT (V1, D6)",0,1,1,1,2,"",0,0,1,0.511399812103956,0.291239435876031
"207","I-I (D1)","BNT (V1, D6)",0,1,39,1,39,"",0,0,0.025,0.0142891123970223,1.84499474762944
"208","I-I (D3)","BNT (V1, D6)",0,1,2,1,2,"",0,0,0.333333333333333,0.177959641574637,0.749678477627939
"209","I-I (D5)","BNT (V1, D6)",0,1,10,1,10,"",0,0,0.0909090909090909,0.0501890311465659,1.29939118789558
"210","BNT (V3, D1)","BNT (V2, D1)",25,166,69,194,95,"RGS9BP, CLXN, COLEC12, NALF2, HES7, LRP1B, SNORD3B-2, SNORD67, SNORD9, CLDN10, RN7SKP230, SNORD15B, SNORD3A, RBFOX3, LINC01331, EEF1A1P35, NCKAP5, RNY1, HTR3A, RNA5SP202, PHF24, RNA5S9, RNU5B-1, LINC03080, MAMDC2",12.89,26.32,3.38401556211087e-42,5.87162741603336e-42,41.2312415103628
"211","BNT-I-BNT (D51, mild)","BNT (V2, D1)",0,191,239,194,239,"",0,0,1.36572624962083e-127,8.29388175086821e-127,126.081242160835
"212","BNT-I-BNT (D51, severe)","BNT (V2, D1)",0,191,61,194,61,"",0,0,4.58951958905872e-60,1.14344896549613e-59,58.94178321409
"213","BNT-MO (V3, D1)","BNT (V2, D1)",22,169,229,194,325,"ITGB4, IL36A, SNORA23, SNORD3B-2, RN7SKP230, SNORD15B, RNA5-8SN5, SNORD3A, RBFOX3, ORM1, LINC01331, NCKAP5, GALNT14, SNORA74A, SNORA74B, HTR3A, RNA5SP202, RNA5S9, RNU1-4, RNU5B-1, NEBL, SCARNA1",11.34,6.77,1.13134850952937e-93,4.5803570369795e-93,92.3391006675973
"214","ChAd (V1, D3)","BNT (V2, D1)",14,177,316,194,387,"ADAM33, COLEC12, HBG2, SPP1, IL36A, SNORA49, CLDN10, OXGR1, SLC7A10, NCKAP5, HTR3A, GABRB2, PHF24, GAS2L2",7.22,3.62,5.94284223560512e-121,3.03916840265191e-120,119.517245234663
"215","ChAd (V1, D6)","BNT (V2, D1)",0,191,9,194,11,"",0,0,8.50741451790294e-16,9.50150730264075e-16,15.0222074935224
"216","ChAd (V1, D7)","BNT (V2, D1)",1,190,59,194,77,"HBG2",0.52,1.3,4.75895562372366e-57,1.07536863311357e-56,55.9684426353913
"217","ChAd (V2, D1)","BNT (V2, D1)",74,117,182,194,275,"ITGB4, MIR3609, MIR3648-1, HBG2, RNA5SP99, EEF1A1P19, SNORA23, SNORA38B, SNORA49, SNORA54, SNORD67, SNORD89, SNORD9, SDC2, RNVU1-28, RNA5SP444, RNU4ATAC, RN7SKP230, SNORA63D, SNORA73B, SNORD15B, RNA5-8SN5, SNORD3A, RNU5A-1, RNU6-1, RNU6-6P, RPS15AP17, TMEM132E, SNORA11, RNU2-6P, RNU4-2, RNU6-33P, RNU6-3P, RPL13AP7, RNA5-8SN2, RNA5SP141, RNA5SP145, RNA5SP149, RNA5SP199, RNA5SP215, RNA5SP225, RNA5SP298, RPL7AP31, EEF1A1P12, EEF1A1P16, EEF1A1P35, RNU2-64P, RPS3AP49, RNY1, FTH1P12, ENSG00000269028, SNORA74A, SNORA74B, SNORA79B, RN7SKP71, SNORA5A, SNORD13, RNA5SP202, RNA5SP242, SNORA22C, RPS27P9, RNA5S9, RNU4-1, RNU5B-1, UBBP4, RNA5-8SN4, RPL7AP11, SNORD3C, SCARNA1, NPM1P39, RPS15AP38, KLHDC9, RPSAP4, RNU2-59P",38.14,26.91,5.76561787505726e-46,1.07734965502658e-45,44.967643323068
"218","ChAd (V2, D3)","BNT (V2, D1)",0,191,19,194,22,"",0,0,2.12537323641696e-27,2.99295565236722e-27,26.5238997181999
"219","ChAd (V2, D7)","BNT (V2, D1)",0,191,5,194,14,"",0,0,4.36747367237955e-10,4.16048814637781e-10,9.38085571099804
"220","ChAd-BNT (V2, D3)","BNT (V2, D1)",7,184,269,194,333,"COLEC12, SDC2, SLC7A10, NCKAP5, GALNT14, PHF24, RAET1K",3.61,2.1,1.53500391538191e-121,8.28611864677651e-121,120.081648852444
"221","ChAd-BNT (V2, D7)","BNT (V2, D1)",5,186,486,194,671,"HBG2, SPP1, SDC2, HSPB3, PHF24",2.58,0.75,8.11458258082243e-163,1.97115310338895e-161,160.705279641893
"222","ChAd-BNT (V3, D1)","BNT (V2, D1)",30,161,143,194,239,"MIR3609, HBG2, SNORA23, SNORA49, SNORD67, SNORD89, SNORD9, RN7SKP230, SNORD15B, RNU5A-1, RNU6-1, SNORA11, RNU4-2, RNU6-33P, RNU6-3P, RNA5-8SN2, RNU2-64P, RNY1, SNORA74A, SNORA74B, SNORA79B, SNORA5A, RNA5SP202, SNORA22C, RNA5S9, RNU4-1, RNU5B-1, UBBP4, SCARNA1, RNU2-59P",15.46,12.55,7.65103709104417e-65,2.12405827669849e-64,63.672833571912
"223","I-BNT-I (D2)","BNT (V2, D1)",0,191,2,194,4,"",0,0,5.3972366148532e-05,4.09709140809483e-05,4.38752434661841
"224","I-BNT-I (D5)","BNT (V2, D1)",0,191,1,194,2,"",0,0,0.00520833333333333,0.00326498535953467,2.48611876179704
"225","I-I (D1)","BNT (V2, D1)",0,191,39,194,39,"",0,0,4.86100006129171e-45,8.74673626697335e-45,44.0581539681957
"226","I-I (D3)","BNT (V2, D1)",0,191,2,194,2,"",0,0,5.3972366148532e-05,4.09709140809483e-05,4.38752434661841
"227","I-I (D5)","BNT (V2, D1)",0,191,10,194,10,"",0,0,4.23254453627012e-17,5.07727495442385e-17,16.2943693172029
"228","BNT-I-BNT (D51, mild)","BNT (V3, D1)",0,94,239,95,239,"",0,0,1.7833856129224e-85,6.66478395376571e-85,84.1762139241508
"229","BNT-I-BNT (D51, severe)","BNT (V3, D1)",0,94,61,95,61,"",0,0,1.15245161339837e-44,2.03598313317558e-44,43.6912258241737
