"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"1","RVSV ZEBOV (D7)","LVS F TULARENSIS (H18)",0,1,8,1,8,"",0,0,0.111111111111111,0.111111111111111
"2","RVSV ZEBOV (D7)","LVS F TULARENSIS (H192)",0,1,8,1,8,"",0,0,0.111111111111111,0.111111111111111
"3","RVSV ZEBOV (D7)","LVS F TULARENSIS (H336)",0,1,7,1,7,"",0,0,0.125,0.125
"4","RVSV ZEBOV (D7)","LVS F TULARENSIS (H48)",0,1,7,1,7,"",0,0,0.125,0.125
"5","RVSV ZEBOV (D7)","CN54GP140 (D1)",0,1,158,1,158,"",0,0,0.00628930817610064,0.00628930817610064
"6","RVSV ZEBOV (D7)","CN54GP140 (D3)",0,1,70,1,70,"",0,0,0.0140845070422535,0.0140845070422535
"7","RVSV ZEBOV (D7)","CN54GP140 (D7)",0,1,47,1,47,"",0,0,0.0208333333333333,0.0208333333333333
"8","RVSV ZEBOV (D7)","CN54GP140 (H6)",0,1,91,1,91,"",0,0,0.0108695652173913,0.0108695652173913
"9","RVSV ZEBOV (D7)","HPV-VLP (M2)",0,1,462,1,462,"",0,0,0.00215982721382289,0.00215982721382289
"10","RVSV ZEBOV (D7)","INFLUENZA (D1)",0,1,14,1,14,"",0,0,0.0666666666666667,0.0666666666666667
"11","RVSV ZEBOV (D7)","FLUARIX FLUVIRIN (D3)",0,1,909,1,909,"",0,0,0.00109890109890109,0.00109890109890109
"12","RVSV ZEBOV (D7)","INFLUENZA (D3)",0,1,23,1,23,"",0,0,0.0416666666666666,0.0416666666666666
"13","RVSV ZEBOV (D7)","FLUARIX FLUVIRIN (D7)",0,1,708,1,708,"",0,0,0.001410437235543,0.001410437235543
"14","RVSV ZEBOV (D7)","INFLUENZA (D7)",0,1,37,1,37,"",0,0,0.0263157894736842,0.0263157894736842
"15","RVSV ZEBOV (D7)","PANDEMRIX (D7)",0,1,2,1,2,"",0,0,0.333333333333333,0.333333333333333
"16","RVSV ZEBOV (D7)","INACTIVATED INFLUENZA (D0)",0,1,3,1,3,"",0,0,0.25,0.25
"17","RVSV ZEBOV (D7)","FLUMIST (D3)",0,1,1061,1,1061,"",0,0,0.000941619585687402,0.000941619585687402
"18","RVSV ZEBOV (D7)","FLUMIST (D7)",0,1,2089,1,2089,"",0,0,0.000478468899521519,0.000478468899521519
"19","RVSV ZEBOV (D7)","MENACTRA (D3)",0,1,17,1,17,"",0,0,0.0555555555555556,0.0555555555555556
"20","RVSV ZEBOV (D7)","MENACTRA (D7)",0,1,5,1,5,"",0,0,0.166666666666667,0.166666666666667
"21","RVSV ZEBOV (D7)","WETVAX (D2-4)",0,1,62,1,62,"",0,0,0.0158730158730159,0.0158730158730159
"22","RVSV ZEBOV (D7)","WETVAX (D50-60)",0,1,244,1,244,"",0,0,0.0040816326530612,0.0040816326530612
"23","RVSV ZEBOV (D7)","MVA85A (D2)",0,1,11,1,11,"",0,0,0.0833333333333334,0.0833333333333334
"24","RVSV ZEBOV (D7)","ZOSTAVAX (D1)",0,1,13,1,13,"",0,0,0.0714285714285714,0.0714285714285714
"25","RVSV ZEBOV (D7)","ZOSTAVAX (D3)",0,1,3,1,3,"",0,0,0.25,0.25
"26","RVSV ZEBOV (D7)","YF VAX (ANY)",0,1,26,1,26,"",0,0,0.037037037037037,0.037037037037037
"27","RVSV ZEBOV (D7)","YF17D (D3)",0,1,12,1,12,"",0,0,0.0769230769230769,0.0769230769230769
"28","RVSV ZEBOV (D7)","STAMARIL (D10)",0,1,207,1,207,"",0,0,0.00480769230769232,0.00480769230769232
"29","RVSV ZEBOV (D7)","STAMARIL (D14)",0,1,56,1,56,"",0,0,0.0175438596491228,0.0175438596491228
"30","RVSV ZEBOV (D7)","STAMARIL (D28)",0,1,25,1,25,"",0,0,0.0384615384615385,0.0384615384615385
"31","RVSV ZEBOV (D7)","STAMARIL (D3)",0,1,215,1,215,"",0,0,0.00462962962962962,0.00462962962962962
"32","RVSV ZEBOV (D7)","STAMARIL (D60)",0,1,63,1,63,"",0,0,0.015625,0.015625
"33","RVSV ZEBOV (D7)","STAMARIL (D7)",0,1,333,1,333,"",0,0,0.00299401197604793,0.00299401197604793
"34","RVSV ZEBOV (D7)","BBIBP (V3, D14)",0,1,39,1,39,"",0,0,0.025,0.025
"35","RVSV ZEBOV (D7)","BBIBP (V3, D28)",0,1,15,1,15,"",0,0,0.0625,0.0625
"36","RVSV ZEBOV (D7)","BNT-I (D1)",0,1,981,1,981,"",0,0,0.00101832993890023,0.00101832993890023
"37","RVSV ZEBOV (D7)","BNT-I (D26, mild)",0,1,2308,1,2308,"",0,0,0.000433087916847118,0.000433087916847118
"38","RVSV ZEBOV (D7)","BNT-I (D26, severe)",0,1,530,1,530,"",0,0,0.00188323917137476,0.00188323917137476
"39","RVSV ZEBOV (D7)","BNT-I (D3)",0,1,572,1,572,"",0,0,0.00174520069808029,0.00174520069808029
"40","RVSV ZEBOV (D7)","BNT-I (D4)",0,1,138,1,138,"",0,0,0.00719424460431656,0.00719424460431656
"41","RVSV ZEBOV (D7)","BNT-I-BNT (D51, mild)",0,1,306,1,306,"",0,0,0.00325732899022801,0.00325732899022801
"42","RVSV ZEBOV (D7)","BNT-I-BNT (D51, severe)",0,1,104,1,104,"",0,0,0.00952380952380951,0.00952380952380951
"43","RVSV ZEBOV (D7)","ChAd (V1, D6)",0,1,82,1,82,"",0,0,0.0120481927710843,0.0120481927710843
"44","RVSV ZEBOV (D7)","ChAd (V1, D7)",0,1,237,1,237,"",0,0,0.00420168067226888,0.00420168067226888
"45","RVSV ZEBOV (D7)","ChAd (V2, D3)",0,1,191,1,191,"",0,0,0.0052083333333333,0.0052083333333333
"46","RVSV ZEBOV (D7)","ChAd (V2, D7)",0,1,8,1,8,"",0,0,0.111111111111111,0.111111111111111
"47","RVSV ZEBOV (D7)","ChAd-BNT (V2, D7)",0,1,684,1,684,"",0,0,0.00145985401459856,0.00145985401459856
"48","RVSV ZEBOV (D7)","I (D10, severe)",0,1,3667,1,3667,"",0,0,0.00027262813522357,0.00027262813522357
"49","RVSV ZEBOV (D7)","I (D26, moderate)",0,1,1775,1,1775,"",0,0,0.000563063063063051,0.000563063063063051
"50","RVSV ZEBOV (D7)","I (D26, severe)",0,1,3566,1,3566,"",0,0,0.000280347631062524,0.000280347631062524
"51","RVSV ZEBOV (D7)","I (D51, moderate)",0,1,41,1,41,"",0,0,0.0238095238095238,0.0238095238095238
"52","RVSV ZEBOV (D7)","I (D51, severe)",0,1,2008,1,2008,"",0,0,0.000497760079641612,0.000497760079641612
"53","RVSV ZEBOV (D7)","I-BNT-I (D2)",0,1,5,1,5,"",0,0,0.166666666666667,0.166666666666667
"54","RVSV ZEBOV (D7)","I-I (D1)",0,1,25,1,25,"",0,0,0.0384615384615385,0.0384615384615385
"55","RVSV ZEBOV (D7)","I-I (D3)",0,1,3,1,3,"",0,0,0.25,0.25
"56","RVSV ZEBOV (D7)","I-I (D5)",0,1,14,1,14,"",0,0,0.0666666666666667,0.0666666666666667
"57","RVSV ZEBOV (D7)","ZF2001 (V3, D07)",0,1,2273,1,2273,"",0,0,0.000439753737906764,0.000439753737906764
"58","RVSV ZEBOV (D7)","ZF2001 (V3, D14)",0,1,236,1,236,"",0,0,0.00421940928270042,0.00421940928270042
"59","RVSV ZEBOV (D7)","ZF2001 (V3, D28)",0,1,21,1,21,"",0,0,0.0454545454545455,0.0454545454545455
"60","LVS F TULARENSIS (H18)","LVS F TULARENSIS (H192)",7,1,1,8,8,"CARD10,ADAM11,CARD14,DCP1B,DCTN2,HSP90B1,ICAM2",87.5,87.5,1,1
"61","LVS F TULARENSIS (H18)","CN54GP140 (D1)",0,8,158,8,158,"",0,0,8.29925370834617e-14,8.29925370834617e-14
"62","LVS F TULARENSIS (H18)","CN54GP140 (D3)",0,8,70,8,70,"",0,0,4.2649595337025e-11,4.2649595337025e-11
"63","LVS F TULARENSIS (H18)","CN54GP140 (D7)",0,8,47,8,47,"",0,0,8.21310477248322e-10,8.21310477248322e-10
"64","LVS F TULARENSIS (H18)","CN54GP140 (H6)",0,8,91,8,91,"",0,0,5.84109205936203e-12,5.84109205936203e-12
"65","LVS F TULARENSIS (H18)","HIV-1 GAG-POL NEF (D1)",0,8,1499,8,1499,"",0,0,1.54417706763861e-21,1.54417706763861e-21
"66","LVS F TULARENSIS (H18)","HIV-1 GAG-POL NEF (D3)",0,8,64,8,64,"",0,0,8.35490545902496e-11,8.35490545902496e-11
"67","LVS F TULARENSIS (H18)","HPV-VLP (M2)",0,8,462,8,462,"",0,0,1.79783258672273e-17,1.79783258672273e-17
"68","LVS F TULARENSIS (H18)","INFLUENZA (D1)",0,8,14,8,14,"",0,0,3.12724770929106e-06,3.12724770929106e-06
"69","LVS F TULARENSIS (H18)","FLUARIX FLUVIRIN (D3)",1,7,908,8,909,"ICAM2",12.5,0.11,7.62486879246664e-17,7.62486879246664e-17
"70","LVS F TULARENSIS (H18)","INFLUENZA (D3)",0,8,23,8,23,"",0,0,1.26763196841061e-07,1.26763196841061e-07
"71","LVS F TULARENSIS (H18)","FLUARIX FLUVIRIN (D7)",1,7,707,8,708,"HSP90B1",12.5,0.14,4.3468290593803e-16,4.3468290593803e-16
"72","LVS F TULARENSIS (H18)","INFLUENZA (D7)",0,8,37,8,37,"",0,0,4.63922606204004e-09,4.63922606204004e-09
"73","LVS F TULARENSIS (H18)","PANDEMRIX (D7)",0,8,2,8,2,"",0,0,0.0222222222222222,0.0222222222222222
"74","LVS F TULARENSIS (H18)","INACTIVATED INFLUENZA (D0)",0,8,3,8,3,"",0,0,0.00606060606060606,0.00606060606060606
"75","LVS F TULARENSIS (H18)","FLUMIST (D3)",1,7,1060,8,1061,"DCTN2",12.5,0.09,2.59464908446523e-17,2.59464908446523e-17
"76","LVS F TULARENSIS (H18)","FLUMIST (D7)",2,6,2087,8,2089,"DCP1B,ICAM2",25,0.1,2.40158850209843e-16,2.40158850209843e-16
"77","LVS F TULARENSIS (H18)","MENACTRA (D3)",0,8,17,8,17,"",0,0,9.24577583616486e-07,9.24577583616486e-07
"78","LVS F TULARENSIS (H18)","MENACTRA (D7)",1,7,4,8,5,"HSP90B1",12.5,20,0.0101010101010101,0.0101010101010101
"79","LVS F TULARENSIS (H18)","WETVAX (D2-4)",0,8,62,8,62,"",0,0,1.0592826564121e-10,1.0592826564121e-10
"80","LVS F TULARENSIS (H18)","WETVAX (D5-7)",1,7,291,8,292,"RBMS1",12.5,0.34,2.02557320752893e-13,2.02557320752893e-13
"81","LVS F TULARENSIS (H18)","WETVAX (D50-60)",1,7,243,8,244,"ICAM2",12.5,0.41,6.98968526621226e-13,6.98968526621226e-13
"82","LVS F TULARENSIS (H18)","MVA85A (D2)",0,8,11,8,11,"",0,0,1.32306633854622e-05,1.32306633854622e-05
"83","LVS F TULARENSIS (H18)","ZOSTAVAX (D1)",0,8,13,8,13,"",0,0,4.91424640031452e-06,4.91424640031452e-06
"84","LVS F TULARENSIS (H18)","ZOSTAVAX (D3)",0,8,3,8,3,"",0,0,0.00606060606060606,0.00606060606060606
"85","LVS F TULARENSIS (H18)","YF VAX (ANY)",0,8,26,8,26,"",0,0,5.5077592210354e-08,5.5077592210354e-08
"86","LVS F TULARENSIS (H18)","YF17D (D3)",0,8,12,8,12,"",0,0,7.93839803127729e-06,7.93839803127729e-06
"87","LVS F TULARENSIS (H18)","YF VAX (D4-7)",0,8,488,8,488,"",0,0,1.16495257525498e-17,1.16495257525498e-17
"88","LVS F TULARENSIS (H18)","STAMARIL (D10)",0,8,207,8,207,"",0,0,1.00749164829543e-14,1.00749164829543e-14
"89","LVS F TULARENSIS (H18)","STAMARIL (D14)",1,7,55,8,56,"HSP90B1",12.5,1.79,1.44594687904575e-08,1.44594687904575e-08
"90","LVS F TULARENSIS (H18)","STAMARIL (D28)",0,8,25,8,25,"",0,0,7.20245436596938e-08,7.20245436596938e-08
"91","LVS F TULARENSIS (H18)","STAMARIL (D3)",0,8,215,8,215,"",0,0,7.48572102549163e-15,7.48572102549163e-15
"92","LVS F TULARENSIS (H18)","STAMARIL (D60)",0,8,63,8,63,"",0,0,9.39926864140319e-11,9.39926864140319e-11
"93","LVS F TULARENSIS (H18)","STAMARIL (D7)",0,8,333,8,333,"",0,0,2.39557833517143e-16,2.39557833517143e-16
"94","LVS F TULARENSIS (H18)","BBIBP (V3, D14)",0,8,39,8,39,"",0,0,3.180080029576e-09,3.180080029576e-09
"95","LVS F TULARENSIS (H18)","BBIBP (V3, D28)",0,8,15,8,15,"",0,0,2.0395093756246e-06,2.0395093756246e-06
"96","LVS F TULARENSIS (H18)","BNT (V1, D6)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
"97","LVS F TULARENSIS (H18)","BNT (V2, D1)",1,7,438,8,439,"CARD10",12.5,0.23,1.20427431048009e-14,1.20427431048009e-14
"98","LVS F TULARENSIS (H18)","BNT (V3, D1)",0,8,393,8,393,"",0,0,6.46965588538997e-17,6.46965588538997e-17
"99","LVS F TULARENSIS (H18)","BNT-I (D1)",0,8,981,8,981,"",0,0,4.53186417494867e-20,4.53186417494867e-20
"100","LVS F TULARENSIS (H18)","BNT-I (D10, mild)",3,5,3928,8,3931,"DCP1B,DCTN2,RBMS1",37.5,0.08,7.13177503712811e-15,7.13177503712811e-15
"101","LVS F TULARENSIS (H18)","BNT-I (D10, severe)",4,4,4094,8,4098,"DCP1B,DCTN2,HSP90B1,RBMS1",50,0.1,5.94240272713743e-12,5.94240272713743e-12
"102","LVS F TULARENSIS (H18)","BNT-I (D26, mild)",3,5,2305,8,2308,"DCP1B,DCTN2,ICAM2",37.5,0.13,1.01945944126244e-13,1.01945944126244e-13
"103","LVS F TULARENSIS (H18)","BNT-I (D26, severe)",0,8,530,8,530,"",0,0,6.05300135212802e-18,6.05300135212802e-18
"104","LVS F TULARENSIS (H18)","BNT-I (D3)",0,8,572,8,572,"",0,0,3.30486308499131e-18,3.30486308499131e-18
"105","LVS F TULARENSIS (H18)","BNT-I (D4)",0,8,138,8,138,"",0,0,2.37383671666356e-13,2.37383671666356e-13
"106","LVS F TULARENSIS (H18)","BNT-I-BNT (D51, mild)",1,7,305,8,306,"DCP1B",12.5,0.33,1.46572311742278e-13,1.46572311742278e-13
"107","LVS F TULARENSIS (H18)","BNT-I-BNT (D51, severe)",0,8,104,8,104,"",0,0,2.10308894925138e-12,2.10308894925138e-12
"108","LVS F TULARENSIS (H18)","BNT-MO (V3, D1)",0,8,772,8,772,"",0,0,3.05073137763259e-19,3.05073137763259e-19
"109","LVS F TULARENSIS (H18)","ChAd (V1, D3)",0,8,535,8,535,"",0,0,5.61849845965145e-18,5.61849845965145e-18
"110","LVS F TULARENSIS (H18)","ChAd (V1, D6)",0,8,82,8,82,"",0,0,1.29006421099617e-11,1.29006421099617e-11
"111","LVS F TULARENSIS (H18)","ChAd (V1, D7)",0,8,237,8,237,"",0,0,3.48609991990854e-15,3.48609991990854e-15
"112","LVS F TULARENSIS (H18)","ChAd (V2, D1)",0,8,606,8,606,"",0,0,2.08958310119711e-18,2.08958310119711e-18
"113","LVS F TULARENSIS (H18)","ChAd (V2, D3)",0,8,191,8,191,"",0,0,1.89053655953398e-14,1.89053655953398e-14
"114","LVS F TULARENSIS (H18)","ChAd (V2, D7)",0,8,8,8,8,"",0,0,0.000155400155400156,0.000155400155400156
"115","LVS F TULARENSIS (H18)","ChAd-BNT (V2, D3)",0,8,752,8,752,"",0,0,3.75893660145807e-19,3.75893660145807e-19
"116","LVS F TULARENSIS (H18)","ChAd-BNT (V2, D7)",0,8,684,8,684,"",0,0,7.9856120244445e-19,7.9856120244445e-19
"117","LVS F TULARENSIS (H18)","ChAd-BNT (V3, D1)",0,8,824,8,824,"",0,0,1.81632561726069e-19,1.81632561726069e-19
"118","LVS F TULARENSIS (H18)","I (D10, moderate)",1,7,2747,8,2748,"HSP90B1",12.5,0.04,3.37273577534718e-20,3.37273577534718e-20
"119","LVS F TULARENSIS (H18)","I (D10, severe)",3,5,3664,8,3667,"DCP1B,ICAM2,RBMS1",37.5,0.08,1.00934378453879e-14,1.00934378453879e-14
"120","LVS F TULARENSIS (H18)","I (D26, moderate)",0,8,1775,8,1775,"",0,0,4.00995468476839e-22,4.00995468476839e-22
"121","LVS F TULARENSIS (H18)","I (D26, severe)",2,6,3564,8,3566,"ICAM2,RBMS1",25,0.06,9.74645110154818e-18,9.74645110154818e-18
"122","LVS F TULARENSIS (H18)","I (D51, moderate)",0,8,41,8,41,"",0,0,2.21740274171117e-09,2.21740274171117e-09
"123","LVS F TULARENSIS (H18)","I (D51, severe)",0,8,2008,8,2008,"",0,0,1.49842725182218e-22,1.49842725182218e-22
"124","LVS F TULARENSIS (H18)","I-BNT-I (D2)",0,8,5,8,5,"",0,0,0.000777000777000778,0.000777000777000778
"125","LVS F TULARENSIS (H18)","I-BNT-I (D5)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
"126","LVS F TULARENSIS (H18)","I-I (D1)",0,8,25,8,25,"",0,0,7.20245436596938e-08,7.20245436596938e-08
"127","LVS F TULARENSIS (H18)","I-I (D2)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
"128","LVS F TULARENSIS (H18)","I-I (D3)",0,8,3,8,3,"",0,0,0.00606060606060606,0.00606060606060606
"129","LVS F TULARENSIS (H18)","I-I (D5)",0,8,14,8,14,"",0,0,3.12724770929106e-06,3.12724770929106e-06
"130","LVS F TULARENSIS (H18)","ZF2001 (V3, D07)",2,6,2271,8,2273,"CARD10,ADAM11",25,0.09,1.44838938460287e-16,1.44838938460287e-16
"131","LVS F TULARENSIS (H18)","ZF2001 (V3, D14)",0,8,236,8,236,"",0,0,3.60377417880843e-15,3.60377417880843e-15
"132","LVS F TULARENSIS (H18)","ZF2001 (V3, D28)",0,8,21,8,21,"",0,0,2.32983741229618e-07,2.32983741229618e-07
"133","LVS F TULARENSIS (H192)","CN54GP140 (D1)",0,8,158,8,158,"",0,0,8.29925370834617e-14,8.29925370834617e-14
"134","LVS F TULARENSIS (H192)","CN54GP140 (D3)",0,8,70,8,70,"",0,0,4.2649595337025e-11,4.2649595337025e-11
"135","LVS F TULARENSIS (H192)","CN54GP140 (D7)",0,8,47,8,47,"",0,0,8.21310477248322e-10,8.21310477248322e-10
"136","LVS F TULARENSIS (H192)","CN54GP140 (H6)",0,8,91,8,91,"",0,0,5.84109205936203e-12,5.84109205936203e-12
"137","LVS F TULARENSIS (H192)","HIV-1 GAG-POL NEF (D1)",0,8,1499,8,1499,"",0,0,1.54417706763861e-21,1.54417706763861e-21
"138","LVS F TULARENSIS (H192)","HIV-1 GAG-POL NEF (D3)",0,8,64,8,64,"",0,0,8.35490545902496e-11,8.35490545902496e-11
"139","LVS F TULARENSIS (H192)","HPV-VLP (M2)",0,8,462,8,462,"",0,0,1.79783258672273e-17,1.79783258672273e-17
"140","LVS F TULARENSIS (H192)","INFLUENZA (D1)",0,8,14,8,14,"",0,0,3.12724770929106e-06,3.12724770929106e-06
"141","LVS F TULARENSIS (H192)","FLUARIX FLUVIRIN (D3)",1,7,908,8,909,"ICAM2",12.5,0.11,7.62486879246664e-17,7.62486879246664e-17
"142","LVS F TULARENSIS (H192)","INFLUENZA (D3)",0,8,23,8,23,"",0,0,1.26763196841061e-07,1.26763196841061e-07
"143","LVS F TULARENSIS (H192)","FLUARIX FLUVIRIN (D7)",1,7,707,8,708,"HSP90B1",12.5,0.14,4.3468290593803e-16,4.3468290593803e-16
"144","LVS F TULARENSIS (H192)","INFLUENZA (D7)",0,8,37,8,37,"",0,0,4.63922606204004e-09,4.63922606204004e-09
"145","LVS F TULARENSIS (H192)","PANDEMRIX (D7)",0,8,2,8,2,"",0,0,0.0222222222222222,0.0222222222222222
"146","LVS F TULARENSIS (H192)","INACTIVATED INFLUENZA (D0)",0,8,3,8,3,"",0,0,0.00606060606060606,0.00606060606060606
"147","LVS F TULARENSIS (H192)","FLUMIST (D3)",1,7,1060,8,1061,"DCTN2",12.5,0.09,2.59464908446523e-17,2.59464908446523e-17
"148","LVS F TULARENSIS (H192)","FLUMIST (D7)",3,5,2086,8,2089,"SOD2,DCP1B,ICAM2",37.5,0.14,1.67710930396541e-13,1.67710930396541e-13
"149","LVS F TULARENSIS (H192)","MENACTRA (D3)",0,8,17,8,17,"",0,0,9.24577583616486e-07,9.24577583616486e-07
"150","LVS F TULARENSIS (H192)","MENACTRA (D7)",1,7,4,8,5,"HSP90B1",12.5,20,0.0101010101010101,0.0101010101010101
"151","LVS F TULARENSIS (H192)","WETVAX (D2-4)",1,7,61,8,62,"SOD2",12.5,1.61,7.41497859488467e-09,7.41497859488467e-09
"152","LVS F TULARENSIS (H192)","WETVAX (D5-7)",1,7,291,8,292,"SOD2",12.5,0.34,2.02557320752893e-13,2.02557320752893e-13
"153","LVS F TULARENSIS (H192)","WETVAX (D50-60)",2,6,242,8,244,"SOD2,ICAM2",25,0.82,8.77205500909646e-11,8.77205500909646e-11
"154","LVS F TULARENSIS (H192)","MVA85A (D2)",0,8,11,8,11,"",0,0,1.32306633854622e-05,1.32306633854622e-05
"155","LVS F TULARENSIS (H192)","ZOSTAVAX (D1)",0,8,13,8,13,"",0,0,4.91424640031452e-06,4.91424640031452e-06
"156","LVS F TULARENSIS (H192)","ZOSTAVAX (D3)",0,8,3,8,3,"",0,0,0.00606060606060606,0.00606060606060606
"157","LVS F TULARENSIS (H192)","YF VAX (ANY)",0,8,26,8,26,"",0,0,5.5077592210354e-08,5.5077592210354e-08
"158","LVS F TULARENSIS (H192)","YF17D (D3)",0,8,12,8,12,"",0,0,7.93839803127729e-06,7.93839803127729e-06
"159","LVS F TULARENSIS (H192)","YF VAX (D4-7)",0,8,488,8,488,"",0,0,1.16495257525498e-17,1.16495257525498e-17
"160","LVS F TULARENSIS (H192)","STAMARIL (D10)",0,8,207,8,207,"",0,0,1.00749164829543e-14,1.00749164829543e-14
"161","LVS F TULARENSIS (H192)","STAMARIL (D14)",1,7,55,8,56,"HSP90B1",12.5,1.79,1.44594687904575e-08,1.44594687904575e-08
"162","LVS F TULARENSIS (H192)","STAMARIL (D28)",0,8,25,8,25,"",0,0,7.20245436596938e-08,7.20245436596938e-08
"163","LVS F TULARENSIS (H192)","STAMARIL (D3)",0,8,215,8,215,"",0,0,7.48572102549163e-15,7.48572102549163e-15
"164","LVS F TULARENSIS (H192)","STAMARIL (D60)",0,8,63,8,63,"",0,0,9.39926864140319e-11,9.39926864140319e-11
"165","LVS F TULARENSIS (H192)","STAMARIL (D7)",0,8,333,8,333,"",0,0,2.39557833517143e-16,2.39557833517143e-16
"166","LVS F TULARENSIS (H192)","BBIBP (V3, D14)",0,8,39,8,39,"",0,0,3.180080029576e-09,3.180080029576e-09
"167","LVS F TULARENSIS (H192)","BBIBP (V3, D28)",0,8,15,8,15,"",0,0,2.0395093756246e-06,2.0395093756246e-06
"168","LVS F TULARENSIS (H192)","BNT (V1, D6)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
"169","LVS F TULARENSIS (H192)","BNT (V2, D1)",1,7,438,8,439,"CARD10",12.5,0.23,1.20427431048009e-14,1.20427431048009e-14
"170","LVS F TULARENSIS (H192)","BNT (V3, D1)",0,8,393,8,393,"",0,0,6.46965588538997e-17,6.46965588538997e-17
"171","LVS F TULARENSIS (H192)","BNT-I (D1)",0,8,981,8,981,"",0,0,4.53186417494867e-20,4.53186417494867e-20
"172","LVS F TULARENSIS (H192)","BNT-I (D10, mild)",2,6,3929,8,3931,"DCP1B,DCTN2",25,0.05,5.43442344713844e-18,5.43442344713844e-18
"173","LVS F TULARENSIS (H192)","BNT-I (D10, severe)",3,5,4095,8,4098,"HSP90B1,DCP1B,DCTN2",37.5,0.07,5.79322712857642e-15,5.79322712857642e-15
"174","LVS F TULARENSIS (H192)","BNT-I (D26, mild)",3,5,2305,8,2308,"DCP1B,DCTN2,ICAM2",37.5,0.13,1.01945944126244e-13,1.01945944126244e-13
"175","LVS F TULARENSIS (H192)","BNT-I (D26, severe)",0,8,530,8,530,"",0,0,6.05300135212802e-18,6.05300135212802e-18
"176","LVS F TULARENSIS (H192)","BNT-I (D3)",1,7,571,8,572,"SOD2",12.5,0.17,1.91682058929496e-15,1.91682058929496e-15
"177","LVS F TULARENSIS (H192)","BNT-I (D4)",0,8,138,8,138,"",0,0,2.37383671666356e-13,2.37383671666356e-13
"178","LVS F TULARENSIS (H192)","BNT-I-BNT (D51, mild)",1,7,305,8,306,"DCP1B",12.5,0.33,1.46572311742278e-13,1.46572311742278e-13
"179","LVS F TULARENSIS (H192)","BNT-I-BNT (D51, severe)",0,8,104,8,104,"",0,0,2.10308894925138e-12,2.10308894925138e-12
"180","LVS F TULARENSIS (H192)","BNT-MO (V3, D1)",0,8,772,8,772,"",0,0,3.05073137763259e-19,3.05073137763259e-19
"181","LVS F TULARENSIS (H192)","ChAd (V1, D3)",0,8,535,8,535,"",0,0,5.61849845965145e-18,5.61849845965145e-18
"182","LVS F TULARENSIS (H192)","ChAd (V1, D6)",0,8,82,8,82,"",0,0,1.29006421099617e-11,1.29006421099617e-11
"183","LVS F TULARENSIS (H192)","ChAd (V1, D7)",0,8,237,8,237,"",0,0,3.48609991990854e-15,3.48609991990854e-15
"184","LVS F TULARENSIS (H192)","ChAd (V2, D1)",0,8,606,8,606,"",0,0,2.08958310119711e-18,2.08958310119711e-18
"185","LVS F TULARENSIS (H192)","ChAd (V2, D3)",0,8,191,8,191,"",0,0,1.89053655953398e-14,1.89053655953398e-14
"186","LVS F TULARENSIS (H192)","ChAd (V2, D7)",0,8,8,8,8,"",0,0,0.000155400155400156,0.000155400155400156
"187","LVS F TULARENSIS (H192)","ChAd-BNT (V2, D3)",0,8,752,8,752,"",0,0,3.75893660145807e-19,3.75893660145807e-19
"188","LVS F TULARENSIS (H192)","ChAd-BNT (V2, D7)",1,7,683,8,684,"SOD2",12.5,0.15,5.52604352091555e-16,5.52604352091555e-16
"189","LVS F TULARENSIS (H192)","ChAd-BNT (V3, D1)",0,8,824,8,824,"",0,0,1.81632561726069e-19,1.81632561726069e-19
"190","LVS F TULARENSIS (H192)","I (D10, moderate)",1,7,2747,8,2748,"HSP90B1",12.5,0.04,3.37273577534718e-20,3.37273577534718e-20
"191","LVS F TULARENSIS (H192)","I (D10, severe)",2,6,3665,8,3667,"DCP1B,ICAM2",25,0.05,8.24402764393249e-18,8.24402764393249e-18
"192","LVS F TULARENSIS (H192)","I (D26, moderate)",0,8,1775,8,1775,"",0,0,4.00995468476839e-22,4.00995468476839e-22
"193","LVS F TULARENSIS (H192)","I (D26, severe)",1,7,3565,8,3566,"ICAM2",12.5,0.03,5.45561214752206e-21,5.45561214752206e-21
"194","LVS F TULARENSIS (H192)","I (D51, moderate)",0,8,41,8,41,"",0,0,2.21740274171117e-09,2.21740274171117e-09
"195","LVS F TULARENSIS (H192)","I (D51, severe)",1,7,2007,8,2008,"SOD2",12.5,0.05,3.0208293396735e-19,3.0208293396735e-19
"196","LVS F TULARENSIS (H192)","I-BNT-I (D2)",0,8,5,8,5,"",0,0,0.000777000777000778,0.000777000777000778
"197","LVS F TULARENSIS (H192)","I-BNT-I (D5)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
"198","LVS F TULARENSIS (H192)","I-I (D1)",0,8,25,8,25,"",0,0,7.20245436596938e-08,7.20245436596938e-08
"199","LVS F TULARENSIS (H192)","I-I (D2)",0,8,1,8,1,"",0,0,0.111111111111111,0.111111111111111
