"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"78","BNT (V3, D1)","ChAd (V1, D6)",0,129,15,129,15,"",0,0,1.17201572768461e-20,19.9310665603309
"79","BNT (V3, D1)","ChAd (V1, D7)",1,128,78,129,79,"UMODL1-AS1",0.78,1.27,3.83913903303867e-57,56.4157661597794
"80","BNT (V3, D1)","ChAd (V2, D1)",20,109,305,129,325,"KLHDC9, RNA5SP225, RNU2-59P, RN7SKP230, XCR1, SNORD15B, CDH2, SNORD3A, RNU5B-1, EEF1A1P35, RNY1, LIM2, FAM3D, SNORD9, RNA5S9, SNORD67, FBXO27, GZMAP1, RPSAP4, RNA5SP202",15.5,6.15,1.89451569502254e-82,81.7225017924827
"81","BNT (V3, D1)","ChAd (V2, D7)",0,129,5,129,5,"",0,0,2.9952717299431e-09,8.52356377245272
"82","BNT (V3, D1)","ChAd-BNT (V2, D3)",12,117,343,129,355,"ADAMTS2, NCKAP5, HTRA1, CDH2, PHF24, COLEC12, PPARGC1A, SV2C, IGSF23, CLDN10, FBXO27, MIR25",9.3,3.38,9.94208907150122e-98,97.0025223503211
"83","BNT (V3, D1)","ChAd-BNT (V2, D7)",1,128,544,129,545,"PHF24",0.78,0.18,2.10185307509965e-139,138.677397645541
"84","BNT (V3, D1)","ChAd-BNT (V3, D1)",11,118,214,129,225,"RNU2-59P, RN7SKP230, XCR1, SNORD15B, RNU5B-1, EEF1A1P35, RNY1, SNORD9, RNA5S9, SNORD67, RNA5SP202",8.53,4.89,7.69176285137058e-80,79.1139741141799
"85","BNT (V3, D1)","ZF2001 (V3, D07)",1,128,226,129,230,"RBFOX3",0.78,0.43,4.7446477285169e-98,97.3237960267015
"86","BNT (V3, D1)","ZF2001 (V3, D14)",0,129,78,129,78,"",0,0,4.85966966207419e-59,58.3133932510699
"87","BNT (V3, D1)","ZF2001 (V3, D28)",0,129,95,129,95,"",0,0,9.18082162041404e-66,65.0371184506893
"88","BNT-MO (V3, D1)","ChAd (V1, D3)",14,363,406,377,420,"ZNF667, NCKAP5, XCR1, SDK2, PPARGC1A, LGI4, NRCAM, IL36A, HTR3A, TUSC3, TSPEAR, LCN10, LONRF2, CHL1",3.71,3.33,5.77484755626593e-209,208.238459475738
"89","BNT-MO (V3, D1)","ChAd (V1, D6)",1,376,14,377,15,"LMOD1",0.27,6.67,8.47783533937624e-25,24.0717150227636
"90","BNT-MO (V3, D1)","ChAd (V1, D7)",5,372,74,377,79,"MEG3, SFTPD, LYPD2, PPP1R17, ZBTB7C",1.33,6.33,1.65354091838164e-79,78.7815850536033
"91","BNT-MO (V3, D1)","ChAd (V2, D1)",32,345,293,377,325,"RNA5SP202, NOG, RAB36, ITGB4, ADAMTS1, NMUR1, RN7SKP230, SNORA74A, FAT4, SNORD94, C14orf132, SNORA23, SNORD17, SNORD15B, MOCS1, SNORD3A, XCR1, RNA5S9, BOK, SNORD67, RIPK4, TTC23L-AS1, IGHV3-30, EFHD1, RNU5B-1, LIM2, SCARNA1, SNORA74B, RNA5-8SN5, GTSCR1, TRAV18, SNORA53",8.49,9.85,2.42877114871049e-154,153.614613404723
"92","BNT-MO (V3, D1)","ChAd (V2, D7)",1,376,4,377,5,"XCL1",0.27,20,5.78551020473458e-09,8.2376583360501
"93","BNT-MO (V3, D1)","ChAd-BNT (V2, D3)",11,366,344,377,355,"C14orf132, GALNT14, NCKAP5, PPARGC1A, CCL23, TEKT3, TUSC3, PPP1R17, KIR2DS4, PRSS22, PACRG",2.92,3.1,1.56887514591198e-195,194.804411617024
"94","BNT-MO (V3, D1)","ChAd-BNT (V2, D7)",1,376,544,377,545,"LYPD2",0.27,0.18,4.70783278174142e-267,266.327178971329
"95","BNT-MO (V3, D1)","ChAd-BNT (V3, D1)",30,347,195,377,225,"SNHG22, RNA5SP202, TRDJ1, TRBV15, ADAMTS1, NMUR1, RN7SKP230, SNORA74A, FAT4, TRGV8, SNORD94, SNORA23, SNORD17, SNORD15B, IGHV4-59, MIR181A2HG, XCR1, RNA5S9, BOK, SNORD67, NRCAM, TRBV21-1, IGHV3-30, RNU5B-1, DGKK, SCARNA1, SNORA74B, KIR2DS4, SNORA53, MIR663AHG",7.96,13.33,2.10659006274581e-121,120.67641996881
"96","BNT-MO (V3, D1)","ZF2001 (V3, D07)",4,373,223,377,230,"ATG9B, LINC00563, NLRP7, RBFOX3",1.06,1.74,3.68818107747681e-163,162.433187764674
"97","BNT-MO (V3, D1)","ZF2001 (V3, D14)",0,377,78,377,78,"",0,0,5.93834212333451e-90,89.2263347851845
"98","BNT-MO (V3, D1)","ZF2001 (V3, D28)",1,376,94,377,95,"LYPD2",0.27,1.05,1.19481830150257e-99,98.9226981337573
"99","ChAd (V1, D3)","ChAd (V1, D6)",0,420,15,420,15,"",0,0,4.41748435017945e-28,27.3548249803934
"100","ChAd (V1, D3)","ChAd (V1, D7)",5,415,74,420,79,"MIR1271, HBG2, MIR27A, MIR23A, CCDC184",1.19,6.33,1.09297801890442e-82,81.9613885721441
"101","ChAd (V1, D3)","ChAd (V2, D1)",9,411,316,420,325,"CDH2, HBG2, SNORA49, ENTPD2, XCR1, ROR1, CD34, NXPH4, LDB2",2.14,2.77,1.47800284408395e-200,199.830324730238
"102","ChAd (V1, D3)","ChAd (V2, D7)",0,420,5,420,5,"",0,0,8.86117972704343e-12,11.0525084547678
"103","ChAd (V1, D3)","ChAd-BNT (V2, D3)",68,352,287,420,355,"CMTM2, LOC101928489, RSPH14, KCND3, LOC100420587, HERC2P10, HEPH, LINC00593, CXCR2, KIAA1257, ADGRG3, ENOX1, TMC2, CDH2, EXTL1, ADAMTS2, CXCR1, PAH, TM4SF1, CLDN10, ZCCHC12, DUOXA1, SEMG1, ANKRD7, C2orf91, SLC7A10, LINC01447, ISPD-AS1, LINC00514, SLC52A3, CSF2, LOC101928718, REEP1, MAGEA8-AS1, ACTL6B, TEK, TUSC3, CNTNAP3, COLEC12, NCKAP5, IL1R1, CLEC9A, LOC102724190, CXCL1, PI3, NECAB2, IL1R2, BEND2, ALPL, RNF222, NOV, CXCL6, TGM3, HTRA1, ADGRV1, PPARGC1A, KIAA0319, MME, IGSF23, LOC101927854, GLIS3, C15orf26, CA4, OTX1, CCL4L2, KY, CCDC173, PHF24",16.19,19.15,1.56296372505684e-132,131.806051101437
"104","ChAd (V1, D3)","ChAd-BNT (V2, D7)",68,352,477,420,545,"CMTM2, LOC101928489, KCND3, LOC100420587, KAZN, MGAM, LOC254896, CYP4F3, LINC00593, SLC12A1, CXCR2, CSNK1A1L, ADGRG3, BTNL8, G0S2, CXCL2, HCAR3, C4BPA, LEFTY1, KRT23, MIRLET7A1, HCAR2, CAMK1G, SPP1, HBG2, LINC00639, CXCR1, CNGB1, C18orf61, PPBPP2, TM4SF1, TNFRSF10C, LUCAT1, NAV3, PLIN5, XKR3, TBC1D3P1-DHX40P1, DAAM2, TRHDE, SLC25A2, GSTA1, SLC44A5, CSF2, FCGR3B, HBBP1, CNTNAP3, CXCL8, LOC102724190, CXCL1, PI3, NECAB2, IL1R2, BEND2, ALPL, NOV, CXCL6, TGM3, MME, LOC101927854, C15orf26, CA4, OTX1, CCL4L2, KY, CXCL3, CCL3L1, HSPB3, PHF24",16.19,12.48,1.32470891931039e-180,179.877879539557
"105","ChAd (V1, D3)","ChAd-BNT (V3, D1)",4,416,221,420,225,"NRCAM, HBG2, SNORA49, XCR1",0.95,1.78,1.49951161348471e-170,169.824050166348
"106","ChAd (V1, D3)","ZF2001 (V3, D07)",4,416,223,420,230,"COL11A2, LEFTY1, HCAR2, CORT",0.95,1.74,1.86353746784188e-171,170.729661871001
"107","ChAd (V1, D3)","ZF2001 (V3, D14)",1,419,77,420,78,"FCGR3B",0.24,1.28,1.36057447286436e-90,89.866277681544
"108","ChAd (V1, D3)","ZF2001 (V3, D28)",0,420,95,420,95,"",0,0,2.58101860342841e-106,105.588208865143
"109","ChAd (V1, D6)","ChAd (V1, D7)",2,13,77,15,79,"EPB42, HBA2",13.33,2.53,4.70264658038105e-14,13.3276576587104
"110","ChAd (V1, D6)","ChAd (V2, D1)",1,14,324,15,325,"HBA2",6.67,0.31,6.48430471428309e-24,23.1881365847208
"111","ChAd (V1, D6)","ChAd (V2, D7)",0,15,5,15,5,"",0,0,6.44994840041281e-05,4.19044375970669
"112","ChAd (V1, D6)","ChAd-BNT (V2, D3)",1,14,354,15,355,"PDZK1IP1",6.67,0.28,1.93447642296187e-24,23.7134365590107
"113","ChAd (V1, D6)","ChAd-BNT (V2, D7)",4,11,541,15,545,"PDZK1IP1, EPB42, HBA2, VMO1",26.67,0.73,3.83441805225576e-20,19.4163005393739
"114","ChAd (V1, D6)","ChAd-BNT (V3, D1)",1,14,224,15,225,"HBA2",6.67,0.44,9.71610807521559e-22,21.0125076630509
"115","ChAd (V1, D6)","ZF2001 (V3, D07)",1,14,226,15,230,"PDZK1IP1",6.67,0.43,8.61783845910643e-22,21.0646016509968
"116","ChAd (V1, D6)","ZF2001 (V3, D14)",0,15,78,15,78,"",0,0,1.28015423448512e-17,16.8927377028908
"117","ChAd (V1, D6)","ZF2001 (V3, D28)",0,15,95,15,95,"",0,0,8.5051383667732e-19,18.0703186166267
"118","ChAd (V1, D7)","ChAd (V2, D1)",6,73,319,79,325,"PALM, HBA2, HBG2, SNORA37, HBB, HBA1",7.59,1.85,2.30384162204999e-73,72.6375473798642
"119","ChAd (V1, D7)","ChAd (V2, D7)",0,79,5,79,5,"",0,0,3.23917945624283e-08,7.48956499064464
"120","ChAd (V1, D7)","ChAd-BNT (V2, D3)",1,78,354,79,355,"PPP1R17",1.27,0.28,3.27568498833236e-86,85.4846978695511
"121","ChAd (V1, D7)","ChAd-BNT (V2, D7)",30,49,515,79,545,"CXCL10, CCL3, SELENBP1, IFIT1B, EPB42, ALAS2, APOL4, SYTL5, CA1, GBP1P1, SLC4A1, HBD, ANKRD22, CTB-178M22, HBA2, HBG2, AHSP, OSR2, LINC00570, C1orf105, GPR20, SLC38A4, RNF182, ABCC13, HBG1, IRG1, FBLN1, HBB, LYPD2, HBA1",37.97,5.5,3.13807415705759e-51,50.5033367976451
"122","ChAd (V1, D7)","ChAd-BNT (V3, D1)",2,77,223,79,225,"HBA2, HBG2",2.53,0.89,2.02479680695472e-70,69.693618552719
"123","ChAd (V1, D7)","ZF2001 (V3, D07)",0,79,227,79,230,"",0,0,2.41661942102756e-75,74.6167917386539
"124","ChAd (V1, D7)","ZF2001 (V3, D14)",0,79,78,79,78,"",0,0,8.63706788351612e-47,46.0636336670272
"125","ChAd (V1, D7)","ZF2001 (V3, D28)",1,78,94,79,95,"LYPD2",1.27,1.05,2.50255999244743e-49,48.6016155026292
"126","ChAd (V2, D1)","ChAd (V2, D7)",0,325,5,325,5,"",0,0,3.16105616075014e-11,10.5001677882201
"127","ChAd (V2, D1)","ChAd-BNT (V2, D3)",10,315,345,325,355,"TNFSF11, CDHR1, VIPR2, LINC00469, FBXO27, C14orf132, CDH2, KIR2DL1, PTGES, SDC2",3.08,2.82,6.88017791625924e-182,181.162400331089
"128","ChAd (V2, D1)","ChAd-BNT (V2, D7)",7,318,538,325,545,"HBA1, DDX11L1, HBG2, HBA2, HBB, CHRNA2, SDC2",2.15,1.28,5.41673690082302e-232,231.266262258246
"129","ChAd (V2, D1)","ChAd-BNT (V3, D1)",99,226,126,325,225,"LYPD3, SNORA79B, RNU2-59P, TOX-DT, SNORA54, RNU6-36P, RNU6-1, SNORA53, RNA5SP352, RNA5S9, ERBB2, SNORD17, PDGFD, NMUR1, FAT4, NKG7, PRSS30P, RPL12P14, SH2D1B, HES6, IGHV3-30, ENSG00000263464, PRSS23, SPON2, SNORA38B, TRDC, PODN, ADAMTS1, KIR3DL1, RNU6-6P, KIR3DL2, RBFOX2, IGKC, IGLV3-9, HOPX, RNA5SP298, HBG2, RNU2-64P, RNU6-33P, HBA2, SNORA74A, SNORA7B, NUDT11, LINGO2, KIR2DL1, XCR1, PTGES, SNORA80E, RNU4-2, RNU4-1, RNU5B-1, SCARNA1, SNORA5A, SNORA22, SNORA22C, UBBP4, RPL23AP74, SNORA23, SCARNA22, SNORD67, SCARNA6, SNORA49, SNORD15B, ENSG00000269028, RNU6-3P, SNORD13, SNORD94, RPL7AP50, SNORA11, SNORA3B, SNORA74B, PLEKHF1, CLIC3, RN7SL396P, SCARNA5, SNORA12, EEF1A1P35, SCARNA8, SNORD9, GPR68, IGKV4-1, SNORA47, RPL7AP20, RNU6-4P, PTGDR, FGFBP2, IGHV3-23, BOK, RNU1-67P, RN7SKP230, RNY1, RNA5SP202, SNORA73B, RNA5-8SN2, SNHG25, SNORD89, MIR3609, RN7SKP255, RNU5A-1",30.46,44,1.28412619874089e-49,48.8913922934606
"130","ChAd (V2, D1)","ZF2001 (V3, D07)",1,324,226,325,230,"TRBV30",0.31,0.43,6.82040717910822e-159,158.166189697138
"131","ChAd (V2, D1)","ZF2001 (V3, D14)",1,324,77,325,78,"TRBV30",0.31,1.28,8.16121299765064e-83,82.0882452874428
"132","ChAd (V2, D1)","ZF2001 (V3, D28)",0,325,95,325,95,"",0,0,6.51340033611959e-97,96.1861922277641
"133","ChAd (V2, D7)","ChAd-BNT (V2, D3)",0,5,355,5,355,"",0,0,2.04071828575966e-11,10.6902169440269
"134","ChAd (V2, D7)","ChAd-BNT (V2, D7)",1,4,544,5,545,"RASGEF1B",20,0.18,1.33551378181163e-09,8.874351625925
"135","ChAd (V2, D7)","ChAd-BNT (V3, D1)",0,5,225,5,225,"",0,0,1.94781983648058e-10,9.71045121565083
"136","ChAd (V2, D7)","ZF2001 (V3, D07)",0,5,227,5,230,"",0,0,1.86458899184816e-10,9.72941688409335
"137","ChAd (V2, D7)","ZF2001 (V3, D14)",0,5,78,5,78,"",0,0,3.44419081423288e-08,7.4629127958732
"138","ChAd (V2, D7)","ZF2001 (V3, D28)",0,5,95,5,95,"",0,0,1.32824138715155e-08,7.87672299154823
"139","ChAd-BNT (V2, D3)","ChAd-BNT (V2, D7)",167,188,378,355,545,"ZNF331, ENKUR, FILIP1L, RHOBTB1, TMCC3, SPARC, CABP5, VSIG2, CCL4L2, HGD, BMP6, LOC102724190, FAXDC2, C6orf25, SH3BGRL2, CTTN, MTRNR2L2, HIST1H2BJ, MEIS1, TUBB1, LOC101927854, MYLK, C2orf88, RGS6, SEC14L5, ABCC3, PDGFA, VIL1, SELP, CXCL5, GFI1B, SLC24A3, CCDC103, MYEOV, TSPAN9, ACSBG1, ELOVL7, ITGB5, ABLIM3, MYZAP, LRRC32, VEPH1, BEND2, IL1R2, THCAT158, SDPR, TMEM40, MIR3607, SYTL4, C15orf26, HIST1H2BI, CSF2, RPL23P8, TREML1, EGF, NT5M, ARMC3, CNTNAP3, SH3TC2, AP1M2, PHACTR1, PVALB, LINC00534, PCSK6, LOC100287036, LTBP1, PPBP, HIST1H2BG, ITGB3, METTL21EP, TGM3, CXCR1, HIST1H2BH, OR2B6, LOC643355, GNG11, TNNC2, USP2, GATA1, HIST1H2BO, PARD3, TDRP, VEGFC, CALD1, PCYT1B, LOC101928834, RMRP, AVPR1A, RALGAPA1P, LY6G6F, CMTM5, FAM212B-AS1, CLU, AQP10, FSTL1, TRAPPC3L, FAM81B, CXCL1, LINC00989, WASF3, NECAB2, PI3, LOC101928489, DDX11L5, MYCT1, CXCR2, CAPN11, LINC01151, PDGFRA, ITGA2B, TM4SF1, SDC2, LY6G6E, LINC00853, MYL9, EHD2, NOV, CPNE4, LOC392232, ELAVL3, CMTM2, LOC100420587, KCND3, GPR1, SPOCD1, BDKRB2, PHF24, SAMD14, CDR2L, TRHDE-AS1, MIR744, SPX, LINC00593, TRIM40, LOC101929297, PDZK1IP1, NKAIN2, KY, ALPL, LINC01088, DGAT2, LURAP1L, HRASLS, MTRNR2L10, ADGRG3, LOC105375734, CXCL6, CA4, MAOB, S100P, MMP1, DDX11L9, TBX15, SLC35D3, LINC00929, WFDC3, OTX1, LY6G6D, MME, DYNC1I1, LOC284648, L3MBTL4-AS1, LUM, LOC255187, TRIM15, ERC2, CHST8",47.04,30.64,2.82878181712002e-75,74.5484005482217
"140","ChAd-BNT (V2, D3)","ChAd-BNT (V3, D1)",3,352,222,355,225,"PTGES, KIR2DS4, KIR2DL1",0.85,1.33,5.78842698556585e-160,159.23743944047
"141","ChAd-BNT (V2, D3)","ZF2001 (V3, D07)",2,353,225,355,230,"PDZK1IP1, SLC35D3",0.56,0.87,4.58967268694842e-163,162.338218285121
"142","ChAd-BNT (V2, D3)","ZF2001 (V3, D14)",1,354,77,355,78,"OR7D2",0.28,1.28,1.79540708854167e-85,84.7458370644882
"143","ChAd-BNT (V2, D3)","ZF2001 (V3, D28)",1,354,94,355,95,"CTTN",0.28,1.05,1.81656645067019e-97,96.7407487108585
"144","ChAd-BNT (V2, D7)","ChAd-BNT (V3, D1)",3,542,222,545,225,"HBA2, HBG2, PROK2",0.55,1.33,2.28687961597934e-193,192.640756696562
"145","ChAd-BNT (V2, D7)","ZF2001 (V3, D07)",7,538,220,545,230,"TTC7B, NRGN, PDZK1IP1, F2RL3, HCAR2, SLC35D3, LEFTY1",1.28,3.04,8.2058287122146e-186,185.085877552701
"146","ChAd-BNT (V2, D7)","ZF2001 (V3, D14)",2,543,76,545,78,"NRGN, FCGR3B",0.37,2.56,3.60771217748457e-96,95.4427681176701
"147","ChAd-BNT (V2, D7)","ZF2001 (V3, D28)",3,542,92,545,95,"CTTN, LYPD2, DCSTAMP",0.55,3.16,1.80490343205367e-108,107.743546029242
"148","ChAd-BNT (V3, D1)","ZF2001 (V3, D07)",1,224,226,225,230,"TRBV6-5",0.44,0.43,1.04079974125584e-132,131.982632824413
"149","ChAd-BNT (V3, D1)","ZF2001 (V3, D14)",0,225,78,225,78,"",0,0,1.69177157284093e-74,73.7716582768477
"150","ChAd-BNT (V3, D1)","ZF2001 (V3, D28)",0,225,95,225,95,"",0,0,6.14770094002612e-84,83.2112872672711
"151","ZF2001 (V3, D07)","ZF2001 (V3, D14)",33,194,45,230,78,"LOC105377779, GSK3A, HK2, GAS5, HOXA5, LINC02280, AIG1P1, RPL38, MBD6, SIPA1L1, HOXB2, KLHL5, GAS6-AS1, TRBV28, RABL2B, HOXA9, TRBV30, PLCL1, ALG1L13P, CEP83, CYB561D2_1, CRYBA1, KCNMB3, DEDD2, SLC38A9, NRGN, TUBB2B, POM121B, FIP1L1, EIF3B, LOC105375787, LTV1, NAB1",14.35,42.31,1.71577044138322e-30,29.7655408182994
"152","ZF2001 (V3, D07)","ZF2001 (V3, D28)",42,185,53,230,95,"RN7SL460P, CTU2, HK2, GAS5, HOXA5, LINC02280, RPL38, MBD6, SIPA1L1, HOXB2, TMEM62, KLHL5, GAS6-AS1, TRBV28, RABL2B, KIAA1522, HOXA9, GAS7, TRBV3-1, PLCL1, ACE, C15orf40, BRPF3, CEP83, CYB561D2_1, CREBL2, SCNM1, RABL2A, DDB1, SCT, NDUFS5, ERO1A, MORN4, POM121B, RFTN2, RELT, ZC3H14, FIP1L1, EIF3B, OSBPL9, LTV1, NAB1",18.26,44.21,2.83213297718754e-31,30.5478863590674
"153","ZF2001 (V3, D14)","ZF2001 (V3, D28)",31,47,64,78,95,"CYP1B1, SIPA1L1, DAB2, CYB561D2_1, BEST4, HOXB2, MCCC1-AS1, HOXA5, FIP1L1, RPL38, RABL2B, MBD6, PLCL1, LINC02280, HK2, KLHL5, GABPB1-AS1, FANCI, TRBV28, MYO1E, PROB1, GAS5, CEP83, MOSMO, HOXA9, LYAR, NAB1, LTV1, GAS6-AS1, EIF3B, POM121B",39.74,32.63,6.7836675951126e-17,16.1685354409909
"154","BBIBP (V3, D14)","BBIBP (V3, D07)",0,27,30,27,30,"",0,0,7.12687714026098e-17,16.1471007279109
"155","BBIBP (V3, D28)","BBIBP (V3, D07)",5,22,25,27,30,"ANAPC1P1, TRAJ42, IL1A, TRBV11-3, TRAV35",18.52,16.67,3.06911606915245e-10,9.51298668692196
"156","BNT (V1, D6)","BBIBP (V3, D07)",0,27,1,27,1,"",0,0,0.0357142857142857,1.44715803134222
"157","BNT (V2, D1)","BBIBP (V3, D07)",0,27,229,27,229,"",0,0,4.28195959707391e-37,36.3683574348582
"158","BNT (V3, D1)","BBIBP (V3, D07)",0,27,129,27,129,"",0,0,7.25020356454933e-31,30.1396497995367
"159","BNT-MO (V3, D1)","BBIBP (V3, D07)",1,26,376,27,377,"TRBV11-3",3.7,0.27,4.53857063218742e-40,39.3430809013929
"160","ChAd (V1, D3)","BBIBP (V3, D07)",5,22,415,27,420,"ANAPC1P1, CCDC184, HCAR3, HCAR2, FCGR3B",18.52,1.19,9.75566460604728e-33,32.0107431388879
"161","ChAd (V1, D6)","BBIBP (V3, D07)",0,27,15,27,15,"",0,0,1.01345433994152e-11,10.9941958131852
"162","ChAd (V1, D7)","BBIBP (V3, D07)",1,26,78,27,79,"CCDC184",3.7,1.27,9.00814696913625e-24,23.0453645368617
"163","ChAd (V2, D1)","BBIBP (V3, D07)",0,27,325,27,325,"",0,0,5.30502538719932e-41,40.2753125334414
"164","ChAd (V2, D7)","BBIBP (V3, D07)",0,27,5,27,5,"",0,0,4.96583505482281e-06,5.30400771006739
"165","ChAd-BNT (V2, D3)","BBIBP (V3, D07)",2,25,353,27,355,"TRAPPC3L, PVALB",7.41,0.56,3.90699223705754e-37,36.4081574516896
"166","ChAd-BNT (V2, D7)","BBIBP (V3, D07)",7,20,538,27,545,"TRAPPC3L, IL1A, MALRD1, HCAR3, HCAR2, PVALB, FCGR3B",25.93,1.28,2.76273349628842e-31,30.5586610067496
"167","ChAd-BNT (V3, D1)","BBIBP (V3, D07)",0,27,225,27,225,"",0,0,6.70613548049867e-37,36.1735276769975
"168","ZF2001 (V3, D07)","BBIBP (V3, D07)",1,26,226,27,230,"HCAR2",3.7,0.43,1.35983463407327e-34,33.8665139018328
"169","ZF2001 (V3, D14)","BBIBP (V3, D07)",1,26,77,27,78,"FCGR3B",3.7,1.28,1.19728535665736e-23,22.9218023290822
"170","ZF2001 (V3, D28)","BBIBP (V3, D07)",0,27,95,27,95,"",0,0,1.13905097431939e-27,26.9434568401261
"171","BBIBP (V3, D28)","BBIBP (V3, D14)",0,30,30,30,30,"",0,0,1.69112338921447e-17,16.7718247038748
"172","BNT (V1, D6)","BBIBP (V3, D14)",0,30,1,30,1,"",0,0,0.032258064516129,1.49136169383427
"173","BNT (V2, D1)","BBIBP (V3, D14)",0,30,229,30,229,"",0,0,6.07389466112368e-40,39.2165327442731
"174","BNT (V3, D1)","BBIBP (V3, D14)",0,30,129,30,129,"",0,0,4.47789206081783e-33,32.3489263792599
"175","BNT-MO (V3, D1)","BBIBP (V3, D14)",0,30,377,30,377,"",0,0,4.08921129246917e-46,45.3883604485597
"176","ChAd (V1, D3)","BBIBP (V3, D14)",0,30,420,30,420,"",0,0,1.80546649407141e-47,46.7434105668189
"177","ChAd (V1, D6)","BBIBP (V3, D14)",0,30,15,30,15,"",0,0,2.89966498954371e-12,11.5376521750655
"178","ChAd (V1, D7)","BBIBP (V3, D14)",0,30,79,30,79,"",0,0,1.64351189145939e-27,26.7842271492784
"179","ChAd (V2, D1)","BBIBP (V3, D14)",0,30,325,30,325,"",0,0,2.91312037016272e-44,43.5356415699493
"180","ChAd (V2, D7)","BBIBP (V3, D14)",0,30,5,30,5,"",0,0,3.08041105005051e-06,5.51139132737697
"181","ChAd-BNT (V2, D3)","BBIBP (V3, D14)",0,30,355,30,355,"",0,0,2.30978077096511e-45,44.6364292384967
"182","ChAd-BNT (V2, D7)","BBIBP (V3, D14)",0,30,545,30,545,"",0,0,9.28849538604687e-51,50.0320546302969
"183","ChAd-BNT (V3, D1)","BBIBP (V3, D14)",1,29,224,30,225,"CD247",3.33,0.44,2.54211602976791e-37,36.5948046308324
"184","ZF2001 (V3, D07)","BBIBP (V3, D14)",0,30,227,30,230,"",0,0,7.77349630440507e-40,39.109383603569
"185","ZF2001 (V3, D14)","BBIBP (V3, D14)",0,30,78,30,78,"",0,0,2.2676303312541e-27,26.6444277426282
"186","ZF2001 (V3, D28)","BBIBP (V3, D14)",0,30,95,30,95,"",0,0,1.45540423469289e-29,28.837016365775
"187","BNT (V1, D6)","BBIBP (V3, D28)",0,30,1,30,1,"",0,0,0.032258064516129,1.49136169383427
"188","BNT (V2, D1)","BBIBP (V3, D28)",0,30,229,30,229,"",0,0,6.07389466112368e-40,39.2165327442731
"189","BNT (V3, D1)","BBIBP (V3, D28)",0,30,129,30,129,"",0,0,4.47789206081783e-33,32.3489263792599
"190","BNT-MO (V3, D1)","BBIBP (V3, D28)",2,28,375,30,377,"TRAV18, TRBV11-3",6.67,0.53,3.37854726195095e-41,40.4712700014213
"191","ChAd (V1, D3)","BBIBP (V3, D28)",5,25,415,30,420,"ANAPC1P1, CCL3L1, CXCL8, G0S2, CXCL1",16.67,1.19,2.7151100528964e-36,35.5662125622457
"192","ChAd (V1, D6)","BBIBP (V3, D28)",0,30,15,30,15,"",0,0,2.89966498954371e-12,11.5376521750655
"193","ChAd (V1, D7)","BBIBP (V3, D28)",1,29,78,30,79,"CCL3",3.33,1.27,1.79142796169076e-25,24.7468006513378
"194","ChAd (V2, D1)","BBIBP (V3, D28)",3,27,322,30,325,"TRAV18, PTGES, IGLV5-45",10,0.92,2.15384030720294e-37,36.6667864998642
"195","ChAd (V2, D7)","BBIBP (V3, D28)",0,30,5,30,5,"",0,0,3.08041105005051e-06,5.51139132737697
"196","ChAd-BNT (V2, D3)","BBIBP (V3, D28)",2,28,353,30,355,"PTGES, CXCL1",6.67,0.56,1.70738994589743e-40,39.7676672802847
"197","ChAd-BNT (V2, D7)","BBIBP (V3, D28)",8,22,537,30,545,"IL1A, FFAR2, CCL3L1, CCL3, C15orf48, CXCL8, G0S2, CXCL1",26.67,1.47,2.62136079676624e-33,32.5814731998619
"198","ChAd-BNT (V3, D1)","BBIBP (V3, D28)",2,28,223,30,225,"PTGES, IGKV2D-28",6.67,0.89,3.22848735780523e-35,34.4910009098764
"199","ZF2001 (V3, D07)","BBIBP (V3, D28)",0,30,227,30,230,"",0,0,7.77349630440507e-40,39.109383603569
"200","ZF2001 (V3, D14)","BBIBP (V3, D28)",0,30,78,30,78,"",0,0,2.2676303312541e-27,26.6444277426282
"201","ZF2001 (V3, D28)","BBIBP (V3, D28)",0,30,95,30,95,"",0,0,1.45540423469289e-29,28.837016365775
"202","BNT (V2, D1)","BNT (V1, D6)",1,0,228,1,229,"RNU1-4",100,0.44,1,0
"203","BNT (V3, D1)","BNT (V1, D6)",0,1,129,1,129,"",0,0,0.0076923076923077,2.11394335230684
"204","BNT-MO (V3, D1)","BNT (V1, D6)",1,0,376,1,377,"RNU1-4",100,0.27,1,0
"205","ChAd (V1, D3)","BNT (V1, D6)",0,1,420,1,420,"",0,0,0.00237529691211401,2.62428209583567
"206","ChAd (V1, D6)","BNT (V1, D6)",0,1,15,1,15,"",0,0,0.0625,1.20411998265592
"207","ChAd (V1, D7)","BNT (V1, D6)",0,1,79,1,79,"",0,0,0.0125,1.90308998699194
"208","ChAd (V2, D1)","BNT (V1, D6)",0,1,325,1,325,"",0,0,0.00306748466257669,2.51321760006794
"209","ChAd (V2, D7)","BNT (V1, D6)",0,1,5,1,5,"",0,0,0.166666666666667,0.778151250383644
"210","ChAd-BNT (V2, D3)","BNT (V1, D6)",0,1,355,1,355,"",0,0,0.00280898876404494,2.55144999797288
"211","ChAd-BNT (V2, D7)","BNT (V1, D6)",0,1,545,1,545,"",0,0,0.0018315018315018,2.73719264270474
