"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"212","ChAd-BNT (V3, D1)","BNT (V1, D6)",0,1,225,1,225,"",0,0,0.00442477876106195,2.3541084391474
"213","ZF2001 (V3, D07)","BNT (V1, D6)",0,1,227,1,230,"",0,0,0.00438596491228072,2.35793484700045
"214","ZF2001 (V3, D14)","BNT (V1, D6)",0,1,78,1,78,"",0,0,0.0126582278481012,1.89762709129044
"215","ZF2001 (V3, D28)","BNT (V1, D6)",0,1,95,1,95,"",0,0,0.0104166666666667,1.98227123303957
"216","BNT (V3, D1)","BNT (V2, D1)",31,198,98,229,129,"RNA5SP202, RN7SKP230, RNY1, RNA5S9, EEF1A1P35, SNORD3A, RNU2-59P, PHF24, SNORD15B, COLEC12, SNORD67, LINC01331, RPSAP4, SNORD9, CLXN, RNA5SP225, HTR3A, RNU5B-1, RGS9BP, SNORD3B-2, MAMDC2, KLHDC9, LRP1B, IGLV3-12, CLDN10, HES7, RBFOX3, IGLV3-13, LINC03080, NALF2, NCKAP5",13.54,24.03,2.57329055531239e-56,55.5895111739744
"217","BNT-MO (V3, D1)","BNT (V2, D1)",26,203,351,229,377,"RNA5SP202, RN7SKP230, RNA5S9, ITGB4, SCARNA1, SNORD3A, RNA5-8SN5, GALNT14, SNORA23, SNORD15B, INSC, ORM1, SNORD67, SNORA74B, RNU1-4, LINC01331, SNORA74A, CLXN, HTR3A, RNU5B-1, SNORD3B-2, LRRC26, IL36A, RBFOX3, NEBL, NCKAP5",11.35,6.9,3.04199610502328e-128,127.516841346354
"218","ChAd (V1, D3)","BNT (V2, D1)",18,211,402,229,420,"SNORA49, PHF24, COLEC12, HTR3A, SPP1, IL36A, CLDN10, GABRB2, GAS2L2, ADAM33, LINC00377, HBG2, SLC7A10, SP7, OXGR1, HSPB3, SLC2A7, NCKAP5",7.86,4.29,1.64310206184569e-147,146.784335459377
"219","ChAd (V1, D6)","BNT (V2, D1)",0,229,15,229,15,"",0,0,3.13586394961134e-24,23.5036427875739
"220","ChAd (V1, D7)","BNT (V2, D1)",2,227,77,229,79,"HBG2, FBLN1",0.87,2.53,6.30882666053444e-71,70.2000514049775
"221","ChAd (V2, D1)","BNT (V2, D1)",76,153,249,229,325,"RNA5SP202, RN7SKP230, RNY1, RNU4-2, RNU2-64P, RNU4-1, MIR3648-1, ENSG00000269028, RNA5S9, EEF1A1P19, RN7SKP71, ITGB4, RNU2-6P, RNU4ATAC, EEF1A1P35, RPS27P9, EEF1A1P12, SDC2, SNORA73B, RPL13AP7, SNORA22C, UBBP4, SCARNA1, SNORD3A, MIR3609, SNORA5A, RNA5-8SN5, RNA5-8SN2, SNORA11, RNU2-59P, SNORA49, SNORA23, SNORD15B, NPM1P39, GLIS2, EEF1A1P16, RPL7AP11, RPS3AP49, SNORD89, RNVU1-28, RPS15AP17, SNORD67, SNORD13, SNORA74B, SNORA54, RNA5SP141, RPSAP4, SNORA74A, SNORD9, RNA5SP225, RPS15AP38, RNA5SP215, RNA5SP149, SNORA63D, SNORA79B, RNU5B-1, RNA5SP242, RNA5SP298, RNU6-33P, TMSB4XP2, RNU6-6P, TMEM132E, SNORD3C, RNA5SP444, RNA5SP99, RNA5-8SN4, KLHDC9, RNU6-3P, FTH1P12, RNU6-1, RNA5SP145, RNA5SP199, SNORA38B, HBG2, RNU5A-1, RPL7AP31",33.19,23.38,1.62744508750196e-67,66.7884936562757
"222","ChAd (V2, D7)","BNT (V2, D1)",0,229,5,229,5,"",0,0,1.78558967833858e-10,9.74821833318918
"223","ChAd-BNT (V2, D3)","BNT (V2, D1)",9,220,346,229,355,"SDC2, GALNT14, PHF24, COLEC12, RAET1K, CLDN10, SLC7A10, ELAVL3, NCKAP5",3.93,2.54,8.52023747027816e-150,149.069548300703
"224","ChAd-BNT (V2, D7)","BNT (V2, D1)",7,222,538,229,545,"SDC2, PHF24, SPP1, HBG2, HSPB3, FBLN1, ELAVL3",3.06,1.28,7.29236911506536e-187,186.137131356943
"225","ChAd-BNT (V3, D1)","BNT (V2, D1)",39,190,186,229,225,"RNA5SP202, RN7SKP230, RNY1, RNU4-2, RNU2-64P, RNU4-1, ENSG00000269028, RNA5S9, EEF1A1P35, SNORA73B, SNORA22C, UBBP4, SCARNA1, MIR3609, SNORA5A, RNA5-8SN2, SNORA11, RNU2-59P, SNORA49, SNORA23, SNORD15B, SNORD89, SNORD67, SNORD13, SNORA74B, SNORA54, SNORA74A, SNORD9, RN7SL674P, SNORA79B, RNU5B-1, RNA5SP298, RNU6-33P, RNU6-6P, RNU6-3P, RNU6-1, SNORA38B, HBG2, RNU5A-1",17.03,17.33,2.30531676869485e-79,78.637269390689
"226","ZF2001 (V3, D07)","BNT (V2, D1)",2,227,225,229,230,"RFTN2, RBFOX3",0.87,0.87,2.99901965179088e-131,130.523020688413
"227","ZF2001 (V3, D14)","BNT (V2, D1)",0,229,78,229,78,"",0,0,5.20251239890698e-75,74.2837868760812
"228","ZF2001 (V3, D28)","BNT (V2, D1)",1,228,94,229,95,"RFTN2",0.44,1.05,4.93235051544781e-82,81.306946068022
"229","BNT-MO (V3, D1)","BNT (V3, D1)",41,88,336,129,377,"CCDC39, AGBL4, RN7SKP230, NCKAP5, XCR1, SNORD15B, EFNA1, FAM167B, SNORD3B-2, EIF4A2P1, WDR38, MIR5581, RNU1-2, SNORD3A, RNU5B-1, LINC00683, SLITRK5, RPL29P16, SAPCD1-AS1, HTR3A, LIM2, LINC01331, CCDC113, CLXN, LINC03060, RBFOX3, PPARGC1A, PABPC4-AS1, PRR36, CUZD1, RNA5S9, MIR497HG, SNORD67, ALKAL2, PFN4, CARD11-AS1, MIR4280HG, PSD2, MGAT5B, SNORD93, RNA5SP202",31.78,10.88,1.81871055054957e-63,62.7402364138017
"230","ChAd (V1, D3)","BNT (V3, D1)",17,112,403,129,420,"PGA3, ADAMTS2, FAM227A, NCKAP5, XCR1, HTRA1, CDH2, PHF24, COLEC12, HTR3A, CD207, PPARGC1A, ESPNL, WASIR2, IGSF23, CLDN10, KLF15",13.18,4.05,2.06568367823555e-97,96.6849361820006
"231","ChAd (V1, D6)","BNT (V3, D1)",0,129,15,129,15,"",0,0,1.17201572768461e-20,19.9310665603309
"232","ChAd (V1, D7)","BNT (V3, D1)",1,128,78,129,79,"UMODL1-AS1",0.78,1.27,3.83913903303867e-57,56.4157661597794
"233","ChAd (V2, D1)","BNT (V3, D1)",20,109,305,129,325,"KLHDC9, RNA5SP225, RNU2-59P, RN7SKP230, XCR1, SNORD15B, CDH2, SNORD3A, RNU5B-1, EEF1A1P35, RNY1, LIM2, FAM3D, SNORD9, RNA5S9, SNORD67, FBXO27, GZMAP1, RPSAP4, RNA5SP202",15.5,6.15,1.89451569502254e-82,81.7225017924827
"234","ChAd (V2, D7)","BNT (V3, D1)",0,129,5,129,5,"",0,0,2.9952717299431e-09,8.52356377245272
"235","ChAd-BNT (V2, D3)","BNT (V3, D1)",12,117,343,129,355,"ADAMTS2, NCKAP5, HTRA1, CDH2, PHF24, COLEC12, PPARGC1A, SV2C, IGSF23, CLDN10, FBXO27, MIR25",9.3,3.38,9.94208907150122e-98,97.0025223503211
"236","ChAd-BNT (V2, D7)","BNT (V3, D1)",1,128,544,129,545,"PHF24",0.78,0.18,2.10185307509965e-139,138.677397645541
"237","ChAd-BNT (V3, D1)","BNT (V3, D1)",11,118,214,129,225,"RNU2-59P, RN7SKP230, XCR1, SNORD15B, RNU5B-1, EEF1A1P35, RNY1, SNORD9, RNA5S9, SNORD67, RNA5SP202",8.53,4.89,7.69176285137058e-80,79.1139741141799
"238","ZF2001 (V3, D07)","BNT (V3, D1)",1,128,226,129,230,"RBFOX3",0.78,0.43,4.7446477285169e-98,97.3237960267015
"239","ZF2001 (V3, D14)","BNT (V3, D1)",0,129,78,129,78,"",0,0,4.85966966207419e-59,58.3133932510699
"240","ZF2001 (V3, D28)","BNT (V3, D1)",0,129,95,129,95,"",0,0,9.18082162041404e-66,65.0371184506893
"241","ChAd (V1, D3)","BNT-MO (V3, D1)",14,363,406,377,420,"ZNF667, NCKAP5, XCR1, SDK2, PPARGC1A, LGI4, NRCAM, IL36A, HTR3A, TUSC3, TSPEAR, LCN10, LONRF2, CHL1",3.71,3.33,5.77484755626593e-209,208.238459475738
"242","ChAd (V1, D6)","BNT-MO (V3, D1)",1,376,14,377,15,"LMOD1",0.27,6.67,8.47783533937624e-25,24.0717150227636
"243","ChAd (V1, D7)","BNT-MO (V3, D1)",5,372,74,377,79,"MEG3, SFTPD, LYPD2, PPP1R17, ZBTB7C",1.33,6.33,1.65354091838164e-79,78.7815850536033
"244","ChAd (V2, D1)","BNT-MO (V3, D1)",32,345,293,377,325,"RNA5SP202, NOG, RAB36, ITGB4, ADAMTS1, NMUR1, RN7SKP230, SNORA74A, FAT4, SNORD94, C14orf132, SNORA23, SNORD17, SNORD15B, MOCS1, SNORD3A, XCR1, RNA5S9, BOK, SNORD67, RIPK4, TTC23L-AS1, IGHV3-30, EFHD1, RNU5B-1, LIM2, SCARNA1, SNORA74B, RNA5-8SN5, GTSCR1, TRAV18, SNORA53",8.49,9.85,2.42877114871049e-154,153.614613404723
"245","ChAd (V2, D7)","BNT-MO (V3, D1)",1,376,4,377,5,"XCL1",0.27,20,5.78551020473458e-09,8.2376583360501
"246","ChAd-BNT (V2, D3)","BNT-MO (V3, D1)",11,366,344,377,355,"C14orf132, GALNT14, NCKAP5, PPARGC1A, CCL23, TEKT3, TUSC3, PPP1R17, KIR2DS4, PRSS22, PACRG",2.92,3.1,1.56887514591198e-195,194.804411617024
"247","ChAd-BNT (V2, D7)","BNT-MO (V3, D1)",1,376,544,377,545,"LYPD2",0.27,0.18,4.70783278174142e-267,266.327178971329
"248","ChAd-BNT (V3, D1)","BNT-MO (V3, D1)",30,347,195,377,225,"SNHG22, RNA5SP202, TRDJ1, TRBV15, ADAMTS1, NMUR1, RN7SKP230, SNORA74A, FAT4, TRGV8, SNORD94, SNORA23, SNORD17, SNORD15B, IGHV4-59, MIR181A2HG, XCR1, RNA5S9, BOK, SNORD67, NRCAM, TRBV21-1, IGHV3-30, RNU5B-1, DGKK, SCARNA1, SNORA74B, KIR2DS4, SNORA53, MIR663AHG",7.96,13.33,2.10659006274581e-121,120.67641996881
"249","ZF2001 (V3, D07)","BNT-MO (V3, D1)",4,373,223,377,230,"ATG9B, LINC00563, NLRP7, RBFOX3",1.06,1.74,3.68818107747681e-163,162.433187764674
"250","ZF2001 (V3, D14)","BNT-MO (V3, D1)",0,377,78,377,78,"",0,0,5.93834212333451e-90,89.2263347851845
"251","ZF2001 (V3, D28)","BNT-MO (V3, D1)",1,376,94,377,95,"LYPD2",0.27,1.05,1.19481830150257e-99,98.9226981337573
"252","ChAd (V1, D6)","ChAd (V1, D3)",0,420,15,420,15,"",0,0,4.41748435017945e-28,27.3548249803934
"253","ChAd (V1, D7)","ChAd (V1, D3)",5,415,74,420,79,"MIR1271, HBG2, MIR27A, MIR23A, CCDC184",1.19,6.33,1.09297801890442e-82,81.9613885721441
"254","ChAd (V2, D1)","ChAd (V1, D3)",9,411,316,420,325,"CDH2, HBG2, SNORA49, ENTPD2, XCR1, ROR1, CD34, NXPH4, LDB2",2.14,2.77,1.47800284408395e-200,199.830324730238
"255","ChAd (V2, D7)","ChAd (V1, D3)",0,420,5,420,5,"",0,0,8.86117972704343e-12,11.0525084547678
"256","ChAd-BNT (V2, D3)","ChAd (V1, D3)",68,352,287,420,355,"CMTM2, LOC101928489, RSPH14, KCND3, LOC100420587, HERC2P10, HEPH, LINC00593, CXCR2, KIAA1257, ADGRG3, ENOX1, TMC2, CDH2, EXTL1, ADAMTS2, CXCR1, PAH, TM4SF1, CLDN10, ZCCHC12, DUOXA1, SEMG1, ANKRD7, C2orf91, SLC7A10, LINC01447, ISPD-AS1, LINC00514, SLC52A3, CSF2, LOC101928718, REEP1, MAGEA8-AS1, ACTL6B, TEK, TUSC3, CNTNAP3, COLEC12, NCKAP5, IL1R1, CLEC9A, LOC102724190, CXCL1, PI3, NECAB2, IL1R2, BEND2, ALPL, RNF222, NOV, CXCL6, TGM3, HTRA1, ADGRV1, PPARGC1A, KIAA0319, MME, IGSF23, LOC101927854, GLIS3, C15orf26, CA4, OTX1, CCL4L2, KY, CCDC173, PHF24",16.19,19.15,1.56296372505684e-132,131.806051101437
"257","ChAd-BNT (V2, D7)","ChAd (V1, D3)",68,352,477,420,545,"CMTM2, LOC101928489, KCND3, LOC100420587, KAZN, MGAM, LOC254896, CYP4F3, LINC00593, SLC12A1, CXCR2, CSNK1A1L, ADGRG3, BTNL8, G0S2, CXCL2, HCAR3, C4BPA, LEFTY1, KRT23, MIRLET7A1, HCAR2, CAMK1G, SPP1, HBG2, LINC00639, CXCR1, CNGB1, C18orf61, PPBPP2, TM4SF1, TNFRSF10C, LUCAT1, NAV3, PLIN5, XKR3, TBC1D3P1-DHX40P1, DAAM2, TRHDE, SLC25A2, GSTA1, SLC44A5, CSF2, FCGR3B, HBBP1, CNTNAP3, CXCL8, LOC102724190, CXCL1, PI3, NECAB2, IL1R2, BEND2, ALPL, NOV, CXCL6, TGM3, MME, LOC101927854, C15orf26, CA4, OTX1, CCL4L2, KY, CXCL3, CCL3L1, HSPB3, PHF24",16.19,12.48,1.32470891931039e-180,179.877879539557
