"","condition","genes","base_mean","log2fold_change","lfc_se","stat","pvalue","padj","direction_wide","x1","vaccine","day","dose","infection","type","regimen","disease_vac","severity","gse_id","variant","prior_infection","previous_vaccination"
"1","BBIBP (V3, D0)",NA,NA,NA,NA,NA,NA,NA,"NEUTRAL",49,"BBIBP",0,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"2","BBIBP (V3, D07)","IL16",4.51175251651179,1.45139430119952,0.561790254677891,2.5835163374838,0.00977988350625582,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"3","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"4","BBIBP (V3, D07)","DGCR5",0.974476098515125,-2.29055907079808,1.04979788359212,-2.18190482815647,0.02911655744369,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"5","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"6","BBIBP (V3, D07)","SEPTIN9",1.24305085163426,2.13451919255635,1.06732154829276,1.99988391124552,0.0455128008397836,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"7","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"8","BBIBP (V3, D07)","CCDC184",3.14693014167655,-1.22792470853495,0.61338475534229,-2.00188331685832,0.0452972823401718,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"9","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"10","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"11","BBIBP (V3, D07)","ZNF813",3.81864643652716,1.10326461844961,0.557161636716502,1.98015180110289,0.0476864739204443,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"12","BBIBP (V3, D07)","PCYT2",2.16529238434669,-2.06480426508124,0.938456103637802,-2.20021400796191,0.0277917149102969,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"13","BBIBP (V3, D07)","CELF2",4.75588639520533,1.49790606385432,0.538307315771343,2.78262252800329,0.00539215004629906,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"14","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"15","BBIBP (V3, D07)","MRPL32P1",6.68751121093886,1.15308542432886,0.444263751511114,2.59549742783824,0.00944541099193736,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"16","BBIBP (V3, D07)","BAG5",1.26788373770716,2.13022188503806,1.03811500529877,2.05200953089488,0.0401687361682837,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"17","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"18","BBIBP (V3, D07)","FAM71A",4.58626469569356,1.77320231853191,0.673026482957947,2.63466945719387,0.00842192531201303,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"19","BBIBP (V3, D07)","ETFB",1.52233320845686,2.41953122339504,1.00728044753663,2.40204327336261,0.0163037796432218,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"20","BBIBP (V3, D07)","JARID2-AS1",6.5057131758497,1.05406773576642,0.51722538663499,2.03792730017385,0.0415572039146266,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"21","BBIBP (V3, D07)","RPL36AP13",1.41354469180978,2.27743886028234,1.10718447942485,2.0569642210532,0.0396896676201826,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"22","BBIBP (V3, D07)","MAP3K14-AS1",6.66450442806276,1.01091996766427,0.485890016324443,2.08055307518245,0.0374748327943924,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"23","BBIBP (V3, D07)","CLUHP6",15.6453131580561,-1.31596040444577,0.505214293865897,-2.60475687331814,0.00919394743671771,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"24","BBIBP (V3, D07)","NNAT",4.59589387070467,1.4970798610595,0.584849317838135,2.55977020986086,0.0104741394658258,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"25","BBIBP (V3, D07)","SNX29P1",1.49033259187803,-2.49976215305031,1.01160884032039,-2.47107582833954,0.013470725175379,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"26","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"27","BBIBP (V3, D07)","RC3H1-IT1",2.35870142391374,2.10315049508223,0.839606394990464,2.5049243402989,0.0122477589776478,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"28","BBIBP (V3, D07)","RNU6-786P",1.45740856513857,2.60303960166094,1.1561531168453,2.25146614556006,0.0243560287862264,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"29","BBIBP (V3, D07)","ANAPC1P1",2.35146030957339,-3.7713814366969,1.68319366018324,-2.24061052861044,0.0250513141229197,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"30","BBIBP (V3, D07)","ITPRIP-AS1",6.87222617513071,1.55720687221947,0.476139244088961,3.2704862948212,0.00107362744468641,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"31","BBIBP (V3, D07)","AC104316.1",4.2487059095506,1.12140842904525,0.524048540998383,2.13989419168846,0.0323633186225875,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"32","BBIBP (V3, D07)","ZBTB49",1.91405552642203,-1.66263195463428,0.816944847296208,-2.03518261990022,0.04183250117315,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"33","BBIBP (V3, D07)","HCAR2",24.5307130318158,-1.09895097304496,0.492406534569254,-2.23179607883616,0.0256284436148874,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"34","BBIBP (V3, D07)","COX6CP1",2.15622434742135,2.13944032688553,0.992502048124772,2.15560293394636,0.0311146832692201,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"35","BBIBP (V3, D07)","HCAR3",27.6840741635971,-1.14878347949589,0.395384878487458,-2.90548157504291,0.00366688437293449,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"36","BBIBP (V3, D07)","MTURN",24.6652153244,-1.07368426813895,0.432975969200103,-2.47977796578991,0.0131464217343638,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"37","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"38","BBIBP (V3, D07)","AL390066.2",1.04595764387142,2.13403123399042,1.03444590276575,2.06297035764244,0.0391154445778588,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"39","BBIBP (V3, D07)","DYNLL2",10.5050762953138,1.21421439010953,0.416074627150628,2.91826107836649,0.00351989502934277,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"40","BBIBP (V3, D07)","LOC401218",4.42811722672338,1.28780000492772,0.636303049387042,2.02387841165979,0.0429826637041516,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"41","BBIBP (V3, D07)","LOC107985000",4.95039736654364,1.05620113160007,0.532802773945744,1.98234916041864,0.0474401754464213,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"42","BBIBP (V3, D07)","SCGB1C2",2.13061976531301,-1.99185194868863,0.848106307436602,-2.34858759004988,0.0188447663298115,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"43","BBIBP (V3, D07)","EAF1-AS1",0.822762631841163,2.3535042287989,1.10444083994834,2.13094639719134,0.0330935584145907,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"44","BBIBP (V3, D07)","RPS20P33",1.97888860667469,2.93381464504968,1.22384196052465,2.39721691172607,0.0165201408259465,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"45","BBIBP (V3, D07)","RNASEK-C17orf49",9.2916996522779,-1.10194579621982,0.438436057687656,-2.51335577194898,0.0119588665813748,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"46","BBIBP (V3, D07)","LOC100133244",4.61173226244515,1.33307063848776,0.524847288785125,2.53992097696349,0.0110877517851757,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"47","BBIBP (V3, D07)","PLEKHO2",11.2747878638021,2.42909685239868,0.868514409609965,2.79684116408563,0.00516048960653402,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"48","BBIBP (V3, D07)","EIF4G3",3.52410495982345,-1.3071289955784,0.657043817389799,-1.98940917026075,0.0466560582802794,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"49","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"50","BBIBP (V3, D07)","ARHGAP39",0.757724787375955,2.36727376461649,1.1744079206074,2.01571679062939,0.0438295988341977,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"51","BBIBP (V3, D07)","RSPH6A",3.50994282434164,2.11372182214399,0.770807057600025,2.74221908232813,0.00610256240688453,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"52","BBIBP (V3, D07)","MT-ND4L",2463.50052520082,1.06538086022926,0.475258826568223,2.24168558408946,0.0249817002352127,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"53","BBIBP (V3, D07)","LOC100420571",4.61426455234898,1.62076525318468,0.603512653306724,2.68555306057677,0.00724098764324948,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"54","BBIBP (V3, D07)","MIR589",1.52007933074813,2.13170140942006,1.01354790133663,2.10320736356798,0.0354476468917013,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"55","BBIBP (V3, D07)","MCM8",0.806612236750652,3.22405796124327,1.27344038509579,2.53176984095785,0.0113488457329196,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"56","BBIBP (V3, D07)","TRAV35",3.88271115724803,-1.17952550107108,0.497842877973624,-2.36927262246297,0.0178231104072188,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"57","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"58","BBIBP (V3, D07)","LOC107985930",0.902693707420176,3.21445300542415,1.179059071173,2.72628665010499,0.00640513458279437,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"59","BBIBP (V3, D07)","FOLR2",2.32059330536471,-2.15028374078386,0.928277189183655,-2.31642419509938,0.0205351189655769,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"60","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"61","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"62","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"63","BBIBP (V3, D07)","ALKBH7",2.26317797230421,2.44896588317867,1.07177524931616,2.28496215483725,0.0223150469507853,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"64","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"65","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"66","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"67","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"68","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"69","BBIBP (V3, D07)","HLA-DMB",0.896701486832817,2.48940231886212,1.16133246382842,2.143574210141,0.0320670190467183,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"70","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"71","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"72","BBIBP (V3, D07)","TRAV35",3.88271115724803,-1.17952550107108,0.497842877973624,-2.36927262246297,0.0178231104072188,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"73","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"74","BBIBP (V3, D07)","UBXN7-AS1",1.64463385448826,2.60368409278392,1.06580753208058,2.44292146040781,0.014568907444454,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"75","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"76","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"77","BBIBP (V3, D07)","PTPRC",7.85942945732736,1.02290414718251,0.450926560624392,2.26844953592024,0.0233018214785604,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"78","BBIBP (V3, D07)","TRAV35",3.88271115724803,-1.17952550107108,0.497842877973624,-2.36927262246297,0.0178231104072188,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"79","BBIBP (V3, D07)","TRAV35",3.88271115724803,-1.17952550107108,0.497842877973624,-2.36927262246297,0.0178231104072188,1,"DOWN",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"80","BBIBP (V3, D07)","NYAP1",3.96023152761464,1.68039433951053,0.79018643864263,2.12657957329297,0.0334550312001848,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"81","BBIBP (V3, D07)","RPS10P16",1.31186264349422,2.37958105992292,1.08759275877173,2.18793389412622,0.0286744179467239,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"82","BBIBP (V3, D07)","LOC101929309",3.06980269807009,1.3867853028403,0.620908810379856,2.23347660664035,0.0255175313159889,1,"UP",50,"BBIBP",7,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"83","BBIBP (V3, D14)","AC087286.1",0.614309870529865,2.40918864175686,1.21680739647561,1.97992603326943,0.0477118406582957,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"84","BBIBP (V3, D14)","PDIA3P1",6.40872203842334,1.17949105678396,0.453650016898951,2.60000223266098,0.00932231539528265,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"85","BBIBP (V3, D14)","C12orf76",4.59589387070467,1.24579586323467,0.599625101328251,2.07762460323135,0.037743948301407,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"86","BBIBP (V3, D14)","ATP7A",1.09681945732046,-3.15763406057659,1.21850715011463,-2.59139559442022,0.00955875410152846,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"87","BBIBP (V3, D14)","USP1",400.148299312348,-1.08008424410828,0.375788629613411,-2.8741802146047,0.00405077752166193,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"88","BBIBP (V3, D14)","NLRC5",3.18694458552487,1.11245082277153,0.562728369342247,1.97688775504926,0.0480543192356175,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"89","BBIBP (V3, D14)","RPS10P28",4.81166840465289,1.0856914874488,0.479710030041179,2.26322448866787,0.0236218543734843,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"90","BBIBP (V3, D14)","LDLRAD4",4.75588639520533,1.4917818670813,0.541273730147741,2.75605813471515,0.00585025979943922,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"91","BBIBP (V3, D14)","GS1-124K5.4",3.25726478525544,1.27159475560444,0.524554089380577,2.42414420428217,0.0153445110470945,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"92","BBIBP (V3, D14)","FGF12-AS2",0.786546987116565,2.67145768057351,1.07304857949735,2.48959621364477,0.0127888298243739,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"93","BBIBP (V3, D14)","RNF19B",4.13753411891543,1.77698134644433,0.601333786333599,2.95506653181553,0.00312601630485938,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"94","BBIBP (V3, D14)","MAT2A",7.81724358402023,1.21627778093686,0.437891859929738,2.77757568074459,0.00547660846236359,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"95","BBIBP (V3, D14)","CCDC57",1.30592099659489,2.19946904156295,1.05976782242482,2.07542538565703,0.0379471274746498,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"96","BBIBP (V3, D14)","GALNT11",2.96600663257939,2.11637404735128,0.770843767613625,2.74552916721782,0.00604133970074116,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"97","BBIBP (V3, D14)","UPK3B",736.470911152699,2.71250498129748,1.01925994567038,2.66124946125831,0.00778512543658641,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"98","BBIBP (V3, D14)","FZD9",7.87483662272633,1.20995755670143,0.443030074398033,2.7310957576536,0.00631241276344984,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"99","BBIBP (V3, D14)","LIMS3",47.0068569453448,1.02440821263473,0.4013070048421,2.55267962002757,0.0106897774799385,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"100","BBIBP (V3, D14)","SLFN11",0.74691052061568,2.6301905335924,1.12672992267029,2.3343575782198,0.0195770061311184,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"101","BBIBP (V3, D14)","ARPC5",1.6513607488015,1.72117757352117,0.780191260625914,2.20609696671088,0.0273772110626756,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"102","BBIBP (V3, D14)","LOC105376652",6.84995669411574,1.15847123483952,0.411496467352702,2.81526410735034,0.00487371624001307,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"103","BBIBP (V3, D14)","CBY1",0.977776210254522,2.16940871833731,1.07578806497836,2.01657630249035,0.0437397480880416,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"104","BBIBP (V3, D14)","CR1",6.39927773436869,1.09570001314762,0.533233316769816,2.0548228677553,0.0398961166228026,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"105","BBIBP (V3, D14)","CR1",6.39927773436869,1.09570001314762,0.533233316769816,2.0548228677553,0.0398961166228026,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"106","BBIBP (V3, D14)","UPP1",3.45677374831335,1.10627775559111,0.537088340436462,2.05976870526011,0.0394206576675931,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"107","BBIBP (V3, D14)","TNNT1",3.49844385860218,1.18720870402341,0.530950242420813,2.23600746203722,0.0253512823667085,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"108","BBIBP (V3, D14)","AZIN2",5.211736443801,1.12207610832594,0.54293500520352,2.06668587873668,0.0387637626473198,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"109","BBIBP (V3, D14)","ATP10D",3.94710899009788,-1.04356539054629,0.47642577393357,-2.19040498571304,0.0284948787654999,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"110","BBIBP (V3, D14)","TIRAP",8.85861125614509,1.26721937825995,0.382610130601635,3.31203822613716,0.00092618889523402,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"111","BBIBP (V3, D14)","TRIM22",60.9214752374901,-1.36542029804564,0.636419098556404,-2.14547347988587,0.0319150095991693,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"112","BBIBP (V3, D14)","DUOX1",15.4985526880529,2.71613493170797,1.00793430983298,2.69475391918948,0.00704406325611506,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"113","BBIBP (V3, D14)","PTPN11",5.65606018470882,-1.7978013030199,0.841057438266162,-2.13754878231155,0.0325533824419439,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"114","BBIBP (V3, D14)","C4B",1.05746672520554,2.36616647710994,1.06275070096007,2.226454873163,0.0259837284639033,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"115","BBIBP (V3, D14)","ZSCAN10",0.990799511616913,2.70121456628323,1.20892736820219,2.23438945740821,0.0254574587776182,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"116","BBIBP (V3, D14)","HSD17B11",6.19889412879138,6.64708942915138,3.00460960465479,2.21229720455316,0.0269461361382652,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"117","BBIBP (V3, D14)","PODXL2",2.29303737747475,1.89463222853562,0.791440145636461,2.3939046294044,0.0166700827228031,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"118","BBIBP (V3, D14)","ATP13A3",1.61887949596804,1.81279266965916,0.899714713486463,2.01485275553008,0.0439200794625516,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"119","BBIBP (V3, D14)","GLS",4.61426455234898,1.87458011553172,0.597168512763455,3.13911412853454,0.00169459433996248,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"120","BBIBP (V3, D14)","AL391097.1",0.884370949579058,2.65269956694585,1.06267044971507,2.49625795810648,0.0125511291473567,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"121","BBIBP (V3, D14)","ERAP2",21.3925876082058,1.14154713977389,0.380448047357073,3.00053357535695,0.00269507039654584,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"122","BBIBP (V3, D14)","C4B",1.05746672520554,2.36616647710994,1.06275070096007,2.226454873163,0.0259837284639033,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"123","BBIBP (V3, D14)","ATP6V1C2",1.66342617478695,2.09273490198376,0.89640249066549,2.33459291308987,0.0195646971299111,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"124","BBIBP (V3, D14)","ING5",1.18262726694767,1.99714237431827,0.996655947762919,2.00384333109237,0.0450868455346809,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"125","BBIBP (V3, D14)","SERINC5",3.0403459581199,1.24878986476157,0.583882586617976,2.13876880965904,0.0324543966915958,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
