"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition","day","vaccine","direction","study"
"1","PAX5",1578.85141595892,-7.98303241300276,0.879134245321586,-9.08056130845247,1.08016347091929e-19,2.13569921470162e-15,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"2","MS4A1",6589.99936025842,-6.0616360302815,0.734628609566306,-8.25129317228747,1.56689631321699e-16,1.54903369524632e-12,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"3","FCRL2",838.964460485564,-6.58798932870984,0.848171442839759,-7.76728500390513,8.01862830486541e-15,5.28481062812663e-11,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"4","CD19",601.546863295784,-6.3896312719081,0.831687086299448,-7.68273474142597,1.55727828294948e-14,7.69762655261928e-11,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"5","FCRLA",517.475976713795,-5.93684259105016,0.836996638372555,-7.09303038850153,1.3120663110985e-12,5.1884350206079e-09,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"6","CD22",2264.59253742742,-5.32684871989824,0.777300338627327,-6.85301222086843,7.23109058400444e-12,2.38288538378226e-08,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"7","FCRL1",3567.99102772357,-5.46757868185919,0.828242956641758,-6.60141886871981,4.07241116953424e-11,1.15028162348616e-07,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"8","CD79A",1810.49336112876,-4.98838015507302,0.775456509395552,-6.43283033236943,1.25249437806069e-10,3.095539855377e-07,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"9","POU2AF1",777.823589610108,-3.67527056784473,0.595900977543609,-6.16758606940826,6.93403717423475e-10,1.52333092232188e-06,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"10","FCRL5",716.44204495775,-5.81182698353254,0.945737811162047,-6.1452835182633,7.98208093669375e-10,1.57821704280309e-06,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"11","LINC00926",2469.86740477732,-4.9918370431642,0.860846116887964,-5.79875653178311,6.68084438028523e-09,1.20085140988181e-05,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"12","FCER2",855.247888488596,-5.02909244063358,0.884455136473664,-5.68609105565789,1.29980110085123e-08,1.97689748969466e-05,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"13","KIAA0125",1132.35140943083,-3.65488126557721,0.642326662660022,-5.6900662514016,1.26990091662412e-08,1.97689748969466e-05,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"14","OSBPL10",210.980136052792,-5.11491945082389,0.902348429836168,-5.66845276358775,1.44092782761612e-08,2.03500178625899e-05,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"15","KLHL14",177.478262626206,-5.81421734999757,1.06278911070676,-5.47071595994347,4.48221159354209e-08,5.90815250850094e-05,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"16","COL19A1",423.139046445559,-9.30517394300299,1.75055593266462,-5.31555363034819,1.06333524654817e-07,0.00011680146941528,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"17","EBF1",115.469395497782,-5.32057987865482,0.999164578583715,-5.32502852152403,1.00937200336992e-07,0.00011680146941528,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"18","MACROD2",171.584218107515,-7.28264913709697,1.36561368036834,-5.33287652415188,9.66690477823253e-08,0.00011680146941528,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"19","SCN3A",132.01203888414,-6.00837701573786,1.13743926302639,-5.28237173715221,1.27522111897106e-07,0.000132703536654188,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"20","BLK",1048.42868391906,-3.92771381224628,0.770156791584423,-5.0998885618679,3.39853512548983e-07,0.000335979182505925,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"21","BANK1",1435.57185414414,-3.05376836020584,0.599898532138117,-5.09047479966623,3.57168039766527e-07,0.000336282213441132,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"22","SYNPO",133.205665851532,-4.93370438666005,0.974032754543292,-5.06523457619593,4.07897751486349e-07,0.000366588833744914,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"23","TNFRSF13B",99.1894040904613,-5.13597914834601,1.07185607229481,-4.79166865878742,1.6539989580911e-06,0.00142186379997292,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"24","VPREB3",91.0027371504775,-5.14798240003249,1.07943902854533,-4.76912754115442,1.85025494768645e-06,0.00152430170106902,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"25","KCNH8",110.129360651192,-5.2447732154629,1.12438803703519,-4.66455800196205,3.0928108926862e-06,0.00244604227880766,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"26","SNX22",327.329881373996,-3.23681062884903,0.700624229324832,-4.61989536383609,3.83933618998565e-06,0.00291966750570755,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"27","ZNF860",123.747170362226,-7.66132846793831,1.66613241556212,-4.59827105959853,4.26011505710501e-06,0.00311966647811408,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"28","TCL1A",467.808001188197,-3.96284267952281,0.871362050321961,-4.54787155127834,5.41911921360488e-06,0.0038266723246927,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"29","COBLL1",368.693138170535,-2.75302715132531,0.60975224325492,-4.51499306772431,6.33188370463398e-06,0.00431703464165597,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"30","PCDH9",149.56573861192,-4.03653506383819,0.90284067740357,-4.47092733509376,7.78811588449132e-06,0.00513288757560541,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"31","DDX3Y",4858.99253859209,-27.6628260249533,6.54584217503864,-4.22601481753415,2.37866335289074e-05,0.0151712683268889,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"32","ABCB4",120.383408160873,-3.52330170778806,0.83558047081136,-4.21659173576291,2.48022417478265e-05,0.0153246851199383,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"33","TNFRSF13C",154.894918358163,-3.56965245571828,0.848184134930051,-4.20858196789152,2.56978308874673e-05,0.0153968943123334,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"34","MIR4539",155.734014959708,-4.95540685703436,1.18530957027794,-4.18068577297692,2.90631257302034e-05,0.0169010624099289,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"35","IGLL5",1299.18170189008,-4.01617893080286,0.990562779727992,-4.05444158915975,5.02542052655462e-05,0.0283893184717251,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"36","PKIG",172.51107230968,-2.32919656886624,0.579619746555946,-4.01849071344814,5.85721172210301e-05,0.0321691083803946,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"37","LINC00494",144.130768125283,-3.49372670424574,0.873713389064993,-3.99871027269544,6.36885845470101e-05,0.0340338025314455,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"38","CNTNAP2",141.383831596105,-5.76608310973237,1.47220313595751,-3.91663553004331,8.97933444709111e-05,0.0463392714104716,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"39","UTY",1097.08655862682,-25.5235629439281,6.52385006569251,-3.91234664912838,9.14035800631394e-05,0.0463392714104716,"I-I (D1)",1,"I-I","DOWN","GSE201530"
"40","VANGL2",29.9509485886349,6.36695217280476,0.723527088577225,8.79988085218069,1.36961489154854e-18,2.87564342629532e-14,"I-I (D3)",3,"I-I","UP","GSE201530"
"41","PRKY",1635.8578546485,-26.168786428161,4.06514461258251,-6.43735682788821,1.21571904190046e-10,1.2762618501871e-06,"I-I (D3)",3,"I-I","DOWN","GSE201530"
"42","ZFY",338.409002383864,-24.7993304976121,5.00344905968658,-4.95644708315779,7.17939089056361e-07,0.00502461637127579,"I-I (D3)",3,"I-I","DOWN","GSE201530"
"43","VANGL2",29.9509485886349,4.5942400173884,0.553131262197222,8.30587661803557,9.90851560974902e-17,1.95911170635958e-12,"I-I (D5)",5,"I-I","UP","GSE201530"
"44","LINC00278",87.5972390450894,-30,4.72529505183644,-6.34880989883178,2.16986966163501e-10,2.14513314749237e-06,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"45","BCORP1",231.426744726576,-30,4.78427623318929,-6.27054094240737,3.5979592475337e-10,2.27201698088345e-06,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"46","DDX3Y",4858.99253859209,-29.9585733969241,4.85530036845454,-6.17028219130757,6.81682203358927e-10,2.27201698088345e-06,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"47","GSTM1",178.714310086721,-27.5482431188946,4.46596433407662,-6.16848704068088,6.89464995210434e-10,2.27201698088345e-06,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"48","UTY",1097.08655862682,-29.8572636731043,4.83883323753336,-6.17034359471422,6.81417513391205e-10,2.27201698088345e-06,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"49","TTTY15",246.830403362789,-29.4589171833336,5.01062246708543,-5.87929291756624,4.12022696982569e-09,1.16378753781991e-05,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"50","KDM5D",2408.70241474287,-29.632687997769,5.20450948373104,-5.69365625913428,1.24347306780624e-08,2.99134156267949e-05,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"51","USP9Y",1466.21148178018,-29.889917951907,5.26402789528223,-5.67814581277109,1.36162624236878e-08,2.99134156267949e-05,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"52","TXLNGY",1634.88751290073,-29.466420789473,5.27407034471412,-5.58703598237088,2.30977880544572e-08,4.56689465412727e-05,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"53","RPS4Y1",2670.93782286455,-29.937523373082,5.39049904065444,-5.55375729543722,2.79593619772296e-08,5.02556822739804e-05,"I-I (D5)",5,"I-I","DOWN","GSE201530"
"54","SNORA69",22.8362213564969,2.30669807879775,0.498084176840609,4.63114105215976,3.63656014919873e-06,0.00599183893916312,"I-I (D5)",5,"I-I","UP","GSE201530"
"55","RPS14P3",98.659732927759,1.5665116230472,0.346150737347995,4.52551866579543,6.02475633100926e-06,0.00916319093667039,"I-I (D5)",5,"I-I","UP","GSE201530"
"56","SNORD20",20.8496301972354,2.21434402967412,0.526431496068338,4.20632892638829,2.59552390872484e-05,0.0366562133737911,"I-I (D5)",5,"I-I","UP","GSE201530"
"57","PRKY",1635.8578546485,-26.060198812373,4.06514461258251,-6.4106449575523,1.44905300124533e-10,3.04243168141469e-06,"H-I-I (D2)",2,"H-I-I","DOWN","GSE201530"
"58","COL5A3",301.564009587385,-6.30674821370178,1.28766345651002,-4.89782340394678,9.69040629484837e-07,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","DOWN","GSE201530"
"59","LOC285740",27.1045352203694,2.70851483064585,0.561676611053799,4.82219621992844,1.41986167840131e-06,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"60","ZFY",338.409002383864,-24.4634453373462,5.00344905968658,-4.8893163586797,1.0118676824813e-06,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","DOWN","GSE201530"
"61","KLB",13.6753026577746,3.1074528916935,0.667081952540792,4.65827756223623,3.18866098198953e-06,0.016737281494463,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"62","EREG",185.648523501864,4.5119487354545,0.979363613538466,4.60702100127318,4.08478760376752e-06,0.0171528401057406,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"63","ZFY",338.409002383864,-24.3060389310848,5.00344905968658,-4.8578567786213,1.18663190124319e-06,0.0249145233985019,"I-BNT-I (D5)",5,"I-BNT-I","DOWN","GSE201530"
"64","COL5A3",301.564009587385,-6.30674821370178,1.28766345651002,-4.89782340394678,9.69040629484837e-07,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","DOWN","GSE201530"
"65","LOC285740",27.1045352203694,2.70851483064585,0.561676611053799,4.82219621992844,1.41986167840131e-06,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"66","ZFY",338.409002383864,-24.4634453373462,5.00344905968658,-4.8893163586797,1.0118676824813e-06,0.00993713859990462,"I-BNT-I (D2)",2,"I-BNT-I","DOWN","GSE201530"
"67","KLB",13.6753026577746,3.1074528916935,0.667081952540792,4.65827756223623,3.18866098198953e-06,0.016737281494463,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"68","EREG",185.648523501864,4.5119487354545,0.979363613538466,4.60702100127318,4.08478760376752e-06,0.0171528401057406,"I-BNT-I (D2)",2,"I-BNT-I","UP","GSE201530"
"69","ZFY",338.409002383864,-24.3060389310848,5.00344905968658,-4.8578567786213,1.18663190124319e-06,0.0249145233985019,"I-BNT-I (D5)",5,"I-BNT-I","DOWN","GSE201530"
"70","F2RL2",20.0377698913213,3.55062530368075,0.539169379439249,6.58536155627661,4.53779756564549e-11,8.41806826402895e-07,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"71","RUNDC3A",23.7861821064322,4.02775673504991,0.653351147017624,6.1647656906023,7.05875833858387e-10,5.42522141995031e-06,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"72","SNAI1",22.3742574780109,2.837305674174,0.462835987465611,6.13026158512537,8.77347003388008e-10,5.42522141995031e-06,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"73","CA1",188.801941392153,5.74954824242159,0.957829870631162,6.00268212415731,1.94084363495662e-09,7.20091805441606e-06,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"74","GPX3",128.774163255987,2.01995075629118,0.33460402764164,6.03683933671755,1.57162058127112e-09,7.20091805441606e-06,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"75","ETV5",33.0699589897026,2.57845310048058,0.4450812960183,5.79321828067689,6.90502675606582e-09,1.82993073359681e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"76","HBEGF",311.944383440819,3.24527239306155,0.557937212780826,5.81655483577931,6.00728420819606e-09,1.82993073359681e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"77","EPB42",64.2521004648991,3.81375690560048,0.671678525159308,5.67794973748184,1.36318754361906e-08,2.67689869657138e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"78","LOC101929595",13.8470969150084,4.24927084364598,0.749547838697987,5.66911226243709,1.43539296184989e-08,2.67689869657138e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"79","MIR22HG",2525.2916995455,2.82673936736232,0.498700785493426,5.6682071686843,1.4429942841741e-08,2.67689869657138e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"80","PLCD3",51.6868842474486,2.87266356086273,0.509402048791936,5.63928544786057,1.70757266993865e-08,2.87974369091199e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"81","EMP1",368.578736605963,3.68352055793167,0.660628933935981,5.57577842675693,2.46425421556746e-08,3.80953166274933e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"82","LAMB3",38.2154101346893,3.35147698976525,0.613360750743832,5.46412039847816,4.65207725614437e-08,5.58921583657788e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"83","MYCN",7.67265503417395,5.17198596075645,0.949506495588875,5.44702535978843,5.12191629679391e-08,5.58921583657788e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"84","NR4A2",1331.19953185914,3.27281442247014,0.596593471762721,5.48583680072821,4.1151668775392e-08,5.58921583657788e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"85","PVRL4",12.7338329791912,3.60097664458835,0.660033462055923,5.45574861215634,4.87669463262904e-08,5.58921583657788e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"86","RIPK4",13.9011621849148,4.4235931502907,0.809407367887699,5.465224713527,4.62320754283538e-08,5.58921583657788e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"87","PTGES",41.7507808706824,4.22924010256213,0.779315920065063,5.42686219243287,5.73533753109699e-08,5.60746106941531e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"88","SYT1",20.0371149001607,4.69832230437174,0.86579194994589,5.4266181438455,5.74318151683957e-08,5.60746106941531e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"89","AOC4P",19.4634106802354,3.22865053992161,0.596308889038348,5.41439277406777,6.14970418788296e-08,5.70415811947084e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"90","BLM",373.100237981747,-1.05080216446687,0.195149696005097,-5.38459544635631,7.26077674740287e-08,6.41403187814623e-05,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"91","LOC101927051",191.759045001928,1.7039614866509,0.32070402238229,5.31319025559249,1.0772246560471e-07,8.4025004841729e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"92","SDC2",72.9625446106326,3.6607746172811,0.689732781372299,5.30752592329683,1.11123205659485e-07,8.4025004841729e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"93","TP53INP2",2123.16767665265,2.8296385961115,0.533482177214935,5.30409208960595,1.13235142097096e-07,8.4025004841729e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"94","TTC25",20.3118861767897,2.36858381680704,0.445125574202877,5.3211586888681,1.03108410654234e-07,8.4025004841729e-05,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"95","SMIM24",20.6592886471076,2.5850373676918,0.492082877007855,5.25325608444314,1.49433534067377e-07,0.000106620826557073,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"96","BMP2",18.0464125082108,4.51462219061597,0.861715088962089,5.23911238000219,1.61350765505781e-07,0.000110859927811027,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"97","PABPN1L",19.8157189325144,2.31096299790783,0.441799955147856,5.23079047650521,1.68786729169101e-07,0.000111827236172,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"98","NOTCH3",33.614628919973,3.93620107521692,0.753689797226718,5.22257444601293,1.76452580978851e-07,0.000112874890680643,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"99","LOC101928370",69.5162535562497,-1.82755131072664,0.354221921957081,-5.15933994324629,2.4782198109742e-07,0.000148301470043169,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"100","TNFRSF12A",97.4316753806837,3.14530882417103,0.609197058803284,5.16304006842994,2.42971104914791e-07,0.000148301470043169,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"101","CD34",29.892000107581,3.45526554249571,0.673222778043025,5.13242518700828,2.86032435200663e-07,0.00016079356683053,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"102","FAM65C",138.268442169586,2.35662670100371,0.458647247379144,5.13821180541302,2.77365158329773e-07,0.00016079356683053,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"103","MAFF",685.151000827053,2.60069057681024,0.510323444905319,5.09616127335234,3.46609881919636e-07,0.000186133566894422,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"104","PLK3",2431.36352691767,2.44231180370882,0.479478700947886,5.09368153138106,3.51176477888243e-07,0.000186133566894422,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"105","HMGB3",117.216490477314,2.02650038222326,0.398545092882506,5.08474553673826,3.68119266878536e-07,0.000189693903329548,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"106","JDP2",1513.93842019725,1.46411316370303,0.288638532210808,5.07247993706437,3.92664545398118e-07,0.000196873513018391,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"107","KCNS1",50.0462168748507,2.10162380340492,0.417331182368444,5.0358657397172,4.75693906210886e-07,0.000232226254055741,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"108","IRGQ",1115.75564676832,1.65430696982772,0.329493051515691,5.02076435972714,5.14662652665706e-07,0.000244807868451321,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"109","MARK4",732.728593438295,0.907901369711692,0.181949505017477,4.98985347404205,6.04251093718553e-07,0.000280236550989322,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"110","G0S2",2032.35641243905,3.59706336122457,0.724601348628594,4.96419633779663,6.89861290027612e-07,0.00031213699490981,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"111","HBG1",31.1000707039383,6.74319722482036,1.36642162189143,4.93493158830895,8.0178858819605e-07,0.000354142383324403,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"112","ID1",12.5395038543205,5.93665711714656,1.21116467289189,4.90161020216321,9.50543021212636e-07,0.000400761899693537,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"113","NFKBIA",19113.7839201772,3.02825690999282,0.617593123278886,4.90332031858676,9.42301370527883e-07,0.000400761899693537,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"114","GPR171",715.937106076424,-1.81901578855616,0.372370678497418,-4.88495978226913,1.03449967638345e-06,0.000426466744368655,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"115","WEE2-AS1",30.995401252909,-1.85397184630793,0.382665444077618,-4.84488964185613,1.26682073623321e-06,0.000510886771257877,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"116","PLAUR",3111.42984393864,1.74141535219796,0.359978880007143,4.83754866997586,1.31450204020006e-06,0.000518836752079816,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"117","CXCL2",24.6428553985041,2.90636215279952,0.604839619503387,4.80517819779371,1.54613734811604e-06,0.000592943001284971,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"118","CXCL3",26.5691633034143,3.50602503560999,0.730026345090701,4.80260069953282,1.566180101502e-06,0.000592943001284971,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"119","FOSL1",155.869542076145,4.44293932715481,0.926971307691238,4.79296315893598,1.64335811744534e-06,0.000609718728734569,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"120","ZNF697",240.475872274303,1.59534027963555,0.333517154039125,4.78338298439786,1.72369253835077e-06,0.000626984711351865,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"121","LOC101927153",247.522933759615,2.4294470035349,0.508310602506499,4.77945372682609,1.75772119520438e-06,0.000627067036389162,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"122","MIR221",76.6061725398055,3.18872390355602,0.667836420682801,4.77470800453777,1.79968185570504e-06,0.000629922605758193,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"123","CCIN",46.5302138522797,3.14372064388609,0.659582888910824,4.76622528682839,1.87709366246785e-06,0.000644851195045207,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"124","EGR3",1199.5509199953,3.19737806593037,0.671640488321425,4.76054990955252,1.93066181116976e-06,0.000649367576093082,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"125","HBD",169.72103685108,4.84879677935243,1.01919441556891,4.75747973623446,1.96024927288085e-06,0.000649367576093082,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"126","CHP1",3184.4942949413,1.16871999590532,0.246219007545076,4.74666845406466,2.06794505741672e-06,0.000661421530347198,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"127","SLC6A8",105.248167191792,1.69836614775211,0.357574898969911,4.74967944518673,2.03739340671061e-06,0.000661421530347198,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"128","SLC22A13",14.1963848753823,2.02249171589703,0.42763297060283,4.72950369810341,2.25069355597485e-06,0.000707671460286263,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"129","CIDECP",353.291231494212,1.00689173890548,0.21330864394744,4.72035131944106,2.35437648266576e-06,0.000727933968832208,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"130","C19orf45",17.7848123377638,5.09234014414762,1.07992448516034,4.71545947343858,2.41165894302688e-06,0.000729460431156757,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"131","FLT3",324.164197756853,2.27114648590631,0.481864119906774,4.71325087733385,2.43795734632736e-06,0.000729460431156757,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"132","SPATA2",500.348919407651,1.05306868505249,0.223613072974064,4.70933416837676,2.4852732223853e-06,0.000731814342039203,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"133","PRG2",59.1125727961555,2.49265404353544,0.530272368820051,4.70070512835137,2.59264668893469e-06,0.000740193767433875,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"134","SPRED2",171.096706249389,1.49213290970906,0.31743216698639,4.70063548970146,2.59353107019578e-06,0.000740193767433875,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"135","SDC4",103.719981161628,2.62592167974679,0.559985398057742,4.68926812887364,2.74183925135212e-06,0.000759162088833332,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"136","SNORD10",107.173971550925,1.36574656495298,0.291222518182516,4.68970110373481,2.73604416269259e-06,0.000759162088833332,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"137","SLED1",366.795623892924,4.27450329485755,0.912939923339963,4.68212988125156,2.83909493537195e-06,0.000774530149207133,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"138","SPAG4",31.3946088865419,1.93708294464068,0.414412720553419,4.6742844719,2.94980227496373e-06,0.000781739742897888,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"139","TUBB6",177.184276887968,2.65494793475531,0.56765527904645,4.67704262209118,2.91041781780668e-06,0.000781739742897888,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"140","KRIT1",2137.21901517457,-0.697055225260172,0.149223568071296,-4.67121403320911,2.99424738956949e-06,0.000782342018646529,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"141","HTR1F",5.94257195034899,3.53548812537523,0.75894034958552,4.65845323325616,3.18594163192609e-06,0.000788032042851477,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"142","ITPRIP",8180.77296249588,1.92097113140224,0.41210438227074,4.66137030821532,3.14110977036424e-06,0.000788032042851477,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"143","PRR7",99.7642816799473,1.93816000748505,0.415896339484494,4.6601997264208,3.15902699974489e-06,0.000788032042851477,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"144","ZNF668",119.60194980628,1.44062271892616,0.308941638684571,4.66309017152925,3.11496181038374e-06,0.000788032042851477,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"145","DDIT4",1282.27780317653,2.34444155465838,0.504187191603191,4.64994270719896,3.32027250282809e-06,0.000810452305262684,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"146","RPL13AP6",8.20013422192699,3.33793938402274,0.718879991033626,4.6432498131202,3.42971241076129e-06,0.00082629344067575,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"147","HORMAD2-AS1",35.8863908089564,2.71805452943824,0.586807808386276,4.63193313141641,3.6226716930388e-06,0.000829681266389664,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"148","IFITM10",76.8382526104656,2.50313192455469,0.53963026130822,4.63860554907794,3.50767785543472e-06,0.000829681266389664,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
