"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition","day","vaccine","direction","study"
"763","NDC1",589.335881532303,-0.668497676513844,0.191446641513383,-3.49182242754106,0.00047973706544892,0.0127867849154352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"764","TDRKH",267.163049752788,-0.826353371741797,0.236576688557394,-3.49296195149559,0.000477694567546301,0.0127867849154352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"765","ZNF628",42.7874327847578,1.56090396426804,0.446937681156495,3.49244207879059,0.00047862538608919,0.0127867849154352,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"766","CMTR2",1194.65672527265,-1.24005247634522,0.355221491016774,-3.49092751341069,0.000481346828827662,0.0128112841055695,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"767","BCAT1",518.501284934675,1.6937713942199,0.485770056343078,3.48677604167446,0.000488880568032581,0.0129931567586997,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"768","LAMTOR1",2005.04387628737,0.820605208360091,0.235438505049195,3.48543331172029,0.000491340679538385,0.0130026547020208,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"769","LINC01260",124.492996086932,-1.75167829658901,0.502508777059701,-3.48586607151123,0.000490546531455884,0.0130026547020208,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"770","RBAK",1700.04975948857,-0.512870099505091,0.147137958816498,-3.48564098367515,0.00049095943574925,0.0130026547020208,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"771","ATXN7L3",4216.74978435756,0.714185334839255,0.204973413160755,3.48428278490508,0.000493457820700538,0.0130057000024334,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"772","NIPAL3",1789.49071973255,-0.625039237861378,0.179381680240334,-3.48440953961384,0.000493224156828984,0.0130057000024334,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"773","SCARA5",12.258305254665,-2.16706494984401,0.621964176385492,-3.48422792199669,0.000493558988826107,0.0130057000024334,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"774","BYSL",160.869896276977,-0.751197000380818,0.215693675218997,-3.48270295648733,0.000496378803220038,0.0130614513170708,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"775","SESN2",650.433841640499,1.56603771982321,0.450078321593014,3.47947822565716,0.000502391193431634,0.0132009334693346,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"776","YTHDF3",5502.01507428237,0.687243872862601,0.197623632706426,3.47753891298778,0.000506039592093348,0.0132779921823532,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"777","MRPS15",479.383759956109,0.716074418270501,0.206009420371559,3.47593045492282,0.000509084282084128,0.0133390148544388,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"778","NFKBIE",1115.43304876292,1.57445923260537,0.453079894020408,3.47501456891939,0.000510825607141344,0.0133657628181651,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"779","TIA1",5862.55251170586,-0.704366067840965,0.202771330443702,-3.4736965344148,0.000513341261855158,0.013412667251655,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"780","FAM71F2",350.785348009884,1.29400865908567,0.372558291013485,3.47330522578233,0.000514090349808923,0.0134133475095715,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"781","RHBDL1",7.52663052915266,1.91172691182082,0.550503169874694,3.47269010686345,0.000515269941129222,0.0134252425251239,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"782","DACT3",3.6818759464283,2.22609940081875,0.641366192941286,3.47087112685177,0.000518772910621709,0.0134633005398185,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"783","RWDD2B",185.907430001341,-0.986122844109641,0.284119650075613,-3.47080127631863,0.000518907869439396,0.0134633005398185,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"784","ZNF101",2455.89789725562,-0.817604024876733,0.23554340416894,-3.47113954543306,0.000518254601113355,0.0134633005398185,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"785","ICE2",1713.3668978693,-0.631163633210406,0.181901358127414,-3.46981264850317,0.000520821518317799,0.0134940781931753,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"786","MEGF9",23520.8232501646,1.09490622464666,0.315650268415381,3.4687321197073,0.00052292057820716,0.0135282041753304,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"787","MIR1255A",4.06158426788985,3.19145592919409,0.920156268293262,3.46838470721252,0.000523597142897269,0.0135282041753304,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"788","ZSWIM3",185.752513051161,-1.09617395713907,0.316082072088394,-3.46800421136356,0.000524339071382137,0.013528531450918,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"789","SLC23A1",140.806603949685,0.850754793145764,0.245419331988106,3.46653536318401,0.000527212378208012,0.0135837733724123,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"790","RBM22",4339.62490122817,0.410058798156723,0.118336517776658,3.46519236716637,0.000529852332333291,0.0136328579987724,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"791","LINC-PINT",1482.88768311623,1.15891954268997,0.334597617195494,3.46362162529344,0.000532955598558589,0.0136937109541003,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"792","HCG4",8.03885701541731,-2.52614156788268,0.729501659308615,-3.46283183272925,0.000534522358223445,0.013714971324209,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"793","LOC146880",4881.06620574612,0.595359506385489,0.171961195080754,3.46217357995161,0.000535831452319348,0.0137295708176467,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"794","GCSAM",618.354069010265,-1.24760669286146,0.360592529571274,-3.45987947766084,0.000540417211290695,0.0138089251882282,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"795","PLBD1-AS1",31.7112956868247,1.41392065571784,0.408644409810226,3.46002691282248,0.000540121402172109,0.0138089251882282,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"796","TSPEAR",29.5418544740907,2.20786805434238,0.638211978955699,3.45945881171817,0.000541262051700361,0.0138114887497846,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"797","PIFO",4.96033664236798,-2.08489368456315,0.603166669952768,-3.45657972899334,0.00054707734264964,0.0139407029993042,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"798","GID8",1986.8826424867,0.564703108310208,0.163414861505218,3.45564107883895,0.000548985813509292,0.0139510079813848,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"799","LRRC59",1763.31044228031,0.676073478557057,0.195632579480605,3.45583276748689,0.000548595567422266,0.0139510079813848,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"800","BIN3-IT1",20.0780219919296,2.00544821634403,0.580504584343329,3.45466387420972,0.00055097926158592,0.0139634102208749,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"801","GOPC",2250.26976026392,-0.636904200293223,0.18434502409426,-3.45495737366667,0.000550379830190876,0.0139634102208749,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"802","MRPL50",509.989924151422,-1.22288307369023,0.354121024623007,-3.453291357078,0.000553790515104841,0.0140155086571758,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"803","ELMSAN1",4121.20733667641,0.717530431263293,0.207853714892462,3.45209337073684,0.000556255201059876,0.014058706042046,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"804","MIR548H4",5.61248309396086,-2.26114232626993,0.655396692596466,-3.45003621747316,0.000560511350480889,0.0140710038493253,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"805","NOC3L",637.349835219287,-0.96606997844645,0.279948493921204,-3.45088471423735,0.000558752190287371,0.0140710038493253,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"806","SLC22A15",2037.11882898495,1.09497774113551,0.317382537594038,3.45002516343884,0.000560534302444689,0.0140710038493253,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"807","SRSF1",9003.49425829117,-0.409054387476429,0.118524304137149,-3.45122791864778,0.000558042097712497,0.0140710038493253,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"808","WDR92",430.479814046131,-0.787063119138778,0.228120556788301,-3.4502069003329,0.000560157065447877,0.0140710038493253,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"809","ELP3",1302.55921839866,-0.784976195189912,0.227690379899566,-3.44755977628991,0.000565675215951824,0.0141808661231382,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"810","MTMR3",11966.4769313834,0.825932464306074,0.239608003400188,3.4470153441687,0.000566816388508528,0.0141902980070468,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"811","ZNF720",622.734080359018,-0.548778274506648,0.159252061220616,-3.44597282007178,0.000569007586623953,0.0142259565221846,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"812","GEMIN5",610.287498707659,-0.899497896404207,0.261097475653643,-3.44506546511935,0.000570921101233095,0.0142545859340177,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"813","CYP2A6",78.6709697864679,1.5994002086928,0.464395724255353,3.44404594003832,0.000573078318987714,0.0142700347591156,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"814","FEM1C",3149.46386790522,1.12802949509049,0.327500833655499,3.44435610285216,0.000572421242128093,0.0142700347591156,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"815","ZNF57",120.678873095813,-0.942499619415382,0.27379508727281,-3.44235402031255,0.000576675016209825,0.0143403461470623,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"816","ADAM9",1725.06409152431,1.32733357707296,0.385795100327353,3.44051434543026,0.000580609657423689,0.0143611863398225,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"817","ARF4",3258.6828429852,0.632054593150093,0.183709034950488,3.44051991411549,0.000580597709663266,0.0143611863398225,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"818","CD83",1290.56177759389,1.89779474953653,0.551521499472363,3.44101680778018,0.000579532532270935,0.0143611863398225,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"819","RAB35",2634.40615781198,0.402464932232498,0.116946667695469,3.44143993294895,0.000578626925031714,0.0143611863398225,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"820","LINC01248",3.16341361146656,-3.79803873433289,1.10407980524032,-3.4400038079731,0.000581706001980745,0.0143691451967308,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"821","SETDB2",1878.69236094161,-0.57053761889523,0.165910361147643,-3.43883055252657,0.000584232796713569,0.0144123704944593,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"822","MIR6819",20.0453148089099,1.71953356573493,0.500135356753264,3.4381363815141,0.000585732613463587,0.0144301802289017,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"823","ADAT3",9.92535863869054,1.74724410522166,0.508625527829292,3.43522691965254,0.000592057837738238,0.0145473707918968,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"824","RAP1GAP",54.9511026699985,2.61923994482002,0.762422069359826,3.43541989415297,0.000591636346687138,0.0145473707918968,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"825","SPRTN",690.087396781461,0.783303022203234,0.228115741259274,3.43379644858852,0.000595190970536605,0.0146050101778103,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"826","TMEM117",41.313742806826,-1.13474290901785,0.330564897588757,-3.43273867641428,0.000597517706299948,0.0146427357590097,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"827","CCR6",549.75645282963,-1.16669993055684,0.34008287239479,-3.43063419319295,0.000602172045556915,0.0146825752519084,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"828","CDC42EP4",284.31906311472,1.30542562572143,0.380527062851724,3.43057236438951,0.000602309296895168,0.0146825752519084,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"829","LOC100289511",162.093815631837,1.43986048490432,0.419630075882391,3.4312614077449,0.000600781361032726,0.0146825752519084,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"830","MAP3K3",8391.59871319307,0.878653189263913,0.25605443051814,3.43150941573599,0.000600232293195059,0.0146825752519084,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"831","PDXK",1857.79641783175,0.53735566728391,0.156678984626831,3.4296601331937,0.00060433770995348,0.0147126887891693,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"832","DENND2D",6885.99364358517,-0.943270974311652,0.275328030282328,-3.4259896217047,0.000612563787430909,0.014863907814416,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"833","LCMT2",151.875914150858,-1.38260051180954,0.403505235444255,-3.42647477742715,0.000611470548127974,0.014863907814416,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"834","PLEKHA8",604.760072861225,-0.665088732306939,0.194140173536066,-3.42581713095762,0.000612952912405165,0.014863907814416,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"835","FMNL1",27474.4102482217,0.868560772179382,0.253775190004054,3.42255983402281,0.000620344429293727,0.015023511106825,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"836","ENPP5",226.687807332307,-1.58128074267141,0.462127723368447,-3.42173962459006,0.00062221868997087,0.0150492554337022,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"837","C2orf15",40.5112050803726,-1.2467105464232,0.364464852902887,-3.42066055613705,0.000624692495195527,0.0150807286779713,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"838","ITGA2",109.246124187752,1.17393042457652,0.34323285432787,3.42021577997057,0.000625714822054744,0.0150807286779713,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"839","RHOA",22031.1633055606,0.713956856902486,0.208752615958899,3.42010974867523,0.000625958766753163,0.0150807286779713,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"840","ATP11A-AS1",45.1277431966482,2.01594336072782,0.589609499063055,3.41911615048832,0.00062824902735536,0.0151006702999571,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"841","JRKL",805.573699735138,-1.20386977007755,0.352107079390824,-3.41904449112567,0.000628414504423851,0.0151006702999571,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"842","CALN1",3.21071757149216,2.8813047442133,0.842935477297216,3.41817947140142,0.000630415224893671,0.015109603148582,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"843","CDK11B",1015.0484228171,0.896220813079305,0.262182179790082,3.41831322707314,0.000630105472058828,0.015109603148582,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"844","ZBTB43",2113.94582770466,1.11294878925753,0.325631125500427,3.41782066301911,0.000631246857068818,0.0151100134780434,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"845","GALNT4",17.0426826829741,1.00155209343127,0.293167266488087,3.4163162396303,0.000634744874035819,0.0151741651523692,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"846","C22orf24",14.8571630107422,1.38260900117642,0.404773617953323,3.415758685478,0.000636045847035161,0.0151856969219424,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"847","RBMXL1",1671.1343402054,0.51516074759497,0.150848966719415,3.41507640919536,0.000637641215983739,0.015204218763129,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"848","SPHK1",70.9858303754715,1.38398887327464,0.405320137089155,3.41455739952594,0.000638857309926003,0.0152136610480581,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"849","PMS1",1001.67598142687,-0.629970432247534,0.184517719440023,-3.41414599182873,0.000639822813629266,0.015217119250816,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"850","HNRNPL",7751.0342704704,0.677022070171056,0.198411633725192,3.41220954366395,0.000644385583218939,0.0153060140259853,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"851","HNRNPK",33993.0513717252,0.43768912509892,0.128311561023366,3.41114332650987,0.00064691076586631,0.0153463447795216,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"852","SRF",2477.08404082809,0.929261422107258,0.272490212557975,3.41025614602414,0.000649018937591734,0.0153766926069786,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"853","MAP2K7",833.311873231332,0.742186850580322,0.217680292699438,3.4095270700738,0.000650756192805323,0.0153981863937902,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"854","CHKA",1149.01337202295,0.911864302896519,0.267616517377931,3.40735434356159,0.000655959085846373,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"855","FAM3C",803.434724766256,-0.602095483668003,0.176725794574016,-3.40694738489821,0.0006569378954174,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"856","LOC100130476",269.570599800722,1.64562230511757,0.483012765712983,3.40699547078935,0.000656822169387907,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"857","LOC101927100",47.0417083009431,1.18379114078291,0.347296475494432,3.40858956054073,0.00065299646340985,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"858","MRM1",101.991334863502,-1.15969324740143,0.340303137686527,-3.40782413963425,0.000654830827409202,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"859","PPFIA1",3200.33953987802,0.592656154966261,0.173935499975556,3.40733291967166,0.000656010580359759,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"860","SLC12A3",59.4556960572941,-1.81130884542638,0.5314334032663,-3.40834587042083,0.000653579958062019,0.0154068962046627,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"861","MIR616",208.743306521441,1.48764270878603,0.436768013119924,3.40602485552798,0.000659161777585116,0.0154395329999766,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"862","TSC22D3",21880.3430164736,0.979237912497664,0.287586709226512,3.40501796877681,0.000661597003366266,0.015477031537765,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"863","TADA2A",462.711968634186,-0.656076576030456,0.192713935490042,-3.40440650730396,0.000663079945509763,0.0154921864850776,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"864","PADI4",6273.10628487807,1.46137010880256,0.42932668463246,3.40386507783371,0.000664395622479003,0.0155034002422742,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"865","LOC90246",2.7633522851078,3.39715457685059,0.998479412717704,3.40232811371049,0.000668143691838458,0.0155398149435302,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"866","PELI1",15237.4127197219,1.29998622072807,0.382050218472484,3.40265796974461,0.000667337645829622,0.0155398149435302,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"867","SPDL1",290.847940875972,-0.856942507746206,0.251879303177411,-3.40219500743425,0.000668469210551297,0.0155398149435302,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"868","ARFGEF3",5.6317445341628,2.00473058545451,0.589390017664134,3.40136501361126,0.000670502334679383,0.0155437953368526,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"869","LOC284080",2.40623956118136,-3.66891982490908,1.07872203989752,-3.40117258126815,0.00067097453053791,0.0155437953368526,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"870","TCTEX1D4",83.2967334437602,1.40745027439265,0.413822149139514,3.40109942717965,0.000671154119175187,0.0155437953368526,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"871","MRS2",751.065744182353,-0.877472621505237,0.258058718987977,-3.40028279201881,0.000673161942806624,0.0155708568591093,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"872","THBS1",1993.07786819882,2.08967024633164,0.614632553651005,3.39986913143259,0.000674181120630704,0.015575011169141,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"873","KLHL42",1150.78149197977,-0.709744797747073,0.208856317631883,-3.39824433272842,0.00067819820230374,0.0156483269290257,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"874","PIGA",1177.192290103,0.964524057516678,0.283927823997438,3.39707480562166,0.000681103450249679,0.0156958386404743,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"875","LY6G5B",1240.78523497419,1.03982733647488,0.306251767299814,3.39533497436739,0.000685446815955334,0.0157763323607784,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"876","DAZAP2",38533.9015240931,0.666962554430528,0.196485637557071,3.39445957843511,0.000687641902563601,0.0157876793743284,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"877","KLF7",8219.45498705462,1.17931796995919,0.347417705338979,3.39452466536936,0.000687478470176269,0.0157876793743284,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"878","MAGOHB",425.505361910923,-0.787661743231411,0.232149512845494,-3.39290715529365,0.000691550734580492,0.015842611512085,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"879","UNC13B",86.8110375495633,1.18891932109165,0.350421005668844,3.39283119978031,0.000691742511173999,0.015842611512085,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"880","ALKBH8",697.674016708726,-0.542584960351441,0.160109092998927,-3.38884538153668,0.000701875753519806,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"881","B3GNT5",2739.45532741434,1.90196149550819,0.561230217776397,3.38891498580349,0.00070169761964933,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"882","CAPN11",9.52191092592337,2.20117009425475,0.649148220203619,3.39085901454727,0.000696739328608045,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"883","LOC102606465",248.630385926999,-0.99087551019873,0.292318753720304,-3.38970899946713,0.000699668520956349,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"884","MED26",331.745417599272,0.757185685427876,0.223306919035314,3.39078470429362,0.000696928258581033,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"885","MIR5685",16.1705946430085,2.32419769155907,0.685382077626019,3.39109785247008,0.000696132417850744,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"886","N6AMT1",110.85970709535,-1.02662904820003,0.302895450186809,-3.38938418377318,0.000700497926183395,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"887","SPINT1",559.670711322497,0.798746498847085,0.235668532454712,3.38927938544607,0.000700765719845665,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"888","STAM",1204.32099584448,0.589977902251148,0.17397776278426,3.39111098343497,0.00069609906502453,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"889","ZNF594",384.332527401655,-1.34745120157116,0.397489132498174,-3.3899070223696,0.00069916332445705,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"890","ZNF761",819.462169428354,-0.739593422120396,0.218202131710514,-3.38948761097168,0.000700233729444444,0.0158593143770352,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"891","DUSP10",454.465044180783,1.11631567207032,0.329947059898763,3.38331753103919,0.000716157788871114,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"892","H2AFY",5785.98534440616,0.763865096975131,0.225577292429207,3.38626769010828,0.000708502350444117,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"893","LOC101927817",19.5483509306194,1.87101767267889,0.553021896463104,3.38326146694214,0.000716304012278094,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"894","LOC728743",775.839706655855,-0.929764801200843,0.274875287360173,-3.38249687751143,0.000718300944577442,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"895","MIR373",31.9075470081866,1.3352653112155,0.394656455521067,3.38336112975156,0.000716044096189607,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"896","MIR4513",63.7928122677268,1.34636283070136,0.397897939412273,3.38368887431296,0.000715189970993951,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"897","MIR7851",13.8007524208228,1.52662393599439,0.450859560750084,3.38602986139317,0.000709116668570669,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"898","OGFOD1",988.483867726506,-0.805709400744087,0.237938778102363,-3.38620466646873,0.000708665094065482,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"899","PA2G4P4",24.3872905969343,-1.09317572533333,0.322965379672717,-3.38480776621047,0.000712281187520718,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","DOWN","GSE201530"
"900","PLEKHM1",3397.91700238551,0.822715033433464,0.243082871901518,3.38450433384207,0.000713068932513888,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"901","PSMC3IP",160.390981225277,0.730577182609449,0.216000827746681,3.38228880986626,0.000718845264144959,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"902","SMC2",626.785080307214,-0.77797399119002,0.229786804305796,-3.38563388589846,0.000710140582331083,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"903","SMYD4",780.160148419458,-0.584185606719586,0.172714683337009,-3.38237372429822,0.000718623075761536,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","NEUTRAL","GSE201530"
"904","TPST1",336.485361877139,1.84216737558342,0.544505540625288,3.38319307727879,0.000716482420130285,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"905","TTC9B",7.29677109008133,1.68420610789374,0.497523434141635,3.38517945551541,0.000711317341630156,0.0159513139894176,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
"906","NYNRIN",29.2451261344488,1.61418539961422,0.477384960121673,3.3813076122105,0.0007214173145895,0.0159892623691157,"H-BNT-I (D1)",1,"H-BNT-I","UP","GSE201530"
