"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"282","BNT-I (D26, mild)","BNT-MO (V3, D1)",72,2382,791,2454,863,"FCRL3, CACNA1E, SNORA31, METTL7B, SLC38A11, GALNT14, HP, ASPRV1, PTTG2, PXT1, GPR84, SNORA53, FGF13, C2orf74, DDN, SLC26A8, FLVCR2, DRAM1, RMI2, NFIL3, SDK2, PELI1, ALPK1, TRIB1, JAK2, IER2, NRCAM, GADD45G, FZD6, LINC01252, RSPH9, PRDM5, SLC1A3, MIR497HG, SNX10, DDX60L, HORMAD1, ZNF667, BCL2A1, ZNF285, LINC01270, PLEKHH2, KCNJ2-AS1, KLF5, RPS16P5, LACTB, TIMD4, PLEK, FAM20A, DHRS12, DUSP1, EFCAB2, SAMD9L, OCM, GADD45B, TCN2, KRT73-AS1, DUSP13, GSTM2, WNK3, RBFOX3, LY6G6C, FOXC1, NOG, ZNF438, HTR3A, BACH1-IT2, GSG1L, LIMK2, SORT1, SIAH3, FAM8A1",2.93,8.34,0,0,0
"283","BNT-I (D26, mild)","ChAd (V1, D3)",58,2396,536,2454,594,"LOC339260, HTRA1, ADAMTS2, CAPN13, SIRPG-AS1, METTL7B, MIR6503, GPR84, COL4A3, DSC1, IL1R2, IL1R1, LINC00494, LYVE1, CYP26B1, JUP, S100A11, MS4A4A, FLVCR2, E2F2, KIAA0319, SDK2, FBXL13, LCN10, ACOX2, ASB9P1, SERPINA1, LOC100128770, NRCAM, LOC101927131, ZNF860, NSUN7, EPCAM, CLSPN, ZNF229, CEBPA, CA4, ZNF667, FABP6, LINC00593, PLIN5, E2F1, ENAM, FAM20A, RSPH14, LOC101928140, MARCO, OSBPL10, ALPL, TCN2, SEMG1, HIST1H3A, HTR3A, LOC100128233, COL4A4, LMO2, CBS, MGAM",2.36,9.76,0,0,0
"284","BNT-I (D26, mild)","ChAd (V1, D6)",8,2446,117,2454,125,"GGH, CDC6, VSIG4, RRM2, CDC20, BIRC5, UCHL1, CDCA5",0.33,6.4,7.10107127468972e-194,5.10487102215252e-194,193.292015226168
"285","BNT-I (D26, mild)","ChAd (V1, D7)",29,2425,221,2454,250,"CKAP2L, LOC102723766, GALNT14, MIR6503, SLPI, GGH, CEACAM6, CDC6, ANLN, HJURP, CDC25C, CLSPN, ESPL1, CENPA, SKA1, KIF4A, RRM2, SPC25, CDCA8, NEK2, CDC20, KIAA0101, KNDC1, BIRC5, CDCA2, UCHL1, PPAP2B, CDCA5, AURKB",1.18,11.6,1.52912315999536e-292,1.61225892591614e-292,291.792565210008
"286","BNT-I (D26, mild)","ChAd (V2, D1)",35,2419,646,2454,681,"CACNA1E, OMG, INHBB, GPR84, SNORA53, JUP, RMI2, SNORD9, PRSS30P, CDHR1, PLEKHF1, RAB24, RSPH9, LINC00482, SLC1A3, DDX60L, HORMAD1, SNORD89, TXNDC2, FXYD7, SIT1, LACTB, MARCO, SAMD9L, GSN-AS1, BOK, TCN2, DZIP1L, NOG, BACH1-IT2, FGFR1, CLEC4A, DPRXP4, RNU6-2, CIR1",1.43,5.14,0,0,0
"287","BNT-I (D26, mild)","ChAd (V2, D3)",34,2420,162,2454,196,"SNORD12B, MIR4312, N4BP3, LOC100288069, C20orf24, LOC644656, LINC00476, TSPO, LOC100268168, FBLN2, CRYBA1, C10orf131, NPAS2, MIR628, HORMAD1, FABP6, LOC101929095, MIR4712, ZNF787, LOC101927178, KLHL13, RPS16P5, A2M, FGF9, LINC00260, GSN-AS1, NTN4, LOC105747689, RBM44, SLC30A1, KANTR, BACH1-IT2, RNF24, MGC12916",1.39,17.35,6.15707295787439e-225,5.12512287066459e-225,224.290295718289
"288","BNT-I (D26, mild)","ChAd (V2, D7)",1,2453,7,2454,8,"GSTM1",0.04,12.5,7.4378665147352e-20,2.29753429017532e-20,19.6387379981474
"289","BNT-I (D26, mild)","ChAd-BNT (V2, D3)",75,2379,765,2454,840,"FAM151B, RABAC1, HTRA1, ADAMTS2, MIR4312, ZNF571, METTL7B, C20orf24, GALNT14, GPR84, PRRG1, IL1R2, PLAU, KLF4, C9orf66, IL1R1, JUP, PTPRCAP, TSPO, MARCKS, MS4A4A, FLVCR2, DRAM1, KIAA0319, NFKBIZ, JAK2, GADD45G, CDHR1, ALKBH7, ENKUR, SLC1A3, CRYBA1, MIR628, SNX10, KLF10, DDX60L, HORMAD1, AGPAT2, LINC01093, KLF6, MIR4434, LINC00593, RRAD, KCNJ2-AS1, DGAT2, OPLAH, LOC101928008, ENPP2, TRIM25, CR1L, ENAM, FAM20A, RSPH14, LINC00260, MARCO, LOC101243545, SAMD9L, HIST1H1E, VSIG10L, ALPL, GSN-AS1, MIR4639, TCN2, MIR6774, BACH1-IT2, LINC01237, PPAP2B, DYSF, MIR222, LOC100996385, LOC400927, MYEOV, SORT1, DPRXP4, FIGNL2",3.06,8.93,0,0,0
"290","BNT-I (D26, mild)","ChAd-BNT (V2, D7)",72,2382,655,2454,727,"CKAP2L, SNORD12B, LOC102723766, CACNA1E, MIR4312, SIRPG-AS1, LOC285696, SYN2, LGALSL, TMEM132D, IER3, HMP19, GK3P, GPR84, ACSL1, SHROOM4, IL1R2, NAMPT, BASP1, MARCKS, CDC6, S100P, SNORD9, LINC01002, HJURP, CFAP58-AS1, ADM, LINC01506, CDC25C, ENKUR, CLSPN, ESPL1, CA4, BCL2A1, LINC01093, MIR4434, LINC01270, MIR4712, LINC00593, PLIN5, IQGAP3, KCNJ2-AS1, CENPA, C15orf54, DGAT2, SKA1, SCN1B, KIF4A, RRM2, SPC25, LINC00672, ENAM, ZNF208, LINC01355, NEK2, LINC00260, CDC20, GCKR, KIAA0101, ALPL, SPDYC, BIRC5, C10orf55, CDCA2, LONRF1, ZNF594, PROK2, UCHL1, CDCA5, MYEOV, MGAM, AURKB",2.93,9.9,0,0,0
"291","BNT-I (D26, mild)","ChAd-BNT (V3, D1)",84,2370,856,2454,940,"MYO10, ASGR2, CACNA1E, METTL7B, AP3B2, TULP2, PTTG2, GPR84, SNORA53, DUOX1, KLF4, FGF13, GTSF1, FBN2, SBK1, SLC26A8, MS4A4A, FLVCR2, DEPDC7, RMI2, CACNA2D2, NCR1, SNORD9, GABRR2, ALPK1, TRIB1, NFKBIZ, COL6A2, TBX21, PRSS30P, NCR3, ADAMTS10, AQP3, JAK2, IER2, VSIG4, APOL3, ZNF853, PLEKHF1, RSPH9, P4HA2, SLC1A3, CRABP2, NPTXR, KLF10, DDX60L, FAM186B, HORMAD1, SNORD89, KCNJ2-AS1, TMEM70, RPS16P5, TRIM25, LACTB, CBR3, FAM20A, ASAP1-IT2, DHRS12, SCML1, CLEC2B, CCDC40, VPREB3, MARCO, SAMD9L, VSIG10L, GADD45B, BOK, TCN2, MYO16-AS1, ITPRIPL1, DZIP1L, CRISP2, TBC1D30, DNAH17, CNIH2, CLEC4D, BACH1-IT2, WNT7A, GNLY, GSG1L, LIMK2, SORT1, EMILIN2, CIR1",3.42,8.94,0,0,0
"292","BNT-I (D26, mild)","I (D10, moderate)",1047,1407,1922,2454,2969,"CKAP2L, P2RY10, MYO10, PRDM11, BLOC1S2, ZFP41, RAB32, GPR160, PTCH1, GADD45A, MMP8, RNF175, UPP1, ASGR2, FAM151B, AP3S1, C8orf76, LINC01268, ADD2, SLC29A2, ZBTB4, BRI3, LOC101928673, SMARCD3, PLBD1, GYG1, CD63, PAPLN, FCMR, LY9, NT5E, AMIGO1, CST7, HTRA1, PIK3C2B, NECAB1, NME8, FCRL3, RNF144A, LTF, BCL9L, SNORD12B, SGCB, TG, RNF10, LOC102723766, PIP, AARS2, FOXO3B, GCNT4, ITGA7, ADAMTS2, KLHL2, TXN, CACNA1E, S100A8, METTL9, SNORD12, ZFAS1, SNX3, CHIT1, PXK, GCM1, TTC28, LINC00996, ATP5J, SH3GLB1, CAPN13, SNORA31, C5orf67, SIRPG-AS1, CPEB3, S100A6, MIR4263, SNORD1B, MAP1LC3B, PCNXL2, ZNF525, NEDD8, PRR12, GRINA, PRKACB, SRPK1, NIPAL3, ABCA13, SPTAN1, TSHZ1, ARG1, ZNF571, MAGEE1, TNKS1BP1, HLA-DOA, ANKEF1, SCPEP1, UBE2J1, STK17B, ZNF600, METTL7B, OR6W1P, LOC285696, OMG, N4BP3, GSTO1, LAPTM4A, LRRN3, CBWD6, SLC22A23, SYN2, ATP6V0E2, AMOT, CAD, SH3PXD2B, AP3B2, ING2, SLC37A3, WDR6, LGALSL, NSG1, MIR4435-2HG, PLIN3, SACS, LBH, HEBP2, EPHA4, IFT20, ENGASE, ADCY10P1, GPER1, THEM5, SF3B6, MCTP2, FAHD2B, S100A9, TMEM132D, FCGBP, MCL1, UBE2A, ZNF141, IER3, ZNF675, PPT2, C20orf24, RPL23AP53, TNRC6C, TLR2, LINC00908, NR3C2, GALNT14, ZNF608, HMP19, C9orf114, CYP19A1, GGT7, FMNL3, GRB10, HP, STARD9, INHBB, RPTOR, AKIRIN2, FAM86DP, URGCP, LOC643406, MCEMP1, MIR8085, CDC25B, ZNF280B, S100A4, SPATA5, H2AFY, GPM6B, TCN1, ZNF649, TULP2, ASPRV1, LOC645513, EXOC6, DCHS1, HIST1H2BK, LTK, ANXA1, SVBP, CKAP4, SGK223, GK3P, NELL2, TEF, MIR6503, GNG5, HNRNPLL, SEPT1, RTN4, TFAP4, USB1, CNEP1R1, KLHDC4, FAM102A, LEPROT, ZNF815P, MYL12A, PTTG2, PCOLCE2, COL17A1, ZNF829, AUTS2, ZNF80, LOC728323, TIMM44, ZNF737, C14orf169, ENG, PXT1, SIPA1L2, RHOT1, GPR84, KIAA1147, CREG1, ZNF30, DSC1, PRRG1, SPATA20, FAM49B, LY96, ACSL1, MID2, GSTM4, APBB1, POMP, SNORA53, AASS, DUOX1, RNF181, FBXL5, GYLTL1B, SLC16A10, MGST1, LOC100996342, SHROOM4, ABHD12B, EXPH5, BIN1, GLA, C5orf66, CLRN1, IL1R2, PLAU, LINC01278, PLK2, TMEM165, OOSP1, ZNF677, INHBE, ABCB1, KLF4, KLRC4, SFRP2, TOP1MT, GCSAM, PHTF1, IL11RA, ADAM9, MAPK14, MIR6847, SORBS3, IL21R, ITGA3, WDR4, FBF1, ZNF549, MXRA8, TSC22D3, CSTA, THEM4, MKNK1, GAS7, HIP1R, MMADHC, SPTSSA, C5orf45, RAB13, CLUHP3, ZNF416, SCART1, HEXB, MBOAT2, IL1R1, CEACAM8, M1AP, KIF5C, NRADDP, CLP1, PGD, ETS2, FAM78A, FGFRL1, TMSB4X, ZNF382, KLF12, RAB1A, CCDC71L, ARF4, CROCC, PTGR1, BCAS4, ELOVL4, SPEF2, UBALD2, MRM1, ABHD3, SPOCK2, LYVE1, GOLGA8R, MYBBP1A, CYP26B1, ANTXRLP1, CNIH4, POLR3H, CCR6, CLTCL1, MYLIP, SERPINA11, SEMA4C, DOCK9, ERG, MAP3K6, PASK, IL18, PTPRCAP, DDN, P2RY11, SLC22A14, ESYT1, DBP, SEPHS2, MIR22HG, ZDBF2, SMIM3, CEP70, ETS1, RALGAPA2, SLC22A15, THNSL1, SHF, HHATL, KLHL3, RAD23B, ARRDC4, BASP1, LINC00671, ZNF287, PLXDC1, SEMA4F, NMT2, MSRB2, MTERF4, DDIT3, FLT3LG, SH2D3A, C17orf58, LINC00987, MAN1C1, GDF11, MIR5700, PFKFB2, SLPI, B3GNT2, GGH, TLR10, ATP8B2, RFTN1, TPST1, ZFYVE28, CMC2, TRIM32, RALB, NR2C2AP, S100A11, CNTLN, POLD2, FNIP1, SBK1, SLC26A8, SUMO1P1, MARCKS, CEACAM6, FAM169B, SDR42E1, MS4A4A, QPCT, LSR, ZNF358, CTBS, FLVCR2, SQRDL, GPA33, HIST1H1C, LRRC14, GMFG, PTEN, ZNF485, E2F2, C1orf122, DRAM1, LDLRAP1, SLC25A45, RMI2, TP53I3, PKD1, CLUH, PPP1R2P3, PTGER2, RPS17, CAMK4, SLED1, CDC6, GRAP, CATIP-AS1, CLRN1-AS1, GPR174, CITED4, MTFR2, RTN3, IFRD2, S100P, IKZF2, PLEKHG4, ITPR3, IRAK3, MTMR3, APBA2, LOC100132111, IGFBP7, SERPINB1, LINC01176, WDR54, KLRG1, RPL26L1, USP11, CACNA2D2, RIT1, SYT17, NFIL3, CPA5, CELSR2, MAN2A2, RGS12, DHRS3, ANLN, BUD31, MAB21L3, CDK10, PELI1, FBXL13, TIGIT, NAP1L2, AZIN2, HAUS4, SNORD9, SVILP1, SLC27A5, ABCA3, BCAT2, GABRR2, LOC728743, LOC399715, NLE1, TRAF1, CSGALNACT2, SALL2, SNORD12C, CARD11, ALPK1, ZNF540, FAM171A1, TMEM204, FPGS, SDR39U1, ST6GALNAC6, ANP32A, ZNF790, PMEL, YIPF1, CA11, CDR2, F5, TBC1D19, INSC, TRIB1, UBASH3A, SNED1, F8, CYB5R4, HSP90AB4P, CTSF, NFKBIZ, SEMA4G, RNASE4, KLF3-AS1, COL6A2, HJURP, ACAD11, UNC45B, NXF3, AGFG1, YY2, N6AMT1, CFAP58-AS1, TMEM144, TLR5, CD5, GOLGA6C, FGD4, MCTP1, ASB9P1, TOB1, PRSS30P, FBXL14, FUT10, SLC28A3, C10orf11, IBA57, MIR372, AKAP6, LONP1, ZNF777, LOC100128770, AXIN2, MKS1, MYBL1, USP3-AS1, BRF1, MEF2A, TOR1AIP2, PSMA6, LTBP4, ADM, DPY19L2P2, ADAMTS10, SH3PXD2A, FAS-AS1, ARL10, CLEC5A, LDOC1L, NQO2, C5orf47, LACTB2-AS1, PWARSN, CCDC78, CCR9, FAAHP1, LOC728175, RRN3P1, JAK2, IER2, NDUFB3, ZNF831, CDC25C, NRCAM, SHE, TTC39B, C1orf145, CCNL1, MIR6820, ZNF205, SLITRK4, LOC100268168, LOC100506985, ANKS6, DNASE1L3, MAD2L1BP, LOC101927131, FAM71F2, VSIG4, EVL, GCA, ATN1, EPPK1, GADD45G, SARDH, RPL23AP87, CHMP7, LINC00920, PTGFR, HORMAD2-AS1, B3GALT6, NLGN2, POU5F1, LINC00173, RAI1, GIPC1, KEL, CDHR1, MIR221, ZNF853, PLEKHF1, HMGB3, GOLPH3L, PRPF40B, ANKS3, LCK, CHCHD6, PLD4, RAB24, MAP4K1, KLHL25, RLTPR, RSPH9, ALDH5A1, CA12, GLT1D1, NSUN7, MTF1, RRP7BP, PLXNA3, TRABD2A, ID2-AS1, PIWIL4, LINC00152, ABLIM1, CDA, AGFG2, PDE6B, PRMT7, RBP7, EPCAM, LINC00482, PRDM5, SLC1A3, SLC4A10, FBLN2, CRYBA1, KIF1B, MAFG, MIR497HG, C10orf131, NPTN, DPH3, KIF21A, NPAS2, PRRT4, CLSPN, EIF1B, PAQR6, TC2N, CAMK2N1, ESPL1, DOCK1, NPTXR, FLOT1, PAPPA2, PCMT1, SNX10, C12orf57, ARHGAP29, IQCK, NOXRED1, PLEKHB1, SYNGAP1, CEBPA, KLF10, ATP6V0E1, CAPZA2, B3GNT7, CHMP2B, AK5, USP15, RCAN3, AHI1, LINC01578, CFLAR, NMNAT2, CENPU, MGC16025, LMO7, ZNF570, CA4, DDX60L, CD200R1, HORMAD1, STOM, GSR, LOXL1, JAKMIP2, DNAJC25, BCL2A1, ENO2, CCDC88C, TARP, LINC01550, LOC400685, OBSCN, LINC01093, APBB2, CCDC152, LLGL2, LINC01534, KLF6, NEU1, HSF5, MIR4434, LINC01270, LINC00222, C7orf34, HABP4, LOC100499484, TSPAN16, SLC8A1, CREB5, HCG27, PPP1R15B, IDI1, MIR616, MLK7-AS1, RRAD, CPEB1-AS1, ZNF573, PHLPP2, EAF1, PHF13, ASPH, PLIN5, IQGAP3, MIR3605, LTBP3, SEMA6C, CPEB4, KCNJ2-AS1, CENPA, ADAM22, TMEM44-AS1, NCALD, LINC00649, TXNDC2, UBE2B, ACVR2B, SKA1, C17orf100, SCN1B, SMIM10, FAM209B, LOC101927178, LEF1-AS1, CPSF1, UBE2F, IRAK1BP1, ABCD2, KLF5, FLNB, CCDC136, SAMSN1-AS1, SPTY2D1-AS1, TMEM70, KIF4A, MGC57346, LRIG1, TIMP4, FXYD7, SIT1, PPP1R15A, ANK3, LAT, RPS16P5, DACH1, TMEM253, TRIM25, NFATC2, LACTB, VSIG1, CKMT2-AS1, GLI4, LINC01003, PACSIN1, RRM2, AES, IRS2, CD96, SLC51A, CYB5D1, E2F1, SPC25, CR1L, GPM6A, SPATC1L, RASL11A, LINC00672, PTPN13, ZNF204P, CFAP20, CD248, CDH1, A2M, ZNF208, PLEK, TMEM25, HTATIP2, SLC3A2, FAM20A, ASAP1-IT2, LSMEM1, MTUS1, ATP6V0E2-AS1, BST1, STAB2, GALNT12, LIN7A, ACE2, CDCA8, PM20D1, GOLGA8H, MKNK1-AS1, OLFM2, CD2, LINC01503, ECHDC3, FGF9, LYRM1, TMEM177, GLIPR1L2, NEK2, CENPW, DUSP1, DRC1, POU5F1P3, LOC101929698, FGFR2, ALS2CL, PLTP, CDC20, EFCAB2, LOC101928140, LSS, MFSD1, TXNRD3, MARCO, CNGA4, LOC101243545, SAMD9L, NXT1, SLC22A1, SIGLEC6, LOC388692, SERPINA9, C8orf88, HIST1H1E, TMEM134, SH2D2A, REM2, CNR2, NUP62CL, TMEM258, LOC101928043, VSIG10L, KIAA0101, NPL, IER5, FKBP5, ZNF551, LINC01336, GSN-AS1, RAI2, GSTO2, DNAH6, CYP1A1, MYBPC1, OLFM4, TBC1D4, ROPN1L, LINC01410, LOC285766, LMTK3, C7orf61, CATIP, GADD45B, CTSK, ZNF571-AS1, ATP8B4, CHRFAM7A, MIR6514, SCRIB, LRFN3, BOK, KCND1, TGFB3, BIRC5, TMEM8B, ZBED3, PCED1B, MIR4639, SESN2, KRT73, MIR5690, CD3E, TCN2, LOC100288846, MYO16-AS1, MIR3662, PPFIA3, PPP2R3C, ITPRIPL1, MICU3, SPEG, KRT73-AS1, LINC00862, OXNAD1, ABCB8, LINC01191, LOC100996286, MIR4772, NTN4, DUSP13, CEP72, NOCT, CRHR1-IT1, LOC105747689, LDHA, STK3, CALCRL, DEFA8P, ANOS1, SIGIRR, WASF1, CRISP2, SLC30A1, ZDHHC20, LPP-AS2, RBFOX3, LEF1, ZSCAN31, ETV5, TBC1D30, KANTR, CDCA2, DBH-AS1, MYO6, COX20, LY6G6C, CCDC64, DNAH17, GUSBP1, SLC4A4, ZNF781, HOMER1, ALOX5AP, KRT1, BCL11B, FOXC1, POLR1E, LOC388813, CYP7A1, TTC3P1, UGCG, NOG, LOC101929241, RD3L, ZNF438, C10orf105, TNFAIP8L3, CACNA1C-AS1, LOC101928093, LOC100129216, CDC42EP3, NOL3, CARNS1, CCDC154, CNIH2, PCBP4, CLEC4D, HTR3A, TNFRSF25, THRB, LINC01315, VTRNA1-1, LRRC45, ZDHHC8, SEZ6L, PHC2, FNDC3B, CD59, CFAP43, FLJ38122, RASGRF2, TCTEX1D1, TMEM119, ADCY4, DCANP1, REPS2, IL13RA1, UCHL1, TPI1P2, LINC01237, WNT7A, POLRMT, PPAP2B, RASSF1-AS1, CDCA5, PHC1, ACSL6, ATP8A2, MIR222, TRIM9, CHPT1, AHR, ANKRD36, ARL4C, YOD1, CDHR3, RNF24, DLG3, PVRL3, PRKCH, LOC400927, TAAR1, SPTLC3, GNLY, CDC42BPA, LOC101928370, RBM47, BDH1, GSG1L, OLAH, GAREML, LMO2, SORT1, CLEC4A, AHDC1, SIRPG, SEC14L1P1, ZNF74, FLJ37035, DPRXP4, SIAH3, NPHP1, MFHAS1, NR1I3, CIR1, AKAP12, LOC101927070, A2MP1, INPP4B, FAM8A1, SLC9A4, GAS2L1, RRAGD, ZFP37, AURKB, MIR342, FIGNL2",42.67,35.26,0,0,0
