Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"BNT-I (D10, hospital)","BNT-I (D26, hospital)",0.488,497,413,109,910,606,"A2M, ABCA1, ABCA13, ABL1, ACE, ACKR3, ACSL1, ACTR3, ADAM17, ADAM9, ADARB1, ADCY9, ADD2, ADGRG3, ADM, ADORA1, ADRB2, AFF3, AIM2, ALOX5, ALPL, ANKH, ANKHD1, ANXA1, ANXA3, APBB1IP, APEH, APLP2, APOBEC3A, AQP9, ARG1, ARHGDIB, ARRB2, ASGR2, ATF2, ATP1B1, ATP8B4, B2M, B3GNT5, BASP1, BCL10, BCL2, BCL2A1, BCL3, BCL6, BEX1, BMX, BPI, BRI3, BST1, C1R, CA4, CACNB3, CAMLG, CAMP, CARD11, CARD9, CASP1, CASP6, CCDC150, CCDC22, CCL5, CCNB2, CCR5, CCR6, CCR7, CD160, CD177, CD1B, CD1C, CD1E, CD2, CD200, CD24, CD244, CD274, CD34, CD3E, CD3G, CD4, CD40LG, CD46, CD5, CD53, CD55, CD58, CD6, CD81, CD8A, CD96, CDA, CDC42, CDH26, CDK14, CEACAM6, CEACAM8, CEBPB, CEBPD, CFH, CH25H, CHIT1, CHL1, CHST15, CHUK, CIITA, CLEC10A, CLEC4A, CLEC4D, CLEC4E, CLEC6A, CLEC7A, CLNK, CLU, CMTM2, CNR2, CR1, CREB5, CRISP3, CRTAM, CSRP2, CST7, CSTA, CTSW, CX3CR1, CXCR3, CXCR5, DEFA4, DENND2D, DENND3, DGAT2, DOCK4, DOK3, DRAM1, DUSP1, DYSF, EFNB1, EGF, ELOVL4, ENG, ENPP1, ENPP5, ENTPD1, EOMES, EPS8, EREG, ETS1, F12, F2R, F2RL1, F5, FAM43A, FAR2, FAS, FASLG, FBXO38, FCAR, FCER1A, FCER1G, FCER2, FCGR1A, FCGR3B, FCRL3, FER, FGD4, FKBP1A, FLT3LG, FPR1, FUT4, FUT7, FYN, GABBR1, GALNT6, GBP2, GBP6, GCA, GIMAP6, GIMAP7, GLI3, GLP2R, GLT1D1, GNLY, GPM6B, GPR84, GPR87, GPR89B, GRB2, GRINA, GZMH, HAL, HDAC4, HLA-A, HLA-B, HLA-C, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-E, HMGB2, HOXB4, HP, ICAM2, IFI27, IFI30, IFITM1, IFITM2, IFITM3, IFNGR1, IFNGR2, IGFBP7, IL10RA, IL10RB, IL13RA1, IL17RB, IL18BP, IL18RAP, IL1R1, IL1R2, IL1RN, IL21R, IL27, IL27RA, IL2RB, IL4R, IL7, IL7R, IMPDH2, INHBA, IPO7, IQGAP3, IRAK1BP1, IRAK3, ITGA3, ITGAM, ITGB7, ITM2A, ITPR3, JAG1, JAK3, JMJD6, JUN, KCNH1, KCNJ15, KCNJ2, KIAA0513, KLF12, KLF4, KLF5, KLF8, KLRD1, KMT2A, KRT23, LAG3, LAMP2, LAPTM5, LAT, LAT2, LAX1, LBH, LBP, LCK, LCN2, LCP1, LFNG, LGALS3, LHFPL2, LILRA5, LILRA6, LIME1, LIN7A, LPCAT2, LRRC25, LRRC4, LRRC8A, LRRK2, LRRN3, LST1, LTF, LY75, LY9, LY96, LYN, MAP2K6, MAP3K8, MAPK14, MARCKS, MATK, MBOAT2, MCTP1, MEF2A, MEGF9, MEN1, MFSD1, MFSD6, MGST1, MMP8, MPP1, MS4A3, MTOR, MXD1, MYBL1, MYO1G, NAIP, NAV1, NCF2, NCR1, NCR3LG1, NFKBIA, NKG7, NLGN4Y, NLRC3, NOG, NPL, NR3C2, NRBP1, NRP2, NT5E, OLR1, OTUD7B, PADI2, PADI4, PAK1, PARP1, PARP9, PFKFB4, PGD, PIK3CG, PIK3R5, PKMYT1, PLBD1, PLCG2, PLD4, PLEKHF1, PLSCR1, PPARG, PPP2CA, PRDX2, PRF1, PRKACB, PROS1, PRRG4, PSD3, PSMB8, PSME1, PTGDR, PTGDS, PTGER2, PTH2R, PTPN4, PTPRC, PTPRCAP, PTPRJ, PURA, PVRIG, PYGL, PYHIN1, QPCT, RAB31, RAB32, RAG1, RAP1GAP, RBM47, RBP7, RBPJ, RC3H1, RELB, REPS2, RETN, RFC2, RFPL4A, RGL4, RHOA, RIPK2, RNASE4, RNF130, RNF135, RNF144B, RNF19B, RNF24, ROPN1L, RORC, RPL22, RPS6KA3, RRAGD, S100A11, S100A12, S100A7, S100A8, S100A9, S100P, S1PR1, SAMSN1, SCPEP1, SELL, SELP, SERPINA1, SERPINB10, SH2B1, SH2D1A, SH2D2A, SIRPB1, SIT1, SKAP1, SLC15A4, SLC19A2, SLC1A3, SLC22A15, SLC22A4, SLC24A1, SLC26A8, SLC27A2, SLC37A3, SLC38A1, SLC6A6, SLC8A1, SMAD3, SMARCD3, SNAP23, SORT1, SOS2, SP3, SPIB, SPIRE1, SPN, SPNS1, SPOCK2, ST3GAL6, ST6GAL1, STAT3, STAT5B, STEAP4, STX11, STXBP1, STXBP2, STXBP3, STXBP4, SV2A, SVIL, SYK, TARM1, TBC1D9, TBKBP1, TBX21, TBXAS1, TC2N, TCF3, TCL1A, TCN1, TECR, TFE3, TFF3, TGFA, TGFBR3, THEMIS, TIGIT, TLR10, TLR2, TLR5, TM6SF1, TMEM154, TMEM158, TMEM71, TNFAIP3, TNFSF11, TNFSF13B, TNIP2, TNR, TOP2B, TOR2A, TOX, TRAF1, TRAF3IP3, TREML1, TRIB1, TRIM25, TRIM64B, TRIM65, TRIM68, TSPAN15, TTLL1, TTYH2, UPP1, VAMP2, VANGL1, VASP, VAV2, VIM, VNN2, VPREB3, WDFY3, ZAP70, ZC3H8, ZC3HAV1, ZFPM1, ZMYND11, ZNF608, ZNF683",54.62,82.01,4.602761573261024e-27,26.336981521325654
"BNT-I (D10, hospital)","BNT-I-BNT (D51, hospital)",0.196,197,713,94,910,291,"A2M, ABCA13, ADORA1, ADRB2, ANKH, ANKHD1, ANXA1, APEH, ARG1, ATP8B4, AZU1, B4GALT1, BCL10, BPI, BRI3, BTN3A2, CAMLG, CAMP, CAPG, CASP6, CAV1, CCNB2, CCR7, CD164, CD2, CD200, CD24, CD3G, CD40LG, CD6, CEACAM6, CEACAM8, CEBPD, CFH, CH25H, CHIT1, CHUK, CLEC4A, CRISP3, CSTA, CTSG, CTSH, CX3CR1, CXCR5, DEFA4, DENND2D, DHCR24, EFNB1, EGR1, ELANE, ENPP1, ENPP5, EOMES, F12, F2R, FAM43A, FASLG, FCER2, FCRL3, FER, FUT4, FYN, GIMAP6, GIMAP7, GPM6B, GPR157, GPR171, GPR87, GPR89A, HDAC4, HLA-B, HLA-DOA, HLA-DOB, HOXB4, IFI27, IFITM2, IGFBP7, IL10RA, IL13RA1, IL17RB, IL1B, IL1R2, IL21R, IL27, IL7, IL7R, INHBA, IQGAP3, ITGB7, ITK, KIAA0513, KLF4, KLF5, KLF8, LAPTM5, LAT, LAX1, LBH, LCK, LCN2, LGALS3, LHFPL2, LPXN, LRRN3, LTA, LTF, LY75, LY9, LY96, LYZ, MEN1, MMP8, MS4A3, MTOR, MYBL1, NCR1, NFKBIA, NLGN4Y, NRARP, NRBP1, NT5E, OLR1, OTUD7B, P2RX5, PAG1, PARP1, PIK3R3, PKMYT1, PLEKHF1, PLP1, PPARG, PPP2CA, PRF1, PRKACB, PRTN3, PSD3, PSME1, PTGDR, PTGER2, PTGER4, PTGS2, PTH2R, PURA, RAB10, RAB5B, RBP7, RC3H1, RELB, RETN, RIPK2, RNASE3, ROMO1, RORC, RPL22, RRAGD, S1PR1, SAMD3, SERPINB10, SFXN3, SH2D2A, SKAP1, SLC15A4, SLC19A2, SLC24A1, SLC27A2, SMARCD3, SOCS2, SORT1, SP3, SPIB, SPN, ST3GAL1, ST3GAL6, ST6GAL1, SYNGR3, TARM1, TBX21, TCL1A, TCN1, TFF3, TIGIT, TLR2, TNFRSF10B, TNIP2, TOP2B, TOR2A, TRAF3IP3, TRIM64B, TRIM68, TSPAN5, UPP1, VANGL1, VIM, VPREB3, XCL2, ZC3H8, ZMYND11",21.65,67.7,1.0798021665963793e-56,55.96665580546275
"BNT-I (D10, hospital)",I (D0-4),0.293,355,555,300,910,655,"A2M, ABCA1, ABCA13, ABLIM1, ADAM9, ADAR, ADARB1, ADM, ADRB2, AFF3, AGTRAP, AIM2, ANKH, ANXA3, AP3B1, APBB1, APEH, APLP2, APOBEC3A, ARL4C, ASGR2, ASXL1, ATF3, ATP1B2, ATP8B4, BATF2, BCL11B, BIRC2, BLVRB, BPI, BRCA2, BRI3, BST1, BST2, BTK, BTN3A2, C1QB, C1QC, C1orf162, C2, C3AR1, CACNB3, CAMK4, CAMP, CAPG, CARD9, CASP1, CASP4, CCNB2, CCR6, CCR7, CCR9, CD164, CD177, CD1B, CD1C, CD1E, CD274, CD28, CD34, CD38, CD46, CD58, CD81, CDKN2B, CEACAM1, CEACAM8, CFB, CH25H, CHAF1B, CHIT1, CIITA, CLDND1, CLEC12B, CLEC5A, CLEC6A, CLNK, CNR2, CRIM1, CRISP3, CSF1R, CST3, CST7, CTLA4, CTSH, CTSW, CX3CR1, CXCL10, CXCR4, DDX60, DEFB1, DHCR24, DHX58, DOCK4, DOK3, DRAM1, EFNB1, EGF, EGR1, EIF2AK2, ELOVL4, ENPP1, EPHB2, EPX, ESCO2, ETS1, EVI2B, F2, FASLG, FCER1A, FCER1G, FCGR1A, FCGR3B, FFAR2, FGR, FLT1, FUT7, FYN, FZD5, GAPT, GBP1, GCH1, GIMAP6, GPR137B, GPR183, GPR19, GPR84, GPR89B, GRINA, HERC5, HESX1, HHEX, HHLA2, HK3, HLA-A, HLA-DOA, HLA-DQA1, HLA-F, HP, HRH4, HSPA6, ICAM2, IFI27, IFI30, IFI35, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM1, IFITM2, IFITM3, IGFBP7, IL10, IL10RB, IL15, IL15RA, IL18, IL18R1, IL1RN, IL27, IL2RB, IL2RG, IL34, IL5RA, IMPDH2, IQGAP3, IRAK1BP1, IRF2, IRF7, IRF9, IRGM, ISG15, ITGA6, ITGAM, ITGB7, KCNN3, KLF12, KLF4, KLF5, KLRB1, LAG3, LAMP3, LCN2, LCP2, LEF1, LGALS9, LHFPL2, LILRA5, LILRA6, LMO2, LRP1B, LTF, LY96, MAP2K6, MARCKS, MAZ, MCTP1, MEF2A, METTL3, MGST1, MMP19, MMP8, MMP9, MNDA, MS4A4A, MX1, MX2, MYD88, MYO1G, NAIP, NCAPH2, NCK1, NCR3LG1, NELL2, NFE2, NLGN4Y, NLRC4, NOD2, NR4A1, OAS1, OAS2, OAS3, OASL, OLFM4, OLR1, OSCAR, P2RX5, PARP9, PDCD1LG2, PID1, PIK3AP1, PIK3CA, PIK3R1, PIK3R3, PKIA, PKMYT1, PLEKHF1, PLSCR1, PML, PPARG, PPP1R16B, PPP3CA, PRF1, PRKCD, PRKCE, PRRG4, PSMB9, PTGDS, PTGER2, PTH2R, PTPRCAP, PYCARD, RAB10, RAB32, RAB6A, RBBP8, RELB, RHOH, RNASE2, RNASE3, RNF135, RNF213, ROMO1, RORA, RPL22, RPS6, RSAD2, S100A11, S100A12, S100A7, S100A9, S100P, SCAP, SCD, SCPEP1, SDC1, SECTM1, SELL, SERPINA1, SERPINB10, SERPING1, SIGLEC1, SIRPB1, SLA, SLAMF1, SLC12A2, SLC19A2, SLC1A3, SLC26A7, SLC26A8, SLC27A3, SLC38A1, SLC4A7, SLCO2B1, SLCO4C1, SORCS3, SORT1, SP100, SPOCK2, ST3GAL1, STAT1, STAT2, STXBP1, STXBP4, SUCNR1, SUSD4, SV2A, TACSTD2, TAP1, TAP2, TARM1, TAS2R10, TBC1D8, TBC1D9, TBKBP1, TBX21, TC2N, TCN1, TFE3, TFEB, TFEC, TGFBR1, THEM4, THEMIS, TIMP2, TLR5, TMEM140, TMEM144, TNF, TNFAIP6, TNFSF10, TNFSF11, TNFSF13B, TNR, TOP2B, TRAF1, TRIM21, TRIM22, TRIM25, TRIM68, TRPC1, TTYH2, TYMP, TYROBP, USP18, VANGL1, VAV2, VSIG10, XCL1, ZBP1, ZBTB7A, ZC3HAV1, ZNF3",39.01,54.2,1.0179117919358913e-98,97.99228985454864
"BNT-I (D10, hospital)","I (D10, hospital)",0.647,673,237,130,910,803,"A2M, ABCA1, ABCA13, ABHD12, ABL1, ABLIM1, ACE, ACSL1, ACTR3, ADAM12, ADAM17, ADAM9, ADAMTS13, ADAR, ADARB1, ADCY9, ADD2, ADGRG3, ADM, ADORA1, AGTRAP, AIM2, ALOX5, ANKH, ANKHD1, ANO10, ANXA1, ANXA3, AP3B1, APBB1, APBB1IP, APEH, APLP2, APOBEC3A, AQP9, ARG1, ARHGDIB, ARL4C, ARRB2, ASPH, ATF2, ATF3, ATP1B1, ATP8B2, ATP8B4, AZU1, B2M, B3GNT5, B4GALT1, BASP1, BATF2, BCL10, BCL11B, BCL2, BCL2A1, BCL3, BCL6, BCR, BEST1, BIN2, BIRC2, BMX, BPI, BRI3, BST1, BTK, BTN2A1, C1QB, C1QC, C1R, C1orf162, C2, C3AR1, CA4, CACNA2D3, CACNB3, CAMK4, CAMLG, CAMP, CAPG, CARD11, CARD9, CASP1, CASP6, CAV1, CCDC150, CCDC22, CCL5, CCNB2, CCND3, CCR6, CCR7, CCR9, CD160, CD163, CD177, CD1C, CD1E, CD2, CD24, CD244, CD247, CD28, CD34, CD38, CD3D, CD3E, CD3G, CD4, CD40LG, CD46, CD5, CD53, CD55, CD58, CD6, CD81, CD8A, CD8B, CD96, CDA, CDC42, CDH26, CDK14, CDK6, CDKN2B, CEACAM1, CEACAM6, CEACAM8, CEBPB, CEBPD, CFB, CFH, CH25H, CHAF1B, CHGA, CHIT1, CHST15, CHUK, CIITA, CLEC10A, CLEC12B, CLEC4A, CLEC4D, CLEC4E, CLEC7A, CLIC3, CMTM2, CORO2A, CR1, CREB5, CRISP3, CRISPLD2, CRK, CRKL, CRTAM, CRTC3, CSF1R, CSRP2, CST7, CSTA, CTSW, CX3CR1, CXCR3, CXCR4, CXCR6, DACH1, DBH, DDX60, DEFA4, DENND1B, DENND3, DENND5B, DGAT2, DGKZ, DOCK4, DOK3, DPP4, DPP8, DPYD, DRAM1, DTX3, DUSP1, DYSF, EDN1, EFNB1, EGF, EIF2AK2, ELOVL4, ELOVL7, ENG, ENTPD1, EOMES, EPHB2, ERCC1, EREG, ESCO2, ETS1, EVI2B, F12, F2, F5, FAM43A, FAR2, FAS, FBXO38, FCAR, FCER1A, FCER1G, FCGR1A, FCGR3B, FCRL3, FGD4, FGFBP2, FGR, FKBP1A, FLT1, FLT3, FLT3LG, FN1, FPR1, FYN, FZD5, GAB1, GAB2, GALNT6, GAPT, GATA3, GBP2, GBP6, GCA, GIMAP7, GLP2R, GLT1D1, GPM6B, GPR137B, GPR15, GPR157, GPR171, GPR18, GPR183, GPR19, GPR84, GPR87, GPR89A, GPR89B, GRB2, GRINA, GZMH, GZMK, GZMM, HAL, HDAC4, HERC5, HESX1, HHEX, HK3, HLA-A, HLA-B, HLA-C, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-E, HLX, HMGB2, HP, HRH2, HRH4, ICAM2, ICOS, IFI27, IFI6, IFIH1, IFIT1, IFIT3, IFITM1, IFITM2, IFNGR1, IFNGR2, IFNL1, IGFBP7, IGLL5, IL10, IL10RA, IL10RB, IL13RA1, IL17RB, IL18, IL18BP, IL18R1, IL18RAP, IL1R1, IL1R2, IL1RN, IL21R, IL23R, IL27, IL27RA, IL2RB, IL32, IL34, IL4R, IL5RA, IL7R, IMPDH2, IMPG2, INHBA, INPP5D, IPO7, IQGAP3, IRAK1BP1, IRAK3, ISG15, ITGA3, ITGA4, ITGA6, ITGAM, ITGB7, ITGB8, ITK, ITM2A, ITPKB, ITPR3, JAG1, JAK3, JMJD6, JUN, KCNJ15, KCNJ2, KCNN3, KIAA0513, KIF5B, KLF12, KLF4, KLF5, KMT2A, KRT23, LAMC2, LAMP2, LAPTM5, LAT, LAT2, LBH, LCK, LCN2, LCP1, LEF1, LFNG, LHFPL2, LILRA5, LILRA6, LIME1, LIN7A, LMO4, LPCAT2, LPXN, LRP1B, LRRC25, LRRC4, LRRC8A, LRRK2, LRRN3, LTA, LTB, LTF, LY75, LY9, LY96, LYN, MAL, MANSC1, MAP2K6, MAP3K8, MAPK14, MARCKS, MATK, MAZ, MBOAT2, MCTP1, MEF2A, MEGF9, MEN1, MFSD1, MFSD6, MGST1, MMP19, MMP8, MMP9, MPP1, MS4A2, MS4A4A, MX1, MXD1, MYBL1, MYD88, MYO1G, NAIP, NAV1, NCAPD3, NCAPH2, NCF2, NDFIP2, NELL2, NFE2, NFKBIA, NKG7, NLGN4Y, NLRC3, NLRC4, NLRP6, NOD2, NOG, NPL, NR3C2, NRBP1, NRP2, NT5E, OAS1, OAS2, OAS3, OASL, OLFM4, ORM1, OSCAR, OTUD7B, P2RX5, P2RY2, PADI4, PAG1, PARP1, PARP9, PELI3, PFKFB4, PGD, PID1, PIK3AP1, PIK3CA, PIK3CG, PIK3R1, PIK3R3, PIK3R5, PKIA, PKMYT1, PKNOX1, PLBD1, PLCG1, PLCG2, PLD4, PLEKHF1, PLSCR1, PLXDC2, PLXND1, POU2AF1, PPARG, PPP2CA, PPP3CA, PRDX2, PRF1, PRKACB, PRKCD, PRKCE, PRKCH, PRKCQ, PRL, PRRG4, PSEN1, PSMB8, PTH2R, PTPN2, PTPN4, PTPRC, PTPRCAP, PURA, PYGL, PYHIN1, QPCT, RAB27A, RAB31, RAB32, RAB5B, RAB6A, RAG1, RAP1GAP, RASGRP1, RASGRP4, RBBP8, RBM47, RBP7, RBPJ, RC3H1, REPS2, RETN, RFC2, RFPL4A, RGL4, RHOA, RIPK2, RNASE2, RNASE3, RNASE4, RNASE6, RNF130, RNF135, RNF144B, RNF24, ROPN1L, RORA, RORC, RPL22, RPS6, RPS6KA1, RPS6KA3, RRAGD, RSAD2, S100A11, S100A12, S100A7, S100A8, S100A9, S100P, S1PR1, S1PR5, SAMD3, SAMSN1, SARM1, SCG2, SCPEP1, SDC1, SELL, SELP, SERPINA1, SERPINB10, SERPING1, SFTPD, SH2B1, SH2D1A, SH2D2A, SIGLEC1, SIRPB1, SIRPG, SIT1, SKAP1, SKIL, SLA, SLAMF1, SLC12A2, SLC15A4, SLC19A2, SLC1A3, SLC22A15, SLC22A4, SLC24A1, SLC26A11, SLC26A8, SLC36A1, SLC37A3, SLC40A1, SLC4A7, SLC6A6, SLC8A1, SLCO4C1, SLPI, SMAD3, SMARCD3, SNAP23, SOCS2, SORCS3, SORT1, SOS2, SP100, SP3, SPIRE1, SPN, SPNS1, SPOCK2, ST3GAL6, ST6GAL1, ST6GALNAC2, STAT3, STAT5B, STEAP4, STX11, STXBP1, STXBP2, STXBP3, STXBP4, SUSD4, SVIL, SYK, TARM1, TBC1D8, TBKBP1, TBXAS1, TC2N, TCF3, TCF7, TCN1, TECR, TESPA1, TFE3, TFF3, TGFA, TGFBR3, THBS1, THEM4, THEMIS, TIGIT, TIMP2, TLR10, TLR2, TLR4, TLR5, TLR6, TM6SF1, TMCC3, TMEM154, TMEM200A, TMEM33, TMEM71, TNF, TNFAIP3, TNFAIP6, TNFRSF10B, TNFRSF13B, TNFRSF17, TNFRSF4, TNFSF11, TNR, TOX, TRAF1, TRAF3IP3, TRAT1, TREML1, TRIB1, TRIM22, TRIM25, TRIM64B, TRIM65, TRIM68, TSC2, TSHR, TSPAN15, TSPAN5, TTLL1, TTYH2, UBASH3A, UPP1, USP18, VAMP2, VANGL1, VASP, VAV2, VEGFA, VIM, VNN1, VNN2, VSIG10, WDFY3, XCL1, XCL2, ZAP70, ZBP1, ZBTB46, ZBTB7A, ZC3H8, ZC3HAV1, ZFPM1, ZMYND11, ZNF3, ZNF608, ZNF683",73.96,83.81,2.675022653888088e-16,15.57267253572988
"BNT-I (D10, hospital)","I (D26, hospital)",0.58,594,316,114,910,708,"A2M, ABCA1, ABCA13, ABHD12, ABL1, ABLIM1, ACE, ACKR3, ACSL1, ACTR3, ADAM17, ADAM9, ADAMTS13, ADARB1, ADCY9, ADD2, AIM2, ALOX5, ANKH, ANKHD1, ANO10, ANXA1, ANXA3, AP3B1, APBB1, APBB1IP, APEH, APLP2, APOBEC3A, AQP9, ARG1, ARHGDIB, ARL4C, ARRB2, ASGR2, ASPH, ATF2, ATP1B1, ATP8B2, ATP8B4, AZU1, B2M, B3GNT5, BASP1, BCL10, BCL2A1, BCL3, BCL6, BCR, BEX1, BIN2, BMX, BPI, BRI3, BST1, C1R, C1orf162, C1orf21, CA4, CACNB3, CAMK4, CAMLG, CAMP, CARD11, CASP6, CAV1, CCDC150, CCDC22, CCL5, CCNB2, CCND3, CCR7, CCR9, CD160, CD163, CD177, CD1E, CD2, CD24, CD244, CD247, CD28, CD38, CD3D, CD3E, CD3G, CD4, CD40LG, CD46, CD5, CD53, CD55, CD58, CD6, CD81, CD8A, CD8B, CD96, CDA, CDC42, CDH26, CDK14, CDKN2B, CEACAM1, CEACAM6, CEACAM8, CEBPB, CEBPD, CFH, CH25H, CHAF1B, CHIT1, CHST15, CHUK, CIITA, CLEC10A, CLEC12B, CLEC4D, CLEC4E, CLEC5A, CLEC7A, CLIC3, CLNK, CMTM2, CORO2A, CR1, CREB5, CRISP3, CRISPLD2, CRK, CRTAM, CSF1R, CSRP2, CST7, CSTA, CTSG, CTSW, CX3CR1, CXCR3, CXCR4, DACH1, DBH, DEFA4, DENND2D, DENND3, DENND5B, DGAT2, DGKZ, DHX58, DOCK4, DOK3, DPP8, DPYD, DRAM1, DTX3, DUSP1, DYSF, EDN1, EDN3, EFNB1, EGF, ELANE, ELOVL4, ENG, ENPP5, ENTPD1, EOMES, EPS8, ERCC1, EREG, ESCO2, ETS1, F12, F2R, F5, FAM43A, FAR2, FASLG, FBXO38, FCAR, FCER1A, FCER1G, FCGR1A, FCRL3, FER, FGD4, FGFBP2, FKBP1A, FLT1, FLT3, FLT3LG, FN1, FPR1, FUT4, FYN, FZD5, GAB1, GALNT6, GATA3, GCA, GIMAP6, GIMAP7, GLP2R, GLT1D1, GNLY, GPM6B, GPNMB, GPR15, GPR157, GPR84, GPR87, GPR89A, GPR89B, GRINA, GZMH, GZMM, HAL, HDAC4, HHEX, HLA-B, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLX, HMGB2, HOXB4, HP, HRH4, ICAM2, IFI27, IFNGR1, IFNGR2, IGFBP7, IGLL5, IL10, IL10RA, IL10RB, IL13RA1, IL17RB, IL18, IL18BP, IL18R1, IL18RAP, IL1B, IL1R1, IL1R2, IL21R, IL27RA, IL2RB, IL32, IL4R, IL7R, IMPDH2, INHBA, IQGAP3, IRAK3, ITGA3, ITGA4, ITGA6, ITGAM, ITGB7, ITGB8, ITK, ITPKB, ITPR3, JAG1, JAK3, JMJD6, JUN, KCNJ15, KCNJ2, KCNN3, KIF5B, KLF12, KLF4, KLF5, KLRC2, KLRC3, KLRD1, KLRK1, KMT2A, KRT23, LAG3, LAMC2, LAMP2, LAPTM5, LAT, LBH, LBP, LCK, LCN2, LCP1, LEF1, LFNG, LHFPL2, LILRA6, LIME1, LIN7A, LPCAT2, LPXN, LRRC4, LRRC8A, LRRK2, LRRN3, LST1, LTA, LTB, LTF, LY75, LY9, LY96, LYN, MAL, MANSC1, MAP2K6, MAP3K8, MAPK14, MAPT, MARCKS, MATK, MAZ, MBOAT2, MCTP1, MEF2A, MEGF9, MEN1, MFSD1, MFSD6, MGST1, MMP19, MMP8, MMP9, MPP1, MS4A2, MS4A3, MS4A4A, MTOR, MXD1, MYBL1, MYD88, MYO1G, NAIP, NAV1, NCAM1, NCF2, NCR1, NELL2, NFKBIA, NKG7, NLGN4Y, NLRC3, NLRC4, NLRP6, NOG, NPL, NRBP1, OLFM4, OLR1, ORM1, OSCAR, OTUD7B, P2RX5, P2RY2, PADI4, PAG1, PARP1, PARP9, PFKFB4, PGD, PIK3CA, PIK3CG, PIK3R1, PIK3R3, PKHD1L1, PKIA, PKMYT1, PKNOX1, PLBD1, PLCG1, PLCG2, PLD4, PLEKHF1, PLSCR1, PLXND1, PPARG, PPP2CA, PPP3CA, PRDX2, PRF1, PRKACB, PRKCE, PRKCH, PRKCQ, PRL, PROS1, PRRG4, PRTN3, PSEN1, PTGDR, PTGDS, PTGER2, PTGS1, PTH2R, PTPN2, PTPN4, PTPRC, PTPRCAP, PTPRJ, PURA, PVRIG, PYGL, PYHIN1, QPCT, RAB27A, RAB31, RAB32, RAB6A, RAG1, RAP1GAP, RASGRP1, RBBP8, RBM47, RBP7, RBPJ, RC3H1, REPS2, RETN, RFC2, RFPL4A, RGL4, RHOA, RNASE2, RNASE3, RNASE4, RNASE6, RNF130, RNF135, RNF144B, RNF24, ROPN1L, RORA, RORC, RPL22, RPS6KA3, RRAGD, S100A11, S100A12, S100A8, S100A9, S100P, S1PR1, S1PR5, SAMD3, SAMSN1, SARM1, SCD, SCPEP1, SDC1, SELL, SELP, SERPINB10, SFTPD, SFXN3, SH2B1, SH2D1A, SH2D2A, SIRPB1, SIRPG, SIT1, SKAP1, SKIL, SLA, SLAMF1, SLC15A4, SLC19A2, SLC1A3, SLC22A15, SLC22A4, SLC24A1, SLC26A11, SLC26A8, SLC27A2, SLC36A1, SLC37A3, SLC44A1, SLC6A6, SLC8A1, SLCO4C1, SLPI, SMAD3, SMARCD3, SMC4, SNAP23, SOCS2, SORCS3, SORT1, SOS2, SP100, SP3, SPIRE1, SPN, SPNS1, SPOCK2, SSC5D, ST3GAL1, ST3GAL6, ST6GAL1, STAT3, STAT4, STAT5B, STEAP4, STXBP1, STXBP2, STXBP3, STXBP4, SUCNR1, SUSD4, SV2A, SVIL, SYK, TACSTD2, TARM1, TAS2R10, TBX21, TBXAS1, TC2N, TCF3, TCF7, TCN1, TECR, TESPA1, TFF3, TGFA, TGFBR3, THBS1, THEM4, THEMIS, TIGIT, TIMP2, TLR10, TLR2, TLR5, TLR6, TM6SF1, TMCC3, TMEM158, TMEM33, TMEM71, TNF, TNFAIP3, TNFRSF13B, TNFRSF17, TNFRSF4, TNFSF11, TOX, TRAF1, TRAF3IP3, TRAT1, TREML1, TRIB1, TRIM22, TRIM25, TRIM64B, TRIM65, TRIM68, TRPV1, TSC2, TSHR, TSPAN15, TTLL1, TTYH2, TXK, UBASH3A, UPP1, VANGL1, VASP, VEGFA, VIM, VNN1, VNN2, VSIG10, WDFY3, XCL1, XCL2, ZAP70, ZBTB46, ZBTB7A, ZC3H8, ZFPM1, ZMYND11, ZNF3, ZNF608, ZNF683",65.27,83.9,2.9916816543383127e-20,19.52408462174336
