genes,condition,log2fold_change,direction,meta_p,fdr,bioprocess
CHP1P2,"ZF2001 (V3, D14)",1.0676292235843623,UP,3.184973790882461e-6,4.646161862631159e-4,Other
CHP1P2,"ZF2001 (V3, D28)",0.7994477029504271,NEUTRAL,5.014332992077064e-4,0.020205882135948938,Other
CHPF,"ChAd (V1, D7)",0.8525030645871353,NEUTRAL,1.1016048934710817e-7,3.062594054877854e-5,Other
CHPF,"ChAd-BNT (V2, D7)",0.9453928149458064,NEUTRAL,5.7958536566823426e-5,0.004228560088857666,Other
CHPF,"I (D26, moderate)",2.048691236159137,UP,1.115153663365492e-5,0.0012166120853396836,Other
CHPT1,"I (D26, moderate)",-1.8600216274494898,DOWN,4.802511964492706e-7,1.0333964442946459e-4,Other
CHPT1,"I (D26, severe)",-1.5536872334736178,DOWN,3.1643680828408015e-4,0.014601544873510926,Other
CHPT1,"I (D51, moderate)",-1.3422672795715456,DOWN,0.0018555648258123945,0.0499592292673168,Other
CHPT1,"I (D51, severe)",-1.5279613892887156,DOWN,3.968019158305068e-4,0.01713476127573804,Other
CHRAC1,"ChAd-BNT (V2, D7)",-0.2684649468918218,NEUTRAL,4.081785406205278e-5,0.003253146937852992,Other
CHRD,"ZF2001 (V3, D07)",3.533863438896866,UP,2.612797695796911e-7,6.264509570984025e-5,Other
CHRDL1,"ZF2001 (V3, D07)",2.076523921037927,UP,2.3610273174853116e-5,0.002155016158705256,Other
CHRDL2,"ZF2001 (V3, D07)",4.179845492602183,UP,1.3340998657400313e-4,0.007800199327675787,Other
CHRM2,"ZF2001 (V3, D07)",1.72843301382824,UP,6.966247915943814e-4,0.0254789711246951,Other
CHRM3,"I (D10, moderate)",4.069670279931868,UP,0.001465974953544236,0.04263244398398602,Other
CHRM3,I-BNT-I (D2),4.741439133524701,UP,5.076478260619131e-7,1.0814849431708784e-4,Other
CHRM3,"ZF2001 (V3, D07)",1.773867652675168,UP,1.5028003054474905e-4,0.008507059204897045,Other
CHRM3-AS2,"BNT-I (D10, severe)",-7.827376798656128,DOWN,5.754603147613176e-26,7.9064994646425955e-22,Other
CHRM4,"BBIBP (V3, D14)",1.5747077309178392,UP,0.00104009070888935,0.03374571218604677,Other
CHRM4,"ChAd (V2, D3)",0.9574376511527902,NEUTRAL,3.480197581035636e-4,0.015610542866959287,Other
CHRM4,"ZF2001 (V3, D14)",2.161338965123723,UP,5.2814008703796714e-6,6.861558084881741e-4,Other
CHRM5,"BBIBP (V3, D28)",0.8984628461034226,NEUTRAL,8.302086947653956e-4,0.02880790709318998,Other
CHRM5,"ChAd-BNT (V2, D7)",0.671049935064347,NEUTRAL,0.00162572196444265,0.04570907415780549,Other
CHRM5,"ZF2001 (V3, D07)",1.210796438233077,UP,7.247577586712171e-6,8.727112601717845e-4,Other
CHRNA10,"BBIBP (V3, D14)",1.0348225882099842,UP,0.00103473181804818,0.03362500522630807,Other
CHRNA10,"ZF2001 (V3, D14)",1.0078121312143618,UP,0.00158882880332352,0.044993370700945924,Other
CHRNA2,"BBIBP (V3, D14)",1.0542698445742256,UP,1.2915938522235182e-4,0.007613924336900228,Other
CHRNA2,"BBIBP (V3, D28)",0.9694956740155048,NEUTRAL,4.3228928259777464e-4,0.01818590272809518,Other
CHRNA2,BNT-I (D1),1.4669342480755454,UP,3.8936888784744554e-4,0.016915492733297732,Other
CHRNA2,"ChAd-BNT (V2, D3)",-1.0922629972659976,DOWN,6.865429211024102e-5,0.004799987782853634,Other
CHRNA2,"ChAd-BNT (V2, D7)",-1.0723038079741023,DOWN,9.064662515793808e-4,0.030645069620160333,Other
CHRNA2,"I (D26, severe)",-1.7293022021247024,DOWN,7.53444644599207e-4,0.026933474233945407,Other
CHRNA2,"I (D51, severe)",-1.768673900188119,DOWN,5.717720314040275e-4,0.022198865303615267,Other
CHRNA2,"ZF2001 (V3, D07)",1.0351990655149577,UP,1.8555364948297137e-4,0.009924330399802313,Other
CHRNA2,"ZF2001 (V3, D14)",1.1757471614803017,UP,1.9682476468188545e-5,0.001881177641279219,Other
CHRNB4,"ZF2001 (V3, D07)",1.654665674158506,UP,1.0129595653471992e-4,0.00636760091666218,Other
CHRND,"ZF2001 (V3, D07)",1.666238669153129,UP,0.0010689227692994,0.034379989792636706,Other
CHST1,"ZF2001 (V3, D07)",2.6957283646361523,UP,2.280891947724616e-6,3.5806151104054285e-4,Other
CHST11,"ChAd-BNT (V2, D3)",-0.3650697205718644,NEUTRAL,1.599834587314144e-5,0.0016107442494691397,Other
CHST11,"ChAd-BNT (V2, D7)",-0.3510796890091881,NEUTRAL,4.002318121405309e-4,0.01723159833181712,Other
CHST11,"ZF2001 (V3, D07)",-0.34097916173935067,NEUTRAL,1.365666193722159e-4,0.007934061960036003,Other
CHST14,"I (D51, moderate)",0.7643094070784998,NEUTRAL,0.0017292589855719546,0.0476312927177904,Other
CHST15,"I (D26, severe)",-1.4911603171646448,DOWN,0.0017029202133069723,0.047127630883333986,Other
CHST5,"ChAd-BNT (V2, D7)",2.4527064396615637,UP,3.316203549216363e-4,0.015071406709077308,Other
CHST5,"ZF2001 (V3, D07)",1.5229066776384932,UP,1.21061807421146e-4,0.0072652488278282116,Other
CHST6,"BNT-MO (V3, D1)",2.455467816079382,UP,5.58587626008405e-4,0.021821031803037502,Other
CHST7,"ZF2001 (V3, D07)",-0.8327021962648331,NEUTRAL,2.6108843497826834e-5,0.002319315210049971,Other
CHST7,"ZF2001 (V3, D14)",-0.6313697524945951,NEUTRAL,0.00125278470847898,0.0383514018379279,Other
CHST8,"ChAd-BNT (V2, D3)",-1.4941734733042649,DOWN,3.428682726093506e-4,0.01543844266480901,Other
CHST8,"ChAd-BNT (V2, D7)",-2.693393311514119,DOWN,3.22770756114834e-5,0.0027259995989553764,Other
CHST8,"I (D10, moderate)",-4.506453511984679,DOWN,0.001115417728920446,0.03543341590285461,Other
CHST9,"ZF2001 (V3, D07)",2.586092670525569,UP,2.40694704822116e-5,0.0021835754522504043,Other
CHSY1,"ChAd-BNT (V2, D7)",-0.5584026443279421,NEUTRAL,2.897955334516122e-4,0.013694160672830765,Other
CHTF8,"BNT-I-BNT (D51, severe)",1.0197938996173999,UP,0.0015126639738461125,0.043511050826796696,Other
CHTF8,"ZF2001 (V3, D14)",-0.5334553666254477,NEUTRAL,2.513948953283976e-4,0.012371016873299912,Other
CHTOP,"BBIBP (V3, D14)",-0.32923903106665686,NEUTRAL,1.0041940072574589e-6,1.8736410292348425e-4,Other
CHTOP,"BBIBP (V3, D28)",-0.26107543770490843,NEUTRAL,1.0050622991017876e-4,0.006331451696835509,Other
CHTOP,"ChAd-BNT (V2, D3)",-0.16414903705694478,NEUTRAL,4.7335217113757e-5,0.003640955769849982,Other
CHTOP,"ChAd-BNT (V2, D7)",-0.15102745084545527,NEUTRAL,0.00140536173751283,0.04146630687079523,Other
CHUK,"BNT-I (D26, severe)",-0.8520203600868731,NEUTRAL,9.437059217443344e-4,0.03148191398543126,Other
CHUK,"ChAd-BNT (V2, D3)",0.26157243802909874,NEUTRAL,2.6191432700440193e-5,0.002325780088057701,Other
CHUK,"I (D10, moderate)",0.7405842840264578,NEUTRAL,7.787767643319711e-4,0.027575551905183293,Other
CHUK,"I (D26, moderate)",-0.9176543445726812,NEUTRAL,3.166267062908223e-5,0.0026879982692265755,Other
CHUK,"I (D26, severe)",-0.9850605658700553,NEUTRAL,1.316991440934552e-4,0.007728477516720612,Other
CIAO1,"ChAd-BNT (V2, D3)",0.23570499432198375,NEUTRAL,4.437768332779311e-11,3.942816891010636e-8,Other
CIAO1,"ChAd-BNT (V2, D7)",0.1748001619577173,NEUTRAL,3.0717542041493684e-5,0.0026289496184633823,Other
CIAPIN1,"ChAd (V1, D3)",0.20763758730403567,NEUTRAL,1.0692595779150068e-5,0.0011784726573091896,Other
CIAPIN1,"I (D10, moderate)",-0.4707668713373265,NEUTRAL,0.001526985589363107,0.04377557245195204,Other
CIAPIN1,"ZF2001 (V3, D14)",-0.4132464369140867,NEUTRAL,8.046114135074942e-4,0.02818520683458748,Other
CIART,"ChAd-BNT (V2, D3)",-0.6800083760091338,NEUTRAL,4.670300206936338e-6,6.24389038567197e-4,Other
CIB1,"BNT-I (D10, mild)",-1.4618160630130623,DOWN,2.2414737661162972e-4,0.011415946068697422,Other
CIB1,"I (D26, moderate)",-1.0359716494272644,DOWN,3.99348779338578e-5,0.0032018862410126696,Other
CIB1,"I (D26, severe)",-1.1374964731419435,DOWN,1.1317865581276751e-4,0.006913830946728248,Other
CIB3,"I (D26, severe)",-1.2885670001579848,DOWN,0.0015526083560356266,0.044291806881838314,Other
CIB3,I-I (D1),-2.8355997988194805,DOWN,3.670412020142805e-4,0.0162273360712018,Other
CIBAR2,"BBIBP (V3, D14)",1.8338322494331236,UP,5.025197981714843e-4,0.020240443624180173,Other
CIBAR2,"ZF2001 (V3, D07)",2.5919205489181394,UP,7.508697805335387e-7,1.4867174607585337e-4,Other
CICP27,"ZF2001 (V3, D07)",0.6464298950624097,NEUTRAL,6.296228328179319e-5,0.004500796769649288,Other
CIDECP,"ChAd-BNT (V2, D3)",-0.24383749995482312,NEUTRAL,3.035537608373358e-4,0.014157991729940565,Other
CIDECP,"I (D26, moderate)",-1.0215685658379317,DOWN,4.0595791189989243e-4,0.017406450728052823,Other
CIDECP,"I (D26, severe)",-1.1860981496985392,DOWN,4.5460156594177706e-4,0.018837828094487693,Other
CIDECP,"I (D51, moderate)",-1.1582514206687824,DOWN,6.1712368480557e-4,0.023423398037917334,Other
CIDECP,"I (D51, severe)",-1.1188321347187307,DOWN,9.322073363133218e-4,0.031220123341890494,Other
CIDECP1,"ZF2001 (V3, D07)",-0.5870917509889685,NEUTRAL,5.365802166292352e-4,0.02120135385089708,Other
CILP2,"ZF2001 (V3, D07)",2.6350014527609074,UP,1.6536595286283462e-4,0.009119860151191235,Other
CINP,"ChAd (V1, D3)",0.27442664029153213,NEUTRAL,5.930342109136929e-8,1.837283940080425e-5,Other
CIR1,"ChAd (V1, D7)",0.36088203527577006,NEUTRAL,1.556835619706052e-5,0.001576156408617419,Other
CIR1,"ChAd-BNT (V2, D7)",-0.5739461540506665,NEUTRAL,3.328643995231754e-6,4.803081292242926e-4,Other
CIR1,"I (D26, severe)",-1.2109036305978025,DOWN,0.0015578072566742622,0.04438402335996846,Other
CIRBP,"ChAd (V1, D3)",-0.16472921128481352,NEUTRAL,3.9413579062165966e-4,0.01705458972846485,Other
CIRBP,"ChAd-BNT (V2, D3)",-0.22866360801911276,NEUTRAL,8.473058199248643e-5,0.005583260656919369,Other
CIRBP-AS1,BNT-I (D1),1.0259305875754043,UP,1.6329307428201737e-4,0.009040086599356992,Other
CIRBP-AS1,"ChAd-BNT (V2, D7)",0.4841864882118615,NEUTRAL,0.00177399878356014,0.04847769228610249,Other
CIRH1A,"ChAd (V1, D7)",0.19598256909750536,NEUTRAL,9.158622991845855e-5,0.005916973509167711,Other
CIROP,"ZF2001 (V3, D28)",1.4970284346799427,UP,0.00172205849914587,0.04748909907051774,Other
CISD1,"ChAd (V1, D3)",0.27905452196775715,NEUTRAL,0.00114736288733561,0.036157434824146274,Other
CISD3,"ChAd (V1, D3)",0.31791372165635656,NEUTRAL,0.00100654849988571,0.033000038574151014,Other
CISD3,"ChAd (V1, D7)",-0.3064436541863267,NEUTRAL,0.00149772136107924,0.04322550238832507,Other
CISD3,"I (D10, severe)",-1.2881665310615205,DOWN,2.059209871379556e-4,0.010733661320545386,Other
CISH,"ChAd (V1, D3)",0.4802035921247669,NEUTRAL,3.155724624426444e-5,0.002682497210825527,Other
CIT,"ChAd (V1, D3)",0.6142324167322786,NEUTRAL,5.4340899787192846e-11,4.691831890451215e-8,Other
CIT,"ChAd (V1, D7)",0.6882942760313017,NEUTRAL,1.3645043637393566e-13,2.571727219516001e-10,Other
CIT,"ChAd-BNT (V2, D3)",0.7520860727125633,NEUTRAL,9.237150081276296e-11,7.315799713618743e-8,Other
CIT,"ChAd-BNT (V2, D7)",0.8503148627658829,NEUTRAL,3.446183092478727e-10,2.3203508107349258e-7,Other
CIT,"ZF2001 (V3, D07)",0.8644581594567469,NEUTRAL,0.0016338206661338,0.04585653852410905,Other
CITED2,"ZF2001 (V3, D14)",-0.5769092269377477,NEUTRAL,0.00159307567297849,0.04507997112329834,Other
CITED2,"ZF2001 (V3, D28)",-0.6745588209867989,NEUTRAL,2.2342784196564345e-4,0.011390073861462905,Other
CITED4,"BBIBP (V3, D07)",-0.7283093456360051,NEUTRAL,0.00172580264810734,0.04756372906161314,Other
CITED4,"BNT-I (D26, severe)",-1.7863449527665352,DOWN,0.0012106579423604104,0.03749768534940076,Other
CITED4,"I (D26, severe)",-1.7305321116450127,DOWN,0.001473187131200592,0.04276824975445415,Other
CITED4,"I (D51, moderate)",-1.796998415417099,DOWN,0.0010347617853109915,0.03362500522630807,Other
CITED4,"ZF2001 (V3, D07)",-0.7806729968177512,NEUTRAL,8.501391458180917e-4,0.0292972659473122,Other
CITED4,"ZF2001 (V3, D14)",-0.9633727096054192,NEUTRAL,3.7657927448975666e-5,0.0030617929706779896,Other
CKAP2L,"BNT-I (D26, severe)",-1.7957991580527595,DOWN,9.647462964326922e-4,0.032002588131942525,Other
CKAP2L,"BNT-I-BNT (D51, severe)",-2.346983138896124,DOWN,0.0014240792885215866,0.0418142618138422,Other
CKAP2L,"ChAd (V1, D3)",0.9766600155129624,NEUTRAL,1.5166207711851173e-13,2.80270631602278e-10,Other
CKAP2L,"ChAd (V1, D7)",1.1656781035104236,UP,6.561300698689488e-19,3.4556949164846156e-15,Other
CKAP2L,"ChAd-BNT (V2, D3)",1.1259094071180693,UP,7.634024449852316e-12,8.751167464296788e-9,Other
CKAP2L,"ChAd-BNT (V2, D7)",1.0068566820450244,UP,1.7227935800463386e-7,4.451470407601826e-5,Other
CKAP2L,"I (D51, moderate)",-1.6983857122996233,DOWN,0.0017027292131102786,0.04712509637829215,Other
CKAP2L,"I (D51, severe)",-1.7355988072194886,DOWN,0.0013376735239808539,0.040116886559839936,Other
CKAP4,"BNT-I (D26, severe)",-1.6060856764918323,DOWN,3.5773662386661e-4,0.01592813412993836,Other
CKAP4,BNT-I (D4),1.8160070867014624,UP,0.00137529465167469,0.04085576772335041,Other
CKAP4,"ChAd-BNT (V2, D7)",-0.5201769609038295,NEUTRAL,4.455514409043315e-4,0.01856831908552687,Other
CKAP4,"I (D26, moderate)",-1.7785487171129144,DOWN,3.90743927890199e-6,5.432694629594e-4,Other
CKAP4,"I (D26, severe)",-2.1155993343202226,DOWN,2.591253851037993e-6,3.95009337050151e-4,Other
CKAP4,"ZF2001 (V3, D07)",-1.006672110388078,DOWN,3.964775917282469e-13,6.536853617179206e-10,Other
CKAP4,"ZF2001 (V3, D14)",-0.4712461676517994,NEUTRAL,6.476521252802011e-4,0.02418514426969311,Other
CKAP5,"BNT-I (D26, severe)",0.944750385258277,NEUTRAL,2.895111538338756e-4,0.013684200687146821,Other
CKAP5,"ChAd (V1, D7)",0.1351196042545608,NEUTRAL,0.0011295503014795,0.035762360681457744,Other
CKAP5,"ChAd-BNT (V2, D3)",0.1628472879422447,NEUTRAL,0.00182328829125574,0.04936855567776384,Other
CKAP5,"I (D26, moderate)",0.7269844127563774,NEUTRAL,0.0011309473271134535,0.03579118311076391,Other
CKAP5,"I (D26, severe)",0.9836231349855746,NEUTRAL,1.5999354450379943e-4,0.0089049046001313,Other
CKAP5,"I (D51, moderate)",0.882991273514893,NEUTRAL,7.040534897574982e-4,0.025669467479939742,Other
CKB,"ChAd (V1, D7)",-0.6709610735722331,NEUTRAL,5.041339185373465e-4,0.020286495249615594,Other
CKB,"ChAd-BNT (V2, D7)",-1.0269606676044023,DOWN,3.5395307029637447e-4,0.015804207971714355,Other
CKB,"I (D10, severe)",-3.6159384584042185,DOWN,7.612862155747602e-4,0.027121958638684694,Other
CKM,"ChAd (V1, D3)",0.7728078440325286,NEUTRAL,7.606283616137773e-5,0.005173937432772152,Other
CKMT1B,"BBIBP (V3, D14)",4.492097436269607,UP,1.273972743100058e-4,0.0075384013489899,Other
CKMT1B,"ZF2001 (V3, D07)",4.5337373559320024,UP,1.1765828148483958e-4,0.007114134936637483,Other
CKMT2,"ChAd-BNT (V2, D3)",0.6404347962452762,NEUTRAL,5.014431529054369e-4,0.020205882135948938,Other
CKMT2-AS1,"ChAd-BNT (V2, D7)",0.4195107175361381,NEUTRAL,0.00151442555517861,0.04354850853087785,Other
CKMT2-AS1,"I (D26, moderate)",1.3351259923011705,UP,2.1329859064010324e-4,0.011001835838747857,Other
CKS1B,"ChAd (V1, D3)",0.419271595403816,NEUTRAL,1.3881845791423532e-10,1.0469595329380373e-7,Other
CKS2,"ChAd (V1, D3)",0.4665137732849331,NEUTRAL,1.3820986969285428e-7,3.714318543079956e-5,Other
CKS2,"ChAd (V1, D7)",0.34353378814204444,NEUTRAL,9.554799368471856e-5,0.006099764614207446,Other
CLASP1,BNT-I (D1),0.4011395402512482,NEUTRAL,0.0015382604098309,0.044004320216907054,Other
CLASP1,"ChAd (V1, D3)",-0.16054854612331987,NEUTRAL,5.748239586455469e-4,0.022284500862808126,Other
CLASP1,"I (D10, moderate)",0.6048750724263867,NEUTRAL,5.174761741014209e-5,0.003887924235598377,Other
CLASP1,"I (D10, severe)",0.7223869546546188,NEUTRAL,3.3589428346055104e-05,0.0028085626609680283,Other
CLASP2,"BBIBP (V3, D14)",0.5268585402239218,NEUTRAL,9.260364980396785e-4,0.03108608218221997,Other
CLASP2,"ChAd-BNT (V2, D3)",0.2168340482203139,NEUTRAL,1.982154249028999e-5,0.0018912277106669895,Other
CLASP2,"ZF2001 (V3, D14)",0.5805382667182762,NEUTRAL,2.6449405144217966e-4,0.012828015156342727,Other
CLASRP,"ZF2001 (V3, D28)",0.49112796127635616,NEUTRAL,6.189837738706598e-5,0.00444836449487379,Other
CLCA4,"ZF2001 (V3, D07)",5.279514995960706,UP,8.443440069244259e-4,0.02914988527998912,Other
CLCC1,"ChAd-BNT (V2, D3)",0.2129985230478258,NEUTRAL,9.400760519251423e-4,0.031398387782628434,Other
CLCC1,"ChAd-BNT (V2, D7)",0.26402988523468757,NEUTRAL,4.631890260753847e-4,0.01910183242078529,Other
CLCC1,"I (D26, moderate)",1.091207581281413,UP,1.081525089137931e-8,4.402355073119925e-6,Other
CLCC1,"I (D26, severe)",0.8832774488530153,NEUTRAL,7.412272475004262e-5,0.005078038707924567,Other
CLCC1,"I (D51, moderate)",0.9141660389117228,NEUTRAL,4.106946345902125e-5,0.0032699012192730988,Other
CLCF1,BNT-I (D1),1.1641818882426171,UP,0.00125262931225958,0.03834844134759224,Other
CLCF1,"ZF2001 (V3, D07)",-0.5792441716323192,NEUTRAL,7.221899867868232e-4,0.026148694705099906,Other
CLCN2,"ZF2001 (V3, D07)",0.7205334634041919,NEUTRAL,3.686995262791008e-6,5.190598360597556e-4,Other
CLCN2,"ZF2001 (V3, D14)",0.5566303450566834,NEUTRAL,3.3398565309926e-4,0.015145339288185998,Other
CLCN2,"ZF2001 (V3, D28)",0.543410310060697,NEUTRAL,4.6454989298597496e-4,0.019138805532069748,Other
CLCN5,"ChAd (V1, D3)",0.2530504305801104,NEUTRAL,6.152279944724103e-4,0.023370159015415674,Other
CLCN5,"ChAd-BNT (V2, D3)",0.6065104863098146,NEUTRAL,4.632254338685134e-11,4.0888960804605395e-8,Other
CLCN6,"ZF2001 (V3, D14)",0.4569758038852098,NEUTRAL,3.09120287614611e-4,0.014354058515241928,Other
CLCN6,"ZF2001 (V3, D28)",0.5814575710496259,NEUTRAL,4.289938994110744e-6,5.830755921341736e-4,Other
CLDN11,"BNT-I (D26, severe)",-3.4211496510909165,DOWN,0.0014106201395806747,0.04155816780118356,Other
CLDN15,"ChAd (V1, D3)",-0.19964268121317696,NEUTRAL,0.00123863147125152,0.03806563297482292,Other
CLDN18,"ZF2001 (V3, D07)",2.4413163354789575,UP,1.593069879291891e-4,0.00887763755017739,Other
CLDN19,"BBIBP (V3, D14)",1.7288985497687583,UP,2.785867041895697e-4,0.013311796667968752,Other
CLDN19,"ZF2001 (V3, D07)",1.6491517916318086,UP,6.246700277805382e-4,0.023609628210602147,Other
CLDN2,"ChAd (V1, D3)",-0.7388500705865363,NEUTRAL,6.246730606032865e-6,7.801385582745201e-4,Other
CLDN20,"BNT-I-BNT (D51, severe)",-2.7347423602426875,DOWN,4.978346630518217e-5,0.0037762659233561455,Other
CLDN20,"ChAd (V1, D7)",-0.4790140569056568,NEUTRAL,0.00110101854746966,0.03511602423599564,Other
CLDN20,"ChAd (V2, D3)",1.0235861616755426,UP,7.688172646783428e-4,0.027315328564165468,Other
CLDN20,"ChAd-BNT (V2, D3)",0.8099602924957963,NEUTRAL,2.6500448553494864e-6,4.019034032656016e-4,Other
CLDN23,"BNT-I (D10, mild)",3.683583391227115,UP,0.0013159232611449382,0.03967888743077422,Other
CLDN23,"ChAd (V1, D3)",0.4670712788859426,NEUTRAL,0.0010299048028444,0.03352173417152974,Other
CLDN4,"BNT-MO (V3, D1)",2.2969232343466937,UP,5.766020197575645e-4,0.02232969049724616,Other
CLDN5,"ChAd-BNT (V2, D3)",-1.3939785898321757,DOWN,2.2768734112911017e-5,0.0020972831405417815,Other
CLDN5,"ChAd-BNT (V2, D7)",-1.7625287748001246,DOWN,8.935900747350609e-6,0.0010265901069321463,Other
CLDN7,"I (D10, severe)",-1.685848205205651,DOWN,3.2532623950281257e-4,0.014879920244111347,Other
CLDN7,"I (D26, moderate)",-1.3106077697605953,DOWN,3.1910330786223885e-4,0.014683603203028427,Other
CLDN7P1,"ZF2001 (V3, D07)",1.1266289632122335,UP,1.4149492515197525e-4,0.008150508660356302,Other
CLDN9,"BNT-I (D26, mild)",-3.0105042410293836,DOWN,6.571348896791549e-4,0.024453512138817794,Other
CLDN9,"BNT-I (D26, severe)",-2.3336945119524932,DOWN,3.046651137384491e-4,0.014195160259076927,Other
CLDN9,"I (D26, severe)",-2.906262428007886,DOWN,9.11250577787131e-6,0.0010418290931070112,Other
CLDND1,"ChAd (V1, D7)",0.2486676001037338,NEUTRAL,4.649368075758519e-6,6.221169474310046e-4,Other
CLDND1,"ChAd-BNT (V2, D7)",0.5060895468635711,NEUTRAL,2.69805595801697e-10,1.8637207219890959e-07,Other
CLDND2,"BNT-I (D26, severe)",1.5097367335355223,UP,0.0014240151542722725,0.04181367374615481,Other
CLEC11A,"ChAd (V1, D3)",0.48789745213038826,NEUTRAL,7.96393465364018e-5,0.005340957338906775,Other
CLEC12A,"BNT-I (D26, severe)",-1.8593927604920182,DOWN,8.503518994792642e-4,0.029298786433725438,Other
CLEC12A,"ChAd (V1, D3)",0.5350422647284966,NEUTRAL,2.1120312945857e-4,0.010926926544010205,Other
CLEC12A,"ChAd-BNT (V2, D3)",0.7301421187737288,NEUTRAL,5.341601512175179e-5,0.003973907562719787,Other
CLEC12A,"ChAd-BNT (V3, D1)",-1.5347261023268104,DOWN,2.960311890149209e-4,0.013904269908893891,Other
CLEC12A,"I (D26, moderate)",-2.362552433903154,DOWN,7.445042834680589e-7,1.4768899253351595e-4,Other
CLEC12B,"BNT-I (D10, severe)",1.570549021905302,UP,1.4512591404707947e-4,0.008297594485304042,Other
CLEC12B,"BNT-I (D26, severe)",-1.8125833965745934,DOWN,1.9487572438753252e-4,0.010302271669035955,Other
CLEC12B,"ChAd (V1, D3)",0.4596004426675762,NEUTRAL,0.00185699183044441,0.049982035434948044,Other
CLEC12B,"ChAd-BNT (V2, D3)",0.7496522285685305,NEUTRAL,4.809108130373041e-5,0.0036850432418884423,Other
CLEC12B,"I (D26, moderate)",-2.4420900418629645,DOWN,4.855189474256937e-9,2.22251162751064e-6,Other
CLEC12B,"I (D26, severe)",-1.770628214638926,DOWN,2.6898516943028655e-4,0.012983889475991328,Other
CLEC16A,"ChAd (V1, D7)",-0.14717348705640715,NEUTRAL,7.474424056007555e-4,0.02678427346228185,Other
CLEC17A,"ChAd (V1, D3)",-0.5689404863316456,NEUTRAL,5.235427420135969e-6,6.814904762137473e-4,Other
CLEC17A,"I (D26, severe)",-1.3955907361167774,DOWN,3.33398794805192e-4,0.0151281142796523,Other
CLEC18A,"BNT-I (D26, mild)",-2.921358764559961,DOWN,1.45957824001155e-4,0.008332595583969588,Other
CLEC18A,"I (D10, severe)",-2.2346045830287045,DOWN,8.381966470817024e-5,0.005539672361507844,Other
CLEC18A,"I (D26, severe)",-2.1092967172714125,DOWN,1.517293649217988e-4,0.008565119939414589,Other
CLEC18A,"ZF2001 (V3, D07)",1.5531778640212144,UP,6.812338669369009e-6,8.31604444717213e-4,Other
CLEC18B,"BNT-I (D10, severe)",-3.9020446062211604,DOWN,1.1513082863549647e-10,8.823479651887793e-8,Other
CLEC18B,"I (D26, moderate)",-2.257327699347015,DOWN,4.435272601850079e-6,5.989646107234349e-4,Other
CLEC18C,"ZF2001 (V3, D07)",2.3561084099746044,UP,5.723180239658447e-5,0.004189402404433048,Other
CLEC1B,"BNT-I (D26, severe)",-1.8202387838036005,DOWN,0.001708123925949501,0.04723578998899049,Other
CLEC1B,"ChAd-BNT (V2, D3)",-0.5849224360608887,NEUTRAL,0.00159399147426855,0.045100501146885484,Other
CLEC1B,"ChAd-BNT (V2, D7)",-1.0163170394517829,DOWN,3.0843039207055955e-6,4.5340128503818254e-4,Other
CLEC1B,"I (D26, severe)",-1.8555745756434434,DOWN,0.0013767732447893537,0.04087137103032122,Other
CLEC2B,"I (D26, moderate)",-1.316353427840838,DOWN,2.5223516812250275e-4,0.012398207928587297,Other
CLEC2D,"I (D26, moderate)",0.7113930900429932,NEUTRAL,8.518990232268053e-4,0.029326343146029235,Other
CLEC2D,"I (D26, severe)",0.8301898538505329,NEUTRAL,8.576383014075858e-4,0.02948857972358628,Other
CLEC2L,"ChAd (V1, D3)",-0.9298878860867356,NEUTRAL,5.953268338132206e-4,0.02284393832746876,Other
CLEC2L,"ChAd-BNT (V2, D3)",-1.883211328792079,DOWN,1.459474227795413e-7,3.884368941349903e-5,Other
CLEC2L,"ChAd-BNT (V2, D7)",-2.0074724293521338,DOWN,2.8345016296086216e-6,4.247813894092942e-4,Other
CLEC2L,"I (D26, moderate)",-2.789028823046106,DOWN,2.395261621185358e-4,0.011946329531659113,Other
CLEC2L,"I (D51, moderate)",-3.6357297349870903,DOWN,4.5047726019397733e-4,0.0187174667721261,Other
CLEC2L,"I (D51, severe)",-3.707507759663267,DOWN,3.5566120201664767e-4,0.015856602091076078,Other
CLEC3A,"ZF2001 (V3, D07)",1.346292717072627,UP,3.4254445793255116e-4,0.01542777992083591,Other
CLEC4A,"BNT-I (D26, severe)",-1.1388445222925907,DOWN,0.0017478253002483383,0.04799626593768589,Other
CLEC4A,"ChAd (V1, D3)",0.4400484987188395,NEUTRAL,6.31251643302496e-5,0.004509040190892674,Other
CLEC4A,"ChAd-BNT (V2, D7)",-0.5338646854045159,NEUTRAL,9.443330491885858e-4,0.03149396895886908,Other
CLEC4A,"I (D26, moderate)",-1.165211650409569,DOWN,1.8323434385768264e-4,0.009835239831180169,Other
CLEC4A,"I (D26, severe)",-1.463570916667632,DOWN,5.7821055543198995e-5,0.0042214535923849866,Other
CLEC4C,"BNT-I (D10, severe)",-3.094467369293424,DOWN,1.0062049457749992e-6,1.8766543751693105e-4,Other
CLEC4C,"BNT-I (D26, severe)",-2.3416141667386223,DOWN,0.0013515441494418288,0.04039892281807264,Other
CLEC4D,"I (D26, moderate)",-1.8425846889074717,DOWN,0.0017317764140692578,0.047689548824793815,Other
CLEC4D,"I (D26, severe)",-2.7784073994870067,DOWN,5.2823844111144954e-5,0.00394160673105799,Other
