genes,condition,log2fold_change,direction,meta_p,fdr,bioprocess
A1BG,"I (D26, severe)",1.9619178453751118,UP,6.637820174961756e-4,0.024631254579957018,Other
A2M,"BBIBP (V3, D28)",1.2359721357438715,UP,4.885818725899033e-4,0.019822222597447373,Other
A2M,"BNT-I (D26, severe)",2.273303365518021,UP,6.885710407832164e-4,0.025271178299498494,Other
A2M,"ChAd (V2, D3)",1.2613193798961322,UP,1.2286884752505057e-5,0.0013098194951034069,Other
A2M,"ChAd (V2, D7)",1.7886108999946704,UP,0.00120475639322496,0.03737472956122647,Other
A2M,"ChAd-BNT (V2, D3)",0.8487860775596,NEUTRAL,1.4904104705839125e-7,3.9436310147511656e-5,Other
A2ML1,"ZF2001 (V3, D07)",1.35418347618985,UP,2.42496570488669e-4,0.012052628774836871,Other
A2MP1,"BBIBP (V3, D28)",1.165499963779888,UP,5.500302320209667e-4,0.021579217455336405,Other
A3GALT2,"I (D26, moderate)",-1.9622911935335574,DOWN,1.7380667174937044e-4,0.009459347537660595,Other
A3GALT2,"I (D26, severe)",-2.878050376028313,DOWN,3.3627552609708375e-6,4.8368420653327785e-4,Other
A3GALT2,"I (D51, moderate)",-2.203156607354907,DOWN,3.284940765305077e-4,0.01497280075611945,Other
AAAS,"BNT-I (D26, severe)",0.5210497692301356,NEUTRAL,4.1379110336565707e-4,0.01764542628190433,Other
AAAS,"BNT-I-BNT (D51, severe)",0.8231602617213246,NEUTRAL,2.6499288394307992e-5,0.0023463044627683068,Other
AAAS,"ChAd-BNT (V2, D7)",0.2882226335062216,NEUTRAL,6.106086376118843e-7,1.2534272090486165e-4,Other
AAAS,"I (D26, moderate)",0.6044030447359218,NEUTRAL,1.6411172260735344e-6,2.7718040152849776e-4,Other
AAAS,"I (D26, severe)",0.5203371530165819,NEUTRAL,4.112590458830859e-4,0.01757353722300512,Other
AAAS,"I (D51, moderate)",0.5412000285643713,NEUTRAL,2.3854449086791845e-4,0.011913664881313608,Other
AACS,"I (D26, moderate)",0.7352758000964156,NEUTRAL,8.464504412830404e-4,0.02920905999945362,Other
AADACL3,"ZF2001 (V3, D07)",2.24668307745103,UP,7.760481402239767e-4,0.027506259914879226,Other
AADAT,"ZF2001 (V3, D07)",2.4744357504395107,UP,7.603527890189581e-4,0.027104223323345736,Other
AAED1,"ChAd (V1, D7)",-0.28673389711380587,NEUTRAL,1.1761934651617796e-5,0.0012656709478276224,Other
AAED1,"ChAd-BNT (V2, D7)",-0.47336721908972373,NEUTRAL,9.961767824513624e-7,1.8619804997561574e-4,Other
AAGAB,"ChAd (V1, D3)",0.2265338038586412,NEUTRAL,9.148268865456357e-7,1.7411666328244932e-4,Other
AAMDC,"ChAd (V1, D3)",0.18138420188106028,NEUTRAL,5.990706054658529e-4,0.022947977663808263,Other
AAMDC,"ZF2001 (V3, D14)",0.6175822278048643,NEUTRAL,0.00101398954312062,0.03317973839081711,Other
AAMP,"BNT-I (D26, severe)",0.7864424703115511,NEUTRAL,2.1052741761478375e-4,0.01090327303876454,Other
AAMP,"BNT-I-BNT (D51, severe)",1.2051283487223383,UP,2.1924537306449295e-5,0.0020397296000713716,Other
AAMP,"ChAd (V1, D3)",0.209695078420282,NEUTRAL,2.321871764394787e-5,0.0021289069908987726,Other
AAMP,"I (D10, severe)",-0.7683682758007511,NEUTRAL,3.437527724755906e-4,0.015467504253409365,Other
AAMP,"I (D26, moderate)",0.591795073383775,NEUTRAL,0.0011317415478020452,0.035805286564908716,Other
AANAT,"ZF2001 (V3, D14)",1.00736314222225,UP,7.975782547288584e-5,0.005344744006689101,Other
AAR2,"ChAd (V1, D7)",0.19335450241898816,NEUTRAL,3.2405928233481825e-4,0.014836333489669716,Other
AARS,"BNT-I (D26, severe)",1.1610363393539247,UP,6.957986592932886e-4,0.02546066963572114,Other
AARS,"I (D26, moderate)",1.3356608148258897,UP,5.2083339408632245e-6,6.788959096591634e-4,Other
AARS,"I (D26, severe)",1.219233681491061,UP,3.673766420619058e-4,0.016239137016094092,Other
AARS,"I (D51, moderate)",1.0681168911482908,UP,0.0018085450127245585,0.04907936828041875,Other
AARS2,"BNT-I (D26, mild)",1.1090346763089474,UP,3.924557022921632e-5,0.0031583722185290226,Other
AARS2,"BNT-I (D26, severe)",1.3382456070632611,UP,3.6609466832616493e-11,3.343597625830821e-8,Other
AARS2,"BNT-I (D51, severe)",1.5121194495010288,UP,1.7496752508233915e-8,6.6322626187958515e-6,Other
AARS2,"BNT-I-BNT (D51, severe)",1.4414237013809126,UP,7.555986637784004e-8,2.2413122679407472e-5,Other
AARS2,"I (D26, moderate)",1.449367529230196,UP,6.018594501493781e-17,2.2641880864685064e-13,Other
AARS2,"I (D26, severe)",1.5007466180882165,UP,9.435203886942922e-14,1.8519195495038336e-10,Other
AARS2,"I (D51, moderate)",1.346603185412906,UP,2.563808122501196e-11,2.44972930837737e-8,Other
AARS2,"I (D51, severe)",1.1589854237641413,UP,1.0006105222894595e-8,4.117186579650068e-6,Other
AASDH,BNT-I (D1),-0.762130365149578,NEUTRAL,1.579929259696174e-4,0.008822040974828757,Other
AASDH,"ChAd (V1, D7)",-0.21311081080484,NEUTRAL,3.314060077750053e-5,0.0027801066710633417,Other
AASDH,"I (D26, moderate)",0.8030758689740495,NEUTRAL,1.4676421811959996e-4,0.008360531357776394,Other
AASDH,"I (D51, moderate)",0.9140788332430071,NEUTRAL,2.1146835942577091e-4,0.010936126401166136,Other
AASDHPPT,"ChAd (V1, D7)",0.22369686644878953,NEUTRAL,1.8045285035518416e-4,0.009728661718419308,Other
AASS,"I (D26, moderate)",1.3777195954103734,UP,2.7099309247296947e-4,0.013056214998186563,Other
AATBC,"ChAd (V1, D3)",0.5905434629833554,NEUTRAL,8.809160636369864e-7,1.6925961239667604e-4,Other
AATBC,"ChAd (V1, D7)",-0.6760592367124428,NEUTRAL,1.6839698668432593e-8,6.424011146263372e-6,Other
AATBC,"ChAd-BNT (V2, D3)",0.6075853820731469,NEUTRAL,5.218612928778106e-5,0.003912189346317531,Other
AATBC,"I (D26, severe)",1.4735188350200974,UP,0.001619600145925411,0.04558968348051765,Other
AATF,"ChAd (V1, D3)",0.19056755527305955,NEUTRAL,9.356099743019731e-6,0.001063300142981422,Other
ABALON,BNT-I (D1),1.1114075713790863,UP,7.030279408164442e-4,0.025644897898370322,Other
ABCA1,"ChAd-BNT (V2, D7)",-0.7427890056464727,NEUTRAL,9.392001237447802e-4,0.03137581758527217,Other
ABCA1,"I (D26, severe)",-1.9869653486345558,DOWN,0.0011788589225747148,0.03684766292810397,Other
ABCA11P,"I (D26, moderate)",1.3298450387285383,UP,1.2067100282473532e-4,0.007248219271932358,Other
ABCA13,"BNT-I (D26, mild)",-4.796920608490642,DOWN,1.5118619729112732e-4,0.008541578661628833,Other
ABCA13,"BNT-I (D26, severe)",-3.2672747701914155,DOWN,4.7372489788963636e-4,0.019413034988425303,Other
ABCA13,"BNT-I (D51, severe)",-4.374991513548104,DOWN,5.239470469815711e-4,0.020853637995991266,Other
ABCA13,"BNT-I-BNT (D51, severe)",-4.7252032026614055,DOWN,1.839864235524477e-4,0.009864995941553928,Other
ABCA13,"I (D26, moderate)",-3.7041803316698907,DOWN,3.7075998697812576e-6,5.208487815509611e-4,Other
ABCA13,"I (D26, severe)",-4.3412261519451345,DOWN,3.8131724137059723e-6,5.327096264093648e-4,Other
ABCA13,"I (D51, severe)",-3.632811850388974,DOWN,1.030595244072574e-4,0.006448680286789734,Other
ABCA13,"ZF2001 (V3, D28)",-1.4939112493188116,DOWN,8.453008810914558e-4,0.029177607376413724,Other
ABCA17P,"ZF2001 (V3, D07)",2.274753858763123,UP,1.844866375084157e-4,0.009885431049730012,Other
ABCA4,"ZF2001 (V3, D07)",4.813621086896343,UP,4.514302514727403e-4,0.01874738735024701,Other
ABCA5,"ChAd (V1, D3)",-0.1982332450327391,NEUTRAL,3.977102851570949e-4,0.01716226056010352,Other
ABCA6,"I (D10, severe)",5.7718041122259445,UP,2.8703051283893232e-27,5.0390917372606937e-23,Other
ABCA6,"ZF2001 (V3, D07)",1.2916949438884089,UP,1.889434003842494e-5,0.001822571340818849,Other
ABCA7,"I (D51, severe)",-1.60483421334031,DOWN,3.6890321810453185e-4,0.016286113333830513,Other
ABCA9,"I (D10, severe)",4.856349596385119,UP,3.268775968061086e-16,1.095006453009625e-12,Other
ABCA9,"ZF2001 (V3, D07)",1.9343308387688516,UP,1.7371268833064517e-6,2.897313098239032e-4,Other
ABCB1,"ChAd (V2, D3)",-0.7903574299729653,NEUTRAL,3.941294573442352e-4,0.01705458972846485,Other
ABCB10,"ChAd-BNT (V2, D3)",0.19611025392425568,NEUTRAL,0.00110025790792958,0.03510003035748253,Other
ABCB10,"ZF2001 (V3, D14)",-0.33994359641612837,NEUTRAL,3.840023448752903e-4,0.016744341087233845,Other
ABCB4,"ChAd (V1, D3)",-0.5288961656017256,NEUTRAL,6.388835617802503e-5,0.004544721491126845,Other
ABCB4,I (D1),-2.786967432716701,DOWN,0.00162651470651889,0.04572225568154014,Other
ABCB6,"BBIBP (V3, D14)",0.6504468816514875,NEUTRAL,0.0010623584900577,0.03423194854365898,Other
ABCB6,"ChAd-BNT (V2, D7)",0.4358759100543229,NEUTRAL,1.2641705534492288e-4,0.007502376615166444,Other
ABCB6,"ZF2001 (V3, D07)",0.6479740087828355,NEUTRAL,0.00130950182509705,0.039533635747096695,Other
ABCB7,"ChAd-BNT (V2, D3)",0.1607051153818828,NEUTRAL,3.827067615220363e-5,0.00309885588285687,Other
ABCB8,"I (D26, moderate)",1.0791921275964593,UP,1.3350120254950521e-5,0.0013981694231868802,Other
ABCB8,"I (D26, severe)",0.9684690835395808,NEUTRAL,8.147700552606163e-4,0.028427024972700752,Other
ABCB9,"ChAd (V1, D7)",1.383900981160622,UP,3.267730879640497e-27,5.632504538632114e-23,Other
ABCB9,"ChAd-BNT (V2, D7)",1.1819171622623377,UP,2.6816490701454153e-10,1.8543104545064383e-7,Other
ABCB9,"I (D26, moderate)",1.6404877700618223,UP,1.2410122332942182e-4,0.007407792837298942,Other
ABCB9,"ZF2001 (V3, D07)",0.7232843574311586,NEUTRAL,5.525820454971203e-5,0.004079584014907137,Other
ABCB9,"ZF2001 (V3, D14)",0.6361449189085209,NEUTRAL,3.662282091601741e-4,0.016206299730456106,Other
ABCC1,"ChAd-BNT (V2, D3)",0.1940077861645468,NEUTRAL,1.4674770759804943e-4,0.008360531357776394,Other
ABCC1,"ChAd-BNT (V2, D7)",0.2380354504395893,NEUTRAL,7.03645282559373e-5,0.004889470823258957,Other
ABCC10,"BNT-I (D26, severe)",0.6999141146818483,NEUTRAL,6.379818531906211e-5,0.0045417150592748055,Other
ABCC10,"BNT-I (D51, severe)",0.7523618932351209,NEUTRAL,0.0012941120386461486,0.03922516190777122,Other
ABCC10,"I (D26, severe)",0.6405763488207953,NEUTRAL,2.502365976996383e-4,0.012330018169844532,Other
ABCC10,"I (D51, moderate)",0.5998577127717247,NEUTRAL,6.094498682044879e-4,0.023221384731525532,Other
ABCC11,"BNT-MO (V3, D1)",1.6058902247248834,UP,0.0011312845438875751,0.035798274950911875,Other
ABCC11,"ZF2001 (V3, D07)",2.1012803318156528,UP,5.88260880283287e-6,7.443722210184757e-4,Other
ABCC12,"ZF2001 (V3, D07)",1.336738433885554,UP,0.00143852736916315,0.04208078730688159,Other
ABCC13,"I (D26, severe)",-6.249325298057975,DOWN,7.891415066657783e-4,0.027816703808173863,Other
ABCC2,"ChAd (V1, D3)",-0.21245750481332665,NEUTRAL,0.00102404433400814,0.03339808495839861,Other
ABCC2,"ChAd-BNT (V2, D7)",0.32472504596592583,NEUTRAL,5.004279799801863e-4,0.020182662427253494,Other
ABCC3,"ChAd-BNT (V2, D3)",-0.6890776043713382,NEUTRAL,3.702396062048463e-5,0.003024775264683942,Other
ABCC3,"ChAd-BNT (V2, D7)",-1.0591303780756829,DOWN,6.501450091293452e-8,1.9830228005501793e-5,Other
ABCC3,"I (D10, severe)",-1.750851274847487,DOWN,1.3781136029431313e-5,0.0014341170537604283,Other
ABCC4,"BNT-I (D10, mild)",-1.5946164640572076,DOWN,9.654075279126811e-4,0.03201660288320534,Other
ABCC4,"ChAd-BNT (V2, D3)",-0.38077390441761233,NEUTRAL,0.00153369547039412,0.04391481209153113,Other
ABCC4,"I (D10, moderate)",-1.0985901715554982,DOWN,3.7152849653569655e-4,0.01637158337681705,Other
ABCC6,"I (D26, severe)",-1.4608398653665278,DOWN,0.0011637272922598563,0.03652380028257569,Other
ABCC6,"ZF2001 (V3, D07)",0.9119784538229272,NEUTRAL,0.00143903022243901,0.042087609181222126,Other
ABCC6P1,"I (D10, severe)",2.3737133421681724,UP,9.58367648649197e-4,0.031844402812381635,Other
ABCC9,"ZF2001 (V3, D07)",1.743851003044976,UP,1.950413478286879e-6,3.1692320392444513e-4,Other
ABCD1,"ChAd (V1, D3)",0.4167213760958536,NEUTRAL,3.7253447339886587e-5,0.0030382871989510173,Other
ABCD1,"ZF2001 (V3, D07)",-0.5113564711254419,NEUTRAL,5.218633796168603e-4,0.020796025347110364,Other
ABCD3,"BBIBP (V3, D07)",0.3947641090156704,NEUTRAL,9.343180166524835e-4,0.031269943050113796,Other
ABCD3,"I (D26, severe)",0.6592241885535761,NEUTRAL,4.519004496562404e-4,0.018763626321984875,Other
ABCD4,"BNT-I (D26, severe)",0.7365653108736933,NEUTRAL,7.100104096452593e-6,8.597583070153384e-4,Other
ABCD4,"I (D26, moderate)",0.5580438342673495,NEUTRAL,7.158420097166318e-5,0.0049491923708691,Other
ABCD4,"I (D26, severe)",0.5532399039560245,NEUTRAL,7.45645447378544e-4,0.026738568773660196,Other
ABCD4,I-I (D5),0.6217605996606714,NEUTRAL,4.78031838171248e-4,0.019535546769190282,Other
ABCE1,"ChAd (V1, D7)",0.16168126050971524,NEUTRAL,5.409981433616406e-4,0.021325471969557,Other
ABCF2,"BNT-I (D26, mild)",0.7634906727898029,NEUTRAL,5.0081395766769e-4,0.02019318428726102,Other
ABCF2,"BNT-I (D26, severe)",0.8763443186414368,NEUTRAL,9.02391612074155e-8,2.5861130546256123e-5,Other
ABCF2,"BNT-I (D51, severe)",0.8947159940532216,NEUTRAL,4.477060830621221e-5,0.003493002786360267,Other
ABCF2,"BNT-I-BNT (D51, severe)",0.8258849336491793,NEUTRAL,1.635178908183356e-4,0.009048998562342496,Other
ABCF2,"ChAd-BNT (V2, D3)",0.18217353525610197,NEUTRAL,5.31792588479608e-4,0.02106867613974425,Other
ABCF2,"ChAd-BNT (V2, D7)",0.25004600161997786,NEUTRAL,4.931614329526107e-5,0.003750721177931544,Other
ABCF2,"I (D10, moderate)",-0.4822716483699571,NEUTRAL,9.074211495832231e-4,0.030662812206870244,Other
ABCF2,"I (D26, moderate)",0.7797999361338811,NEUTRAL,2.8172267982696813e-8,9.913846200899858e-6,Other
ABCF2,"I (D26, severe)",0.7007036242891808,NEUTRAL,1.9269825057992705e-5,0.0018508813395444075,Other
ABCF2,"I (D51, moderate)",0.927991065296099,NEUTRAL,1.4578812619525781e-8,5.6853231256172155e-6,Other
ABCF2,"I (D51, severe)",0.8155556074017464,NEUTRAL,6.417267272410989e-7,1.3073779220970354e-4,Other
ABCF3,BNT-I (D1),0.4826515678277477,NEUTRAL,3.267193162021302e-4,0.014925634775696783,Other
ABCF3,"ZF2001 (V3, D28)",0.3581421478238401,NEUTRAL,0.00137468016962215,0.04084218064955318,Other
ABCG2,"I (D10, moderate)",-2.801553114359878,DOWN,6.129489049208602e-4,0.023314413167708988,Other
ABCG8,"ZF2001 (V3, D07)",1.4294394111893924,UP,5.857015168515074e-4,0.022564811350259208,Other
ABHD1,"BNT-I (D10, mild)",-2.3651291408551494,DOWN,0.0012390078341020072,0.038069559397630647,Other
ABHD10,"ChAd (V1, D7)",0.20444090827051803,NEUTRAL,6.258875182892621e-6,7.813464721834403e-4,Other
ABHD12,"ChAd (V1, D3)",0.1597686929537691,NEUTRAL,9.824842049705988e-6,0.001104751107200133,Other
ABHD12,"I (D10, moderate)",-0.6050083511860538,NEUTRAL,0.0016924907987009047,0.04694561224684615,Other
ABHD12B,"BBIBP (V3, D14)",1.1373333181169396,UP,0.0016025823388287,0.04526251896081521,Other
ABHD12B,"BNT-I (D26, severe)",-1.8614371656490352,DOWN,0.0010817103501233154,0.03467988257809454,Other
ABHD12B,"I (D26, moderate)",-1.5419090234465713,DOWN,0.0015241047770301749,0.043726042090089685,Other
ABHD12B,"I (D26, severe)",-2.4511738965575036,DOWN,1.7649652930688445e-5,0.0017337313875250432,Other
ABHD12B,"ZF2001 (V3, D07)",1.8086468990923947,UP,4.968116655580644e-7,1.0631780857652861e-4,Other
ABHD13,"BBIBP (V3, D14)",-0.3622412127521734,NEUTRAL,2.769651555424987e-5,0.0024293928915854477,Other
ABHD13,"BNT-I (D26, severe)",-0.7842469694309229,NEUTRAL,5.4341533322529355e-5,0.00402790576715853,Other
ABHD13,"BNT-I (D51, severe)",-0.9743919567218161,NEUTRAL,1.8574171165389853e-4,0.009931027196652223,Other
ABHD13,"BNT-I-BNT (D51, severe)",-1.2845917841268535,DOWN,8.430841140650195e-7,1.6318118515721395e-4,Other
ABHD13,"I (D26, moderate)",-0.8677679580960062,NEUTRAL,1.805992804542837e-7,4.621104195831322e-5,Other
ABHD13,"I (D26, severe)",-0.8322231361437832,NEUTRAL,1.833765399429069e-5,0.0017811968316927718,Other
ABHD13,"I (D51, moderate)",-0.9236036229398709,NEUTRAL,2.0033254781179437e-6,3.2387357146842615e-4,Other
ABHD13,"I (D51, severe)",-0.6886141682729231,NEUTRAL,3.903394400030247e-4,0.016942691896270484,Other
ABHD13,"ZF2001 (V3, D07)",-0.4999246327630244,NEUTRAL,1.0165311300116254e-8,4.167485895429178e-6,Other
ABHD14B,"ChAd-BNT (V2, D3)",-0.2782668988914909,NEUTRAL,2.9723540192185728e-5,0.0025663515752765123,Other
ABHD14B,"ZF2001 (V3, D07)",-0.46684042203544573,NEUTRAL,1.587826673848988e-4,0.00885310257700989,Other
ABHD14B,"ZF2001 (V3, D28)",-0.3852228097267823,NEUTRAL,0.00175860066968179,0.04818051514239806,Other
ABHD16A,"ChAd (V1, D3)",0.17108705060490895,NEUTRAL,3.2021736971136767e-4,0.014721535863980431,Other
ABHD16A,"I (D26, moderate)",-1.0722322486872928,DOWN,8.610028605095914e-5,0.005650344682425331,Other
ABHD16A,"I (D26, severe)",-1.2032392063690391,DOWN,1.6197495887549393e-4,0.008988273383757003,Other
ABHD16A,"I (D51, moderate)",-1.008336285038496,DOWN,0.0015683548319107682,0.04459340519773494,Other
ABHD16B,"BNT-I-BNT (D51, severe)",2.1450189376926687,UP,8.068228564188152e-4,0.028238085102263877,Other
ABHD17B,"I (D10, severe)",0.8122107580420147,NEUTRAL,3.581732168752166e-5,0.0029490683623003273,Other
ABHD17C,"I (D26, moderate)",-1.4444122258638719,DOWN,7.981506299133547e-4,0.028027693641792743,Other
ABHD17C,"I (D26, severe)",-1.747887672853276,DOWN,5.773639535426371e-4,0.022347886192138653,Other
ABHD2,"ChAd-BNT (V2, D7)",-0.33654333784902707,NEUTRAL,6.714451185116009e-4,0.024816533048595962,Other
ABHD3,"BNT-I (D26, severe)",-1.7092654386380062,DOWN,5.138230482336954e-5,0.003867220069939315,Other
ABHD3,"I (D26, moderate)",-1.3833393766988928,DOWN,1.2902342130237943e-4,0.007607872457874113,Other
ABHD3,"I (D26, severe)",-1.7413884236944053,DOWN,3.696595468665919e-5,0.003021338160876052,Other
ABHD3,I-I (D5),-1.3773296750155748,DOWN,0.00124885885251434,0.03827447768465707,Other
ABHD4,"ChAd-BNT (V2, D3)",-0.44207709223675745,NEUTRAL,5.774821977035115e-9,2.5823832573069844e-6,Other
ABHD4,"ChAd-BNT (V2, D7)",-0.33815484571562726,NEUTRAL,1.437904721089024e-4,0.008246605393778207,Other
ABHD4,"ZF2001 (V3, D07)",-0.4999787960658275,NEUTRAL,6.593754703273427e-4,0.02451091215759706,Other
ABHD5,"I (D26, moderate)",-1.1805822931747296,DOWN,5.234044744690979e-4,0.020839917399860085,Other
ABHD5,"I (D26, severe)",-1.680253478823186,DOWN,2.3784652620381603e-5,0.002166444097024096,Other
ABHD6,"ChAd-BNT (V2, D7)",-0.24767930517355455,NEUTRAL,6.993142934512661e-4,0.025553830466056665,Other
ABI1,"ChAd (V1, D7)",0.14245699200072656,NEUTRAL,7.452545265721741e-4,0.026729605838963343,Other
ABI1,"I (D10, moderate)",0.7592426097377761,NEUTRAL,3.710697265259197e-5,0.0030286861232098916,Other
ABI3,"ChAd (V1, D3)",0.5332609196717097,NEUTRAL,3.5406891454695564e-9,1.696133231115308e-6,Other
ABI3BP,"ZF2001 (V3, D07)",1.6022283845512808,UP,2.4364455717760568e-4,0.012100591671413124,Other
ABL2,"BNT-I (D10, severe)",0.5854205599074999,NEUTRAL,0.0018035790590351624,0.0489950949374054,Other
ABL2,"ChAd (V1, D3)",-0.15400751805939283,NEUTRAL,0.00129911547097565,0.039322756957528945,Other
ABL2,I-I (D5),-0.6235475257621953,NEUTRAL,0.00153210536682345,0.043881210331158126,Other
ABLIM2,"ChAd (V1, D3)",-0.30297794774969294,NEUTRAL,7.005350633217217e-4,0.02558645212148721,Other
ABLIM2,"ChAd-BNT (V2, D3)",-0.5180452306299453,NEUTRAL,4.377159362005923e-6,5.930597392494237e-4,Other
ABLIM3,BNT-I (D1),1.9770538822062536,UP,1.6630765738331997e-6,2.801406390550682e-4,Other
ABLIM3,"BNT-I (D10, mild)",-2.1320199057555564,DOWN,0.0012333736484330638,0.03795942341853591,Other
ABLIM3,"BNT-I (D26, mild)",-2.737528934199075,DOWN,3.3892998103426284e-5,0.0028272128424996295,Other
ABLIM3,"BNT-I (D26, severe)",-2.308961101797603,DOWN,2.6411545297784753e-6,4.00939945312269e-4,Other
ABLIM3,"BNT-I (D51, severe)",-3.2243430984610084,DOWN,1.117611620271077e-6,2.0402836238417226e-4,Other
ABLIM3,"ChAd-BNT (V2, D3)",-1.6481979211829845,DOWN,9.529612479676365e-14,1.8627366500196428e-10,Other
ABLIM3,"ChAd-BNT (V2, D7)",-1.667431873270922,DOWN,1.3130434552689634e-10,9.974301037720657e-8,Other
ABLIM3,"I (D26, moderate)",-1.7057426233605988,DOWN,4.869658260442387e-5,0.00371761821043876,Other
ABLIM3,"I (D26, severe)",-1.9451060959731323,DOWN,7.412918785010114e-5,0.005078114516572059,Other
ABLIM3,"I (D51, moderate)",-2.52507795389901,DOWN,2.8238682054706823e-7,6.662733598851473e-5,Other
ABLIM3,"I (D51, severe)",-2.8531284936584047,DOWN,6.8094915547070435e-9,2.962616334642004e-6,Other
ABRACL,"ChAd (V1, D3)",0.19094502684471917,NEUTRAL,5.186219529475976e-4,0.020700791648997283,Other
ABRAXAS1,"BBIBP (V3, D07)",-0.25161394071486215,NEUTRAL,6.758513317907691e-4,0.02492837264443796,Other
ABRAXAS1,"ZF2001 (V3, D28)",-0.2732671046678277,NEUTRAL,2.5401757347571287e-4,0.012464649297379712,Other
ABTB1,"I (D26, severe)",-1.5895584888150749,DOWN,0.001446337914928471,0.042234982795268876,Other
ABTB2,"ChAd-BNT (V2, D3)",0.703135397274221,NEUTRAL,4.650696375254919e-6,6.222068625974517e-4,Other
ACAA1,"ChAd (V1, D3)",0.2703850274359611,NEUTRAL,8.438374211866378e-10,4.999847474192359e-7,Other
ACAA2,"ChAd (V1, D3)",0.2430901904073999,NEUTRAL,8.527998574610492e-4,0.029350959290981353,Other
ACAA2,"ZF2001 (V3, D14)",-0.3980390223317767,NEUTRAL,2.2850756607691527e-4,0.011577061313585041,Other
ACACB,BNT-I (D4),-1.2047379785045027,DOWN,0.00155563997608808,0.044347597828025796,Other
ACAD10,"ChAd-BNT (V2, D3)",0.1703838472788729,NEUTRAL,7.846774144004717e-5,0.005286377846600443,Other
ACAD10,"ChAd-BNT (V2, D7)",0.2454862130059894,NEUTRAL,1.1664894643299823e-6,2.1116221280572352e-4,Other
ACAD11,"ChAd (V1, D3)",-0.34517597847150805,NEUTRAL,1.1444313963214767e-4,0.006968175958716009,Other
ACAD8,"ChAd-BNT (V2, D7)",0.27929318521652746,NEUTRAL,3.5992301445087317e-6,5.097319630754873e-4,Other
ACAD9,"BNT-I (D26, severe)",0.6601222730398507,NEUTRAL,1.3816288962140865e-5,0.0014364374486572485,Other
ACAD9,"BNT-I (D51, severe)",0.758184312262195,NEUTRAL,1.7048938087951975e-4,0.00932702457474481,Other
ACAD9,"BNT-I-BNT (D51, severe)",0.9022670747379522,NEUTRAL,6.924648979105399e-6,8.429266371110015e-4,Other
ACAD9,"I (D26, moderate)",0.6317290739580237,NEUTRAL,1.1596551055009833e-6,2.1012564846562457e-4,Other
ACAD9,"I (D26, severe)",0.5542569050095617,NEUTRAL,2.598178473628102e-4,0.012669758524496614,Other
ACAD9,"I (D51, moderate)",0.5511979527672023,NEUTRAL,2.830457367944417e-4,0.01346054069066671,Other
ACADL,"ZF2001 (V3, D07)",1.4811876503229495,UP,3.0130893702949547e-4,0.014084473141937741,Other
ACADM,"ChAd (V1, D3)",0.2201325907492528,NEUTRAL,2.7794954479472755e-4,0.013291400020471243,Other
ACADM,"ChAd-BNT (V2, D3)",0.29190305923812127,NEUTRAL,1.1603127318601907e-4,0.007040005352773311,Other
ACADM,"I (D26, moderate)",0.743888564991241,NEUTRAL,3.1378285247598853e-4,0.01451015724048286,Other
ACADSB,"BNT-I (D26, severe)",0.8709545246073466,NEUTRAL,1.6683819602782317e-4,0.009180103687556677,Other
ACADSB,"ChAd-BNT (V2, D7)",0.30821649536812723,NEUTRAL,5.847205040886755e-6,7.407821956523456e-4,Other
ACADSB,"I (D26, moderate)",1.002361826878748,UP,4.163732850406979e-7,9.196892312618068e-5,Other
ACADSB,"I (D26, severe)",0.9075052246617535,NEUTRAL,8.676534635385933e-5,0.005684938172349995,Other
ACADSB,"I (D51, moderate)",0.8467868688248423,NEUTRAL,2.5092128477248666e-4,0.012354765103941913,Other
ACADSB,"I (D51, severe)",0.7695157694465656,NEUTRAL,8.779452936556369e-4,0.02996509847482397,Other
ACADVL,"BNT-I (D10, severe)",-0.6191878536892104,NEUTRAL,3.4413093676989055e-5,0.0028607800316338867,Other
ACADVL,"BNT-I (D26, severe)",-0.5832053319686776,NEUTRAL,8.267416023704174e-4,0.028731566429150833,Other
ACADVL,"I (D10, moderate)",-0.6287235022866389,NEUTRAL,2.6523483462886614e-5,0.0023477889183911513,Other
ACADVL,"I (D26, moderate)",-0.5114079391899833,NEUTRAL,6.140021095389851e-4,0.023340301740702264,Other
ACADVL,"I (D26, severe)",-0.820413221095943,NEUTRAL,2.563056500729079e-6,3.915924878126805e-4,Other
ACADVL,"I (D51, severe)",-0.6001816302717461,NEUTRAL,5.779690546315541e-4,0.022363446436507103,Other
ACADVL,"ZF2001 (V3, D28)",0.43324128999056233,NEUTRAL,8.995188856349991e-4,0.03047540538483945,Other
ACAN,"ZF2001 (V3, D07)",1.762375977303977,UP,5.012422092904934e-4,0.020201000743688427,Other
ACAP2,"ChAd-BNT (V2, D3)",0.29876462378183277,NEUTRAL,1.8153146931146375e-5,0.0017692571714621485,Other
ACAT1,"ChAd (V1, D3)",0.26495450759690464,NEUTRAL,1.2855671076325776e-6,2.2884017133615505e-4,Other
ACAT1,"ChAd (V1, D7)",0.2513273297558632,NEUTRAL,3.7925335050256075e-6,5.306082358276094e-4,Other
ACAT2,"ChAd (V1, D3)",0.18202907230181675,NEUTRAL,3.4636147312437346e-5,0.0028750367753510343,Other
ACAT2,"ChAd (V1, D7)",0.14204610748347202,NEUTRAL,0.00116155372545137,0.036476723506641114,Other
