genes,gse_id
CDC14B,GSE201533
CDC14C,GSE201533
CDC16,GSE201533
CDC20,GSE201533
CDC20B,GSE201533
CDC23,GSE201533
CDC25A,GSE201533
CDC25B,GSE201533
CDC25C,GSE201533
CDC26,GSE201533
CDC27,GSE201533
CDC34,GSE201533
CDC37,GSE201533
CDC37L1,GSE201533
CDC37L1-AS1,GSE201533
CDC40,GSE201533
CDC42,GSE201533
CDC42BPA,GSE201533
CDC42BPB,GSE201533
CDC42BPG,GSE201533
CDC42EP1,GSE201533
CDC42EP2,GSE201533
CDC42EP3,GSE201533
CDC42EP4,GSE201533
CDC42EP5,GSE201533
CDC42P3,GSE201533
CDC42SE1,GSE201533
CDC42SE2,GSE201533
CDC45,GSE201533
CDC5L,GSE201533
CDC6,GSE201533
CDC7,GSE201533
CDC73,GSE201533
CDCA2,GSE201533
CDCA3,GSE201533
CDCA4,GSE201533
CDCA5,GSE201533
CDCA7,GSE201533
CDCA7L,GSE201533
CDCA8,GSE201533
CDCP1,GSE201533
CDCP2,GSE201533
CDH1,GSE201533
CDH10,GSE201533
CDH11,GSE201533
CDH12,GSE201533
CDH13,GSE201533
CDH15,GSE201533
CDH16,GSE201533
CDH17,GSE201533
CDH18,GSE201533
CDH19,GSE201533
CDH2,GSE201533
CDH20,GSE201533
CDH22,GSE201533
CDH23,GSE201533
CDH24,GSE201533
CDH26,GSE201533
CDH3,GSE201533
CDH4,GSE201533
CDH5,GSE201533
CDH6,GSE201533
CDH7,GSE201533
CDH8,GSE201533
CDH9,GSE201533
CDHR1,GSE201533
CDHR2,GSE201533
CDHR3,GSE201533
CDHR4,GSE201533
CDHR5,GSE201533
CDIP1,GSE201533
CDIPT,GSE201533
CDIPT-AS1,GSE201533
CDK1,GSE201533
CDK10,GSE201533
CDK11A,GSE201533
CDK11B,GSE201533
CDK12,GSE201533
CDK13,GSE201533
CDK14,GSE201533
CDK15,GSE201533
CDK16,GSE201533
CDK17,GSE201533
CDK18,GSE201533
CDK19,GSE201533
CDK2,GSE201533
CDK20,GSE201533
CDK2AP1,GSE201533
CDK2AP2,GSE201533
CDK3,GSE201533
CDK4,GSE201533
CDK5,GSE201533
CDK5R1,GSE201533
CDK5R2,GSE201533
CDK5RAP1,GSE201533
CDK5RAP2,GSE201533
CDK5RAP3,GSE201533
CDK6,GSE201533
CDK7,GSE201533
CDK8,GSE201533
CDK9,GSE201533
CDKAL1,GSE201533
CDKL1,GSE201533
CDKL2,GSE201533
CDKL3,GSE201533
CDKL4,GSE201533
CDKL5,GSE201533
CDKN1A,GSE201533
CDKN1B,GSE201533
CDKN1C,GSE201533
CDKN2A,GSE201533
CDKN2A-AS1,GSE201533
CDKN2AIP,GSE201533
CDKN2AIPNL,GSE201533
CDKN2B,GSE201533
CDKN2B-AS1,GSE201533
CDKN2C,GSE201533
CDKN2D,GSE201533
CDKN3,GSE201533
CDNF,GSE201533
CDO1,GSE201533
CDON,GSE201533
CDPF1,GSE201533
CDR1,GSE201533
CDR2,GSE201533
CDR2L,GSE201533
CDRT1,GSE201533
CDRT15,GSE201533
CDRT15L2,GSE201533
CDRT15P1,GSE201533
CDRT15P2,GSE201533
CDRT4,GSE201533
CDRT7,GSE201533
CDRT8,GSE201533
CDS1,GSE201533
CDS2,GSE201533
CDSN,GSE201533
CDT1,GSE201533
CDV3,GSE201533
CDX1,GSE201533
CDX2,GSE201533
CDX4,GSE201533
CDY1,GSE201533
CDY1B,GSE201533
CDY2A,GSE201533
CDY2B,GSE201533
CDYL,GSE201533
CDYL2,GSE201533
CEACAM1,GSE201533
CEACAM16,GSE201533
CEACAM18,GSE201533
CEACAM19,GSE201533
CEACAM20,GSE201533
CEACAM21,GSE201533
CEACAM22P,GSE201533
CEACAM3,GSE201533
CEACAM4,GSE201533
CEACAM5,GSE201533
CEACAM6,GSE201533
CEACAM7,GSE201533
CEACAM8,GSE201533
CEBPA,GSE201533
CEBPA-AS1,GSE201533
CEBPB,GSE201533
CEBPB-AS1,GSE201533
CEBPD,GSE201533
CEBPE,GSE201533
CEBPG,GSE201533
CEBPZ,GSE201533
CEBPZOS,GSE201533
CECR1,GSE201533
CECR2,GSE201533
CECR3,GSE201533
CECR5,GSE201533
CECR5-AS1,GSE201533
CECR6,GSE201533
CECR7,GSE201533
CEL,GSE201533
CELA1,GSE201533
CELA2A,GSE201533
CELA2B,GSE201533
CELA3A,GSE201533
CELA3B,GSE201533
CELF1,GSE201533
CELF2,GSE201533
CELF2-AS1,GSE201533
CELF2-AS2,GSE201533
CELF3,GSE201533
CELF4,GSE201533
CELF5,GSE201533
CELF6,GSE201533
CELP,GSE201533
CELSR1,GSE201533
CELSR2,GSE201533
CELSR3,GSE201533
CELSR3-AS1,GSE201533
CEMIP,GSE201533
CEMP1,GSE201533
CEND1,GSE201533
CENPA,GSE201533
CENPB,GSE201533
CENPBD1,GSE201533
CENPBD1P1,GSE201533
CENPC,GSE201533
CENPE,GSE201533
CENPF,GSE201533
CENPH,GSE201533
CENPI,GSE201533
CENPJ,GSE201533
CENPK,GSE201533
CENPL,GSE201533
CENPM,GSE201533
CENPN,GSE201533
CENPO,GSE201533
CENPP,GSE201533
CENPQ,GSE201533
CENPT,GSE201533
CENPU,GSE201533
CENPV,GSE201533
CENPVP1,GSE201533
CENPVP2,GSE201533
CENPW,GSE201533
CEP104,GSE201533
CEP112,GSE201533
CEP120,GSE201533
CEP126,GSE201533
CEP128,GSE201533
CEP131,GSE201533
CEP135,GSE201533
CEP152,GSE201533
CEP162,GSE201533
CEP164,GSE201533
CEP170,GSE201533
CEP170B,GSE201533
CEP170P1,GSE201533
CEP19,GSE201533
CEP192,GSE201533
CEP250,GSE201533
CEP290,GSE201533
CEP295,GSE201533
CEP295NL,GSE201533
CEP350,GSE201533
CEP41,GSE201533
CEP44,GSE201533
CEP55,GSE201533
CEP57,GSE201533
CEP57L1,GSE201533
CEP63,GSE201533
CEP68,GSE201533
CEP70,GSE201533
CEP72,GSE201533
CEP76,GSE201533
CEP78,GSE201533
CEP83,GSE201533
CEP83-AS1,GSE201533
CEP85,GSE201533
CEP85L,GSE201533
CEP89,GSE201533
CEP95,GSE201533
CEP97,GSE201533
CEPT1,GSE201533
CER1,GSE201533
CERCAM,GSE201533
CERK,GSE201533
CERKL,GSE201533
CERS1,GSE201533
CERS2,GSE201533
CERS3,GSE201533
CERS3-AS1,GSE201533
CERS4,GSE201533
CERS5,GSE201533
CERS6,GSE201533
CERS6-AS1,GSE201533
CES1,GSE201533
CES1P1,GSE201533
CES1P2,GSE201533
CES2,GSE201533
CES3,GSE201533
CES4A,GSE201533
CES5A,GSE201533
CES5AP1,GSE201533
CETN1,GSE201533
CETN2,GSE201533
CETN3,GSE201533
CETN4P,GSE201533
CETP,GSE201533
CFAP126,GSE201533
CFAP20,GSE201533
CFAP221,GSE201533
CFAP36,GSE201533
CFAP43,GSE201533
CFAP44,GSE201533
CFAP44-AS1,GSE201533
CFAP45,GSE201533
CFAP46,GSE201533
CFAP47,GSE201533
CFAP52,GSE201533
CFAP53,GSE201533
CFAP54,GSE201533
CFAP57,GSE201533
CFAP58,GSE201533
CFAP58-AS1,GSE201533
CFAP61,GSE201533
CFAP69,GSE201533
CFAP70,GSE201533
CFAP74,GSE201533
CFAP97,GSE201533
CFAP99,GSE201533
CFB,GSE201533
CFC1,GSE201533
CFC1B,GSE201533
CFD,GSE201533
CFDP1,GSE201533
CFH,GSE201533
CFHR1,GSE201533
CFHR2,GSE201533
CFHR3,GSE201533
CFHR4,GSE201533
CFHR5,GSE201533
CFI,GSE201533
CFL1,GSE201533
CFL1P1,GSE201533
CFL2,GSE201533
CFLAR,GSE201533
CFLAR-AS1,GSE201533
CFP,GSE201533
CFTR,GSE201533
CGA,GSE201533
CGB,GSE201533
CGB1,GSE201533
CGB2,GSE201533
CGB5,GSE201533
CGB7,GSE201533
CGB8,GSE201533
CGGBP1,GSE201533
CGN,GSE201533
CGNL1,GSE201533
CGREF1,GSE201533
CGRRF1,GSE201533
CH17-340M24.3,GSE201533
CH17-360D5.1,GSE201533
CH17-408M7.1,GSE201533
CH25H,GSE201533
CHAC1,GSE201533
CHAC2,GSE201533
CHAD,GSE201533
CHADL,GSE201533
CHAF1A,GSE201533
CHAF1B,GSE201533
CHAMP1,GSE201533
CHAT,GSE201533
CHCHD1,GSE201533
CHCHD10,GSE201533
CHCHD2,GSE201533
CHCHD3,GSE201533
CHCHD4,GSE201533
CHCHD5,GSE201533
CHCHD6,GSE201533
CHCHD7,GSE201533
CHD1,GSE201533
CHD1L,GSE201533
CHD2,GSE201533
CHD3,GSE201533
CHD4,GSE201533
CHD5,GSE201533
CHD6,GSE201533
CHD7,GSE201533
CHD8,GSE201533
CHD9,GSE201533
CHDH,GSE201533
CHEK1,GSE201533
CHEK2,GSE201533
CHEK2P2,GSE201533
CHERP,GSE201533
CHFR,GSE201533
CHGA,GSE201533
CHGB,GSE201533
CHI3L1,GSE201533
CHI3L2,GSE201533
CHIA,GSE201533
CHIAP2,GSE201533
CHIC1,GSE201533
CHIC2,GSE201533
CHID1,GSE201533
CHIT1,GSE201533
CHKA,GSE201533
CHKB,GSE201533
CHKB-AS1,GSE201533
CHKB-CPT1B,GSE201533
CHL1,GSE201533
CHL1-AS1,GSE201533
CHM,GSE201533
CHML,GSE201533
CHMP1A,GSE201533
CHMP1B,GSE201533
CHMP1B2P,GSE201533
CHMP2A,GSE201533
CHMP2B,GSE201533
CHMP3,GSE201533
CHMP4A,GSE201533
CHMP4B,GSE201533
CHMP4C,GSE201533
CHMP5,GSE201533
CHMP6,GSE201533
CHMP7,GSE201533
CHN1,GSE201533
CHN2,GSE201533
CHODL,GSE201533
CHODL-AS1,GSE201533
CHORDC1,GSE201533
CHP1,GSE201533
CHP2,GSE201533
CHPF,GSE201533
CHPF2,GSE201533
CHPT1,GSE201533
CHRAC1,GSE201533
CHRD,GSE201533
CHRDL1,GSE201533
CHRDL2,GSE201533
CHRFAM7A,GSE201533
CHRM1,GSE201533
CHRM2,GSE201533
CHRM3,GSE201533
CHRM3-AS1,GSE201533
CHRM3-AS2,GSE201533
CHRM4,GSE201533
CHRM5,GSE201533
CHRNA1,GSE201533
CHRNA10,GSE201533
CHRNA2,GSE201533
CHRNA3,GSE201533
CHRNA4,GSE201533
CHRNA5,GSE201533
CHRNA6,GSE201533
CHRNA7,GSE201533
CHRNA9,GSE201533
CHRNB1,GSE201533
CHRNB2,GSE201533
CHRNB3,GSE201533
CHRNB4,GSE201533
CHRND,GSE201533
CHRNE,GSE201533
CHRNG,GSE201533
CHST1,GSE201533
CHST10,GSE201533
CHST11,GSE201533
CHST12,GSE201533
CHST13,GSE201533
CHST14,GSE201533
CHST15,GSE201533
CHST2,GSE201533
CHST3,GSE201533
CHST4,GSE201533
CHST5,GSE201533
CHST6,GSE201533
CHST7,GSE201533
CHST8,GSE201533
CHST9,GSE201533
CHSY1,GSE201533
CHSY3,GSE201533
CHTF18,GSE201533
CHTF8,GSE201533
CHTOP,GSE201533
CHUK,GSE201533
CHURC1,GSE201533
CHURC1-FNTB,GSE201533
CIAO1,GSE201533
CIAPIN1,GSE201533
CIART,GSE201533
CIB1,GSE201533
CIB2,GSE201533
CIB3,GSE201533
CIB4,GSE201533
CIC,GSE201533
CIDEA,GSE201533
CIDEB,GSE201533
CIDEC,GSE201533
CIDECP,GSE201533
CIITA,GSE201533
CILP,GSE201533
CILP2,GSE201533
CINP,GSE201533
CIPC,GSE201533
CIR1,GSE201533
CIRBP,GSE201533
CIRBP-AS1,GSE201533
CIRH1A,GSE201533
CISD1,GSE201533
CISD2,GSE201533
CISD3,GSE201533
CISH,GSE201533
CISTR,GSE201533
CIT,GSE201533
CITED1,GSE201533
CITED2,GSE201533
CITED4,GSE201533
CIZ1,GSE201533
CKAP2,GSE201533
CKAP2L,GSE201533
CKAP4,GSE201533
CKAP5,GSE201533
CKB,GSE201533
CKLF,GSE201533
CKLF-CMTM1,GSE201533
CKM,GSE201533
CKMT1A,GSE201533
CKMT1B,GSE201533
CKMT2,GSE201533
CKMT2-AS1,GSE201533
CKS1B,GSE201533
CKS2,GSE201533
CLASP1,GSE201533
CLASP2,GSE201533
CLASRP,GSE201533
CLC,GSE201533
CLCA1,GSE201533
CLCA2,GSE201533
CLCA3P,GSE201533
CLCA4,GSE201533
CLCC1,GSE201533
CLCF1,GSE201533
CLCN1,GSE201533
CLCN2,GSE201533
CLCN3,GSE201533
CLCN4,GSE201533
CLCN5,GSE201533
CLCN6,GSE201533
CLCN7,GSE201533
CLCNKA,GSE201533
CLCNKB,GSE201533
CLDN1,GSE201533
CLDN10,GSE201533
CLDN10-AS1,GSE201533
CLDN11,GSE201533
CLDN12,GSE201533
CLDN14,GSE201533
CLDN15,GSE201533
CLDN16,GSE201533
CLDN17,GSE201533
CLDN18,GSE201533
CLDN19,GSE201533
CLDN2,GSE201533
CLDN20,GSE201533
CLDN22,GSE201533
CLDN23,GSE201533
CLDN24,GSE201533
CLDN25,GSE201533
CLDN3,GSE201533
CLDN34,GSE201533
CLDN4,GSE201533
CLDN5,GSE201533
CLDN6,GSE201533
CLDN7,GSE201533
CLDN8,GSE201533
CLDN9,GSE201533
CLDND1,GSE201533
CLDND2,GSE201533
CLEC10A,GSE201533
CLEC11A,GSE201533
CLEC12A,GSE201533
CLEC12B,GSE201533
CLEC14A,GSE201533
CLEC16A,GSE201533
CLEC17A,GSE201533
CLEC18A,GSE201533
CLEC18B,GSE201533
CLEC18C,GSE201533
CLEC19A,GSE201533
CLEC1A,GSE201533
CLEC1B,GSE201533
CLEC2A,GSE201533
CLEC2B,GSE201533
CLEC2D,GSE201533
CLEC2L,GSE201533
CLEC3A,GSE201533
CLEC3B,GSE201533
CLEC4A,GSE201533
CLEC4C,GSE201533
CLEC4D,GSE201533
CLEC4E,GSE201533
CLEC4F,GSE201533
CLEC4G,GSE201533
CLEC4GP1,GSE201533
CLEC4M,GSE201533
CLEC5A,GSE201533
CLEC6A,GSE201533
CLEC7A,GSE201533
CLEC9A,GSE201533
CLECL1,GSE201533
CLGN,GSE201533
CLHC1,GSE201533
CLIC1,GSE201533
CLIC2,GSE201533
CLIC3,GSE201533
CLIC4,GSE201533
CLIC5,GSE201533
CLIC6,GSE201533
CLINT1,GSE201533
CLIP1,GSE201533
CLIP1-AS1,GSE201533
CLIP2,GSE201533
CLIP3,GSE201533
CLIP4,GSE201533
CLK1,GSE201533
CLK2,GSE201533
CLK2P1,GSE201533
CLK3,GSE201533
CLK4,GSE201533
CLLU1,GSE201533
CLLU1OS,GSE201533
CLMN,GSE201533
CLMP,GSE201533
CLN3,GSE201533
CLN5,GSE201533
CLN6,GSE201533
CLN8,GSE201533
CLNK,GSE201533
CLNS1A,GSE201533
CLOCK,GSE201533
CLP1,GSE201533
CLPB,GSE201533
CLPP,GSE201533
CLPS,GSE201533
CLPSL1,GSE201533
CLPSL2,GSE201533
CLPTM1,GSE201533
CLPTM1L,GSE201533
CLPX,GSE201533
CLRN1,GSE201533
CLRN1-AS1,GSE201533
CLRN2,GSE201533
CLRN3,GSE201533
CLSPN,GSE201533
CLSTN1,GSE201533
CLSTN2,GSE201533
CLSTN2-AS1,GSE201533
CLSTN3,GSE201533
CLTA,GSE201533
CLTB,GSE201533
CLTC,GSE201533
CLTCL1,GSE201533
CLU,GSE201533
CLUAP1,GSE201533
CLUH,GSE201533
CLUHP3,GSE201533
CLUL1,GSE201533
CLVS1,GSE201533
CLVS2,GSE201533
CLYBL,GSE201533
CLYBL-AS1,GSE201533
CLYBL-AS2,GSE201533
CMA1,GSE201533
CMAHP,GSE201533
CMAS,GSE201533
CMBL,GSE201533
CMC1,GSE201533
CMC2,GSE201533
CMC4,GSE201533
CMIP,GSE201533
CMKLR1,GSE201533
CMPK1,GSE201533
CMPK2,GSE201533
CMSS1,GSE201533
CMTM1,GSE201533
CMTM2,GSE201533
CMTM3,GSE201533
CMTM4,GSE201533
CMTM5,GSE201533
CMTM6,GSE201533
CMTM7,GSE201533
CMTM8,GSE201533
CMTR1,GSE201533
CMTR2,GSE201533
CMYA5,GSE201533
CNBD1,GSE201533
CNBD2,GSE201533
CNBP,GSE201533
CNDP1,GSE201533
CNDP2,GSE201533
CNEP1R1,GSE201533
CNFN,GSE201533
CNGA1,GSE201533
CNGA2,GSE201533
CNGA3,GSE201533
CNGA4,GSE201533
CNGB1,GSE201533
CNGB3,GSE201533
CNIH1,GSE201533
CNIH2,GSE201533
CNIH3,GSE201533
CNIH4,GSE201533
CNKSR1,GSE201533
CNKSR2,GSE201533
CNKSR3,GSE201533
CNN1,GSE201533
CNN2,GSE201533
CNN3,GSE201533
CNNM1,GSE201533
CNNM2,GSE201533
CNNM3,GSE201533
CNNM4,GSE201533
CNOT1,GSE201533
CNOT10,GSE201533
CNOT11,GSE201533
CNOT2,GSE201533
CNOT3,GSE201533
CNOT4,GSE201533
CNOT6,GSE201533
CNOT6L,GSE201533
CNOT7,GSE201533
CNOT8,GSE201533
CNP,GSE201533
CNPPD1,GSE201533
CNPY1,GSE201533
CNPY2,GSE201533
CNPY3,GSE201533
CNPY4,GSE201533
CNR1,GSE201533
CNR2,GSE201533
CNRIP1,GSE201533
CNST,GSE201533
CNTD1,GSE201533
CNTD2,GSE201533
CNTF,GSE201533
CNTFR,GSE201533
CNTFR-AS1,GSE201533
CNTLN,GSE201533
CNTN1,GSE201533
CNTN2,GSE201533
CNTN3,GSE201533
CNTN4,GSE201533
CNTN4-AS1,GSE201533
CNTN4-AS2,GSE201533
CNTN5,GSE201533
CNTN6,GSE201533
CNTNAP1,GSE201533
CNTNAP2,GSE201533
CNTNAP3,GSE201533
CNTNAP3B,GSE201533
CNTNAP3P2,GSE201533
CNTNAP4,GSE201533
CNTNAP5,GSE201533
CNTRL,GSE201533
CNTROB,GSE201533
COA1,GSE201533
COA3,GSE201533
COA4,GSE201533
COA5,GSE201533
COA6,GSE201533
COA7,GSE201533
COASY,GSE201533
COBL,GSE201533
COBLL1,GSE201533
COCH,GSE201533
COG1,GSE201533
COG2,GSE201533
COG3,GSE201533
COG4,GSE201533
COG5,GSE201533
COG6,GSE201533
COG7,GSE201533
COG8,GSE201533
COIL,GSE201533
COL10A1,GSE201533
COL11A1,GSE201533
COL11A2,GSE201533
COL12A1,GSE201533
COL13A1,GSE201533
COL14A1,GSE201533
COL15A1,GSE201533
COL16A1,GSE201533
COL17A1,GSE201533
COL18A1,GSE201533
COL18A1-AS1,GSE201533
COL18A1-AS2,GSE201533
COL19A1,GSE201533
COL1A1,GSE201533
COL1A2,GSE201533
COL20A1,GSE201533
COL21A1,GSE201533
COL22A1,GSE201533
COL23A1,GSE201533
COL24A1,GSE201533
COL25A1,GSE201533
COL26A1,GSE201533
COL27A1,GSE201533
COL28A1,GSE201533
COL2A1,GSE201533
COL3A1,GSE201533
COL4A1,GSE201533
COL4A2,GSE201533
COL4A2-AS1,GSE201533
COL4A3,GSE201533
COL4A3BP,GSE201533
COL4A4,GSE201533
COL4A5,GSE201533
COL4A6,GSE201533
COL5A1,GSE201533
COL5A2,GSE201533
COL5A3,GSE201533
COL6A1,GSE201533
COL6A2,GSE201533
COL6A3,GSE201533
COL6A4P1,GSE201533
COL6A4P2,GSE201533
COL6A5,GSE201533
COL6A6,GSE201533
COL7A1,GSE201533
COL8A1,GSE201533
COL8A2,GSE201533
COL9A1,GSE201533
COL9A2,GSE201533
COL9A3,GSE201533
COLCA1,GSE201533
COLCA2,GSE201533
COLEC10,GSE201533
COLEC11,GSE201533
COLEC12,GSE201533
COLGALT1,GSE201533
COLGALT2,GSE201533
COLQ,GSE201533
COMMD1,GSE201533
COMMD10,GSE201533
COMMD2,GSE201533
COMMD3,GSE201533
COMMD3-BMI1,GSE201533
COMMD4,GSE201533
COMMD5,GSE201533
COMMD6,GSE201533
COMMD7,GSE201533
COMMD8,GSE201533
COMMD9,GSE201533
COMP,GSE201533
COMT,GSE201533
COMTD1,GSE201533
COPA,GSE201533
COPB1,GSE201533
COPB2,GSE201533
COPE,GSE201533
COPG1,GSE201533
COPG2,GSE201533
COPRS,GSE201533
COPS2,GSE201533
COPS3,GSE201533
COPS4,GSE201533
COPS5,GSE201533
COPS6,GSE201533
COPS7A,GSE201533
COPS7B,GSE201533
COPS8,GSE201533
COPZ1,GSE201533
COPZ2,GSE201533
COQ10A,GSE201533
COQ10B,GSE201533
COQ2,GSE201533
COQ3,GSE201533
COQ4,GSE201533
COQ5,GSE201533
COQ6,GSE201533
COQ7,GSE201533
COQ9,GSE201533
CORIN,GSE201533
CORO1A,GSE201533
CORO1B,GSE201533
CORO1C,GSE201533
CORO2A,GSE201533
CORO2B,GSE201533
CORO6,GSE201533
CORO7,GSE201533
CORO7-PAM16,GSE201533
CORT,GSE201533
COTL1,GSE201533
COX10,GSE201533
COX10-AS1,GSE201533
COX11,GSE201533
COX14,GSE201533
COX15,GSE201533
COX16,GSE201533
COX17,GSE201533
COX18,GSE201533
COX19,GSE201533
COX20,GSE201533
COX4I1,GSE201533
COX4I2,GSE201533
COX5A,GSE201533
COX5B,GSE201533
COX6A1,GSE201533
COX6A2,GSE201533
COX6B1,GSE201533
COX6B2,GSE201533
COX6C,GSE201533
COX7A1,GSE201533
COX7A2,GSE201533
COX7A2L,GSE201533
COX7B,GSE201533
COX7B2,GSE201533
COX7C,GSE201533
COX8A,GSE201533
COX8C,GSE201533
CP,GSE201533
CPA1,GSE201533
CPA2,GSE201533
CPA3,GSE201533
CPA4,GSE201533
CPA5,GSE201533
CPA6,GSE201533
CPAMD8,GSE201533
CPB1,GSE201533
CPB2,GSE201533
CPB2-AS1,GSE201533
CPD,GSE201533
CPE,GSE201533
CPEB1,GSE201533
CPEB1-AS1,GSE201533
CPEB2,GSE201533
CPEB2-AS1,GSE201533
CPEB3,GSE201533
CPEB4,GSE201533
CPED1,GSE201533
CPLX1,GSE201533
CPLX2,GSE201533
CPLX3,GSE201533
CPLX4,GSE201533
CPM,GSE201533
CPN1,GSE201533
CPN2,GSE201533
CPNE1,GSE201533
CPNE2,GSE201533
CPNE3,GSE201533
CPNE4,GSE201533
CPNE5,GSE201533
CPNE6,GSE201533
CPNE7,GSE201533
CPNE8,GSE201533
CPNE9,GSE201533
CPO,GSE201533
CPOX,GSE201533
CPPED1,GSE201533
CPQ,GSE201533
CPS1,GSE201533
CPS1-IT1,GSE201533
CPSF1,GSE201533
CPSF2,GSE201533
CPSF3,GSE201533
CPSF3L,GSE201533
CPSF4,GSE201533
CPSF4L,GSE201533
CPSF6,GSE201533
CPSF7,GSE201533
CPT1A,GSE201533
CPT1B,GSE201533
CPT1C,GSE201533
CPT2,GSE201533
CPTP,GSE201533
CPVL,GSE201533
CPXCR1,GSE201533
CPXM1,GSE201533
CPXM2,GSE201533
CPZ,GSE201533
CR1,GSE201533
CR1L,GSE201533
CR2,GSE201533
CRABP1,GSE201533
CRABP2,GSE201533
CRACR2A,GSE201533
CRACR2B,GSE201533
CRADD,GSE201533
CRAMP1L,GSE201533
CRAT,GSE201533
CRAT37,GSE201533
CRAT40,GSE201533
CRAT8,GSE201533
CRB1,GSE201533
CRB2,GSE201533
CRB3,GSE201533
CRBN,GSE201533
CRCP,GSE201533
CRCT1,GSE201533
CREB1,GSE201533
CREB3,GSE201533
CREB3L1,GSE201533
CREB3L2,GSE201533
CREB3L3,GSE201533
CREB3L4,GSE201533
CREB5,GSE201533
CREBBP,GSE201533
CREBL2,GSE201533
CREBRF,GSE201533
CREBZF,GSE201533
CREG1,GSE201533
CREG2,GSE201533
CRELD1,GSE201533
CRELD2,GSE201533
CREM,GSE201533
CRH,GSE201533
CRHBP,GSE201533
CRHR1,GSE201533
CRHR1-IT1,GSE201533
CRHR2,GSE201533
CRIM1,GSE201533
CRIP1,GSE201533
CRIP2,GSE201533
CRIP3,GSE201533
CRIPAK,GSE201533
CRIPT,GSE201533
CRISP1,GSE201533
CRISP2,GSE201533
CRISP3,GSE201533
CRISPLD1,GSE201533
CRISPLD2,GSE201533
CRK,GSE201533
CRKL,GSE201533
CRLF1,GSE201533
CRLF2,GSE201533
CRLF3,GSE201533
CRLS1,GSE201533
CRMP1,GSE201533
CRNDE,GSE201533
CRNKL1,GSE201533
CRNN,GSE201533
CROCC,GSE201533
CROCCP2,GSE201533
CROCCP3,GSE201533
CROT,GSE201533
CRP,GSE201533
CRSP8P,GSE201533
CRTAC1,GSE201533
CRTAM,GSE201533
CRTAP,GSE201533
CRTC1,GSE201533
CRTC2,GSE201533
CRTC3,GSE201533
CRTC3-AS1,GSE201533
CRX,GSE201533
CRY1,GSE201533
CRY2,GSE201533
CRYAA,GSE201533
CRYAB,GSE201533
CRYBA1,GSE201533
CRYBA2,GSE201533
CRYBA4,GSE201533
CRYBB1,GSE201533
CRYBB2,GSE201533
CRYBB2P1,GSE201533
CRYBB3,GSE201533
CRYBG3,GSE201533
CRYGA,GSE201533
CRYGB,GSE201533
CRYGC,GSE201533
CRYGD,GSE201533
CRYGN,GSE201533
CRYGS,GSE201533
CRYL1,GSE201533
CRYM,GSE201533
CRYM-AS1,GSE201533
CRYZ,GSE201533
CRYZL1,GSE201533
CS,GSE201533
CSAD,GSE201533
CSAG1,GSE201533
CSAG3,GSE201533
CSAG4,GSE201533
CSDC2,GSE201533
CSDE1,GSE201533
CSE1L,GSE201533
CSE1L-AS1,GSE201533
CSF1,GSE201533
CSF1R,GSE201533
CSF2,GSE201533
CSF2RA,GSE201533
CSF2RB,GSE201533
CSF3,GSE201533
CSF3R,GSE201533
CSGALNACT1,GSE201533
CSGALNACT2,GSE201533
CSH1,GSE201533
CSH2,GSE201533
CSHL1,GSE201533
CSK,GSE201533
CSMD1,GSE201533
CSMD2,GSE201533
CSMD2-AS1,GSE201533
CSMD3,GSE201533
CSN1S1,GSE201533
CSN1S2AP,GSE201533
CSN1S2BP,GSE201533
CSN2,GSE201533
CSN3,GSE201533
CSNK1A1,GSE201533
CSNK1A1L,GSE201533
CSNK1A1P1,GSE201533
CSNK1D,GSE201533
CSNK1E,GSE201533
CSNK1G1,GSE201533
CSNK1G2,GSE201533
CSNK1G2-AS1,GSE201533
CSNK1G3,GSE201533
CSNK2A1,GSE201533
CSNK2A2,GSE201533
CSNK2A3,GSE201533
CSNK2B,GSE201533
CSPG4,GSE201533
CSPG4P1Y,GSE201533
CSPG5,GSE201533
CSPP1,GSE201533
CSRNP1,GSE201533
CSRNP2,GSE201533
CSRNP3,GSE201533
CSRP1,GSE201533
CSRP2,GSE201533
CSRP2BP,GSE201533
CSRP3,GSE201533
CST1,GSE201533
CST11,GSE201533
CST13P,GSE201533
CST2,GSE201533
CST3,GSE201533
CST4,GSE201533
CST5,GSE201533
CST6,GSE201533
CST7,GSE201533
CST8,GSE201533
CST9,GSE201533
CST9L,GSE201533
CSTA,GSE201533
CSTB,GSE201533
CSTF1,GSE201533
CSTF2,GSE201533
CSTF2T,GSE201533
CSTF3,GSE201533
CSTF3-AS1,GSE201533
CSTL1,GSE201533
CT45A1,GSE201533
CT45A10,GSE201533
CT45A2,GSE201533
CT45A3,GSE201533
CT45A4,GSE201533
CT45A5,GSE201533
CT45A6,GSE201533
CT45A7,GSE201533
CT45A8,GSE201533
CT45A9,GSE201533
CT47A1,GSE201533
CT47A10,GSE201533
CT47A11,GSE201533
CT47A12,GSE201533
CT47A2,GSE201533
CT47A3,GSE201533
CT47A4,GSE201533
CT47A5,GSE201533
CT47A6,GSE201533
CT47A7,GSE201533
CT47A8,GSE201533
CT47A9,GSE201533
CT47B1,GSE201533
CT55,GSE201533
CT62,GSE201533
CT83,GSE201533
CTAG1A,GSE201533
CTAG1B,GSE201533
CTAG2,GSE201533
CTAGE1,GSE201533
CTAGE10P,GSE201533
CTAGE11P,GSE201533
