genes,gse_id
MPV17L2,GSE189039
MPZ,GSE189039
MPZL1,GSE189039
MPZL2,GSE189039
MPZL3,GSE189039
MR1,GSE189039
MRAP,GSE189039
MRAP2,GSE189039
MRAS,GSE189039
MRC1,GSE189039
MRC2,GSE189039
MRE11A,GSE189039
MREG,GSE189039
MRFAP1,GSE189039
MRFAP1L1,GSE189039
MRGBP,GSE189039
MRGPRD,GSE189039
MRGPRE,GSE189039
MRGPRF,GSE189039
MRGPRF-AS1,GSE189039
MRGPRG,GSE189039
MRGPRG-AS1,GSE189039
MRGPRX1,GSE189039
MRGPRX2,GSE189039
MRGPRX3,GSE189039
MRGPRX4,GSE189039
MRI1,GSE189039
MRLN,GSE189039
MRM1,GSE189039
MRO,GSE189039
MROH1,GSE189039
MROH2A,GSE189039
MROH2B,GSE189039
MROH5,GSE189039
MROH6,GSE189039
MROH7,GSE189039
MROH7-TTC4,GSE189039
MROH8,GSE189039
MROH9,GSE189039
MRPL1,GSE189039
MRPL10,GSE189039
MRPL11,GSE189039
MRPL12,GSE189039
MRPL13,GSE189039
MRPL14,GSE189039
MRPL15,GSE189039
MRPL16,GSE189039
MRPL17,GSE189039
MRPL18,GSE189039
MRPL19,GSE189039
MRPL2,GSE189039
MRPL20,GSE189039
MRPL21,GSE189039
MRPL22,GSE189039
MRPL23,GSE189039
MRPL23-AS1,GSE189039
MRPL24,GSE189039
MRPL27,GSE189039
MRPL28,GSE189039
MRPL3,GSE189039
MRPL30,GSE189039
MRPL32,GSE189039
MRPL33,GSE189039
MRPL34,GSE189039
MRPL35,GSE189039
MRPL36,GSE189039
MRPL37,GSE189039
MRPL38,GSE189039
MRPL39,GSE189039
MRPL4,GSE189039
MRPL40,GSE189039
MRPL41,GSE189039
MRPL42,GSE189039
MRPL42P5,GSE189039
MRPL43,GSE189039
MRPL44,GSE189039
MRPL45,GSE189039
MRPL45P2,GSE189039
MRPL46,GSE189039
MRPL47,GSE189039
MRPL48,GSE189039
MRPL49,GSE189039
MRPL50,GSE189039
MRPL51,GSE189039
MRPL52,GSE189039
MRPL53,GSE189039
MRPL54,GSE189039
MRPL55,GSE189039
MRPL57,GSE189039
MRPL9,GSE189039
MRPS10,GSE189039
MRPS11,GSE189039
MRPS12,GSE189039
MRPS14,GSE189039
MRPS15,GSE189039
MRPS16,GSE189039
MRPS17,GSE189039
MRPS18A,GSE189039
MRPS18B,GSE189039
MRPS18C,GSE189039
MRPS2,GSE189039
MRPS21,GSE189039
MRPS22,GSE189039
MRPS23,GSE189039
MRPS24,GSE189039
MRPS25,GSE189039
MRPS26,GSE189039
MRPS27,GSE189039
MRPS28,GSE189039
MRPS30,GSE189039
MRPS31,GSE189039
MRPS31P5,GSE189039
MRPS33,GSE189039
MRPS34,GSE189039
MRPS35,GSE189039
MRPS36,GSE189039
MRPS5,GSE189039
MRPS6,GSE189039
MRPS7,GSE189039
MRPS9,GSE189039
MRRF,GSE189039
MRS2,GSE189039
MRS2P2,GSE189039
MRTO4,GSE189039
MRVI1,GSE189039
MRVI1-AS1,GSE189039
MS4A1,GSE189039
MS4A10,GSE189039
MS4A12,GSE189039
MS4A13,GSE189039
MS4A14,GSE189039
MS4A15,GSE189039
MS4A18,GSE189039
MS4A2,GSE189039
MS4A3,GSE189039
MS4A4A,GSE189039
MS4A5,GSE189039
MS4A6A,GSE189039
MS4A6E,GSE189039
MS4A7,GSE189039
MS4A8,GSE189039
MSANTD1,GSE189039
MSANTD2,GSE189039
MSANTD3,GSE189039
MSANTD3-TMEFF1,GSE189039
MSANTD4,GSE189039
MSC,GSE189039
MSC-AS1,GSE189039
MSGN1,GSE189039
MSH2,GSE189039
MSH3,GSE189039
MSH4,GSE189039
MSH5,GSE189039
MSH5-SAPCD1,GSE189039
MSH6,GSE189039
MSI1,GSE189039
MSI2,GSE189039
MSL1,GSE189039
MSL2,GSE189039
MSL3,GSE189039
MSL3P1,GSE189039
MSLN,GSE189039
MSMB,GSE189039
MSMO1,GSE189039
MSMP,GSE189039
MSN,GSE189039
MSR1,GSE189039
MSRA,GSE189039
MSRB1,GSE189039
MSRB2,GSE189039
MSRB3,GSE189039
MSS51,GSE189039
MST1,GSE189039
MST1L,GSE189039
MST1P2,GSE189039
MST1R,GSE189039
MSTN,GSE189039
MSTO1,GSE189039
MSTO2P,GSE189039
MSX1,GSE189039
MSX2,GSE189039
MSX2P1,GSE189039
MT1A,GSE189039
MT1B,GSE189039
MT1DP,GSE189039
MT1E,GSE189039
MT1F,GSE189039
MT1G,GSE189039
MT1H,GSE189039
MT1HL1,GSE189039
MT1IP,GSE189039
MT1JP,GSE189039
MT1L,GSE189039
MT1M,GSE189039
MT1X,GSE189039
MT2A,GSE189039
MT3,GSE189039
MT4,GSE189039
MTA1,GSE189039
MTA2,GSE189039
MTA3,GSE189039
MTAP,GSE189039
MTBP,GSE189039
MTCH1,GSE189039
MTCH2,GSE189039
MTCL1,GSE189039
MTCP1,GSE189039
MTDH,GSE189039
MTERF1,GSE189039
MTERF2,GSE189039
MTERF3,GSE189039
MTERF4,GSE189039
MTF1,GSE189039
MTF2,GSE189039
MTFMT,GSE189039
MTFP1,GSE189039
MTFR1,GSE189039
MTFR1L,GSE189039
MTFR2,GSE189039
MTG1,GSE189039
MTG2,GSE189039
MTHFD1,GSE189039
MTHFD1L,GSE189039
MTHFD2,GSE189039
MTHFD2L,GSE189039
MTHFD2P1,GSE189039
MTHFR,GSE189039
MTHFS,GSE189039
MTHFSD,GSE189039
MTIF2,GSE189039
MTIF3,GSE189039
MTL5,GSE189039
MTM1,GSE189039
MTMR1,GSE189039
MTMR10,GSE189039
MTMR11,GSE189039
MTMR12,GSE189039
MTMR14,GSE189039
MTMR2,GSE189039
MTMR3,GSE189039
MTMR4,GSE189039
MTMR6,GSE189039
MTMR7,GSE189039
MTMR8,GSE189039
MTMR9,GSE189039
MTMR9LP,GSE189039
MTNR1A,GSE189039
MTNR1B,GSE189039
MTO1,GSE189039
MTOR,GSE189039
MTOR-AS1,GSE189039
MTPAP,GSE189039
MTPN,GSE189039
MTR,GSE189039
MTRF1,GSE189039
MTRF1L,GSE189039
MTRNR2L1,GSE189039
MTRNR2L10,GSE189039
MTRNR2L2,GSE189039
MTRNR2L3,GSE189039
MTRNR2L4,GSE189039
MTRNR2L5,GSE189039
MTRNR2L6,GSE189039
MTRNR2L7,GSE189039
MTRNR2L8,GSE189039
MTRNR2L9,GSE189039
MTRR,GSE189039
MTSS1,GSE189039
MTSS1L,GSE189039
MTTP,GSE189039
MTURN,GSE189039
MTUS1,GSE189039
MTUS2,GSE189039
MTUS2-AS1,GSE189039
MTVR2,GSE189039
MTX1,GSE189039
MTX2,GSE189039
MTX3,GSE189039
MUC1,GSE189039
MUC12,GSE189039
MUC13,GSE189039
MUC15,GSE189039
MUC16,GSE189039
MUC17,GSE189039
MUC19,GSE189039
MUC2,GSE189039
MUC20,GSE189039
MUC21,GSE189039
MUC22,GSE189039
MUC3A,GSE189039
MUC4,GSE189039
MUC5AC,GSE189039
MUC5B,GSE189039
MUC6,GSE189039
MUC7,GSE189039
MUCL1,GSE189039
MUL1,GSE189039
MUM1,GSE189039
MUM1L1,GSE189039
MURC,GSE189039
MUS81,GSE189039
MUSK,GSE189039
MUSTN1,GSE189039
MUT,GSE189039
MUTYH,GSE189039
MVB12A,GSE189039
MVB12B,GSE189039
MVD,GSE189039
MVK,GSE189039
MVP,GSE189039
MX1,GSE189039
MX2,GSE189039
MXD1,GSE189039
MXD3,GSE189039
MXD4,GSE189039
MXI1,GSE189039
MXRA5,GSE189039
MXRA7,GSE189039
MXRA8,GSE189039
MYADM,GSE189039
MYADML,GSE189039
MYADML2,GSE189039
MYB,GSE189039
MYBBP1A,GSE189039
MYBL1,GSE189039
MYBL2,GSE189039
MYBPC1,GSE189039
MYBPC2,GSE189039
MYBPC3,GSE189039
MYBPH,GSE189039
MYBPHL,GSE189039
MYC,GSE189039
MYCBP,GSE189039
MYCBP2,GSE189039
MYCBP2-AS1,GSE189039
MYCBPAP,GSE189039
MYCL,GSE189039
MYCN,GSE189039
MYCNOS,GSE189039
MYCNUT,GSE189039
MYCT1,GSE189039
MYD88,GSE189039
MYDGF,GSE189039
MYEF2,GSE189039
MYEOV,GSE189039
MYEOV2,GSE189039
MYF5,GSE189039
MYF6,GSE189039
MYH1,GSE189039
MYH10,GSE189039
MYH11,GSE189039
MYH13,GSE189039
MYH14,GSE189039
MYH15,GSE189039
MYH16,GSE189039
MYH2,GSE189039
MYH3,GSE189039
MYH4,GSE189039
MYH6,GSE189039
MYH7,GSE189039
MYH7B,GSE189039
MYH8,GSE189039
MYH9,GSE189039
MYHAS,GSE189039
MYL1,GSE189039
MYL10,GSE189039
MYL12A,GSE189039
MYL12B,GSE189039
MYL2,GSE189039
MYL3,GSE189039
MYL4,GSE189039
MYL5,GSE189039
MYL6,GSE189039
MYL6B,GSE189039
MYL7,GSE189039
MYL9,GSE189039
MYLIP,GSE189039
MYLK,GSE189039
MYLK-AS1,GSE189039
MYLK-AS2,GSE189039
MYLK2,GSE189039
MYLK3,GSE189039
MYLK4,GSE189039
MYLPF,GSE189039
MYNN,GSE189039
MYO10,GSE189039
MYO15A,GSE189039
MYO15B,GSE189039
MYO16,GSE189039
MYO16-AS1,GSE189039
MYO18A,GSE189039
MYO18B,GSE189039
MYO19,GSE189039
MYO1A,GSE189039
MYO1B,GSE189039
MYO1C,GSE189039
MYO1D,GSE189039
MYO1E,GSE189039
MYO1F,GSE189039
MYO1G,GSE189039
MYO1H,GSE189039
MYO3A,GSE189039
MYO3B,GSE189039
MYO5A,GSE189039
MYO5B,GSE189039
MYO5C,GSE189039
MYO6,GSE189039
MYO7A,GSE189039
MYO7B,GSE189039
MYO9A,GSE189039
MYO9B,GSE189039
MYOC,GSE189039
MYOCD,GSE189039
MYOD1,GSE189039
MYOF,GSE189039
MYOG,GSE189039
MYOM1,GSE189039
MYOM2,GSE189039
MYOM3,GSE189039
MYOT,GSE189039
MYOZ1,GSE189039
MYOZ2,GSE189039
MYOZ3,GSE189039
MYPN,GSE189039
MYPOP,GSE189039
MYRF,GSE189039
MYRFL,GSE189039
MYRIP,GSE189039
MYSM1,GSE189039
MYT1,GSE189039
MYT1L,GSE189039
MYT1L-AS1,GSE189039
MYZAP,GSE189039
MZB1,GSE189039
MZF1,GSE189039
MZF1-AS1,GSE189039
MZT1,GSE189039
MZT2A,GSE189039
MZT2B,GSE189039
N4BP1,GSE189039
N4BP2,GSE189039
N4BP2L1,GSE189039
N4BP2L2,GSE189039
N4BP2L2-IT2,GSE189039
N4BP3,GSE189039
N6AMT1,GSE189039
N6AMT2,GSE189039
NAA10,GSE189039
NAA11,GSE189039
NAA15,GSE189039
NAA16,GSE189039
NAA20,GSE189039
NAA25,GSE189039
NAA30,GSE189039
NAA35,GSE189039
NAA38,GSE189039
NAA40,GSE189039
NAA50,GSE189039
NAA60,GSE189039
NAAA,GSE189039
NAALAD2,GSE189039
NAALADL1,GSE189039
NAALADL2,GSE189039
NAALADL2-AS1,GSE189039
NAALADL2-AS2,GSE189039
NAALADL2-AS3,GSE189039
NAB1,GSE189039
NAB2,GSE189039
NABP1,GSE189039
NABP2,GSE189039
NACA,GSE189039
NACA2,GSE189039
NACAD,GSE189039
NACAP1,GSE189039
NACC1,GSE189039
NACC2,GSE189039
NADK,GSE189039
NADK2,GSE189039
NADSYN1,GSE189039
NAE1,GSE189039
NAF1,GSE189039
NAGA,GSE189039
NAGK,GSE189039
NAGLU,GSE189039
NAGPA,GSE189039
NAGPA-AS1,GSE189039
NAGS,GSE189039
NAIF1,GSE189039
NAIP,GSE189039
NALCN,GSE189039
NALCN-AS1,GSE189039
NAMA,GSE189039
NAMPT,GSE189039
NANOG,GSE189039
NANOGNB,GSE189039
NANOS1,GSE189039
NANOS2,GSE189039
NANOS3,GSE189039
NANP,GSE189039
NANS,GSE189039
NAP1L1,GSE189039
NAP1L2,GSE189039
NAP1L3,GSE189039
NAP1L4,GSE189039
NAP1L5,GSE189039
NAP1L6,GSE189039
NAPA,GSE189039
NAPA-AS1,GSE189039
NAPB,GSE189039
NAPEPLD,GSE189039
NAPG,GSE189039
NAPRT,GSE189039
NAPSA,GSE189039
NAPSB,GSE189039
NARF,GSE189039
NARFL,GSE189039
NARR,GSE189039
NARS,GSE189039
NARS2,GSE189039
NASP,GSE189039
NAT1,GSE189039
NAT10,GSE189039
NAT14,GSE189039
NAT16,GSE189039
NAT2,GSE189039
NAT6,GSE189039
NAT8,GSE189039
NAT8B,GSE189039
NAT8L,GSE189039
NAT9,GSE189039
NATD1,GSE189039
NAV1,GSE189039
NAV2,GSE189039
NAV2-AS2,GSE189039
NAV2-AS4,GSE189039
NAV2-AS5,GSE189039
NAV3,GSE189039
NBAS,GSE189039
NBAT1,GSE189039
NBEA,GSE189039
NBEAL1,GSE189039
NBEAL2,GSE189039
NBEAP1,GSE189039
NBL1,GSE189039
NBN,GSE189039
NBPF1,GSE189039
NBPF10,GSE189039
NBPF11,GSE189039
NBPF12,GSE189039
NBPF13P,GSE189039
NBPF14,GSE189039
NBPF15,GSE189039
NBPF18P,GSE189039
NBPF20,GSE189039
NBPF22P,GSE189039
NBPF25P,GSE189039
NBPF3,GSE189039
NBPF4,GSE189039
NBPF6,GSE189039
NBPF7,GSE189039
NBPF8,GSE189039
NBPF9,GSE189039
NBR1,GSE189039
NBR2,GSE189039
NCALD,GSE189039
NCAM1,GSE189039
NCAM1-AS1,GSE189039
NCAM2,GSE189039
NCAN,GSE189039
NCAPD2,GSE189039
NCAPD3,GSE189039
NCAPG,GSE189039
NCAPG2,GSE189039
NCAPH,GSE189039
NCAPH2,GSE189039
NCBP1,GSE189039
NCBP2,GSE189039
NCBP2-AS2,GSE189039
NCCRP1,GSE189039
NCDN,GSE189039
NCEH1,GSE189039
NCF1,GSE189039
NCF1B,GSE189039
NCF1C,GSE189039
NCF2,GSE189039
NCF4,GSE189039
NCK1,GSE189039
NCK1-AS1,GSE189039
NCK2,GSE189039
NCKAP1,GSE189039
NCKAP1L,GSE189039
NCKAP5,GSE189039
NCKAP5L,GSE189039
NCKIPSD,GSE189039
NCL,GSE189039
NCLN,GSE189039
NCMAP,GSE189039
NCOA1,GSE189039
NCOA2,GSE189039
NCOA3,GSE189039
NCOA4,GSE189039
NCOA5,GSE189039
NCOA6,GSE189039
NCOA7,GSE189039
NCOA7-AS1,GSE189039
NCOR1,GSE189039
NCOR1P1,GSE189039
NCOR2,GSE189039
NCR1,GSE189039
NCR2,GSE189039
NCR3,GSE189039
NCR3LG1,GSE189039
NCRNA00250,GSE189039
NCRUPAR,GSE189039
NCS1,GSE189039
NCSTN,GSE189039
NDC1,GSE189039
NDC80,GSE189039
NDE1,GSE189039
NDEL1,GSE189039
NDFIP1,GSE189039
NDFIP2,GSE189039
NDFIP2-AS1,GSE189039
NDN,GSE189039
NDNF,GSE189039
NDNL2,GSE189039
NDOR1,GSE189039
NDP,GSE189039
NDRG1,GSE189039
NDRG2,GSE189039
NDRG3,GSE189039
NDRG4,GSE189039
NDST1,GSE189039
NDST2,GSE189039
NDST3,GSE189039
NDST4,GSE189039
NDUFA1,GSE189039
NDUFA10,GSE189039
NDUFA11,GSE189039
NDUFA12,GSE189039
NDUFA13,GSE189039
NDUFA2,GSE189039
NDUFA3,GSE189039
NDUFA4,GSE189039
NDUFA4L2,GSE189039
NDUFA5,GSE189039
NDUFA6,GSE189039
NDUFA6-AS1,GSE189039
NDUFA7,GSE189039
NDUFA8,GSE189039
NDUFA9,GSE189039
NDUFAB1,GSE189039
NDUFAF1,GSE189039
NDUFAF2,GSE189039
NDUFAF3,GSE189039
NDUFAF4,GSE189039
NDUFAF4P1,GSE189039
NDUFAF5,GSE189039
NDUFAF6,GSE189039
NDUFAF7,GSE189039
NDUFB1,GSE189039
NDUFB10,GSE189039
NDUFB11,GSE189039
NDUFB2,GSE189039
NDUFB2-AS1,GSE189039
NDUFB3,GSE189039
NDUFB4,GSE189039
NDUFB5,GSE189039
NDUFB6,GSE189039
NDUFB7,GSE189039
NDUFB8,GSE189039
NDUFB9,GSE189039
NDUFC1,GSE189039
NDUFC2,GSE189039
NDUFC2-KCTD14,GSE189039
NDUFS1,GSE189039
NDUFS2,GSE189039
NDUFS3,GSE189039
NDUFS4,GSE189039
NDUFS5,GSE189039
NDUFS6,GSE189039
NDUFS7,GSE189039
NDUFS8,GSE189039
NDUFV1,GSE189039
NDUFV2,GSE189039
NDUFV2-AS1,GSE189039
NDUFV3,GSE189039
NEAT1,GSE189039
NEB,GSE189039
NEBL,GSE189039
NEBL-AS1,GSE189039
NECAB1,GSE189039
NECAB2,GSE189039
NECAB3,GSE189039
NECAP1,GSE189039
NECAP2,GSE189039
NEDD1,GSE189039
NEDD4,GSE189039
NEDD4L,GSE189039
NEDD8,GSE189039
NEDD8-MDP1,GSE189039
NEDD9,GSE189039
NEFH,GSE189039
NEFL,GSE189039
NEFM,GSE189039
NEGR1,GSE189039
NEGR1-IT1,GSE189039
NEIL1,GSE189039
NEIL2,GSE189039
NEIL3,GSE189039
NEK1,GSE189039
NEK10,GSE189039
NEK11,GSE189039
NEK2,GSE189039
NEK3,GSE189039
NEK4,GSE189039
NEK5,GSE189039
NEK6,GSE189039
NEK7,GSE189039
NEK8,GSE189039
NEK9,GSE189039
NELFA,GSE189039
NELFB,GSE189039
NELFCD,GSE189039
NELFE,GSE189039
NELL1,GSE189039
NELL2,GSE189039
NEMF,GSE189039
NEMP1,GSE189039
NEMP2,GSE189039
NENF,GSE189039
NEO1,GSE189039
NES,GSE189039
NET1,GSE189039
NETO1,GSE189039
NETO2,GSE189039
NEU1,GSE189039
NEU2,GSE189039
NEU3,GSE189039
NEU4,GSE189039
NEURL1,GSE189039
NEURL1-AS1,GSE189039
NEURL1B,GSE189039
NEURL2,GSE189039
NEURL3,GSE189039
NEURL4,GSE189039
NEUROD1,GSE189039
NEUROD2,GSE189039
NEUROD4,GSE189039
NEUROD6,GSE189039
NEUROG1,GSE189039
NEUROG2,GSE189039
NEUROG3,GSE189039
NEXN,GSE189039
NEXN-AS1,GSE189039
NF1,GSE189039
NF1P2,GSE189039
NF2,GSE189039
NFAM1,GSE189039
NFASC,GSE189039
NFAT5,GSE189039
NFATC1,GSE189039
NFATC2,GSE189039
NFATC2IP,GSE189039
NFATC3,GSE189039
NFATC4,GSE189039
NFE2,GSE189039
NFE2L1,GSE189039
NFE2L2,GSE189039
NFE2L3,GSE189039
NFIA,GSE189039
NFIA-AS1,GSE189039
NFIA-AS2,GSE189039
NFIB,GSE189039
NFIC,GSE189039
NFIL3,GSE189039
NFIX,GSE189039
NFKB1,GSE189039
NFKB2,GSE189039
NFKBIA,GSE189039
NFKBIB,GSE189039
NFKBID,GSE189039
NFKBIE,GSE189039
NFKBIL1,GSE189039
NFKBIZ,GSE189039
NFRKB,GSE189039
NFS1,GSE189039
NFU1,GSE189039
NFX1,GSE189039
NFXL1,GSE189039
NFYA,GSE189039
NFYB,GSE189039
NFYC,GSE189039
NFYC-AS1,GSE189039
NGB,GSE189039
NGDN,GSE189039
NGEF,GSE189039
NGF,GSE189039
NGFR,GSE189039
NGFRAP1,GSE189039
NGLY1,GSE189039
NGRN,GSE189039
NHEG1,GSE189039
NHEJ1,GSE189039
NHLH1,GSE189039
NHLH2,GSE189039
NHLRC1,GSE189039
NHLRC2,GSE189039
NHLRC3,GSE189039
NHLRC4,GSE189039
NHP2,GSE189039
NHP2L1,GSE189039
NHS,GSE189039
NHS-AS1,GSE189039
NHSL1,GSE189039
NHSL2,GSE189039
NICN1,GSE189039
NID1,GSE189039
NID2,GSE189039
NIF3L1,GSE189039
NIFK,GSE189039
NIFK-AS1,GSE189039
NIM1K,GSE189039
NIN,GSE189039
NINJ1,GSE189039
NINJ2,GSE189039
NINL,GSE189039
NIP7,GSE189039
NIPA1,GSE189039
NIPA2,GSE189039
NIPAL1,GSE189039
NIPAL2,GSE189039
NIPAL3,GSE189039
NIPAL4,GSE189039
NIPBL,GSE189039
NIPBL-AS1,GSE189039
NIPSNAP1,GSE189039
NIPSNAP3A,GSE189039
NIPSNAP3B,GSE189039
NISCH,GSE189039
NIT1,GSE189039
NIT2,GSE189039
NKAIN1,GSE189039
NKAIN2,GSE189039
NKAIN3,GSE189039
NKAIN4,GSE189039
NKAP,GSE189039
NKAPL,GSE189039
NKAPP1,GSE189039
NKD1,GSE189039
NKD2,GSE189039
NKG7,GSE189039
NKILA,GSE189039
NKIRAS1,GSE189039
NKIRAS2,GSE189039
NKPD1,GSE189039
NKRF,GSE189039
NKTR,GSE189039
NKX1-1,GSE189039
NKX1-2,GSE189039
NKX2-1,GSE189039
NKX2-1-AS1,GSE189039
NKX2-2,GSE189039
NKX2-3,GSE189039
NKX2-4,GSE189039
NKX2-5,GSE189039
NKX2-6,GSE189039
NKX2-8,GSE189039
NKX3-1,GSE189039
NKX3-2,GSE189039
NKX6-1,GSE189039
NKX6-2,GSE189039
NKX6-3,GSE189039
NLE1,GSE189039
NLGN1,GSE189039
NLGN1-AS1,GSE189039
NLGN2,GSE189039
NLGN3,GSE189039
NLGN4X,GSE189039
NLGN4Y,GSE189039
NLGN4Y-AS1,GSE189039
NLK,GSE189039
NLN,GSE189039
NLRC3,GSE189039
NLRC4,GSE189039
NLRC5,GSE189039
NLRP1,GSE189039
NLRP10,GSE189039
NLRP11,GSE189039
NLRP12,GSE189039
NLRP13,GSE189039
NLRP14,GSE189039
NLRP2,GSE189039
NLRP3,GSE189039
NLRP4,GSE189039
NLRP5,GSE189039
NLRP6,GSE189039
NLRP7,GSE189039
NLRP8,GSE189039
NLRP9,GSE189039
NLRX1,GSE189039
NMB,GSE189039
NMBR,GSE189039
NMD3,GSE189039
NME1,GSE189039
NME1-NME2,GSE189039
NME2,GSE189039
NME3,GSE189039
NME4,GSE189039
NME5,GSE189039
NME6,GSE189039
NME7,GSE189039
NME8,GSE189039
NME9,GSE189039
NMI,GSE189039
NMNAT1,GSE189039
NMNAT2,GSE189039
NMNAT3,GSE189039
NMRAL1,GSE189039
NMRK1,GSE189039
NMRK2,GSE189039
NMS,GSE189039
NMT1,GSE189039
NMT2,GSE189039
NMU,GSE189039
NMUR1,GSE189039
NMUR2,GSE189039
NNAT,GSE189039
NNMT,GSE189039
NNT,GSE189039
NNT-AS1,GSE189039
NOA1,GSE189039
NOB1,GSE189039
NOBOX,GSE189039
NOC2L,GSE189039
NOC3L,GSE189039
NOC4L,GSE189039
NOCT,GSE189039
NOD1,GSE189039
NOD2,GSE189039
NODAL,GSE189039
NOG,GSE189039
NOL10,GSE189039
NOL11,GSE189039
NOL12,GSE189039
NOL3,GSE189039
NOL4,GSE189039
NOL4L,GSE189039
NOL6,GSE189039
NOL7,GSE189039
NOL8,GSE189039
NOL9,GSE189039
NOLC1,GSE189039
NOM1,GSE189039
NOMO1,GSE189039
NOMO2,GSE189039
NOMO3,GSE189039
NONO,GSE189039
NOP10,GSE189039
NOP14,GSE189039
NOP14-AS1,GSE189039
NOP16,GSE189039
NOP2,GSE189039
NOP56,GSE189039
NOP58,GSE189039
NOP9,GSE189039
NOS1,GSE189039
NOS1AP,GSE189039
NOS2,GSE189039
NOS3,GSE189039
NOSIP,GSE189039
NOSTRIN,GSE189039
NOTCH1,GSE189039
NOTCH2,GSE189039
NOTCH2NL,GSE189039
NOTCH3,GSE189039
NOTCH4,GSE189039
NOTO,GSE189039
NOTUM,GSE189039
NOV,GSE189039
NOVA1,GSE189039
NOVA2,GSE189039
NOX1,GSE189039
NOX3,GSE189039
NOX4,GSE189039
NOX5,GSE189039
NOXA1,GSE189039
NOXO1,GSE189039
NOXRED1,GSE189039
NPAP1,GSE189039
NPAS1,GSE189039
NPAS2,GSE189039
NPAS3,GSE189039
NPAS4,GSE189039
NPAT,GSE189039
NPB,GSE189039
NPBWR1,GSE189039
NPBWR2,GSE189039
NPC1,GSE189039
NPC1L1,GSE189039
NPC2,GSE189039
NPDC1,GSE189039
NPEPL1,GSE189039
NPEPPS,GSE189039
NPFF,GSE189039
NPFFR1,GSE189039
NPFFR2,GSE189039
NPHP1,GSE189039
NPHP3,GSE189039
NPHP3-ACAD11,GSE189039
NPHP3-AS1,GSE189039
NPHP4,GSE189039
NPHS1,GSE189039
NPHS2,GSE189039
NPIPA1,GSE189039
NPIPA2,GSE189039
NPIPA3,GSE189039
NPIPA5,GSE189039
NPIPA7,GSE189039
NPIPA8,GSE189039
NPIPB11,GSE189039
NPIPB15,GSE189039
NPIPB3,GSE189039
NPIPB4,GSE189039
NPIPB5,GSE189039
NPIPB6,GSE189039
NPIPB8,GSE189039
NPIPB9,GSE189039
NPL,GSE189039
NPLOC4,GSE189039
NPM1,GSE189039
NPM2,GSE189039
NPM3,GSE189039
NPNT,GSE189039
NPPA,GSE189039
NPPA-AS1,GSE189039
NPPB,GSE189039
NPPC,GSE189039
NPR1,GSE189039
NPR2,GSE189039
NPR3,GSE189039
NPRL2,GSE189039
NPRL3,GSE189039
NPS,GSE189039
NPSR1,GSE189039
NPSR1-AS1,GSE189039
NPTN,GSE189039
NPTN-IT1,GSE189039
NPTX1,GSE189039
NPTX2,GSE189039
NPTXR,GSE189039
NPVF,GSE189039
NPW,GSE189039
NPY,GSE189039
NPY1R,GSE189039
NPY2R,GSE189039
NPY4R,GSE189039
NPY5R,GSE189039
NPY6R,GSE189039
NQO1,GSE189039
NQO2,GSE189039
NR0B1,GSE189039
NR0B2,GSE189039
NR1D1,GSE189039
NR1D2,GSE189039
NR1H2,GSE189039
NR1H3,GSE189039
NR1H4,GSE189039
NR1I2,GSE189039
NR1I3,GSE189039
NR2C1,GSE189039
NR2C2,GSE189039
NR2C2AP,GSE189039
NR2E1,GSE189039
NR2E3,GSE189039
NR2F1,GSE189039
NR2F1-AS1,GSE189039
NR2F2,GSE189039
NR2F2-AS1,GSE189039
NR2F6,GSE189039
NR3C1,GSE189039
NR3C2,GSE189039
NR4A1,GSE189039
NR4A2,GSE189039
NR4A3,GSE189039
NR5A1,GSE189039
NR5A2,GSE189039
NR6A1,GSE189039
NRADDP,GSE189039
NRAP,GSE189039
NRARP,GSE189039
NRAS,GSE189039
NRAV,GSE189039
NRBF2,GSE189039
NRBP1,GSE189039
NRBP2,GSE189039
NRCAM,GSE189039
NRD1,GSE189039
NRDE2,GSE189039
NREP,GSE189039
NREP-AS1,GSE189039
NRF1,GSE189039
NRG1,GSE189039
NRG1-IT1,GSE189039
NRG1-IT3,GSE189039
NRG2,GSE189039
NRG3,GSE189039
NRG3-AS1,GSE189039
NRG4,GSE189039
NRGN,GSE189039
NRIP1,GSE189039
NRIP2,GSE189039
NRIP3,GSE189039
NRIR,GSE189039
NRK,GSE189039
NRL,GSE189039
NRM,GSE189039
NRN1,GSE189039
NRN1L,GSE189039
NRON,GSE189039
NRP1,GSE189039
NRP2,GSE189039
NRROS,GSE189039
NRSN1,GSE189039
NRSN2,GSE189039
NRSN2-AS1,GSE189039
NRTN,GSE189039
NRXN1,GSE189039
NRXN2,GSE189039
NRXN3,GSE189039
NSA2,GSE189039
NSD1,GSE189039
NSDHL,GSE189039
NSF,GSE189039
NSFL1C,GSE189039
NSFP1,GSE189039
NSG1,GSE189039
NSL1,GSE189039
NSMAF,GSE189039
NSMCE1,GSE189039
NSMCE2,GSE189039
NSMCE4A,GSE189039
NSMF,GSE189039
NSRP1,GSE189039
NSUN2,GSE189039
NSUN3,GSE189039
NSUN4,GSE189039
NSUN5,GSE189039
NSUN5P1,GSE189039
NSUN5P2,GSE189039
NSUN6,GSE189039
NSUN7,GSE189039
NT5C,GSE189039
NT5C1A,GSE189039
NT5C1B,GSE189039
NT5C1B-RDH14,GSE189039
NT5C2,GSE189039
NT5C3A,GSE189039
