"Variable","Importance"
"GATA3",0.0283453174944943
"TTLL1",0.0272571860147773
"GPR183",0.0251221214447706
"ZNF3",0.0236650709802543
"GZMM",0.0225120968385118
"KMT2A",0.0224873410890839
"SP100",0.021065449137521
"ACTG1",0.0207944274299354
"BMX",0.0201866150033716
"STAT5B",0.0201123859228765
