"Variable","Importance"
"SP100",0.0523046238460469
"ANKHD1",0.0488351681052117
"SP3",0.0448731033105277
"BMX",0.0438578705972948
"PIK3CG",0.0433557272599178
"GZMM",0.0429887340065649
"STAT5B",0.0429875690188686
"KMT2A",0.0411578496444578
"DOCK8",0.0408886103603395
"CD3G",0.0401167029648233
