genes,infection_vaccination,n_conditions,comparison
NKX3-2,Vaccination,1,Vaccination only
NLRP10,Vaccination,1,Vaccination only
NLRP12,Vaccination,1,Vaccination only
NMB,Vaccination,1,Vaccination only
NMBR,Vaccination,1,Vaccination only
NOTCH1,Vaccination,1,Vaccination only
NQO1,Vaccination,1,Vaccination only
OPRD1,Vaccination,1,Vaccination only
OPRK1,Vaccination,1,Vaccination only
PDE12,Vaccination,1,Vaccination only
PDPN,Vaccination,1,Vaccination only
PLEKHM2,Vaccination,1,Vaccination only
PLPP4,Vaccination,1,Vaccination only
PMS2,Vaccination,1,Vaccination only
PPARG,Vaccination,1,Vaccination only
PRKCE,Vaccination,1,Vaccination only
PRKCQ,Vaccination,1,Vaccination only
PSMB9,Vaccination,1,Vaccination only
PTGDS,Vaccination,1,Vaccination only
PTPN6,Vaccination,1,Vaccination only
RAB27A,Vaccination,1,Vaccination only
RAB44,Vaccination,1,Vaccination only
RC3H1,Vaccination,1,Vaccination only
RFPL4AL1,Vaccination,1,Vaccination only
RNASE3,Vaccination,1,Vaccination only
RNASE4,Vaccination,1,Vaccination only
RNF168,Vaccination,1,Vaccination only
RO60,Vaccination,1,Vaccination only
ROMO1,Vaccination,1,Vaccination only
RPS19,Vaccination,1,Vaccination only
S1PR4,Vaccination,1,Vaccination only
SAA1,Vaccination,1,Vaccination only
SANBR,Vaccination,1,Vaccination only
SCG2,Vaccination,1,Vaccination only
SDHAF4,Vaccination,1,Vaccination only
SFTPA1,Vaccination,1,Vaccination only
SMAD3,Vaccination,1,Vaccination only
SNAP23,Vaccination,1,Vaccination only
SOS2,Vaccination,1,Vaccination only
SPIRE1,Vaccination,1,Vaccination only
STAT3,Vaccination,1,Vaccination only
TAX1BP1,Vaccination,1,Vaccination only
TBKBP1,Vaccination,1,Vaccination only
TGFBR1,Vaccination,1,Vaccination only
TMEM33,Vaccination,1,Vaccination only
TRIM68,Vaccination,1,Vaccination only
TRPV1,Vaccination,1,Vaccination only
TYK2,Vaccination,1,Vaccination only
USP14,Vaccination,1,Vaccination only
VAV1,Vaccination,1,Vaccination only
VPREB1,Vaccination,1,Vaccination only
WNT5A,Vaccination,1,Vaccination only
XG,Vaccination,1,Vaccination only
XIAP,Vaccination,1,Vaccination only
ZBTB46,Vaccination,1,Vaccination only
ZFP36L2,Vaccination,1,Vaccination only
ZFPM1,Vaccination,1,Vaccination only
CSF1,Vaccination,12,Infection and vaccination
CSF1,Infection,2,Infection and vaccination
CCL3,Vaccination,10,Infection and vaccination
CCL3,Infection,2,Infection and vaccination
NFKBIA,Vaccination,9,Infection and vaccination
NFKBIA,Infection,6,Infection and vaccination
PTGER4,Vaccination,9,Infection and vaccination
PTGER4,Infection,2,Infection and vaccination
TICAM1,Vaccination,9,Infection and vaccination
TICAM1,Infection,4,Infection and vaccination
TNFAIP3,Vaccination,9,Infection and vaccination
TNFAIP3,Infection,6,Infection and vaccination
VIM,Vaccination,9,Infection and vaccination
VIM,Infection,5,Infection and vaccination
CCL20,Vaccination,8,Infection and vaccination
CCL20,Infection,2,Infection and vaccination
CHRNB2,Vaccination,8,Infection and vaccination
CHRNB2,Infection,3,Infection and vaccination
CXCL2,Vaccination,8,Infection and vaccination
CXCL2,Infection,2,Infection and vaccination
CXCL5,Vaccination,8,Infection and vaccination
CXCL5,Infection,1,Infection and vaccination
GPLD1,Vaccination,8,Infection and vaccination
GPLD1,Infection,1,Infection and vaccination
GPR89A,Vaccination,8,Infection and vaccination
GPR89A,Infection,3,Infection and vaccination
METTL3,Vaccination,8,Infection and vaccination
METTL3,Infection,4,Infection and vaccination
NLRP9,Vaccination,8,Infection and vaccination
NLRP9,Infection,1,Infection and vaccination
PPP2CA,Vaccination,8,Infection and vaccination
PPP2CA,Infection,5,Infection and vaccination
PSME1,Vaccination,8,Infection and vaccination
PSME1,Infection,3,Infection and vaccination
PTX3,Vaccination,8,Infection and vaccination
PTX3,Infection,3,Infection and vaccination
ADM,Vaccination,7,Infection and vaccination
ADM,Infection,6,Infection and vaccination
APOBEC3F,Vaccination,7,Infection and vaccination
APOBEC3F,Infection,3,Infection and vaccination
B4GALT1,Vaccination,7,Infection and vaccination
B4GALT1,Infection,2,Infection and vaccination
CCL4,Vaccination,7,Infection and vaccination
CCL4,Infection,2,Infection and vaccination
CD83,Vaccination,7,Infection and vaccination
CD83,Infection,1,Infection and vaccination
CNIH1,Vaccination,7,Infection and vaccination
CNIH1,Infection,1,Infection and vaccination
CTNNB1,Vaccination,7,Infection and vaccination
CTNNB1,Infection,1,Infection and vaccination
CXCR5,Vaccination,7,Infection and vaccination
CXCR5,Infection,3,Infection and vaccination
FASLG,Vaccination,7,Infection and vaccination
FASLG,Infection,6,Infection and vaccination
HPRT1,Vaccination,7,Infection and vaccination
HPRT1,Infection,2,Infection and vaccination
IFI27,Vaccination,7,Infection and vaccination
IFI27,Infection,7,Infection and vaccination
IRF1,Vaccination,7,Infection and vaccination
IRF1,Infection,2,Infection and vaccination
IRF2BP2,Vaccination,7,Infection and vaccination
IRF2BP2,Infection,2,Infection and vaccination
ITGAL,Vaccination,7,Infection and vaccination
ITGAL,Infection,3,Infection and vaccination
JMJD6,Vaccination,7,Infection and vaccination
JMJD6,Infection,5,Infection and vaccination
LRRC8A,Vaccination,7,Infection and vaccination
LRRC8A,Infection,4,Infection and vaccination
NRARP,Vaccination,7,Infection and vaccination
NRARP,Infection,1,Infection and vaccination
PDE4B,Vaccination,7,Infection and vaccination
PDE4B,Infection,4,Infection and vaccination
PPP3CA,Vaccination,7,Infection and vaccination
PPP3CA,Infection,5,Infection and vaccination
PSMA1,Vaccination,7,Infection and vaccination
PSMA1,Infection,1,Infection and vaccination
RPL39,Vaccination,7,Infection and vaccination
RPL39,Infection,2,Infection and vaccination
TRIM23,Vaccination,7,Infection and vaccination
TRIM23,Infection,4,Infection and vaccination
YY1,Vaccination,7,Infection and vaccination
YY1,Infection,2,Infection and vaccination
BCL3,Vaccination,6,Infection and vaccination
BCL3,Infection,6,Infection and vaccination
BCL6,Vaccination,6,Infection and vaccination
BCL6,Infection,6,Infection and vaccination
BMP6,Vaccination,6,Infection and vaccination
BMP6,Infection,1,Infection and vaccination
CCL3L1,Vaccination,6,Infection and vaccination
CCL3L1,Infection,1,Infection and vaccination
CCNB2,Vaccination,6,Infection and vaccination
CCNB2,Infection,9,Infection and vaccination
CX3CR1,Vaccination,6,Infection and vaccination
CX3CR1,Infection,9,Infection and vaccination
CXCL1,Vaccination,6,Infection and vaccination
CXCL1,Infection,4,Infection and vaccination
CXCL6,Vaccination,6,Infection and vaccination
CXCL6,Infection,3,Infection and vaccination
FOSL1,Vaccination,6,Infection and vaccination
FOSL1,Infection,1,Infection and vaccination
FRK,Vaccination,6,Infection and vaccination
FRK,Infection,2,Infection and vaccination
FUT4,Vaccination,6,Infection and vaccination
FUT4,Infection,4,Infection and vaccination
IL12RB1,Vaccination,6,Infection and vaccination
IL12RB1,Infection,4,Infection and vaccination
IL1RN,Vaccination,6,Infection and vaccination
IL1RN,Infection,7,Infection and vaccination
IMPDH2,Vaccination,6,Infection and vaccination
IMPDH2,Infection,8,Infection and vaccination
LAX1,Vaccination,6,Infection and vaccination
LAX1,Infection,3,Infection and vaccination
MASP2,Vaccination,6,Infection and vaccination
MASP2,Infection,4,Infection and vaccination
NFKB2,Vaccination,6,Infection and vaccination
NFKB2,Infection,1,Infection and vaccination
NKAP,Vaccination,6,Infection and vaccination
NKAP,Infection,2,Infection and vaccination
RAP1GAP,Vaccination,6,Infection and vaccination
RAP1GAP,Infection,6,Infection and vaccination
RGS1,Vaccination,6,Infection and vaccination
RGS1,Infection,2,Infection and vaccination
RNF19B,Vaccination,6,Infection and vaccination
RNF19B,Infection,4,Infection and vaccination
RPL13A,Vaccination,6,Infection and vaccination
RPL13A,Infection,3,Infection and vaccination
SNCA,Vaccination,6,Infection and vaccination
SNCA,Infection,2,Infection and vaccination
SRP54,Vaccination,6,Infection and vaccination
SRP54,Infection,4,Infection and vaccination
ST3GAL1,Vaccination,6,Infection and vaccination
ST3GAL1,Infection,4,Infection and vaccination
TMEM229B,Vaccination,6,Infection and vaccination
TMEM229B,Infection,4,Infection and vaccination
TXLNA,Vaccination,6,Infection and vaccination
TXLNA,Infection,3,Infection and vaccination
UBE2N,Vaccination,6,Infection and vaccination
UBE2N,Infection,2,Infection and vaccination
ADA,Vaccination,5,Infection and vaccination
ADA,Infection,2,Infection and vaccination
ADGRE5,Vaccination,5,Infection and vaccination
ADGRE5,Infection,1,Infection and vaccination
BTN3A2,Vaccination,5,Infection and vaccination
BTN3A2,Infection,3,Infection and vaccination
BTNL8,Vaccination,5,Infection and vaccination
BTNL8,Infection,1,Infection and vaccination
CD300C,Vaccination,5,Infection and vaccination
CD300C,Infection,3,Infection and vaccination
CD68,Vaccination,5,Infection and vaccination
CD68,Infection,3,Infection and vaccination
CDK6,Vaccination,5,Infection and vaccination
CDK6,Infection,4,Infection and vaccination
CEBPB,Vaccination,5,Infection and vaccination
CEBPB,Infection,5,Infection and vaccination
CXCL3,Vaccination,5,Infection and vaccination
CXCL3,Infection,1,Infection and vaccination
CXCR1,Vaccination,5,Infection and vaccination
CXCR1,Infection,1,Infection and vaccination
CXCR2,Vaccination,5,Infection and vaccination
CXCR2,Infection,2,Infection and vaccination
CXCR4,Vaccination,5,Infection and vaccination
CXCR4,Infection,7,Infection and vaccination
DCAF12,Vaccination,5,Infection and vaccination
DCAF12,Infection,1,Infection and vaccination
EIF2B2,Vaccination,5,Infection and vaccination
EIF2B2,Infection,3,Infection and vaccination
EPX,Vaccination,5,Infection and vaccination
EPX,Infection,5,Infection and vaccination
FCGR1A,Vaccination,5,Infection and vaccination
FCGR1A,Infection,6,Infection and vaccination
FOSL2,Vaccination,5,Infection and vaccination
FOSL2,Infection,2,Infection and vaccination
FPR3,Vaccination,5,Infection and vaccination
FPR3,Infection,6,Infection and vaccination
GATA3,Vaccination,5,Infection and vaccination
GATA3,Infection,4,Infection and vaccination
GCH1,Vaccination,5,Infection and vaccination
GCH1,Infection,5,Infection and vaccination
GCNT1,Vaccination,5,Infection and vaccination
GCNT1,Infection,4,Infection and vaccination
GPR89B,Vaccination,5,Infection and vaccination
GPR89B,Infection,5,Infection and vaccination
GZMB,Vaccination,5,Infection and vaccination
GZMB,Infection,3,Infection and vaccination
HLA-DMA,Vaccination,5,Infection and vaccination
HLA-DMA,Infection,1,Infection and vaccination
IDE,Vaccination,5,Infection and vaccination
IDE,Infection,1,Infection and vaccination
IDO1,Vaccination,5,Infection and vaccination
IDO1,Infection,3,Infection and vaccination
IFI6,Vaccination,5,Infection and vaccination
IFI6,Infection,5,Infection and vaccination
IFNAR1,Vaccination,5,Infection and vaccination
IFNAR1,Infection,2,Infection and vaccination
IFNGR1,Vaccination,5,Infection and vaccination
IFNGR1,Infection,5,Infection and vaccination
IL1R2,Vaccination,5,Infection and vaccination
IL1R2,Infection,5,Infection and vaccination
IRF9,Vaccination,5,Infection and vaccination
IRF9,Infection,4,Infection and vaccination
ITGB8,Vaccination,5,Infection and vaccination
ITGB8,Infection,3,Infection and vaccination
KHDRBS1,Vaccination,5,Infection and vaccination
KHDRBS1,Infection,2,Infection and vaccination
LAG3,Vaccination,5,Infection and vaccination
LAG3,Infection,6,Infection and vaccination
LFNG,Vaccination,5,Infection and vaccination
LFNG,Infection,4,Infection and vaccination
LGALS3,Vaccination,5,Infection and vaccination
LGALS3,Infection,3,Infection and vaccination
LILRB1,Vaccination,5,Infection and vaccination
LILRB1,Infection,4,Infection and vaccination
LILRB2,Vaccination,5,Infection and vaccination
LILRB2,Infection,4,Infection and vaccination
LYL1,Vaccination,5,Infection and vaccination
LYL1,Infection,2,Infection and vaccination
MTOR,Vaccination,5,Infection and vaccination
MTOR,Infection,5,Infection and vaccination
MYSM1,Vaccination,5,Infection and vaccination
MYSM1,Infection,2,Infection and vaccination
NLRP6,Vaccination,5,Infection and vaccination
NLRP6,Infection,3,Infection and vaccination
PDE4D,Vaccination,5,Infection and vaccination
PDE4D,Infection,2,Infection and vaccination
PECAM1,Vaccination,5,Infection and vaccination
PECAM1,Infection,3,Infection and vaccination
PI3,Vaccination,5,Infection and vaccination
PI3,Infection,2,Infection and vaccination
PPP2R1A,Vaccination,5,Infection and vaccination
PPP2R1A,Infection,3,Infection and vaccination
PPP3CB,Vaccination,5,Infection and vaccination
PPP3CB,Infection,1,Infection and vaccination
PRTN3,Vaccination,5,Infection and vaccination
PRTN3,Infection,3,Infection and vaccination
RAB10,Vaccination,5,Infection and vaccination
RAB10,Infection,5,Infection and vaccination
RELA,Vaccination,5,Infection and vaccination
RELA,Infection,2,Infection and vaccination
RPS6,Vaccination,5,Infection and vaccination
RPS6,Infection,6,Infection and vaccination
RPS6KA3,Vaccination,5,Infection and vaccination
RPS6KA3,Infection,5,Infection and vaccination
RPS6KB1,Vaccination,5,Infection and vaccination
RPS6KB1,Infection,1,Infection and vaccination
SCIMP,Vaccination,5,Infection and vaccination
SCIMP,Infection,2,Infection and vaccination
SIRT2,Vaccination,5,Infection and vaccination
SIRT2,Infection,3,Infection and vaccination
SLC15A3,Vaccination,5,Infection and vaccination
SLC15A3,Infection,3,Infection and vaccination
SOS1,Vaccination,5,Infection and vaccination
SOS1,Infection,4,Infection and vaccination
STAT1,Vaccination,5,Infection and vaccination
STAT1,Infection,5,Infection and vaccination
TARM1,Vaccination,5,Infection and vaccination
TARM1,Infection,8,Infection and vaccination
TNFRSF17,Vaccination,5,Infection and vaccination
TNFRSF17,Infection,3,Infection and vaccination
TNFSF9,Vaccination,5,Infection and vaccination
TNFSF9,Infection,2,Infection and vaccination
TYRO3,Vaccination,5,Infection and vaccination
TYRO3,Infection,1,Infection and vaccination
WNT4,Vaccination,5,Infection and vaccination
WNT4,Infection,2,Infection and vaccination
ADGRG3,Vaccination,4,Infection and vaccination
ADGRG3,Infection,5,Infection and vaccination
AIF1,Vaccination,4,Infection and vaccination
AIF1,Infection,2,Infection and vaccination
APOBEC3H,Vaccination,4,Infection and vaccination
APOBEC3H,Infection,1,Infection and vaccination
BANK1,Vaccination,4,Infection and vaccination
BANK1,Infection,1,Infection and vaccination
BATF2,Vaccination,4,Infection and vaccination
BATF2,Infection,6,Infection and vaccination
BAX,Vaccination,4,Infection and vaccination
BAX,Infection,3,Infection and vaccination
BPI,Vaccination,4,Infection and vaccination
BPI,Infection,7,Infection and vaccination
BST1,Vaccination,4,Infection and vaccination
BST1,Infection,8,Infection and vaccination
BST2,Vaccination,4,Infection and vaccination
BST2,Infection,4,Infection and vaccination
C1S,Vaccination,4,Infection and vaccination
C1S,Infection,1,Infection and vaccination
CASP1,Vaccination,4,Infection and vaccination
CASP1,Infection,5,Infection and vaccination
CASP6,Vaccination,4,Infection and vaccination
CASP6,Infection,5,Infection and vaccination
CCR1,Vaccination,4,Infection and vaccination
CCR1,Infection,4,Infection and vaccination
CD14,Vaccination,4,Infection and vaccination
CD14,Infection,1,Infection and vaccination
CD177,Vaccination,4,Infection and vaccination
CD177,Infection,7,Infection and vaccination
CD276,Vaccination,4,Infection and vaccination
CD276,Infection,2,Infection and vaccination
CD28,Vaccination,4,Infection and vaccination
CD28,Infection,7,Infection and vaccination
CD300LB,Vaccination,4,Infection and vaccination
CD300LB,Infection,5,Infection and vaccination
CD38,Vaccination,4,Infection and vaccination
CD38,Infection,6,Infection and vaccination
CD55,Vaccination,4,Infection and vaccination
CD55,Infection,5,Infection and vaccination
CD86,Vaccination,4,Infection and vaccination
CD86,Infection,3,Infection and vaccination
CDC42,Vaccination,4,Infection and vaccination
CDC42,Infection,6,Infection and vaccination
CDH26,Vaccination,4,Infection and vaccination
CDH26,Infection,4,Infection and vaccination
CIITA,Vaccination,4,Infection and vaccination
CIITA,Infection,5,Infection and vaccination
CLNK,Vaccination,4,Infection and vaccination
CLNK,Infection,5,Infection and vaccination
CLU,Vaccination,4,Infection and vaccination
CLU,Infection,4,Infection and vaccination
CRK,Vaccination,4,Infection and vaccination
CRK,Infection,5,Infection and vaccination
CRTC3,Vaccination,4,Infection and vaccination
CRTC3,Infection,2,Infection and vaccination
CTSC,Vaccination,4,Infection and vaccination
CTSC,Infection,1,Infection and vaccination
CTSS,Vaccination,4,Infection and vaccination
CTSS,Infection,2,Infection and vaccination
CXCL12,Vaccination,4,Infection and vaccination
CXCL12,Infection,1,Infection and vaccination
DHX9,Vaccination,4,Infection and vaccination
DHX9,Infection,4,Infection and vaccination
DNASE1,Vaccination,4,Infection and vaccination
DNASE1,Infection,4,Infection and vaccination
DOCK8,Vaccination,4,Infection and vaccination
DOCK8,Infection,3,Infection and vaccination
EFNB1,Vaccination,4,Infection and vaccination
EFNB1,Infection,7,Infection and vaccination
EFNB2,Vaccination,4,Infection and vaccination
EFNB2,Infection,1,Infection and vaccination
EPB42,Vaccination,4,Infection and vaccination
EPB42,Infection,3,Infection and vaccination
F2,Vaccination,4,Infection and vaccination
F2,Infection,6,Infection and vaccination
FBXO38,Vaccination,4,Infection and vaccination
FBXO38,Infection,4,Infection and vaccination
FGR,Vaccination,4,Infection and vaccination
FGR,Infection,5,Infection and vaccination
FKBP1A,Vaccination,4,Infection and vaccination
FKBP1A,Infection,4,Infection and vaccination
FPR1,Vaccination,4,Infection and vaccination
FPR1,Infection,7,Infection and vaccination
FPR2,Vaccination,4,Infection and vaccination
FPR2,Infection,3,Infection and vaccination
GBP1,Vaccination,4,Infection and vaccination
GBP1,Infection,5,Infection and vaccination
GBP2,Vaccination,4,Infection and vaccination
GBP2,Infection,5,Infection and vaccination
GPR183,Vaccination,4,Infection and vaccination
GPR183,Infection,6,Infection and vaccination
GTPBP1,Vaccination,4,Infection and vaccination
GTPBP1,Infection,4,Infection and vaccination
HAMP,Vaccination,4,Infection and vaccination
HAMP,Infection,3,Infection and vaccination
HK1,Vaccination,4,Infection and vaccination
HK1,Infection,2,Infection and vaccination
HLA-DPA1,Vaccination,4,Infection and vaccination
HLA-DPA1,Infection,5,Infection and vaccination
IFI30,Vaccination,4,Infection and vaccination
IFI30,Infection,5,Infection and vaccination
IFI35,Vaccination,4,Infection and vaccination
IFI35,Infection,4,Infection and vaccination
IFITM3,Vaccination,4,Infection and vaccination
IFITM3,Infection,5,Infection and vaccination
IFNAR2,Vaccination,4,Infection and vaccination
IFNAR2,Infection,2,Infection and vaccination
IL10RB,Vaccination,4,Infection and vaccination
IL10RB,Infection,6,Infection and vaccination
IL17RC,Vaccination,4,Infection and vaccination
IL17RC,Infection,5,Infection and vaccination
KMT2A,Vaccination,4,Infection and vaccination
KMT2A,Infection,4,Infection and vaccination
LAIR1,Vaccination,4,Infection and vaccination
LAIR1,Infection,2,Infection and vaccination
LCN2,Vaccination,4,Infection and vaccination
LCN2,Infection,7,Infection and vaccination
LCP1,Vaccination,4,Infection and vaccination
LCP1,Infection,5,Infection and vaccination
LGALS9,Vaccination,4,Infection and vaccination
LGALS9,Infection,4,Infection and vaccination
LIF,Vaccination,4,Infection and vaccination
LIF,Infection,3,Infection and vaccination
MAP3K8,Vaccination,4,Infection and vaccination
MAP3K8,Infection,5,Infection and vaccination
MAPKAPK2,Vaccination,4,Infection and vaccination
MAPKAPK2,Infection,4,Infection and vaccination
MPL,Vaccination,4,Infection and vaccination
MPL,Infection,2,Infection and vaccination
MRC1,Vaccination,4,Infection and vaccination
MRC1,Infection,1,Infection and vaccination
MS4A2,Vaccination,4,Infection and vaccination
MS4A2,Infection,3,Infection and vaccination
NCAPH2,Vaccination,4,Infection and vaccination
NCAPH2,Infection,5,Infection and vaccination
NCF1,Vaccination,4,Infection and vaccination
NCF1,Infection,3,Infection and vaccination
NCF2,Vaccination,4,Infection and vaccination
NCF2,Infection,7,Infection and vaccination
NEDD4,Vaccination,4,Infection and vaccination
NEDD4,Infection,1,Infection and vaccination
PF4V1,Vaccination,4,Infection and vaccination
PF4V1,Infection,1,Infection and vaccination
PIK3CA,Vaccination,4,Infection and vaccination
PIK3CA,Infection,4,Infection and vaccination
PIK3R1,Vaccination,4,Infection and vaccination
PIK3R1,Infection,6,Infection and vaccination
PKHD1L1,Vaccination,4,Infection and vaccination
PKHD1L1,Infection,2,Infection and vaccination
PML,Vaccination,4,Infection and vaccination
PML,Infection,4,Infection and vaccination
PNP,Vaccination,4,Infection and vaccination
PNP,Infection,1,Infection and vaccination
PTAFR,Vaccination,4,Infection and vaccination
PTAFR,Infection,2,Infection and vaccination
PTPN11,Vaccination,4,Infection and vaccination
PTPN11,Infection,2,Infection and vaccination
PTPRJ,Vaccination,4,Infection and vaccination
PTPRJ,Infection,4,Infection and vaccination
PYHIN1,Vaccination,4,Infection and vaccination
PYHIN1,Infection,4,Infection and vaccination
RAB3B,Vaccination,4,Infection and vaccination
RAB3B,Infection,3,Infection and vaccination
RAB43,Vaccination,4,Infection and vaccination
RAB43,Infection,2,Infection and vaccination
RASGRP1,Vaccination,4,Infection and vaccination
RASGRP1,Infection,4,Infection and vaccination
RNF135,Vaccination,4,Infection and vaccination
RNF135,Infection,6,Infection and vaccination
RNF213,Vaccination,4,Infection and vaccination
RNF213,Infection,5,Infection and vaccination
S1PR1,Vaccination,4,Infection and vaccination
S1PR1,Infection,6,Infection and vaccination
SARM1,Vaccination,4,Infection and vaccination
SARM1,Infection,4,Infection and vaccination
SELP,Vaccination,4,Infection and vaccination
SELP,Infection,4,Infection and vaccination
SERINC5,Vaccination,4,Infection and vaccination
SERINC5,Infection,5,Infection and vaccination
SERPINB9,Vaccination,4,Infection and vaccination
SERPINB9,Infection,2,Infection and vaccination
SLC12A2,Vaccination,4,Infection and vaccination
SLC12A2,Infection,4,Infection and vaccination
SLFN11,Vaccination,4,Infection and vaccination
SLFN11,Infection,2,Infection and vaccination
SPN,Vaccination,4,Infection and vaccination
SPN,Infection,6,Infection and vaccination
SSC5D,Vaccination,4,Infection and vaccination
SSC5D,Infection,4,Infection and vaccination
STAT5B,Vaccination,4,Infection and vaccination
STAT5B,Infection,4,Infection and vaccination
STXBP4,Vaccination,4,Infection and vaccination
STXBP4,Infection,7,Infection and vaccination
SYVN1,Vaccination,4,Infection and vaccination
SYVN1,Infection,1,Infection and vaccination
TAP2,Vaccination,4,Infection and vaccination
TAP2,Infection,3,Infection and vaccination
TFEB,Vaccination,4,Infection and vaccination
TFEB,Infection,3,Infection and vaccination
TNFAIP8L2,Vaccination,4,Infection and vaccination
TNFAIP8L2,Infection,3,Infection and vaccination
TNFSF15,Vaccination,4,Infection and vaccination
TNFSF15,Infection,4,Infection and vaccination
TREML1,Vaccination,4,Infection and vaccination
TREML1,Infection,5,Infection and vaccination
TRIM26,Vaccination,4,Infection and vaccination
TRIM26,Infection,2,Infection and vaccination
TRIM58,Vaccination,4,Infection and vaccination
TRIM58,Infection,2,Infection and vaccination
USP27X,Vaccination,4,Infection and vaccination
USP27X,Infection,2,Infection and vaccination
VAMP2,Vaccination,4,Infection and vaccination
VAMP2,Infection,4,Infection and vaccination
VAV2,Vaccination,4,Infection and vaccination
VAV2,Infection,5,Infection and vaccination
WFDC3,Vaccination,4,Infection and vaccination
WFDC3,Infection,2,Infection and vaccination
XBP1,Vaccination,4,Infection and vaccination
XBP1,Infection,1,Infection and vaccination
XCR1,Vaccination,4,Infection and vaccination
XCR1,Infection,2,Infection and vaccination
ZBTB7A,Vaccination,4,Infection and vaccination
ZBTB7A,Infection,6,Infection and vaccination
ZC3H8,Vaccination,4,Infection and vaccination
ZC3H8,Infection,5,Infection and vaccination
ZC3HAV1,Vaccination,4,Infection and vaccination
ZC3HAV1,Infection,7,Infection and vaccination
ZFP36L1,Vaccination,4,Infection and vaccination
ZFP36L1,Infection,2,Infection and vaccination
ZNF3,Vaccination,4,Infection and vaccination
ZNF3,Infection,8,Infection and vaccination
ZNF683,Vaccination,4,Infection and vaccination
ZNF683,Infection,4,Infection and vaccination
ABL1,Vaccination,3,Infection and vaccination
ABL1,Infection,5,Infection and vaccination
ACKR3,Vaccination,3,Infection and vaccination
ACKR3,Infection,4,Infection and vaccination
ACTR3,Vaccination,3,Infection and vaccination
ACTR3,Infection,5,Infection and vaccination
ADD2,Vaccination,3,Infection and vaccination
ADD2,Infection,4,Infection and vaccination
AIMP1,Vaccination,3,Infection and vaccination
AIMP1,Infection,2,Infection and vaccination
APBB1IP,Vaccination,3,Infection and vaccination
APBB1IP,Infection,7,Infection and vaccination
ATF2,Vaccination,3,Infection and vaccination
ATF2,Infection,5,Infection and vaccination
B2M,Vaccination,3,Infection and vaccination
B2M,Infection,4,Infection and vaccination
BCL2,Vaccination,3,Infection and vaccination
BCL2,Infection,4,Infection and vaccination
C1R,Vaccination,3,Infection and vaccination
C1R,Infection,6,Infection and vaccination
C5AR1,Vaccination,3,Infection and vaccination
C5AR1,Infection,2,Infection and vaccination
CACNB4,Vaccination,3,Infection and vaccination
CACNB4,Infection,3,Infection and vaccination
CAMLG,Vaccination,3,Infection and vaccination
CAMLG,Infection,6,Infection and vaccination
CASP3,Vaccination,3,Infection and vaccination
CASP3,Infection,1,Infection and vaccination
CAV1,Vaccination,3,Infection and vaccination
CAV1,Infection,3,Infection and vaccination
CCR2,Vaccination,3,Infection and vaccination
CCR2,Infection,3,Infection and vaccination
CD1B,Vaccination,3,Infection and vaccination
CD1B,Infection,4,Infection and vaccination
CD247,Vaccination,3,Infection and vaccination
CD247,Infection,3,Infection and vaccination
CD27,Vaccination,3,Infection and vaccination
CD27,Infection,4,Infection and vaccination
CD40,Vaccination,3,Infection and vaccination
CD40,Infection,1,Infection and vaccination
CD58,Vaccination,3,Infection and vaccination
CD58,Infection,5,Infection and vaccination
CD79A,Vaccination,3,Infection and vaccination
CD79A,Infection,1,Infection and vaccination
CEACAM8,Vaccination,3,Infection and vaccination
CEACAM8,Infection,7,Infection and vaccination
CFD,Vaccination,3,Infection and vaccination
CFD,Infection,1,Infection and vaccination
CFH,Vaccination,3,Infection and vaccination
CFH,Infection,6,Infection and vaccination
CHGA,Vaccination,3,Infection and vaccination
CHGA,Infection,3,Infection and vaccination
CHRNA7,Vaccination,3,Infection and vaccination
CHRNA7,Infection,2,Infection and vaccination
CLEC10A,Vaccination,3,Infection and vaccination
CLEC10A,Infection,5,Infection and vaccination
CORO1A,Vaccination,3,Infection and vaccination
CORO1A,Infection,1,Infection and vaccination
CRISP3,Vaccination,3,Infection and vaccination
CRISP3,Infection,6,Infection and vaccination
CRKL,Vaccination,3,Infection and vaccination
CRKL,Infection,2,Infection and vaccination
CRTAM,Vaccination,3,Infection and vaccination
CRTAM,Infection,4,Infection and vaccination
CSK,Vaccination,3,Infection and vaccination
CSK,Infection,3,Infection and vaccination
CTSG,Vaccination,3,Infection and vaccination
CTSG,Infection,4,Infection and vaccination
CTSH,Vaccination,3,Infection and vaccination
CTSH,Infection,3,Infection and vaccination
CXADR,Vaccination,3,Infection and vaccination
CXADR,Infection,1,Infection and vaccination
DNM2,Vaccination,3,Infection and vaccination
DNM2,Infection,1,Infection and vaccination
EDNRB,Vaccination,3,Infection and vaccination
EDNRB,Infection,5,Infection and vaccination
EGR1,Vaccination,3,Infection and vaccination
EGR1,Infection,3,Infection and vaccination
EMP2,Vaccination,3,Infection and vaccination
EMP2,Infection,1,Infection and vaccination
EPHB2,Vaccination,3,Infection and vaccination
EPHB2,Infection,5,Infection and vaccination
EPHB3,Vaccination,3,Infection and vaccination
EPHB3,Infection,2,Infection and vaccination
EPS8,Vaccination,3,Infection and vaccination
EPS8,Infection,4,Infection and vaccination
FAU,Vaccination,3,Infection and vaccination
FAU,Infection,1,Infection and vaccination
FCER1G,Vaccination,3,Infection and vaccination
FCER1G,Infection,5,Infection and vaccination
FCGR2B,Vaccination,3,Infection and vaccination
FCGR2B,Infection,3,Infection and vaccination
