genes,infection_vaccination,n_conditions,comparison
CAMK4,Infection,4,Infection and vaccination
CAMLG,Vaccination,4,Infection and vaccination
CAMLG,Infection,7,Infection and vaccination
CAPG,Vaccination,4,Infection and vaccination
CAPG,Infection,7,Infection and vaccination
CASP1,Vaccination,4,Infection and vaccination
CASP1,Infection,6,Infection and vaccination
CASP3,Vaccination,4,Infection and vaccination
CASP3,Infection,2,Infection and vaccination
CASP6,Vaccination,4,Infection and vaccination
CASP6,Infection,6,Infection and vaccination
CCR1,Vaccination,4,Infection and vaccination
CCR1,Infection,4,Infection and vaccination
CCR3,Vaccination,4,Infection and vaccination
CCR3,Infection,2,Infection and vaccination
CCR9,Vaccination,4,Infection and vaccination
CCR9,Infection,5,Infection and vaccination
CD14,Vaccination,4,Infection and vaccination
CD14,Infection,1,Infection and vaccination
CD177,Vaccination,4,Infection and vaccination
CD177,Infection,7,Infection and vaccination
CD274,Vaccination,4,Infection and vaccination
CD274,Infection,6,Infection and vaccination
CD276,Vaccination,4,Infection and vaccination
CD276,Infection,2,Infection and vaccination
CD28,Vaccination,4,Infection and vaccination
CD28,Infection,7,Infection and vaccination
CD33,Vaccination,4,Infection and vaccination
CD33,Infection,2,Infection and vaccination
CD3D,Vaccination,4,Infection and vaccination
CD3D,Infection,5,Infection and vaccination
CD4,Vaccination,4,Infection and vaccination
CD4,Infection,5,Infection and vaccination
CD52,Vaccination,4,Infection and vaccination
CD52,Infection,2,Infection and vaccination
CD58,Vaccination,4,Infection and vaccination
CD58,Infection,5,Infection and vaccination
CD74,Vaccination,4,Infection and vaccination
CD74,Infection,3,Infection and vaccination
CD86,Vaccination,4,Infection and vaccination
CD86,Infection,3,Infection and vaccination
CD99,Vaccination,4,Infection and vaccination
CD99,Infection,1,Infection and vaccination
CDA,Vaccination,4,Infection and vaccination
CDA,Infection,6,Infection and vaccination
CDC42,Vaccination,4,Infection and vaccination
CDC42,Infection,7,Infection and vaccination
CDK14,Vaccination,4,Infection and vaccination
CDK14,Infection,6,Infection and vaccination
CEACAM6,Vaccination,4,Infection and vaccination
CEACAM6,Infection,7,Infection and vaccination
CEACAM8,Vaccination,4,Infection and vaccination
CEACAM8,Infection,8,Infection and vaccination
CHAF1A,Vaccination,4,Infection and vaccination
CHAF1A,Infection,3,Infection and vaccination
CHI3L1,Vaccination,4,Infection and vaccination
CHI3L1,Infection,1,Infection and vaccination
CIITA,Vaccination,4,Infection and vaccination
CIITA,Infection,6,Infection and vaccination
CLC,Vaccination,4,Infection and vaccination
CLC,Infection,3,Infection and vaccination
CLEC12A,Vaccination,4,Infection and vaccination
CLEC12A,Infection,5,Infection and vaccination
CLEC12B,Vaccination,4,Infection and vaccination
CLEC12B,Infection,7,Infection and vaccination
CRTAM,Vaccination,4,Infection and vaccination
CRTAM,Infection,4,Infection and vaccination
CSE1L,Vaccination,4,Infection and vaccination
CSE1L,Infection,2,Infection and vaccination
CST7,Vaccination,4,Infection and vaccination
CST7,Infection,7,Infection and vaccination
CSTA,Vaccination,4,Infection and vaccination
CSTA,Infection,6,Infection and vaccination
CXCL11,Vaccination,4,Infection and vaccination
CXCL11,Infection,3,Infection and vaccination
CXCL16,Vaccination,4,Infection and vaccination
CXCL16,Infection,4,Infection and vaccination
DAB2,Vaccination,4,Infection and vaccination
DAB2,Infection,4,Infection and vaccination
DENND3,Vaccination,4,Infection and vaccination
DENND3,Infection,6,Infection and vaccination
DOCK8,Vaccination,4,Infection and vaccination
DOCK8,Infection,4,Infection and vaccination
DRAM1,Vaccination,4,Infection and vaccination
DRAM1,Infection,6,Infection and vaccination
DSE,Vaccination,4,Infection and vaccination
DSE,Infection,2,Infection and vaccination
E2F5,Vaccination,4,Infection and vaccination
E2F5,Infection,2,Infection and vaccination
EFNB1,Vaccination,4,Infection and vaccination
EFNB1,Infection,8,Infection and vaccination
EGR1,Vaccination,4,Infection and vaccination
EGR1,Infection,3,Infection and vaccination
EIF2AK2,Vaccination,4,Infection and vaccination
EIF2AK2,Infection,6,Infection and vaccination
ENPP5,Vaccination,4,Infection and vaccination
ENPP5,Infection,5,Infection and vaccination
EPHB2,Vaccination,4,Infection and vaccination
EPHB2,Infection,6,Infection and vaccination
EPS8,Vaccination,4,Infection and vaccination
EPS8,Infection,4,Infection and vaccination
ERCC1,Vaccination,4,Infection and vaccination
ERCC1,Infection,4,Infection and vaccination
FBP1,Vaccination,4,Infection and vaccination
FBP1,Infection,1,Infection and vaccination
FCER1G,Vaccination,4,Infection and vaccination
FCER1G,Infection,5,Infection and vaccination
FCN1,Vaccination,4,Infection and vaccination
FCN1,Infection,4,Infection and vaccination
FGR,Vaccination,4,Infection and vaccination
FGR,Infection,5,Infection and vaccination
FKBP1A,Vaccination,4,Infection and vaccination
FKBP1A,Infection,4,Infection and vaccination
FRAT2,Vaccination,4,Infection and vaccination
FRAT2,Infection,2,Infection and vaccination
GBP2,Vaccination,4,Infection and vaccination
GBP2,Infection,5,Infection and vaccination
GBP6,Vaccination,4,Infection and vaccination
GBP6,Infection,6,Infection and vaccination
GNG7,Vaccination,4,Infection and vaccination
GNG7,Infection,2,Infection and vaccination
GPR137B,Vaccination,4,Infection and vaccination
GPR137B,Infection,3,Infection and vaccination
GPR15,Vaccination,4,Infection and vaccination
GPR15,Infection,4,Infection and vaccination
GPR183,Vaccination,4,Infection and vaccination
GPR183,Infection,6,Infection and vaccination
GPR65,Vaccination,4,Infection and vaccination
GPR65,Infection,2,Infection and vaccination
GPX1,Vaccination,4,Infection and vaccination
GPX1,Infection,4,Infection and vaccination
GRB2,Vaccination,4,Infection and vaccination
GRB2,Infection,4,Infection and vaccination
GRINA,Vaccination,4,Infection and vaccination
GRINA,Infection,8,Infection and vaccination
GRN,Vaccination,4,Infection and vaccination
GRN,Infection,4,Infection and vaccination
GSDMD,Vaccination,4,Infection and vaccination
GSDMD,Infection,3,Infection and vaccination
HAMP,Vaccination,4,Infection and vaccination
HAMP,Infection,3,Infection and vaccination
HESX1,Vaccination,4,Infection and vaccination
HESX1,Infection,5,Infection and vaccination
HK1,Vaccination,4,Infection and vaccination
HK1,Infection,2,Infection and vaccination
HLA-E,Vaccination,4,Infection and vaccination
HLA-E,Infection,5,Infection and vaccination
HM13,Vaccination,4,Infection and vaccination
HM13,Infection,1,Infection and vaccination
HMOX1,Vaccination,4,Infection and vaccination
HMOX1,Infection,2,Infection and vaccination
HSPA6,Vaccination,4,Infection and vaccination
HSPA6,Infection,4,Infection and vaccination
IFI30,Vaccination,4,Infection and vaccination
IFI30,Infection,7,Infection and vaccination
IFIT3,Vaccination,4,Infection and vaccination
IFIT3,Infection,5,Infection and vaccination
IFNAR2,Vaccination,4,Infection and vaccination
IFNAR2,Infection,3,Infection and vaccination
IGF1R,Vaccination,4,Infection and vaccination
IGF1R,Infection,7,Infection and vaccination
IGLL5,Vaccination,4,Infection and vaccination
IGLL5,Infection,4,Infection and vaccination
IGSF6,Vaccination,4,Infection and vaccination
IGSF6,Infection,2,Infection and vaccination
IL10RA,Vaccination,4,Infection and vaccination
IL10RA,Infection,6,Infection and vaccination
IL10RB,Vaccination,4,Infection and vaccination
IL10RB,Infection,6,Infection and vaccination
IL11,Vaccination,4,Infection and vaccination
IL11,Infection,2,Infection and vaccination
IL12A,Vaccination,4,Infection and vaccination
IL12A,Infection,1,Infection and vaccination
IL15,Vaccination,4,Infection and vaccination
IL15,Infection,3,Infection and vaccination
IL17RC,Vaccination,4,Infection and vaccination
IL17RC,Infection,4,Infection and vaccination
IL31RA,Vaccination,4,Infection and vaccination
IL31RA,Infection,2,Infection and vaccination
ITGB4,Vaccination,4,Infection and vaccination
ITGB4,Infection,1,Infection and vaccination
ITM2C,Vaccination,4,Infection and vaccination
ITM2C,Infection,1,Infection and vaccination
KLHL14,Vaccination,4,Infection and vaccination
KLHL14,Infection,3,Infection and vaccination
KRT23,Vaccination,4,Infection and vaccination
KRT23,Infection,4,Infection and vaccination
KYNU,Vaccination,4,Infection and vaccination
KYNU,Infection,1,Infection and vaccination
LAMP2,Vaccination,4,Infection and vaccination
LAMP2,Infection,4,Infection and vaccination
LAMP3,Vaccination,4,Infection and vaccination
LAMP3,Infection,4,Infection and vaccination
LCP1,Vaccination,4,Infection and vaccination
LCP1,Infection,6,Infection and vaccination
LGALS9,Vaccination,4,Infection and vaccination
LGALS9,Infection,6,Infection and vaccination
LIF,Vaccination,4,Infection and vaccination
LIF,Infection,3,Infection and vaccination
LILRA1,Vaccination,4,Infection and vaccination
LILRA1,Infection,2,Infection and vaccination
LILRA5,Vaccination,4,Infection and vaccination
LILRA5,Infection,4,Infection and vaccination
LPXN,Vaccination,4,Infection and vaccination
LPXN,Infection,6,Infection and vaccination
LST1,Vaccination,4,Infection and vaccination
LST1,Infection,5,Infection and vaccination
LTF,Vaccination,4,Infection and vaccination
LTF,Infection,8,Infection and vaccination
MANSC1,Vaccination,4,Infection and vaccination
MANSC1,Infection,6,Infection and vaccination
MAP3K8,Vaccination,4,Infection and vaccination
MAP3K8,Infection,5,Infection and vaccination
MAPK3,Vaccination,4,Infection and vaccination
MAPK3,Infection,3,Infection and vaccination
MAPKAPK2,Vaccination,4,Infection and vaccination
MAPKAPK2,Infection,5,Infection and vaccination
MAPT,Vaccination,4,Infection and vaccination
MAPT,Infection,4,Infection and vaccination
MBOAT7,Vaccination,4,Infection and vaccination
MBOAT7,Infection,1,Infection and vaccination
MERTK,Vaccination,4,Infection and vaccination
MERTK,Infection,2,Infection and vaccination
METTL7A,Vaccination,4,Infection and vaccination
METTL7A,Infection,1,Infection and vaccination
MGAM,Vaccination,4,Infection and vaccination
MGAM,Infection,4,Infection and vaccination
MMP19,Vaccination,4,Infection and vaccination
MMP19,Infection,6,Infection and vaccination
MMP8,Vaccination,4,Infection and vaccination
MMP8,Infection,8,Infection and vaccination
MPEG1,Vaccination,4,Infection and vaccination
MPEG1,Infection,5,Infection and vaccination
MS4A6A,Vaccination,4,Infection and vaccination
MS4A6A,Infection,3,Infection and vaccination
MS4A7,Vaccination,4,Infection and vaccination
MS4A7,Infection,1,Infection and vaccination
MSR1,Vaccination,4,Infection and vaccination
MSR1,Infection,4,Infection and vaccination
MTMR11,Vaccination,4,Infection and vaccination
MTMR11,Infection,1,Infection and vaccination
MYH10,Vaccination,4,Infection and vaccination
MYH10,Infection,5,Infection and vaccination
NAV1,Vaccination,4,Infection and vaccination
NAV1,Infection,5,Infection and vaccination
NCAPD3,Vaccination,4,Infection and vaccination
NCAPD3,Infection,2,Infection and vaccination
NCAPH2,Vaccination,4,Infection and vaccination
NCAPH2,Infection,5,Infection and vaccination
NCF1,Vaccination,4,Infection and vaccination
NCF1,Infection,3,Infection and vaccination
NCF2,Vaccination,4,Infection and vaccination
NCF2,Infection,6,Infection and vaccination
NCKAP1L,Vaccination,4,Infection and vaccination
NCKAP1L,Infection,1,Infection and vaccination
NFAM1,Vaccination,4,Infection and vaccination
NFAM1,Infection,2,Infection and vaccination
NFKB1,Vaccination,4,Infection and vaccination
NFKB1,Infection,1,Infection and vaccination
NKG7,Vaccination,4,Infection and vaccination
NKG7,Infection,5,Infection and vaccination
NLRC3,Vaccination,4,Infection and vaccination
NLRC3,Infection,6,Infection and vaccination
NLRC4,Vaccination,4,Infection and vaccination
NLRC4,Infection,6,Infection and vaccination
NOD2,Vaccination,4,Infection and vaccination
NOD2,Infection,6,Infection and vaccination
NOG,Vaccination,4,Infection and vaccination
NOG,Infection,6,Infection and vaccination
NR4A1,Vaccination,4,Infection and vaccination
NR4A1,Infection,2,Infection and vaccination
OAS1,Vaccination,4,Infection and vaccination
OAS1,Infection,5,Infection and vaccination
OASL,Vaccination,4,Infection and vaccination
OASL,Infection,5,Infection and vaccination
ORM1,Vaccination,4,Infection and vaccination
ORM1,Infection,6,Infection and vaccination
P2RY2,Vaccination,4,Infection and vaccination
P2RY2,Infection,5,Infection and vaccination
PARP1,Vaccination,4,Infection and vaccination
PARP1,Infection,6,Infection and vaccination
PDGFRA,Vaccination,4,Infection and vaccination
PDGFRA,Infection,2,Infection and vaccination
PELI3,Vaccination,4,Infection and vaccination
PELI3,Infection,3,Infection and vaccination
PF4,Vaccination,4,Infection and vaccination
PF4,Infection,4,Infection and vaccination
PGD,Vaccination,4,Infection and vaccination
PGD,Infection,6,Infection and vaccination
PIK3CA,Vaccination,4,Infection and vaccination
PIK3CA,Infection,5,Infection and vaccination
PIK3CG,Vaccination,4,Infection and vaccination
PIK3CG,Infection,5,Infection and vaccination
PIK3R3,Vaccination,4,Infection and vaccination
PIK3R3,Infection,7,Infection and vaccination
PILRA,Vaccination,4,Infection and vaccination
PILRA,Infection,2,Infection and vaccination
PLBD1,Vaccination,4,Infection and vaccination
PLBD1,Infection,6,Infection and vaccination
PLXDC2,Vaccination,4,Infection and vaccination
PLXDC2,Infection,4,Infection and vaccination
PLXNB2,Vaccination,4,Infection and vaccination
PLXNB2,Infection,5,Infection and vaccination
PML,Vaccination,4,Infection and vaccination
PML,Infection,4,Infection and vaccination
PPP1R16B,Vaccination,4,Infection and vaccination
PPP1R16B,Infection,3,Infection and vaccination
PRAM1,Vaccination,4,Infection and vaccination
PRAM1,Infection,2,Infection and vaccination
PRKAR2B,Vaccination,4,Infection and vaccination
PRKAR2B,Infection,4,Infection and vaccination
PRKCD,Vaccination,4,Infection and vaccination
PRKCD,Infection,6,Infection and vaccination
PTGFRN,Vaccination,4,Infection and vaccination
PTGFRN,Infection,2,Infection and vaccination
PTGIR,Vaccination,4,Infection and vaccination
PTGIR,Infection,4,Infection and vaccination
PTMS,Vaccination,4,Infection and vaccination
PTMS,Infection,1,Infection and vaccination
PTPN11,Vaccination,4,Infection and vaccination
PTPN11,Infection,2,Infection and vaccination
PTPN22,Vaccination,4,Infection and vaccination
PTPN22,Infection,1,Infection and vaccination
PTPRJ,Vaccination,4,Infection and vaccination
PTPRJ,Infection,6,Infection and vaccination
PYHIN1,Vaccination,4,Infection and vaccination
PYHIN1,Infection,5,Infection and vaccination
QPCT,Vaccination,4,Infection and vaccination
QPCT,Infection,5,Infection and vaccination
RAB43,Vaccination,4,Infection and vaccination
RAB43,Infection,2,Infection and vaccination
RARA,Vaccination,4,Infection and vaccination
RARA,Infection,2,Infection and vaccination
RBBP8,Vaccination,4,Infection and vaccination
RBBP8,Infection,7,Infection and vaccination
RBP7,Vaccination,4,Infection and vaccination
RBP7,Infection,6,Infection and vaccination
RBX1,Vaccination,4,Infection and vaccination
RBX1,Infection,1,Infection and vaccination
RELB,Vaccination,4,Infection and vaccination
RELB,Infection,6,Infection and vaccination
RFC2,Vaccination,4,Infection and vaccination
RFC2,Infection,4,Infection and vaccination
RHOU,Vaccination,4,Infection and vaccination
RHOU,Infection,2,Infection and vaccination
RNF130,Vaccination,4,Infection and vaccination
RNF130,Infection,4,Infection and vaccination
RRAGD,Vaccination,4,Infection and vaccination
RRAGD,Infection,6,Infection and vaccination
RSAD2,Vaccination,4,Infection and vaccination
RSAD2,Infection,5,Infection and vaccination
RXRA,Vaccination,4,Infection and vaccination
RXRA,Infection,1,Infection and vaccination
S100A9,Vaccination,4,Infection and vaccination
S100A9,Infection,7,Infection and vaccination
S100P,Vaccination,4,Infection and vaccination
S100P,Infection,8,Infection and vaccination
SCARB2,Vaccination,4,Infection and vaccination
SCARB2,Infection,3,Infection and vaccination
