"Variable","Importance"
"GZMM",0.0315188913216953
"SP100",0.0306379192702089
"SP3",0.0294649900720921
"ANKHD1",0.0259166808399244
"TTLL1",0.0258780787736569
"ACTR3",0.0242962869352758
"ASXL1",0.0241656339909397
"STAT5B",0.0237495278426473
"FKBP1A",0.0235616216253246
"CD3G",0.0231766107398338
