"","BBIBP (V3 D14)","BBIBP (V3 D28)","BNT (V1 D6)","BNT (V2 D1)","BNT (V3 D1)","BNT-I (D1)","BNT-I (D10 mild)","BNT-I (D10 severe)","BNT-I (D26 mild)","BNT-I (D26 severe)","BNT-I (D3)","BNT-I (D4)","BNT-I-BNT (D51 mild)","BNT-I-BNT (D51 severe)","BNT-MO (V3 D1)","ChAd (V1 D3)","ChAd (V1 D6)","ChAd (V1 D7)","ChAd (V2 D1)","ChAd (V2 D3)","ChAd (V2 D7)","ChAd-BNT (V2 D3)","ChAd-BNT (V2 D7)","ChAd-BNT (V3 D1)","I (D10 moderate)","I (D10 severe)","I (D26 moderate)","I (D26 severe)","I (D51 moderate)","I (D51 severe)","I-I (D1)","ZF2001 (V3 D07)","ZF2001 (V3 D14)","ZF2001 (V3 D28)"
"RASGRP1",NA,NA,NA,NA,NA,NA,"-2.86150762987551","-2.09771403264205","-1.49756607828958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.40405630343931","-1.63147931180355","-1.13999623567046",NA,NA,NA,NA,NA,NA,NA
"RBPJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34760259293886",NA,"1.34540196674949",NA,NA,NA,NA,NA,NA
"RC3H1",NA,NA,NA,NA,NA,NA,"1.00026462545893","1.0545355805706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.13114407644758",NA,"1.03147657444138",NA,NA,NA,NA,NA,NA
"RELA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.40648696438786",NA,NA,NA,NA
"RELB",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"RHOA",NA,NA,NA,NA,NA,NA,"1.01786213572995",NA,"1.07956886754848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.20548427861512",NA,NA,NA,NA,NA,NA,NA,NA
"RIGI",NA,NA,NA,"1.70148659741338","1.61011142401832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.87791263721382",NA,NA,NA,"2.53208473818817",NA,NA,NA,NA,"2.36864335691891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RNASE2",NA,NA,NA,NA,NA,NA,"2.76131268152256","2.85105973600863",NA,NA,NA,NA,NA,NA,NA,"1.12667251419393",NA,NA,NA,NA,NA,NA,NA,NA,"3.29793358437332",NA,"2.57868062518078","2.17660121741649",NA,NA,NA,NA,NA,NA
"RNASE3",NA,NA,NA,NA,NA,NA,"2.89477384079376","3.63873186335543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.56890282444563",NA,"4.86696062307018","3.39886453766033",NA,NA,NA,NA,NA,NA
"RNF135",NA,NA,NA,NA,NA,NA,"2.50549724757541","1.98768416629486","1.55191554928266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.62470930545481","1.60401289241753",NA,"1.11931882174559",NA,NA,NA,NA,NA,NA
"RNF19B",NA,NA,NA,NA,NA,NA,"1.32316836164862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9099399369375",NA,"-1.56309986203386",NA,NA
"RORA",NA,NA,NA,NA,NA,NA,"-3.14949180376803","-2.11896613660543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.20433149880641",NA,"-1.17732721086023",NA,NA,NA,NA,NA,NA,NA
"RORC",NA,NA,NA,NA,NA,NA,"-3.20948021492897","-3.63671648257568","-2.76199317413769","-1.87861204957347",NA,NA,"-2.47114327292296","-2.4303806604802",NA,NA,NA,NA,NA,"-1.14640589793113",NA,NA,NA,NA,"-1.43450960391819","-2.79805862843017","-1.37093237448333","-2.19779909650417",NA,"-2.42923397780826",NA,NA,NA,NA
"RPL22",NA,NA,NA,NA,NA,NA,"-1.57339580762066","-1.33697172562073","-1.04432524034615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.07933923582548","-1.28975883538843",NA,NA,NA,NA,NA,NA,NA,NA
"RPS19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16569748764865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPS6",NA,NA,NA,NA,NA,NA,"-1.27838538192747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPS6KA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18992117145983",NA,NA,NA,NA,NA,NA,NA,NA
"S100A12",NA,NA,NA,NA,NA,NA,"2.2066996492104","2.7603328056186","2.54502116957063","1.71275425785757","2.75659879683405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.22013735543299","3.99473695910532","2.61680300726018","3.53317524063576",NA,"2.8228362038449",NA,NA,NA,NA
"S1PR1",NA,NA,NA,NA,NA,"-1.13445789703505","-2.95589785335741","-1.63942841537078","-2.93929159850068","-1.7893619786984",NA,NA,"-2.4158905968258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.55496463172818","-2.28777215350418","-1.87159935651761","-2.13606223537395",NA,"-1.70880481122106",NA,NA,NA,NA
"SARM1",NA,NA,NA,NA,NA,NA,"-1.89078884586562","-1.04915179603473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCG2",NA,NA,NA,NA,NA,NA,NA,"2.61005899615184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCIMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16196823369344",NA,NA,NA,NA,NA,"1.00949785227338",NA,"1.00160945145741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCNN1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.50700765494978",NA,NA,NA,NA,"1.86066757743428",NA,NA,NA,NA,NA,NA,NA,NA,"4.57870037259782",NA,NA
"SFTPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1205467254682",NA,NA,NA,NA,NA,NA,"-2.92025912396822","-2.96276628395024","-1.70780004862154","-2.32930140729117",NA,NA,NA,NA,NA,NA
"SIRT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.08849250261468",NA,NA,NA,NA
"SKAP1",NA,NA,NA,NA,NA,NA,"-2.72285354967593","-1.45289239539062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.20164285788823",NA,"-1.01538604278347",NA,NA,NA,NA,NA,NA,NA
"SKIL",NA,NA,NA,NA,NA,NA,"1.16739908763416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37842358218009",NA,"1.45975168024871",NA,"1.28479612274139",NA,NA,NA,NA
"SLC11A1",NA,NA,NA,NA,NA,"1.58749788317873",NA,NA,"1.35350000605738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.83529903966663","1.04492758529494",NA,NA,NA,NA,NA,NA,NA
"SLC12A2",NA,NA,NA,NA,NA,NA,"-1.46069364089157",NA,"-1.01759819244089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC15A3",NA,NA,NA,NA,NA,"1.32433734617372",NA,NA,NA,NA,"1.06046761942126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.48988875582848",NA,NA,NA,NA
"SLC15A4",NA,NA,NA,NA,NA,NA,"1.46725527065672","1.47346128464844","1.73001864785764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.15297518441206","1.88133428127385",NA,"1.74502803527511",NA,"2.26973508051416",NA,NA,NA,NA
"SLC18A2",NA,NA,NA,NA,NA,"1.35367775264099",NA,NA,"1.54196661849938","1.24332664629198","1.52320762388545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.48743385851764","1.36186484243799","1.3570175752283",NA,NA,NA,NA,NA,NA
"SLC30A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.83384616589671",NA,NA
"SMAD3",NA,NA,NA,NA,NA,NA,NA,"-1.05259135696161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNAP23",NA,NA,NA,NA,NA,NA,NA,NA,"1.0107909036009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.05262265952152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.35691198020791",NA,NA,NA,"1.55279864861209",NA,"2.77304472137928",NA,NA,NA,NA,NA
"SOS2",NA,NA,NA,NA,NA,NA,"1.20772182427551","1.0198181737871","1.47703193229199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.62271541947473",NA,"1.50765017295311",NA,"1.01632044552826",NA,NA,NA,NA
"SOX4",NA,NA,NA,NA,NA,"1.25083493400807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP100",NA,NA,NA,NA,NA,NA,"1.68021500997705","1.38464152896856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.05386348425173",NA,NA,NA,NA,"1.06122647758045","1.30642540087345","1.10552415377073",NA,"1.10673796267043",NA,NA,NA,NA,NA,NA
"SPACA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.38834469095419",NA,NA,NA,NA,"1.89743694069953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI1",NA,NA,NA,NA,NA,NA,"1.384642317982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.19274181964546",NA,NA,NA,NA
"SPIRE1",NA,NA,NA,NA,NA,NA,"-1.08311028998142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPN",NA,NA,NA,NA,NA,NA,"-2.33971460598542","-1.76695082017486","-1.70338973277942","-1.26176926164522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.37997509552176","-1.89514760287992",NA,"-2.00779495563238",NA,"-1.0315535024436",NA,NA,NA,NA
"SPNS2",NA,NA,NA,NA,NA,NA,"-1.98150041267359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.29207638135847",NA,NA,"-1.63253225065506",NA,NA,NA,"1.14956557701952",NA,NA
"SRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.13258372890015",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.62822082220006",NA,"-2.09596445387726",NA,NA,NA,NA,NA,NA
"SRF",NA,NA,NA,NA,NA,NA,NA,NA,"1.28873021057047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSC5D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.08023228982465",NA,NA
"STAT1",NA,NA,NA,"1.7669770174703","1.73067522944179",NA,NA,"1.38877202284867",NA,NA,NA,NA,NA,NA,"1.9701187020677","1.34216932377509",NA,NA,"1.70606301563535",NA,NA,"1.71382604327787",NA,"2.43271451601046",NA,NA,NA,NA,NA,"1.92110289227036",NA,NA,NA,NA
"STAT2",NA,NA,NA,"1.65890003000679","1.63086068350956",NA,"2.07191121374897","1.6937113369519",NA,NA,NA,NA,NA,NA,"1.83732216267663",NA,NA,NA,"1.89720643149312",NA,NA,"1.64108860871204",NA,"2.23715737623384","1.42234265400997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"STAT3",NA,NA,NA,NA,NA,NA,NA,"1.00621198800988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00962387524026",NA,NA,NA,NA,NA,NA,NA,NA
"STAT5B",NA,NA,NA,NA,NA,NA,"1.05346325212543",NA,"1.33106130699317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.17690126773078",NA,NA,NA,NA,NA,NA,NA,NA
"STXBP1",NA,NA,NA,NA,NA,NA,"-2.43499635592156","-2.06849816126124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.27257373533563","-1.524282528368",NA,"-1.17259216741323",NA,NA,NA,NA,NA,NA
"STXBP3",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"STXBP4",NA,NA,NA,NA,NA,NA,"-2.2756715767886","-1.43489150060119","-1.7610702223219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.05783424174955",NA,NA,NA,"-1.0467877079722",NA,NA,NA,NA
"SUSD4",NA,NA,NA,NA,NA,NA,NA,"-2.39063273630667",NA,NA,NA,NA,NA,NA,"-1.05368263395195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.23999665423492","-3.0383717269762",NA,NA,NA,NA,NA,NA,NA,NA
"TAP1",NA,NA,NA,"1.39136575716756","1.37183502338509",NA,"1.61895686507526","1.60239531464539",NA,NA,NA,NA,NA,NA,"1.6565465443769",NA,NA,NA,"1.11413642290348",NA,NA,"1.23731668896819",NA,"1.63912368433749","1.07569847854816",NA,NA,NA,NA,"1.90646851561632",NA,NA,NA,NA
"TAP2",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TARM1",NA,NA,NA,NA,NA,NA,"3.45766654917647","3.98914574354644","3.51675137640562",NA,NA,NA,NA,NA,"1.73740603105858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.59883868942371","2.86553229873599","4.63999628198515","3.20903920915246",NA,"2.85329305225089",NA,"3.24661670508279",NA,NA
"TBKBP1",NA,NA,NA,NA,NA,NA,"1.61917201189078","1.33998160817945","1.62108650579525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27223919980906","1.16461873233488",NA,NA,"1.09167769319256",NA,NA,NA,NA
"TCF7",NA,NA,NA,NA,NA,NA,"-3.83121697043587","-2.74493208375931","-2.6542730423523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.08253394681654","-3.18055461658282","-2.01902302031703","-2.22521191803078",NA,NA,NA,NA,NA,NA
"TESPA1",NA,NA,NA,NA,NA,NA,"-3.24787053945162","-2.48490464233624","-2.16801621678697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66733994580906","-2.64513026112704","-1.62108214502669","-1.61876630355176",NA,"-1.58873520352446",NA,NA,NA,NA
"TFE3",NA,NA,NA,NA,NA,NA,"1.21680392185361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFEB",NA,NA,NA,NA,NA,NA,"1.58725345792623","1.1945285678064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.10454844799478",NA,NA,NA,NA
"THEMIS",NA,NA,NA,NA,NA,NA,"-3.8146726440616","-2.73395185461293","-1.68713393425863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.62057818611988","-1.58699719499974","-1.11579100599249",NA,NA,NA,NA,NA,NA,NA
"THEMIS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0680947310179",NA,NA,NA,NA,NA,NA,NA,NA
"TICAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.98009556191058",NA,"-1.44899299504271",NA,NA
"TLR4",NA,NA,NA,NA,NA,NA,NA,"1.37503048971679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.05778904087818",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMEM229B",NA,NA,NA,NA,NA,NA,NA,NA,"-1.13459953659192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.38480403547228",NA,"-1.61841742253862",NA,NA,NA,NA,NA,NA
"TMEM33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0873062552202",NA,"1.02789585234214",NA,NA,NA,NA,NA,NA
"TNFAIP3",NA,NA,NA,NA,NA,"2.08359430289564",NA,NA,NA,NA,"1.68441065140485",NA,NA,NA,"1.01914925139892",NA,NA,NA,NA,NA,NA,NA,NA,"1.01866067826626",NA,"2.51061374663467",NA,"2.51486282088333",NA,"4.19043878567513",NA,"-2.39600853825225",NA,"-1.16320798645915"
"TNFRSF17",NA,NA,NA,NA,NA,NA,NA,"3.41878926094835",NA,NA,NA,NA,NA,NA,NA,NA,"2.39059241509108","2.75551873428102",NA,NA,NA,NA,"2.0268899921165",NA,"3.58113480485812",NA,NA,"2.78588374626725",NA,NA,NA,NA,NA,NA
"TNFRSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07435228134502",NA,NA,NA,NA,"-1.704344272795",NA,NA,NA,NA,NA,NA,NA
"TNFSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.0000328717333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOX",NA,NA,NA,NA,NA,NA,"-2.52219736761564","-1.43820920797612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.29300727919905",NA,"-1.09521990071456",NA,NA,NA,NA,NA,NA,NA
"TPD52",NA,NA,NA,NA,NA,NA,"-2.28736273701822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22491383111241",NA,NA,NA,NA,NA,NA
"TRAF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8743709834753",NA,NA,NA,NA,NA,NA
"TREML1",NA,NA,NA,NA,NA,NA,NA,"1.69819333640913",NA,"1.95822135617562",NA,NA,NA,"1.97284723339086",NA,NA,NA,NA,NA,NA,NA,"-1.23932867551837","-1.93971391329151",NA,NA,"1.50537007687151","1.56085843525334","1.61561022964993",NA,"1.7075697457899",NA,NA,NA,NA
"TREML4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.00530272530465",NA,NA,"1.63935950717534",NA,NA,NA,NA,NA,NA,NA,NA
"TRIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.89871540218277",NA,NA
"TRIM21",NA,NA,NA,"1.01685718094747",NA,NA,"1.91094269897555","1.48720535556691",NA,NA,NA,NA,NA,NA,"1.17073025141659",NA,NA,NA,"1.08719716409335",NA,NA,NA,NA,"1.40379838906727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM22",NA,NA,NA,"1.7538950300394","1.69928225629705",NA,"2.7276053583849","2.77432252321782",NA,NA,NA,NA,NA,NA,"1.93052538340533",NA,NA,NA,"2.02302233684438",NA,NA,"1.42542747200149",NA,"2.41916405417995","2.3599613489735","2.19653749218345",NA,"1.59170573575742",NA,"1.94604144720602",NA,NA,NA,NA
"TRIM40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1536840735243","-1.48745592824075",NA,"1.84211818199732",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM49D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.93827255112601",NA,NA
"TRIM58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.30596428664703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM59",NA,NA,NA,NA,NA,NA,"-1.08640731794749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM64B",NA,NA,NA,NA,NA,NA,"-6.97129156329358","-7.07333277774934","-6.74619785096365","-4.76067639172261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.26596854707354","-6.84555688521707","-2.29147896940658","-6.95438380111841",NA,"-6.58244041756234",NA,NA,NA,NA
"TRIM65",NA,NA,NA,NA,NA,NA,"-1.25733238673339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM68",NA,NA,NA,NA,NA,NA,NA,NA,"-1.78083034044053",NA,NA,NA,"-1.41198081550459","-1.17686012822481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.22412445896365",NA,"-1.05449051175713",NA,NA,NA,NA,NA,NA
"TUBB4B",NA,NA,NA,NA,NA,"1.14669984700751",NA,NA,"1.69445427608037","1.16277852617004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.47398806733985",NA,NA,NA,"1.45807247518938",NA,NA,NA,NA
"TXK",NA,NA,NA,NA,NA,NA,"-2.51737038697114","-1.17756602740577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.05925709492968","-1.11516259112463",NA,"-1.39131942645632",NA,NA,NA,NA
"TYRO3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8730417976861","2.88260523000841",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.04423193296399",NA,NA,NA,NA,NA,NA
"UNC13D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.08392032280165",NA,NA,NA,NA,NA,NA
"UNG",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.01011295965063",NA,NA,NA,NA,NA,NA,NA,NA
"VAV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.14573583667238",NA,NA,NA,NA,NA,NA
"VCAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.88361548306649",NA,NA,"-2.61643938885618",NA,NA,NA,NA,NA,NA,NA,NA,NA
"VEGFA",NA,NA,NA,NA,NA,NA,NA,"1.170969348914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.173604178138",NA,NA,NA,NA,NA,NA
"VIM",NA,NA,NA,NA,NA,NA,"1.41110407093405","1.17094054727433","1.89179736682683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.10613342202671","1.37018136269312","1.31368857948388","1.13509544934634",NA,NA,NA,NA,NA,NA
"VNN1",NA,NA,NA,NA,NA,NA,"2.81841292062877","2.98492516433482","2.24448802562039",NA,"2.21130606916123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.36270018997061","3.83820287366466","1.93818668173435","3.09424652124191",NA,"1.68644164042372",NA,NA,NA,NA
"WFDC11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29280373232308",NA,NA
"WFDC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8488153715815",NA,NA,NA,NA,"1.62623944611519",NA,NA,NA,NA,NA,NA
