"2","day",NA,NA,"14","28"," 6"," 1"," 1"," 1","10","10","26","26"," 3"," 4","51","51"," 1"," 3"," 6"," 7"," 1"," 3"," 7"," 3"," 7"," 1","10","10","26","26","51","51"," 1"," 7","14","28"
"3","week",NA,NA," 2"," 4"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 1"," 1"," 7"," 7"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 7"," 7"," 1"," 1"," 2"," 4"
"4","dose",NA,NA," 3"," 3"," 1"," 2"," 3"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 3"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 2"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 3"
"5","infection",NA,NA," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 0"," 0"," 0"
"6","type",NA,NA,"IN","IN","RNA","RNA","RNA","I","I","I","I","I","I","I","RNA","RNA","RNA","VV","VV","VV","VV","VV","VV","RNA","RNA","RNA","I","I","I","I","I","I","I","SU","SU","SU"
"7","disease_vac",NA,NA,"V","V","V","V","V","I","I","I","I","I","I","I","I","I","V","V","V","V","V","V","V","V","V","V","I","I","I","I","I","I","I","V","V","V"
"1638","V1631","CCL7","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","V1632","CCL7","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","V1633","CCL7","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","V1634","CCL7","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","V1635","CCL7","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","V1636","CCL7","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","V1637","CCL7","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","V1638","CCL7","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","V1639","CCL7","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","V1640","CCL7","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","V1641","CCL7","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.77648779291754","-2.91531086336126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","V1642","CCL18","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","V1643","CCL18","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","V1644","CCL18","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","V1645","CCL18","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","V1646","CCL18","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","V1647","CCL18","EOSINOPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","V1648","CCL18","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","V1649","CCL18","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","V1650","CCL18","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","V1651","CCL18","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","V1652","CCL18","MONOCYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","V1653","CCL18","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","V1654","CCL18","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","V1655","CCL18","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","V1656","CCL18","NEUTROPHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.22345061016637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","V1657","TNFRSF4","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07435228134502",NA,NA,NA,NA,"-1.704344272795",NA,NA,NA,NA,NA,NA,NA
"1665","V1658","TNFRSF4","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07435228134502",NA,NA,NA,NA,"-1.704344272795",NA,NA,NA,NA,NA,NA,NA
"1666","V1659","TNFRSF4","T CELLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07435228134502",NA,NA,NA,NA,"-1.704344272795",NA,NA,NA,NA,NA,NA,NA
"1667","V1660","GSDMD","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03575669174187",NA,NA,NA,NA,NA,"-1.59235357112646",NA,NA,NA,NA,NA,NA
"1668","V1661","CXCR4","DENDRITIC CELLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.16049369193529",NA,NA,NA,"1.43597027229911",NA,"1.16188997343232",NA,"1.06859825261175",NA,"-1.63223966088533",NA,NA
"1669","V1662","CXCR4","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.16049369193529",NA,NA,NA,"1.43597027229911",NA,"1.16188997343232",NA,"1.06859825261175",NA,"-1.63223966088533",NA,NA
"1670","V1663","VCAM1","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.88361548306649",NA,NA,"-2.61643938885618",NA,NA,NA,NA,NA,NA,NA,NA,NA
