"","condition1","condition2","count","process","pvalue","p_adjust","genes"
"Metabolism...1855","ZF2001 (V3, D28)","BNT-I (D10, hospital)",469,"Metabolism",9.99460325143435e-06,4.99730162571718e-05,"BCL11B/BCL2/CCL5/CD2/CD3E/CD96/CDK6/CRKL/CX3CR1/GZMA/GZMK/IL2RG/IMPDH2/ITM2A/KLF12/LAX1/LBH/NFKBIA/NLRC3/NR4A1/NRARP/PKIA/PPP2CA/PRKACB/PTGER4/PTPN7/PURA/RASGRP1/RBPJ/RC3H1/SLC38A1/ST3GAL1/STAT5B/TNFAIP3/TOP2B/ZMYND11/ABCD2/ABCD4/ABHD14B/ACAD11/ACOT13/ACOT9/ACSL1/ACTR5/ADAT2/ADCY4/ADGB/ADHFE1/ADPGK/AEBP2/AKIRIN1/AKT1S1/ALDH18A1/ALDH6A1/ALDOC/ANAPC2/ANGPT4/ARFIP2/ARL1/ASF1A/ASPDH/ATF2/ATMIN/ATP6V0A2/ATP6V0E2/AUP1/AVPR2/B3GLCT/B3GNT2/B3GNT7/B4GALT7/BBS4/BIRC2/BRD1/BRD9/BTAF1/BUB1/C19orf12/C1GALT1/C2orf69/C9orf72/CARD9/CBX5/CCDC117/CCNB1/CCNI/CDK10/CDK5RAP1/CDK5RAP3/CELA2A/CETN2/CFAP20/CHCHD2/CHKA/CHTF8/CHURC1/CLCN2/CNOT11/COQ10B/COX10/COX11/CPSF6/CRABP2/CREBL2/CSAD/CSF1/CUL4B/DAD1/DAG1/DCP2/DDI2/DDX17/DDX56/DENND3/DENR/DERA/DGAT2/DGKA/DGUOK/DIP2B/DMAP1/DNAJC16/DNAJC17/DNAJC24/DOLPP1/DPH3/DPY30/DR1/DTD2/DYRK2/E4F1/EEF1B2/EEF2K/EIF2B4/EIF2B5/ELK4/EME1/EME2/ERCC5/ERMP1/EXOC8/EXOSC10/EXOSC7/EZH1/F8/FADS3/FAM20B/FAM220A/FAN1/FANCF/FBXL4/FBXO8/FBXW4/FOXN2/FOXO4/GABARAPL2/GALK2/GALT/GCFC2/GCLM/GEMIN2/GIPC1/GLG1/GLRX/GLUL/GNL3/GPD1L/GRIN2C/GSKIP/GSTO2/GTF2A2/GTF3C2/GTF3C4/HACD2/HERPUD1/HIBADH/HLX/HNRNPH1/HP1BP3/HSP90AB4P/HSPA5/HSPA8/HSPBP1/HYPK/ICE2/ICMT/IKZF3/IPO7/IRF9/JCHAIN/JDP2/JKAMP/KBTBD6/KCNH2/KDM7A/KLF5/KLF6/KRBOX4/L3MBTL1/LIMA1/LIN54/LPAR2/LRRC59/LRWD1/LSM11/LTF/LUC7L/LYPLA1/LYRM7/LZTR1/MAFG/MAFK/MAGEH1/MAN2A2/MAP1LC3B/MAP2K6/MAP3K1/MAPK11/MBLAC2/MBOAT1/MDFIC/MEAF6/MED13/METTL17/METTL22/METTL3/MFAP4/MICAL1/MMS19/MOB1A/MPC2/MRI1/MRPS25/MSL1/MUL1/MXD1/MZF1/NAA25/NAA30/NAB2/NABP1/NAMPT/NDUFAF1/NEK2/NEK7/NELFCD/NFATC2IP/NFATC3/NFYA/NGRN/NKTR/NME1/NOL8/NOP9/NPAT/NR1I3/NRDE2/NSUN5P1/NUDT21/NXT2/OGG1/ORM1/OSGEP/PAIP2/PAN2/PANK2/PANK4/PARP15/PCNP/PCSK7/PCYOX1/PDCD7/PDE12/PDE4C/PDK2/PDS5A/PFKFB3/PI4KAP2/PIGC/PIGL/PIM1/PIWIL2/PKN3/PLGRKT/PLK1/PNRC1/PNRC2/POLG2/POLR3D/POLR3E/PPAN/PPEF2/PPIP5K1/PPM1D/PPP1R15B/PPP1R1A/PPP1R2/PPP2R5A/PPP4R2/PRDM10/PRDM15/PREPL/PRMT6/PRPS2/PSENEN/PSMC3IP/PSMC6/PSME1/PTBP3/PTCD3/PTK2B/PTPN4/PTTG1/PURB/PWP2/PXMP4/PYCR1/PYGM/RAB39B/RBKS/RBL2/RBM19/RBM41/RCOR2/REC8/RFT1/RFWD3/RFXAP/RGMA/RGP1/RHEB/RIPK3/RLBP1/RPA3/RPS3/RPS4X/RPS6KA3/RRP1/RRP7BP/SACS/SAMD1/SAMSN1/SAP30L/SAT1/SDHA/SEC14L2/SEPHS1/SGPP1/SIN3B/SLAMF6/SLC16A12/SLC25A5/SLC3A2/SLC5A2/SMAD6/SMTNL1/SNRNP70/SNTA1/SOCS3/SOCS5/SPATA2/SPDYA/SPIN1/SPPL2A/SREK1IP1/SRPK3/SRRM2/ST6GAL1/STK26/STOX1/STT3B/SUDS3/SUGP2/SULT1A2/SUMO1/SUZ12/SYMPK/TAF7/TBPL1/TCF12/TCOF1/TET1/THAP1/THOC1/THTPA/TIPRL/TLE3/TLR2/TMSB4X/TNFRSF10B/TOP2A/TPCN1/TPCN2/TRIM25/TRIM35/TRMT11/TRMU/TRPC4AP/TRUB1/TSR1/TSSK3/TXN/TXNL4B/UBE2J1/UBIAD1/UBLCP1/UBQLN2/UFSP2/UGP2/UPP1/UQCRFS1/USF1/USP15/VEGFA/VGLL4/VMP1/VPS4B/VPS54/XAB2/YARS2/YRDC/ZBTB14/ZBTB40/ZBTB41/ZC3H11A/ZC3H6/ZDHHC24/ZFP1/ZMYM5/ZNF117/ZNF146/ZNF16/ZNF260/ZNF264/ZNF33B/ZNF512/ZNF516/ZNF629/ZNF675/ZNF700/ZNF792/ZNF83/ZNF888/ZNHIT6/ZSCAN25/ZXDA/ZZZ3/CASD1/DCAF10/DCAF17/DPH5/EBPL/FBXL14/FBXO39/ITIH4/KLHL2/MAN2C1/MANBA/OTUD1/PARP12/RNF145/RNF38/TFF3/TMEM86A/TULP4/UBAP1L/UBE2D2/UBE2F/USP35"
"ADAPTIVE IMMUNE SYSTEM...1856","ZF2001 (V3, D28)","BNT-I (D10, hospital)",50,"ADAPTIVE IMMUNE SYSTEM",0.00149949484917042,0.00374873712292604,"ABLIM1/BCL11B/BCL2/CCL5/CD2/CD3D/CD3E/CD3G/CD96/CDK6/CRKL/CX3CR1/GLP2R/GPR171/GZMA/GZMK/IGLL5/IL21R/IL2RG/IL32/IMPDH2/ITM2A/KLF12/KLRB1/LAX1/LBH/LRRC8A/NCAPH2/NFKBIA/NLRC3/NR4A1/NRARP/PKIA/PPP2CA/PRKACB/PTGER4/PTPN7/PTPRCAP/PURA/RASGRP1/RBPJ/RC3H1/SLC38A1/ST3GAL1/STAT5B/TC2N/TNFAIP3/TNFRSF17/TOP2B/ZMYND11"
"Metabolism...1857","ZF2001 (V3, D28)","BNT-I (D26, hospital)",292,"Metabolism",0.000644282161756577,0.00284543410321016,"ADAM28/BCL11A/BCL2/CCL5/CD2/CD3E/CX3CR1/ICOSLG/IMPDH2/ITM2A/KLF12/LAX1/LBH/NFKBIA/NLRC3/PPP2CA/PRKACB/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TNFAIP3/TOP2B/WNT4/ZMYND11/ABCD4/ABHD14B/ACAD11/ACOT13/ACSL1/ADCY4/ADPGK/AKIRIN1/ALDH18A1/ALDH6A1/ANAPC2/APOBEC3C/ARL1/ASF1A/ATF2/AUP1/B3GNT2/B4GALT7/BBS4/BRD1/BRD9/BUB1/C1GALT1/C2orf69/C9orf72/CARD9/CCDC117/CCNI/CDK10/CELA2A/CETN2/CFAP20/CHCHD2/CHKA/CHST7/CHTF8/CNOT11/COQ10B/COX10/CSAD/DAD1/DAG1/DCAF15/DCP2/DDI2/DENND3/DERA/DGAT2/DIP2B/DMAP1/DNAJC16/DNAJC17/DNAJC24/DOLPP1/DPH3/DTD2/EIF2B4/EIF2B5/EIF4EBP2/EME2/ERCC5/EXOC8/EXOSC10/EXOSC7/F8/FADS3/FAN1/FANCF/FOXO4/G0S2/GABARAPL2/GALT/GCFC2/GEMIN2/GIPC1/GLG1/GLUL/GNL3/GSKIP/GSTO2/GTF3C2/GTPBP1/GZF1/HACD2/HERPUD1/HIF1A/HSP90AB4P/HSPA5/HSPA8/HSPBP1/HYPK/ICE2/IKZF3/IPO7/ISCA1/JDP2/KDM7A/KLF5/KLF6/KPNA2/KRBOX4/L3MBTL1/LIMA1/LPAR2/LRRC59/LTF/LYPLA1/LYRM7/LZTR1/MAGEH1/MAN2A2/MAP1LC3B/MAP2K6/MAP3K1/MBLAC2/MBOAT1/MED31/METTL17/METTL22/MGAT2/MMS19/MOB1A/MPC2/MRPL30/MRPL36/MSL1/MUL1/MXD1/MYADM/NAMPT/NEK2/NFATC3/NFYA/NR6A1/NUDT21/OGG1/PAIP2/PANK2/PANK4/PCSK7/PCYOX1/PDCD7/PDK2/PFKFB3/PIGL/PIGX/PIWIL2/PKN3/PLAUR/PLK1/PNRC1/POLR3D/PPAN/PPIL1/PPIP5K1/PPP1R15A/PPP1R15B/PPP1R2/PPP2R5A/PPP4R2/PRDM10/PRDM15/PREPL/PRMT6/PSMC3IP/PSME1/PTPN4/PTPRE/PURB/PWP2/PXMP4/RBM19/RBM41/RBM44/RHEB/RNF139/RPA3/RPRD1B/RPS6KA3/RRP1/RRP7BP/SACS/SAMD1/SAMSN1/SAT1/SBDS/SDHA/SEPHS1/SGPP1/SLAMF6/SLC17A9/SLC25A23/SLC25A5/SLC3A2/SOCS3/SP4/SPAG9/SPATA2/SPDYA/SPIN1/SPPL2A/ST6GAL1/STOX1/SUDS3/SUMO1/SUZ12/TAF1D/TAF7/TBPL1/TCF12/TCOF1/THTPA/TLR2/TMSB4X/TOP2A/TRIM25/TRIM35/TRPC4AP/TSR1/TUBA1A/TXN/UBA7/UBE2J1/UBIAD1/UFSP2/UPP1/UQCRFS1/USP15/VGLL4/VMP1/VPS54/YIPF5/YRDC/ZBTB14/ZBTB40/ZC3H10/ZC3H11A/ZFP1/ZMYM5/ZNF117/ZNF146/ZNF16/ZNF175/ZNF260/ZNF264/ZNF33B/ZNF442/ZNF516/ZNF629/ZNF655/ZNF675/ZNF7/ZNF700/ZNF792/ZNF888/ZNHIT6/DCAF17/FBXL14/KLHL2/MAN2C1/MANBA/OTUD1/TFF3/TMEM86A/UBE2D2/UBE2F"
"ADAPTIVE IMMUNE SYSTEM...1858","ZF2001 (V3, D28)","BNT-I (D26, hospital)",35,"ADAPTIVE IMMUNE SYSTEM",0.00113817364128406,0.00284543410321016,"ADAM28/BCL11A/BCL2/CCL5/CD2/CD27/CD3E/CD3G/CX3CR1/GLP2R/ICAM2/ICOSLG/IL21R/IMPDH2/ITM2A/KLF12/LAX1/LBH/LMBR1L/LRRC8A/NFKBIA/NLRC3/PPP2CA/PRKACB/PTPRCAP/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TC2N/TNFAIP3/TOP2B/WNT4/ZMYND11"
"IMMUNE SYSTEM...1859","ZF2001 (V3, D28)","BNT-I (D26, hospital)",6,"IMMUNE SYSTEM",0.0650089990422362,0.10834833173706,"CD3E/CD3G/NFKBIA/MAP2K6/PLAUR/TLR2"
"INNATE IMMUNE SYSTEM...1860","ZF2001 (V3, D28)","BNT-I (D26, hospital)",30,"INNATE IMMUNE SYSTEM",0.253311613616968,0.314725904393592,"CCL5/CD3E/CD3G/CX3CR1/NFKBIA/NLRC3/RBPJ/STAT5B/TNFAIP3/ACSL1/ATF2/CARD9/DENND3/DGAT2/DOK3/G0S2/IPO7/MAP2K6/MARCKS/MXD1/PLAUR/PSME1/PTGER2/PTPN4/PTPRE/RPS6KA3/SAMSN1/TLR2/TRIM25/UBA7"
"Cellular...1861","ZF2001 (V3, D28)","BNT-I (D26, hospital)",378,"Cellular",0.314725904393592,0.314725904393592,"BCL11A/BCL2/CCL5/CD2/CD27/CD3E/CD3G/CX3CR1/GLP2R/ICAM2/ICOSLG/IL21R/IMPDH2/ITM2A/KLF12/LAX1/LBH/LMBR1L/LRRC8A/NFKBIA/NLRC3/PPP2CA/PRKACB/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TNFAIP3/TOP2B/WNT4/ZMYND11/ABCA13/ABCD4/ABHD14B/ACAD11/ACOT13/ACSL1/ADCY4/ADPGK/AKAP11/AKIRIN1/ALDH18A1/ALDH6A1/ANAPC2/APOBEC3C/ARL1/ARL4A/ASF1A/ATF2/ATP11B/AUP1/B3GNT2/B4GALT7/BBS12/BBS4/BLOC1S2/BRD1/BRD9/BUB1/C15orf62/C1GALT1/C2orf69/C9orf72/CABP4/CARD9/CATIP/CCDC117/CCDC65/CCDC91/CCNI/CDCA8/CDK10/CELA2A/CENPQ/CENPT/CEP55/CEP70/CETN2/CFAP20/CFAP45/CHCHD2/CHKA/CHST7/CHTF8/CLCN6/CLTCL1/CNOT11/COQ10B/COX10/CROCC/CSAD/CYB5D1/CYB5D2/DAD1/DAG1/DCAF15/DCP2/DCST2/DDI2/DENND3/DEPDC1B/DERA/DGAT2/DHX30/DIP2B/DLGAP5/DLK2/DMAP1/DNAH1/DNAH17/DNAJC16/DNAJC17/DNAJC24/DNHD1/DOK3/DOLPP1/DPH3/DTD2/EIF2B4/EIF2B5/EIF4EBP2/EME2/ERCC5/EXOC8/EXOSC10/EXOSC7/F8/FADS3/FAM171A1/FAM83G/FAM91A1/FAN1/FANCF/FOXO4/G0S2/GABARAPL2/GABRR2/GALT/GCFC2/GEMIN2/GIPC1/GJB7/GLG1/GLUL/GMCL1/GNL3/GOSR2/GRAP/GRIN2D/GSKIP/GSTO2/GTF3C2/GTPBP1/GZF1/HACD2/HAUS8/HERPUD1/HIF1A/HSP90AB4P/HSPA5/HSPA8/HSPBP1/HYPK/ICE2/IKZF3/IL17C/IPO7/ISCA1/JDP2/KCNJ9/KDM7A/KIF4A/KIFC2/KLF5/KLF6/KPNA2/KRBOX4/L3MBTL1/LAMB1/LAMB2/LIMA1/LMBRD2/LPAR2/LRRC59/LTF/LYPLA1/LYRM7/LZTR1/MAGEH1/MAN2A2/MAP1LC3B/MAP2K6/MAP3K1/MAPK8IP3/MAPRE1/MARCKS/MBLAC2/MBOAT1/MED31/METTL17/METTL22/MGAT2/MLKL/MMS19/MOB1A/MPC2/MRPL30/MRPL36/MSL1/MSTO1/MUL1/MXD1/MXRA8/MYADM/MYL12A/MYO10/NAIF1/NAMPT/NEK2/NFATC3/NFYA/NIPA1/NOP16/NR6A1/NUDT21/OGG1/PAIP2/PANK2/PANK4/PAPLN/PCSK7/PCYOX1/PDCD7/PDK2/PFKFB3/PIGL/PIGX/PIWIL2/PKN3/PLAUR/PLK1/PNRC1/POLR3D/PPAN/PPIL1/PPIP5K1/PPL/PPP1R15A/PPP1R15B/PPP1R2/PPP2R5A/PPP4R2/PRDM10/PRDM15/PREPL/PRMT6/PSMC3IP/PSME1/PTGER2/PTPN4/PTPRE/PURB/PWP2/PXMP4/RAB20/RABL2B/RAPGEFL1/RBM19/RBM41/RBM44/RHEB/RNF139/RPA3/RPAIN/RPRD1B/RPS6KA3/RRAD/RRP1/RRP7BP/RSBN1/RSPH9/SACS/SAMD1/SAMSN1/SAT1/SBDS/SCAMP3/SCYL2/SDHA/SEPHS1/SGPP1/SKA3/SLAMF6/SLC17A9/SLC25A23/SLC25A5/SLC3A2/SLC51A/SLC9A8/SLFN5/SNED1/SOCS3/SP4/SPAG9/SPATA2/SPDYA/SPIN1/SPPL2A/ST6GAL1/STARD3NL/STOX1/SUDS3/SUMO1/SUZ12/SYCE2/SYS1/SZT2/TAF1D/TAF7/TBPL1/TCF12/TCOF1/TCTA/TCTN3/THTPA/TIFA/TIMM17B/TLR2/TMSB4X/TNFAIP8/TOP2A/TOR1AIP2/TRIM25/TRIM35/TRPC4AP/TSPO2/TSR1/TUBA1A/TXN/UBA7/UBE2J1/UBIAD1/UFSP2/UPP1/UQCRFS1/USP15/VGLL4/VMP1/VPS54/XK/YIPF5/YJEFN3/YPEL5/YRDC/ZBTB14/ZBTB40/ZC3H10/ZC3H11A/ZFP1/ZMYM5/ZNF117/ZNF146/ZNF16/ZNF175/ZNF260/ZNF264/ZNF33B/ZNF442/ZNF516/ZNF629/ZNF655/ZNF675/ZNF7/ZNF700/ZNF792/ZNF888/ZNHIT6"
"Metabolism...1862","ZF2001 (V3, D28)","BNT-I (D51, hospital)",158,"Metabolism",0.00334877640863015,0.0167438820431507,"CCL3/CDK6/CX3CR1/LBH/OSM/SLC11A1/SOS1/TNFAIP3/TOP2B/HAMP/ABCD4/ADGB/AKAP8L/AKTIP/ALDH6A1/ALDOC/APBB3/APOBEC3G/ARPP19/ATG16L2/ATXN7L3B/BPNT1/C2orf69/CCNL2/CDK10/CHCHD2/CHCHD4/CHTF8/COQ10B/COX15/CPSF6/CRLF3/CUL4B/DAD1/DGUOK/DHX15/DNAJC17/DNAJC2/DOLPP1/DR1/ENC1/FAM111A/FAM168A/FAM20A/FOXN2/GCNT1/GEMIN2/GGPS1/GIN1/HAX1/HMGCR/HSD11B2/HSPA1B/HSPA4L/IFFO1/IL1B/INIP/ISCA1/JDP2/KCNH2/KLHDC10/KPNA2/KRBOX4/LCAT/LIAS/LIMA1/LRIF1/LRP8/LRRC59/MAGEH1/MCTS1/MED12/MKKS/MRPL32/MRPS31/MRS2/NAA30/NAGK/NDUFAF1/NELFCD/NUDT15/OGG1/OMA1/OSGEP/P3H1/PANK4/PBLD/PDCD2/PDE12/PDS5A/PHKA2/PIP5KL1/PLA1A/PLCB2/PNRC2/POLR1C/POLR3E/POMT2/PPARGC1B/PPP1R2/PRDM8/PREPL/PRPF3/PRPSAP2/PSMC3IP/RAB29/RCOR2/RFFL/RFK/RFWD3/RGP1/RIPK3/RNF167/RPS6KL1/SBDS/SIN3B/SLAMF6/SP4/ST6GAL1/STOX1/SUPT20H/SUPV3L1/TFAM/TFB2M/THUMPD2/TNFRSF10B/TOB2/TOP2A/TPCN2/TRIAP1/UBLCP1/UFSP2/UTP6/UXT/VGLL4/VPS33A/VPS54/YIPF5/ZC3H10/ZHX2/ZKSCAN1/ZNF146/ZNF175/ZNF274/ZNF442/ZNF490/ZNF655/ZNF7/ZNF792/ZNF888/ZXDA/ZXDB/AMZ1/CASD1/FBXO24/GID4/KLHDC2/PRSS27"
"Metabolism...1863","ZF2001 (V3, D28)","ChAd (V1, D3)",329,"Metabolism",0.000770543405475375,0.00462326043285225,"ADAM28/BCL11A/BRAF/BTN3A2/CCL3/CX3CR1/HBEGF/HPRT1/ICOSLG/IL2RG/IMPDH2/KLF12/LAX1/NLRC3/NR4A1/NRARP/PKIA/PPP3CB/RASGRP1/SLC11A1/SLC38A1/ST3GAL1/TOP2B/WDFY4/ZMYND11/CXCL8/HAMP/ABHD1/ACAD11/ACOT13/ACOT9/ACTR5/ADAT2/ADHFE1/ADORA2A/ADPGK/AEBP2/AGO3/AKTIP/ANKZF1/APBB3/APOBEC3C/APOBEC3G/ARFIP2/ARL6IP1/ARL6IP5/ARPP19/ARV1/ATF2/ATP6V0A2/ATXN7L3B/AVIL/AVPR2/BAG2/BPNT1/BTAF1/BUB1/CA1/CA14/CBX5/CCNB1/CCNG1/CCNL2/CDK10/CFAP20/CHCHD4/CHST7/CHTF8/CIPC/CLK4/CNOT10/CNOT11/CNOT6/COG1/COMMD6/COX15/CPSF6/CREBL2/CSAD/CSF1/DAD1/DAGLB/DDB2/DDI2/DDX17/DENR/DERA/DGUOK/DHX15/DIP2B/DMTF1/DNAJC17/DNAJC7/DOLPP1/DPY30/DTX4/DYNLL1/DYRK2/EBP/EEF1B2/EEF2K/EIF3F/ELF3/ELK4/EME1/EWSR1/EXOSC10/EZH1/F8/FADS3/FAM20A/FAN1/FBXL4/FCF1/FHOD1/FOXO4/GALK2/GALT/GCNT1/GGPS1/GHITM/GLG1/GLRX/GTF3C2/GTF3C4/HAX1/HELB/HIBADH/HSPA5/ICMT/IDS/INIP/INO80D/IRF9/ISCA1/JADE1/JDP2/JKAMP/KBTBD6/KCNH2/KDM7A/L3MBTL1/LATS1/LCMT1/LUC7L/LYRM7/MAN2A2/MAPK7/MCTS1/MED13/METTL17/METTL3/MMS19/MRI1/MRPL1/MRPL36/MRPL37/MRPS25/MSANTD1/MSL1/MZF1/NAA25/NAA30/NAB2/NAGK/NDFIP1/NDUFA6/NDUFAF1/NDUFB5/NEIL1/NEK2/NFYA/NKTR/NLRP1/NOL8/NR6A1/NRDE2/NSUN5P1/NUDT4/P2RX7/PAN2/PANK2/PARP15/PCBD1/PDE1B/PFKFB3/PHKA2/PI4K2B/PIGL/PIGT/PIP5KL1/PLAUR/PLK1/POLG2/POLR3D/POLR3E/POMT2/PPA1/PPARGC1B/PPIA/PPIL1/PPIP5K1/PPP1CC/PPP1R2/PPP1R7/PPP4R2/PRDM10/PRDM15/PRDM8/PRPF3/PRPS2/PSENEN/PSME1/PTCD3/PTRH2/PTTG1/PYGM/QDPR/RBKS/RBM19/RBM27/RBM4/RBM5/RC3H2/REC8/RGP1/RHEB/RIPK3/RNF103/RNF167/RNF170/RPA3/RPS15A/RPS18/RPS3/RPS4X/RRP7BP/RUFY4/SACS/SAT1/SBDS/SDS/SEC14L2/SFR1/SIN3B/SLC17A9/SLC23A1/SLC23A2/SLC25A5/SLC25A51/SLC3A2/SMTNL1/SNAI1/SNRNP70/SNRPC/SNTA1/SOCS3/SOCS5/SP4/SPAG9/SPATA2/SPPL2A/SRRM2/SUGP2/SUMO1/SUMO4/SYMPK/TAF7/TCF12/TET1/TFAM/TGM1/THADA/THTPA/TIPRL/TMSB4X/TNXB/TOP2A/TPCN1/TPCN2/TRUB1/TSR1/TSSK3/TTLL9/TXN/UAP1L1/UFSP2/UGP2/UHRF2/UPP1/UQCRFS1/UTP6/UVSSA/UXT/VENTX/VPS33A/VPS37C/VTI1B/WBP1L/WDHD1/WDR91/YARS2/ZBTB14/ZBTB40/ZBTB41/ZC3H6/ZMYM5/ZNF274/ZNF33B/ZNF433/ZNF655/ZNF692/ZNF7/ZNHIT6/ZSCAN25/ZXDA/ZXDB/ZZZ3/CASD1/DCAF8/DPH5/FBXO39/KLHDC2/MANBA/NPEPL1/PARP12/RNF38/TULP4/UBAP1L"
"ADAPTIVE IMMUNE SYSTEM...1864","ZF2001 (V3, D28)","ChAd (V1, D3)",32,"ADAPTIVE IMMUNE SYSTEM",0.0362547348018898,0.10876420440567,"ABLIM1/ADAM28/BCL11A/BRAF/BTN3A2/CCL20/CCL3/CX3CR1/HBEGF/HPRT1/ICAM2/ICOSLG/IL2RG/IMPDH2/KLF12/KLRB1/LAX1/LMBR1L/NCAPH2/NLRC3/NR4A1/NRARP/PKIA/PPP3CB/RASGRP1/SLAMF7/SLC11A1/SLC38A1/ST3GAL1/TOP2B/WDFY4/ZMYND11"
"ANTIMICROBIAL...1865","ZF2001 (V3, D28)","ChAd (V1, D3)",4,"ANTIMICROBIAL",0.0658368318116957,0.131673663623391,"CCL20/SLC11A1/CXCL8/HAMP"
