"process","genes","set_size","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue"
"INNATE IMMUNE SYSTEM","TFEB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LGALS4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TAP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VEGFA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MPL",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFIT1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL10",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EPX",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB44",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLU",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCGR2B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LILRA2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HCK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SLC15A4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","XCL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LGALS3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TICAM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HMGB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DRB3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PIK3CG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KLRC2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ELANE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TOX",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL15",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SIRT2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NLRP6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LAG3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNLR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SLC18A2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TIRAP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SCIMP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PSME1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCGR1A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-F",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-E",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","B2M",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SLC11A1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CTSS",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GPR183",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","F2R",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BTK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL17RC",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","UNC13D",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CEBPB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LIPA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CSF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","S100A12",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CHGA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KITLG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KIT",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SERPINB9",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NDST2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STAT5B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCR7",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ARHGEF5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LGALS9",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SCNN1B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","AZU1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","F2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CTSG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MAP2K6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TNFAIP3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CALR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PDIA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ZBTB46",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IRF8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRDX2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PIK3AP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TNIP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PSEN1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LRP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GRN",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MBL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LBP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD14",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TGFBR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITGB8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITGB6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CX3CR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL33",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNA8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL12B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EMP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ATF2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FOSL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NFKBIA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TLR4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","XIAP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRKCE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TICAM2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB11FIP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCER1G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFI30",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MFSD6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD1D",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD1B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD1E",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD1C",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MAVS",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RIGI",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CGAS",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STING1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VAMP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VAMP7",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCER1A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SNAP23",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","JAML",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SIRPA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PECAM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MERTK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","AXL",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STXBP3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BCR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ANXA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CASP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LACC1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RNF135",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PHB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LSM14A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD40",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SP100",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SHMT2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CH25H",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SMPD1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MX1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL31RA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TAP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ERAP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IDE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","AP3B1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ALOX5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CDC42",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EPS8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DOCK8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NLRP12",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ROR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MCOLN2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","B4GALT1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","REG3G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HSPD1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SYK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DNASE1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD177",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRTN3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PDE4B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MTHFD1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","JAGN1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLEC6A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PLCG2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BCL10",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB119",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB106A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAET1L",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAET1G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-C",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DMB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DRB4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DMA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DOB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HLA-DPA1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HYAL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MT1G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SPACA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","P0DOX3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FANCC",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NCKAP1L",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SOD1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BAX",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HAMP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITPKB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCGR3A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KLRF2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB27A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CORO1A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADAM17",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ACE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL6R",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KMT2E",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FCAR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IRGM",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RELA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFI35",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STAT1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IRF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","JAK1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNGR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TYK2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNGR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SPI1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BATF2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NOTCH2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LTBR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RELB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RBPJ",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRDX1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GATA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KLRK1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BAG6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RASGRP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KAT7",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SP3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PBX1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PTPRC",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TYRO3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KLRC1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EP300",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KLRC3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SRC",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NAGLU",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FOSL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RPS6KA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MAPKAPK2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCR4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL13",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CRTC3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","JMJD6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TMEM229B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADGRF5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EDN2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL10RB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNL4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNL3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NOTCH1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PNMA1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL20RB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HMGB2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL5RA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL1RN",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD68",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SFTPD",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EDNRB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RPL13A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL17",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SAA1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MMP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","F2RL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL18RAP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRKCD",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CAMP",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DNM2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CTSE",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SNCA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITGAM",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","AIF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRPV1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","C5AR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CX3CL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MAPT",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NOS2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FAU",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","H2BC12L",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFA3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","H2BC10",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFA1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RNASE3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RNASE2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFA6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFA5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFA4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RPL39",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CBL",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLNK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GPR15LG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PTGDS",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MILR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADORA2B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CPLX2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PTPN6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GZMB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TUBB4B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PLEKHM2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CEBPG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RNF19B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KIF5B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KIR3DL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLEC2A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NLRP10",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","XRCC5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MNDA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CASP6",542,"Manual","Innate","General","Innate immune system","General"
