"process","genes","set_size","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","TLR8",21,"Manual","Adaptive","Humoral","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","B cell"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","CARD9",21,"Manual","Adaptive","Humoral","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","B cell"
"INFLAMMATION","IL10",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","SIRT2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","NLRP6",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","PRDX2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","LIPA",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","ELANE",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","IL31RA",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","CD6",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","CXCR2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","NOTCH1",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","PNMA1",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","IL20RB",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","HMGB2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","FOSL2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","IL5RA",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","IL1RN",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","HMGB1",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","NOTCH2",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","RBPJ",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","RASGRP1",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"INFLAMMATION","CD68",21,"Manual","Innate","Inflammation","Inflammation","Inflammation"
"LEUKOCYTE TETHERING OR ROLLING","SELE",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","VCAM1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","SELL",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","SELP",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","SPN",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","ADD2",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","JAM2",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","ITGB7",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","GCNT1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","ITGA4",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","CX3CR1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","LEP",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","EXT1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","ITGB1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","ROCK1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","SELPLG",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","TNF",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","MADCAM1",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","PODXL2",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"LEUKOCYTE TETHERING OR ROLLING","GOLPH3",20,"GO:0050901","General","Leukocyte","Tethering or roling, Leukocyte","Leukocyte"
"MACROPHAGE ACTIVATION","IL13",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","HAMP",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","CRTC3",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","JMJD6",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","FCGR3A",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","TMEM229B",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","SLC11A1",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","ADGRF5",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","TLR4",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","EDN2",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","CSF2",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","IL4",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","TLR1",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","PLA2G10",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","CD93",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","FOXP1",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","STK39",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","PLA2G3",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","WNK4",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"MACROPHAGE ACTIVATION","TMEM106A",20,"GO:0042116","Innate","APC","Activation, Macrophage","Macrophage"
"ISOTYPE SWITCHING","LIG4",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","MSH2",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","MLH1",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","ERCC1",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","CD40LG",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","UNG",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","RNF168",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","SANBR",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","MSH6",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","NBN",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","RNF8",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","EXO1",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","BATF",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","SWAP70",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","EXOSC3",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","AICDA",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","NFKBIZ",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","ATAD5",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"ISOTYPE SWITCHING","EXOSC6",19,"GO:0045190","Adaptive","Humoral","Isotype switching","B cell"
"LYMPH NODE DEVELOPMENT","CXCR5",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","NKX2-3",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","IL7R",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","IL15",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","PDPN",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","RORC",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","RC3H1",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","SPNS2",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","LTB",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","LTA",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","POLB",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","TGFB1",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","FADD",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","TNFRSF11A",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","TOX",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","TRAF3IP2",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","RIPK3",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","RC3H2",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"LYMPH NODE DEVELOPMENT","CD248",19,"GO:0048535","General","Organ","Development, Lymph node","Lymphocyte"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA8",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNE",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL12B",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA1",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA2",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA4",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA5",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA6",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA7",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA10",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA13",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA14",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA16",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA17",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA21",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNB1",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNW1",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","CD244",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNK",19,"GO:0002323","Innate","Cells","Activation, Immune response, NK cell","NK cell"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","TLR4",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","CD14",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","NAGLU",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","PIK3AP1",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","NFKBIA",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","SCIMP",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","TIRAP",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","RELA",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","IRAK1",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","LYN",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","OAS1",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","RIPK2",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","NMI",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","NR1H4",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","LY96",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","S100A14",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","TNIP3",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","TMEM126A",19,"GO:0034142","Innate","PRR","PRR, TLR4, Pathway","All"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CX3CR1",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC6A",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","PLCG2",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","BCL10",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB119",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB106A",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB4A",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","RARRES2",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4E",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4A",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CARD9",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC7A",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","RNASE8",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4C",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB114",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4D",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB106B",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB136",18,"GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined"
"MYELOID DENDRITIC CELL DIFFERENTIATION","SPI1",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF2",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","TGFBR2",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","NOTCH2",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","LTBR",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","PSEN1",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","RELB",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","RBPJ",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","CAMK4",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","CSF2",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","IL4",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","IRF4",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","TRAF6",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","DHRS2",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","UBD",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF3",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"MYELOID DENDRITIC CELL DIFFERENTIATION","DCSTAMP",18,"GO:0043011","Innate","APC","Differentiation, Myeloid Dendritic cell","Dendritic cell"
"NATURAL KILLER CELL DIFFERENTIATION","KAT7",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","SP3",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","PBX1",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","PTPRC",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","MERTK",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","AXL",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","STAT5B",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","TYRO3",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","IL15",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","IL15RA",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","NFIL3",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","PIK3CD",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","SLAMF1",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","TOX",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","TUSC2",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","HECTD1",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NATURAL KILLER CELL DIFFERENTIATION","RABL3",17,"GO:0001779","Innate","Cells","Differentiation, NK cell","NK cell"
"NEUTROPHIL ACTIVATION","CXCL8",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","F2RL1",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","IL15",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","KMT2E",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","CCL5",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","CXCR2",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","IL18RAP",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","FCAR",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","CXCL6",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","CTSG",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","PRKCD",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","CAMP",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","ANXA1",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","IL18",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","PRG3",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","TRAF3IP2",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"NEUTROPHIL ACTIVATION","PREX1",17,"GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil"
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-E",16,"GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All"
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","RAET1L",16,"GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All"
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","RAET1G",16,"GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All"
