"","...1","process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes","set_size_intervals"
"744",983,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PRKDC",NA
"745",984,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SCG2",NA
"746",985,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL4",NA
"747",986,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL18",NA
"748",987,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL23",NA
"749",988,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL1",NA
"750",989,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL8",NA
"751",990,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL4L1",NA
"752",991,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL7",NA
"753",992,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL3L1",NA
"754",993,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL24",NA
"755",994,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GCH1",NA
"756",995,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SLC30A8",NA
"757",996,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFITM2",NA
"758",997,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"C9JQL5",NA
"759",998,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFITM1",NA
"760",999,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"BST2",NA
"761",1000,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFITM3",NA
"762",1001,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM21",NA
"763",1002,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IL23R",NA
"764",1003,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CIITA",NA
"765",1004,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ADAMTS13",NA
"766",1005,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM65",NA
"767",1006,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"UBE2N",NA
"768",1007,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NMB",NA
"769",1008,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NMBR",NA
"770",1009,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"EIF2AK2",NA
"771",1010,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NCK1",NA
"772",1011,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFIT2",NA
"773",1012,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PDE12",NA
"774",1013,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"STAT2",NA
"775",1014,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"HDAC4",NA
"776",1015,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"OAS2",NA
"777",1016,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFNAR1",NA
"778",1017,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFNAR2",NA
"779",1018,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFI27",NA
"780",1019,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TBKBP1",NA
"781",1020,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CTSH",NA
"782",1021,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB4A",NA
"783",1022,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PSMB8",NA
"784",1023,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB5B",NA
"785",1024,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"WDFY4",NA
"786",1025,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB3B",NA
"787",1026,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB10",NA
"788",1027,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB6A",NA
"789",1028,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"FLT1",NA
"790",1029,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CCL20",NA
"791",1030,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RPS19",NA
"792",1031,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXCL9",NA
"793",1032,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SRP54",NA
"794",1033,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ITGA1",NA
"795",1034,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TGFB2",NA
"796",1035,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"EDN3",NA
"797",1036,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PPIB",NA
"798",1037,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DPEP1",NA
"799",1038,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CD300H",NA
"800",1039,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"VAV1",NA
"801",1040,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXCL3",NA
"802",1041,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"BSG",NA
"803",1042,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXCL5",NA
"804",1043,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PF4V1",NA
"805",1044,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXADR",NA
"806",1045,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PPIA",NA
"807",1046,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXCL1",NA
"808",1047,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CXCL2",NA
"809",1048,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DAPK1",NA
"810",1049,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"WAS",NA
"811",1050,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"STXBP1",NA
"812",1051,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"AQP4",NA
"813",1052,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"STXBP4",NA
"814",1053,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CD47",NA
"815",1054,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"STX4",NA
"816",1055,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CLDN1",NA
"817",1056,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GBP6",NA
"818",1057,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GBP1",NA
"819",1058,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ACTG1",NA
"820",1059,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RAB43",NA
"821",1060,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IL12RB1",NA
"822",1061,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RPS6KB1",NA
"823",1062,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MRC1",NA
"824",1063,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TDGF1",NA
"825",1064,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MYO1C",NA
"826",1065,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ACTR2",NA
"827",1066,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ACTR3",NA
"828",1067,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"FASLG",NA
"829",1068,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"VIM",NA
"830",1069,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CD58",NA
"831",1070,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CALM1",NA
"832",1071,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GBP7",NA
"833",1072,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"WNT5A",NA
"834",1073,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ACOD1",NA
"835",1074,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PPARG",NA
"836",1075,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PML",NA
"837",1076,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"REL",NA
"838",1077,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"APOBEC3F",NA
"839",1078,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB108B",NA
"840",1079,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MST1R",NA
"841",1080,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"BPI",NA
"842",1082,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ADARB1",NA
"843",1083,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM27",NA
"844",1084,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PTX3",NA
"845",1085,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB125",NA
"846",1087,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SSC5D",NA
"847",1088,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GSDMD",NA
"848",1089,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"STMP1",NA
"849",1090,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM26",NA
"850",1091,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TARM1",NA
"851",1092,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM51G",NA
"852",1093,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TAC1",NA
"853",1094,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RFPL4A",NA
"854",1095,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"METTL3",NA
"855",1097,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MIF",NA
"856",1098,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIML2",NA
"857",1099,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CFD",NA
"858",1100,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NLRP2B",NA
"859",1101,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"IFI6",NA
"860",1102,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TAX1BP1",NA
"861",1104,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"LILRA5",NA
"862",1105,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TTC4",NA
"863",1106,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"LILRA4",NA
"864",1107,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CYBA",NA
"865",1108,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PARP1",NA
"866",1109,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CD46",NA
"867",1110,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SERINC5",NA
"868",1111,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB131A",NA
"869",1112,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"SARM1",NA
"870",1113,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"LY86",NA
"871",1114,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM23",NA
"872",1115,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"JAK3",NA
"873",1116,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CD160",NA
"874",1117,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"FGR",NA
"875",1118,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"BPIFB3",NA
"876",1119,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"RFPL4AL1",NA
"877",1120,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MAP4K2",NA
"878",1121,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM77",NA
"879",1122,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"C1S",NA
"880",1123,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM64C",NA
"881",1125,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB128",NA
"882",1126,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PELI3",NA
"883",1127,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"APOBEC3A",NA
"884",1129,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TMEM33",NA
"885",1130,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB108A",NA
"886",1131,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"VNN1",NA
"887",1132,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ADAR",NA
"888",1133,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"APOBEC3H",NA
"889",1134,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"GZMM",NA
"890",1135,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB131B",NA
"891",1136,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"FRK",NA
"892",1137,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NCF1",NA
"893",1138,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NLRC5",NA
"894",1139,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM40",NA
"895",1140,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TNFAIP8L2",NA
"896",1141,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM64B",NA
"897",1142,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"C4B",NA
"898",1143,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM22",NA
"899",1144,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM48",NA
"900",1145,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CLEC10A",NA
"901",1146,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB105A",NA
"902",1147,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"ARG2",NA
"903",1148,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"PARP9",NA
"904",1149,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CR1",NA
"905",1150,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"DEFB124",NA
"906",1151,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"KRT16",NA
"907",1152,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NCF2",NA
"908",1153,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"MASP2",NA
"909",1154,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CFH",NA
"910",1155,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"TRIM49D1",NA
"911",1156,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"C1QBP",NA
"912",1157,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"HK1",NA
"913",1158,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"BPIFC",NA
"914",1159,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"CFP",NA
"915",1160,"INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General",NA,549,"NEDD4",NA
