cell_type,D50_28d,D50_14d,D50_7d,D50_0d,D44_28d,D44_14d,D44_7d,D44_0d,D33_28d,D33_14d,D33_7d,D33_0d,D08_28d,D08_14d,D08_7d,D08_0d,D06_28d,D06_14d,D06_7d,D06_0d,D05_28d,D05_14d,D05_7d,D05_0d,A37_28d,A37_14d,A37_7d,A37_0d,A19_28d,A19_14d,A19_7d,A19_0d,A11_28d,A11_14d,A11_7d,A11_0d,A09_28d,A09_14d,A09_7d,A09_0d,A03_28d,A03_14d,A03_7d,A03_0d,A02_28d,A02_14d,A02_7d,A02_0d,COVIRS_1_V0,COVIRS_1_V1,COVIRS_10_V0,COVIRS_10_V1,COVIRS_100_V0,COVIRS_100_V1,COVIRS_100_V2A,COVIRS_100_V3A,COVIRS_101_V0,COVIRS_101_V1,COVIRS_101_V2A,COVIRS_101_V3A,COVIRS_102_V0,COVIRS_102_V1,COVIRS_102_V3A,COVIRS_103_V0,COVIRS_103_V2A,COVIRS_104_V0,COVIRS_104_V2A,COVIRS_11_V0,COVIRS_11_V1,COVIRS_12_V0,COVIRS_12_V1,COVIRS_12_V3A,COVIRS_14_V0,COVIRS_14_V1,COVIRS_14_V3A,COVIRS_15_V0,COVIRS_15_V1,COVIRS_15_V3A,COVIRS_16_V0,COVIRS_16_V1,COVIRS_16_V2A,COVIRS_16_V3A,COVIRS_17_V0,COVIRS_17_V1,COVIRS_17_V3A,COVIRS_18_V0,COVIRS_18_V1,COVIRS_18_V3A,COVIRS_2_V0,COVIRS_2_V1,COVIRS_20_V0,COVIRS_20_V1,COVIRS_20_V2A,COVIRS_21_V0,COVIRS_21_V1,COVIRS_22_V0,COVIRS_22_V1,COVIRS_22_V2A,COVIRS_22_V3A,COVIRS_24_V0,COVIRS_24_V1,COVIRS_24_V2A,COVIRS_25_V0,COVIRS_25_V1,COVIRS_25_V2A,COVIRS_26_V0,COVIRS_26_V1,COVIRS_27_V0,COVIRS_27_V1,COVIRS_28_V0,COVIRS_28_V1,COVIRS_28_V3A,COVIRS_3_V0,COVIRS_3_V1,COVIRS_35_V0,COVIRS_35_V1,COVIRS_35_V2A,COVIRS_36_V0,COVIRS_36_V1,COVIRS_36_V2A,COVIRS_36_V3A,COVIRS_37_V0,COVIRS_37_V1,COVIRS_37_V2A,COVIRS_38_V0,COVIRS_38_V1,COVIRS_38_V2A,COVIRS_39_V0,COVIRS_39_V1,COVIRS_4_V0,COVIRS_40_V1,COVIRS_41_V0,COVIRS_41_V1,COVIRS_42_V0,COVIRS_42_V1,COVIRS_42_V3A,COVIRS_43_V0,COVIRS_43_V1,COVIRS_43_V3A,COVIRS_44_V0,COVIRS_44_V1,COVIRS_44_V3A,COVIRS_45_V0,COVIRS_45_V1,COVIRS_45_V3A,COVIRS_46_V0,COVIRS_46_V1,COVIRS_46_V2A,COVIRS_47_V0,COVIRS_47_V1,COVIRS_47_V3A,COVIRS_48_V0,COVIRS_48_V1,COVIRS_49_V0,COVIRS_49_V1,COVIRS_49_V2A,COVIRS_49_V3A,COVIRS_5_V0,COVIRS_5_V1,COVIRS_51_V0,COVIRS_51_V1,COVIRS_51_V2A,COVIRS_53_V0,COVIRS_53_V1,COVIRS_53_V2A,COVIRS_53_V3A,COVIRS_54_V0,COVIRS_54_V1,COVIRS_54_V2A,COVIRS_54_V3A,COVIRS_56_V0,COVIRS_56_V1,COVIRS_56_V2A,COVIRS_57_V0,COVIRS_57_V1,COVIRS_58_V0,COVIRS_58_V1,COVIRS_58_V2A,COVIRS_58_V3A,COVIRS_6_V0,COVIRS_6_V1,COVIRS_60_V0,COVIRS_60_V1,COVIRS_62_V0,COVIRS_62_V1,COVIRS_62_V2A,COVIRS_63_V0,COVIRS_63_V1,COVIRS_63_V2A,COVIRS_64_V0,COVIRS_64_V1,COVIRS_64_V2A,COVIRS_64_V3A,COVIRS_65_V0,COVIRS_65_V1,COVIRS_65_V3A,COVIRS_66_V0,COVIRS_66_V1,COVIRS_66_V2A,COVIRS_66_V3A,COVIRS_67_V0,COVIRS_67_V1,COVIRS_67_V2A,COVIRS_68_V0,COVIRS_68_V1,COVIRS_68_V2A,COVIRS_68_V3A,COVIRS_7_V0,COVIRS_7_V1,COVIRS_7_V3A,COVIRS_70_V0,COVIRS_70_V1,COVIRS_70_V2A,COVIRS_70_V3A,COVIRS_71_V0,COVIRS_71_V1,COVIRS_71_V2A,COVIRS_72_V0,COVIRS_72_V1,COVIRS_72_V2A,COVIRS_72_V3A,COVIRS_73_V0,COVIRS_73_V1,COVIRS_73_V2A,COVIRS_73_V3A,COVIRS_74_V0,COVIRS_74_V1,COVIRS_74_V2A,COVIRS_75_V0,COVIRS_75_V1,COVIRS_75_V2A,COVIRS_76_V0,COVIRS_76_V1,COVIRS_76_V2A,COVIRS_77_V0,COVIRS_77_V1,COVIRS_77_V2A,COVIRS_77_V3A,COVIRS_78_V0,COVIRS_78_V2A,COVIRS_78_V3A,COVIRS_79_V0,COVIRS_79_V1,COVIRS_79_V2A,COVIRS_8_V0,COVIRS_8_V1,COVIRS_8_V2A,COVIRS_81_V0,COVIRS_81_V1,COVIRS_81_V2A,COVIRS_83_V0,COVIRS_83_V1,COVIRS_83_V2A,COVIRS_84_V0,COVIRS_84_V1,COVIRS_84_V2A,COVIRS_85_V0,COVIRS_85_V1,COVIRS_85_V2A,COVIRS_86_V0,COVIRS_86_V1,COVIRS_86_V2A,COVIRS_86_V3A,COVIRS_87_V0,COVIRS_87_V1,COVIRS_87_V2A,COVIRS_87_V3A,COVIRS_88_V0,COVIRS_88_V1,COVIRS_88_V2A,COVIRS_89_V0,COVIRS_89_V1,COVIRS_89_V2A,COVIRS_89_V3A,COVIRS_9_V0,COVIRS_9_V1,COVIRS_90_V0,COVIRS_90_V1,COVIRS_90_V2A,COVIRS_90_V3A,COVIRS_91_V0,COVIRS_91_V1,COVIRS_91_V2A,COVIRS_91_V3A,COVIRS_92_V0,COVIRS_92_V1,COVIRS_92_V2A,COVIRS_93_V0,COVIRS_93_V1,COVIRS_93_V2A,COVIRS_93_V3A,COVIRS_94_V0,COVIRS_94_V1,COVIRS_94_V2A,COVIRS_95_V0,COVIRS_95_V2A,COVIRS_96_V0,COVIRS_96_V1,COVIRS_96_V2A,COVIRS_96_V3A,COVIRS_97_V0,COVIRS_97_V1,COVIRS_97_V2A,COVIRS_97_V3A,COVIRS_99_V0,COVIRS_99_V1,COVIRS_99_V2A,COVIRS_99_V3A,GSM6066178,GSM6066179,GSM6066180,GSM6066181,GSM6066182,GSM6066183,GSM6066184,GSM6066185,GSM6066186,GSM6066187,GSM6066188,GSM6066189,GSM6066190,GSM6066191,GSM6066192,GSM6066193,GSM6066194,GSM6066195,GSM6066196,GSM6066197,GSM6066198,GSM6066199,GSM6066200,GSM6066201,GSM6066202,GSM6066203,GSM6066204,GSM6066205,GSM6066206,GSM6066207,GSM6066208,GSM6066209,GSM6066210,GSM6066211,GSM6066212,GSM6066213,GSM6066214,GSM6066215,GSM6066216,GSM6066217,GSM6066218,GSM6066219,GSM6066220,GSM6066221,GSM6066222,GSM6066223,GSM6066224,GSM6066225,GSM6066226,GSM6066227,GSM6066228,GSM6066229,GSM6066230,GSM6066231,GSM6066232,GSM6066233,GSM6066234,GSM6066235,GSM6066236,GSM6066237,GSM6066238,GSM6066239,GSM6066240,GSM6066241,GSM6066242,GSM6066243,GSM6066244,GSM6066245,GSM6066246,GSM6066247,GSM6066248,GSM6066249,GSM6066250,GSM6066251,GSM6066252,GSM6066253,GSM6066254,GSM6066255,GSM6066256,GSM6066257,GSM6066258,GSM6066259,GSM6066260,GSM6066261,GSM6066262,GSM6066263,GSM6066264,GSM6066265,GSM6066266,GSM6066267,GSM6066268,GSM6066269,GSM6066271,GSM6066272,GSM6066273,GSM6066274,GSM6066275,GSM6066276,GSM6066277,GSM6066278,GSM6066279,GSM6066280,GSM6066281,GSM6066282,GSM6066283,GSM6066284,GSM6066285,GSM6066286,GSM6066287,GSM6066288,GSM6066289,GSM6066290,GSM6066291,GSM6066292,GSM6066293,GSM6066294,GSM6066295,GSM6066296,GSM6066297,GSM6066298,GSM6066299,GSM6066300,GSM6066301,GSM6066302,GSM6066303,GSM6066304,GSM6066305,GSM6066306,GSM6066307,GSM6066308,GSM6066309,GSM6066310,GSM6066311,GSM6066312,GSM6066313,GSM6066314,GSM6066315,GSM6066316,GSM6066317,GSM6066318,GSM6066319,GSM6066320,GSM6066321,GSM6066322,GSM6066323,GSM6066324,GSM6066325,GSM6066326,GSM6066327,GSM6066328,GSM6066329,GSM6066330,GSM6066331,GSM6066332,GSM6066333,GSM6066334,GSM6066335,GSM6066337,GSM6066338,Naive_17_Day0,Naive_18_Day0,Naive_24_Day0,Naive_26_Day0,Naive_27_Day0,Naive_28_Day0,Naive_29_Day0,Naive_30_Day0,Omicron_10_1st,Omicron_11_1st,Omicron_12_1st,Omicron_13_1st,Omicron_14_1st,Omicron_15_1st,Omicron_16_1st,Omicron_17_1st,Omicron_18_1st,Omicron_19_1st,Omicron_1_1st,Omicron_20_1st,Omicron_24_1st,Omicron_25_1st,Omicron_26_1st,Omicron_27_1st,Omicron_28_1st,Omicron_29_1st,Omicron_2_1st,Omicron_30_1st,Omicron_31_1st,Omicron_33_1st,Omicron_34_1st,Omicron_35_1st,Omicron_37_1st,Omicron_38_1st,Omicron_3_1st,Omicron_42_1st,Omicron_43_1st,Omicron_48_1st,Omicron_49_1st,Omicron_4_1st,Omicron_50_1st,Omicron_51_1st,Omicron_52_1st,Omicron_53_1st,Omicron_55_1st,Omicron_5_1st,Omicron_65_1st,Omicron_66_1st,Omicron_67_1st,Omicron_68_1st,Omicron_6_1st,Omicron_70_1st,Omicron_7_1st,Omicron_8_1st,Omicron_9_1st,Beta-S01_1st,Beta-S01_2nd,Beta-S01_3rd,Beta-S02_1st,Beta-S02_2nd,Beta-S02_3rd,Beta-S03_1st,Beta-S03_2nd,Beta-S03_3rd,Beta-S04_1st,Beta-S05_1st,Beta-S05_2nd,Beta-S05_3rd,Beta-S06_1st,Beta-S06_2nd,Beta-S06_3rd,Beta-S07_1st,Beta-S07_2nd,Beta-S07_3rd,Beta-S14_1st,Beta-S14_2nd,Beta-S24_1st,Beta-S24_2nd,Beta-S24_3rd,Naive_BNT162b_15_Day0,Naive_BNT162b_16_Day0,Naive_BNT162b_19_Day0,Naive_BNT162b_20_Day0,Naive_BNT162b_21_Day0,Naive_BNT162b_22_Day0,Naive_BNT162b_23_Day0,Naive_BNT162b_25_Day0
Myeloid dendritic cell activated,0.037164342143540204,0.0178243763522007,0.0225834328568945,0.018132119978484917,0.03448802203691549,2.487135242056988e-17,0.0292380208151817,0.013635601144952075,0.009415864150309521,0.0222152735409466,0.0022034923397222963,0,0.03523201582657192,0.014116173296913318,0.048813727356108116,0,0.05853446909489124,9.349838137219846e-19,0.0652688101938752,3.0523913982734523e-18,0.025502895848360296,0.014182191448229872,5.3551232076676546e-20,0.03902714478080654,0.03998379163746676,0.03863513378576064,0,0.01331474186858202,0,0.0041098093629465425,0.03345945220870045,0.010365918641600708,0.011178085597354417,0.03105968451451436,6.528049136059302e-4,0.009421914450950905,0.002837467490631828,0.031037040917229045,0.009309684930978399,0.02500268800138158,0.016772790309424954,2.252767530958835e-18,0.05849437957330903,0.04862810467075671,1.5139866496608692e-20,0,0.012904089401099507,2.793629294749199e-18,1.1451878960151772e-17,0,3.7504081179604385e-18,3.386317065470773e-19,0,7.311258029752172e-18,0,9.478738247183345e-18,0,0,0,6.90504179442888e-18,0,0,0,0,0,1.7954696843243843e-17,0,3.5321191917004565e-19,1.3153348078110114e-17,2.01660369778128e-18,0,1.0407908152967917e-19,1.2325179157193031e-18,0,4.885527433935051e-20,1.3068398922933316e-17,0,0,4.587175773033225e-18,0,7.254327742348954e-18,1.997128666008493e-18,0,0,3.192199773319775e-18,0,0,0,3.771055573386013e-18,0,0,7.187948219588953e-18,5.11686533997826e-19,0,0,1.1391571673805799e-17,0,5.9247595919531315e-18,4.676804919651018e-18,1.8528206464820637e-18,3.0359214217570403e-18,0,0,0,0,0,0.008902862272713148,7.664034996006861e-19,0,6.2409954378765805e-18,0,5.828863035476341e-19,4.2393843762528525e-18,6.011606079586758e-19,0,1.2631316072741668e-18,1.1461389524128768e-17,0,0,0,2.9000684882682432e-18,1.073997189952219e-17,2.233630033244513e-18,2.2527906565882427e-18,1.947050849570242e-18,0,9.886447724656644e-18,0,0,1.2012471212427332e-18,8.027855461593206e-18,5.846755759793088e-18,0.002269881081546074,0,0,1.4407140541961552e-18,0,2.2791294278255214e-18,0,0,0,2.0012691555530822e-18,0,1.592257068415082e-18,0,2.2668388235654632e-17,0,0,9.175728121169375e-18,2.6367057992363296e-18,2.8438842215180845e-18,2.0932685206914944e-18,4.200263768370238e-18,9.50961267391513e-19,0,4.345214316420476e-18,0,0,0,4.7649958198286244e-18,7.250964875408126e-18,0,0,0,0,0,9.860241153491119e-18,0,0.0020356661515393533,0,0,0,0,0,1.1591918715420116e-17,1.7012201478785962e-18,3.87428496983131e-18,0,0.0408396644991828,0,0,0,1.1673332231520976e-17,5.791688993600088e-18,0,1.4610653594846086e-17,2.4884028282449585e-18,0,0,1.2375121106580523e-18,0,0,0,0,0,0,0,0,0,0,6.7999025802567316e-18,2.6499697793229054e-18,6.265774489159606e-18,0,1.1906226242436154e-17,0,0,8.755211920523636e-19,1.1817600504971739e-17,7.130054586433892e-18,0,0,0,3.927248377687585e-19,0,0,3.4567067351639104e-19,0,2.9499937713817796e-19,5.519566048012602e-18,0,0,4.931448321520673e-18,4.042105001724825e-18,1.5170531759676315e-17,0,0,9.94028208809055e-18,0,0,0,0,3.565579577492862e-18,4.698223456828649e-18,3.4366179238330702e-18,6.813807156747415e-19,0,1.6407544931938274e-18,2.1255781327953634e-18,4.13271682984878e-18,0,0,0,0,4.7065246432551974e-18,0,0,0,0,0,0,0,0.008814645891064203,0,0,8.305459386470386e-18,0,9.370211960462395e-20,0,7.04674384707291e-18,0,4.482389542498364e-18,5.892327417827092e-18,0,0,0,1.5835629696204937e-18,0,4.778042517794615e-18,0,1.1132413367159728e-17,5.270655717903969e-18,0,2.801547714448176e-18,0,0,9.550007061591728e-20,0,0,1.1824272980421769e-17,0,0,1.6468515059304339e-18,0,0,6.346837856879151e-18,1.1649018710633307e-18,0,0,0,0,3.0852323569963912e-18,3.2383838553484e-18,0.0016887163235493746,1.2081276738065684e-18,0,8.899016135997597e-18,2.401575392138065e-18,0,0.012100758809340958,0,4.3718532226273785e-18,0,0,2.266726419021905e-18,0,0,0,6.497414536556485e-20,3.864096547291889e-19,9.605187134962508e-19,4.0962540638178147e-4,0.07801990007515676,0.011249409730909736,0,0.09478796982479158,5.325379359120896e-4,0.0027989652300341368,0.012863456670143976,0,0.00285765467051045,0.0028388218558475127,4.716840929289062e-20,0.011490862027189427,0.07295977920280465,0,0,0.006911962699795622,0.006427105155793784,0.010674115193916209,0.013079546069219638,0,5.188991693119603e-19,2.8460921993544147e-18,0.02773395392480982,6.33905430103554e-19,0.0053957584501075654,5.12156604147462e-6,0.0043705528640153694,0.08786465528371491,0.006280547316336694,0,0.009520661819115619,0,0,0.011910990314015955,0.013527137193438647,5.4009642887007186e-20,0.0055449344678376415,0,0,0.002560546666185028,0,0.0031691755927773352,0,0.00820702572272555,0,2.419670453079879e-18,0.003379545626043825,0,0.006032056193297706,2.6639486940594154e-20,0,0.017710640111191597,0.018203365324705813,0,1.7951955251084504e-19,1.428855008679373e-18,0.013458943837156399,0.044348601328270384,0.010269227915931515,0.018252974440261097,0.005740470021570523,4.5416175547044826e-4,0.00524354423403722,0.0020580358656983044,0.008387243039324326,0,1.5356938768904392e-18,0.02797414042475172,5.065886834671031e-19,0.006346882990004951,0,0.042042889419411075,0.007389989866499607,0.03586641206646987,2.2738597221549743e-4,0,0,8.5826609024057e-18,2.6964540026241744e-19,0,2.900100843532215e-4,0.016404999012865153,6.615303633601195e-19,0,0.00515016560922073,0,0.02769223382418664,2.4303763301617933e-19,0.009974962103464961,1.5341398567224079e-18,0,0.002160235867677094,0.005035514850329286,0.002517533202759577,0.014599232458994115,8.306195575281022e-20,0,0.002483213144657608,0,0.009495549354888458,1.763399905219216e-19,0.017056497264916114,3.750527109189579e-18,0.007271162229716731,0.013637288261298385,0.015283365522832205,0.008063239731637882,7.839807128074277e-20,0.046069452812345674,6.206205917545142e-20,0.005490226269345687,2.8958490483278146e-18,0,0,2.082148113531694e-18,0.01170807274733801,3.7432842038800867e-19,0.00870535036666767,0.002863249821648516,0.004100237225736977,0.08268118594300224,1.7699744631817387e-18,1.6770409994806355e-18,0.005218392956291254,1.9334542232197258e-19,0.006067011109448878,1.3912014146849314e-19,0,0,0.019042106461520696,0.008238528193903227,0.01519458463366467,0.0171056476565384,0,0.009155377235278516,0.0023033949236069447,0,0,2.1652354016642188e-20,0.01651999123599581,3.412318212383824e-18,0.032082007674821784,1.1732728087057737e-19,1.9753143973604527e-19,0.031014200663571335,6.453978213164442e-20,0,0.047971549069634994,1.3564078537677918e-20,0,0,0,3.020961943824226e-18,0,0.0010741649345996902,0,4.2659368848920563e-19,0,1.2749708997588934e-18,0,2.7273572536092712e-18,0.0034045111701701764,0,0,0,0.03516204750918234,0,0.04821540089512335,0.007170066310315074,0.04086695859513438,0,4.3959675707829375e-18,2.848660947256732e-18,0,0.024675233647939606,0,1.1611821238648034e-17,3.745996885164171e-18,0,0,7.884671776419963e-18,0.002235580039771666,2.0188439677405264e-18,0.006682950119864494,1.4254711087492528e-18,7.576974732086433e-19,4.520534109690928e-18,0.014269383799135258,0,0.001484441255361802,1.2502680765884561e-18,0,1.399358271671373e-17,0.0866428495045813,0,0,3.353964014975341e-18,0,0.010978348246371481,4.771217991676508e-18,1.8711605438700762e-4,0,1.982513388438958e-18,0,4.1679987177780556e-20,9.60987314138962e-19,0,0,8.631761955147422e-5,0.017200327569011263,0.00910110992665058,0,8.758045895056797e-19,0,0.048627247988618436,1.2280510287463222e-18,0.04149705471870953,0,3.122288243367824e-18,8.484610164183143e-18,1.5629945418130572e-18,0.0051017911517480165,8.980368145221022e-20,0,3.654218225381454e-18,0,0,1.3161964872495464e-17,0.019082962891875218,0,0,4.669096882410861e-19,7.688755325401277e-18,0,9.286324143514571e-4,3.9855144905861904e-19,0.012351598436967131,0.02165598591176079,0.005695623463742309,0,1.2146377355530107e-18,0
B cell,5.231108720343416e-19,2.4152385931215502e-18,0.0013064608422162763,1.0919552487969029e-18,7.969688972916631e-19,4.7485496636523906e-18,0.04395448955788992,0.009893521729542339,0,0,0,0,0,0,0.009222369517724408,1.1056690762675832e-18,0.01291725358988943,1.1338976632377438e-18,0.05934168277844388,0,0,3.4620125024365903e-19,7.714800416121093e-19,3.547286918170642e-18,0,0,7.684156262105503e-19,0.03340062763730552,1.0385047362951462e-18,0.013093978295203436,0.08894917844836814,0,0.017200953225534298,3.805679364767672e-21,1.0520920062917108e-18,2.1713160038198564e-18,2.5767667104581993e-18,1.1229012986775785e-18,0,0.020692578323326678,1.0214827465261301e-19,0,2.880106599579893e-18,0.004134700663373494,0,0,0,0,0.009224631760151482,0.023896784849096665,5.196314753621913e-19,0.0028869906805472217,5.074770628646484e-19,0,0.007785497800940552,0,0,7.769200674239918e-18,0.002636380022985678,0.02264875810448598,0.004409779004783257,0,0,0.021046209662374502,0.010358801073560209,5.481338708531526e-18,0.002083346806721296,5.046777709251498e-20,0,0.018771199530718787,0.02464394770197264,2.9134019190575364e-20,0.0018676429281182828,0,0,0.016628673406067582,0,1.3680993693257682e-19,0.004089888142515767,4.4680904760534013e-4,7.272500825925695e-19,0,0.009766769179574938,0.029221021983762543,0,0,2.755460628065391e-18,0,6.119942361031289e-18,1.3837423818180675e-18,0.012623760563003754,0,3.5576405640992585e-18,3.0662481311946895e-19,0.00835142480456143,0,0,0.03186060907421017,0,0.026928198742989705,0.020143122066575064,8.589224785682095e-4,0.02338752382922756,0.038543601530708585,0.016517292230702422,5.5317689681682505e-18,7.706718539925027e-20,0,0.005808435667918768,0,0.04451102233893616,0.010623459841338011,0,0.025409832661780932,0.010745086130069099,0,0.030082322914428222,0.012480592706372189,2.626471939422427e-18,0.03238435070682575,0,0.001818487814368143,8.552003188712325e-18,3.6132160483616044e-19,0,6.50577293863036e-18,0.032542281331668345,0,0.014358254976243025,0,0.0098786671601301,0.013920409649256815,0.012733150924143838,0,9.478612139834497e-19,0.033205583070247256,1.7401552294128424e-18,0.0350160902572228,2.712203046423367e-19,0.04678605387235451,0.02751880470617074,9.329530559179742e-19,0.0066823913783475835,4.0568311538834943e-19,0.017170799243075414,0.006275884296100515,0.04387445670204033,0,0.003376621535362727,0.006129777099247611,0.032962590325746166,0.0015882432905057577,0.005695954982347858,7.759177086983352e-19,0.00729519985815622,6.966008559943637e-4,0.003664918346725354,0.02652384616281416,5.014006993433139e-19,0.016442488796763848,1.5863128295544372e-18,0,0,0.010253702524998453,0,0.005135043921020613,0.0036230904909465467,0.015989370156322617,0.0256759846716206,9.29844382773159e-19,0.004965760521283257,0,0.009688080034105529,0.00975736641126177,0.035615587322451056,0,0.030498855417727545,0,0.010162053656055334,1.892377134861871e-19,0.017625297717433524,7.508693750329507e-18,1.7709706633953056e-19,0,0,0,3.314904732007712e-18,0,0.004102054621647859,0.013041536523978593,0.03170732129980911,0.011091234069495937,0.007600473457668322,8.963409637416091e-20,0.01499301641805317,0.01709707382947693,1.666770830639836e-19,6.284490122301391e-19,0.0017618928846642875,1.7860443694548556e-19,5.203701574823907e-20,0.004407152548796382,5.5532263102977894e-18,0,0,0.015668558702900515,0,2.759603488579704e-18,2.6478953730056715e-18,4.3005646664044497e-20,9.34794036440277e-19,1.0821471045274266e-18,8.190318766081193e-21,0,0.03947749116939665,3.8348566561386375e-4,0.040126245603305404,0.011483086036408111,0.001744456355627428,0.0438613537888545,0.01031569239785824,7.612346723743842e-20,0.015384334251031707,0.010066288442731117,6.363324437805732e-4,0.007331939267933594,0,0.003031300254158407,1.4916462467853733e-19,3.976540298047421e-19,0.020452394189090766,0.009895537564445007,0.015910528147652155,0.0023334905480940247,0.03066196744106562,9.39066545973893e-19,0.0018196793188182817,0.007704650206299121,0,8.385318345841751e-19,9.042671254183832e-19,0,0.02996223548452425,0.028046689837880053,0.013831236433455853,0.004209489480290136,0.009949701032042967,1.898400383478961e-4,0.007627342416297799,0.0061237113516323695,8.949853492076556e-18,0.015490604287336328,0.00984167194221332,2.2993489979343078e-18,0.013379583235795774,0,3.127923284985752e-18,0.005463940074598966,0.004823377508059078,0.021208753857831518,0,0.02714199025884691,3.6312142062424455e-19,0.005685859524441892,1.2705995073173925e-18,3.343781360875061e-4,0.019576141567137766,0,0,0.002748937980649,0.003999260368243864,0.003931861616562,0.0032011427782397068,0,1.4861826913333859e-18,0.01581659459566587,1.1807981279105492e-18,2.085830750303565e-18,0.037734045471871404,0,0,0,5.280472412421249e-4,0,0.005768284553846094,9.921466493198362e-21,0.001731224554175199,0.02296502505628449,0.008199772814338372,0.003921086951505079,0.017656149098511043,0.009255796135115632,3.295417935773699e-18,0.019153917789083177,7.220619483617604e-20,2.5967946392030875e-19,0.021323504709614166,0.0010956069673422352,3.6834042681738515e-19,4.661637956502743e-18,0.005618460975706356,0,0,0.0018336165299092865,9.084857080537645e-20,1.66660932919266e-19,0.0015181601263703915,0.009143262698771729,0.03329556966826403,5.653755800664277e-19,0,0.020855657914551066,0.00740916642237662,8.82269924528711e-21,0,6.441930117493804e-19,0.014763554074432217,0.02690647553976652,0.015426865831390378,0,0.003254078573430186,0.010991720343730482,0.013291711820548878,0.02286529847162549,1.8052982490118897e-18,0.009016437207675405,0.004029293496010568,0.015842441005451072,0.013014792604091285,0.07506689605170683,4.713672310892269e-19,2.990330192687595e-20,7.549634816032367e-19,1.564107110419582e-19,0.0246373316855237,3.4975590629447927e-19,0.01797511212921667,0,0.003123402783924002,0.0049113733907394114,0.031746251374968754,0.048771226551887974,0,0,0.04476084186879937,9.447479643744446e-19,0,2.6516126846910415e-19,0.030030071740034775,0.00839596264424568,0.014973055584694417,0.02401967194181072,0.034615551732478836,0.02725568165326807,0,0.007325868125095701,0,0.028007651448936938,0.0037451350094473584,0.024585269435800146,0.013503985784621907,0.02883072934474617,0.010941254341039831,3.688118152187994e-19,0,0.009811926666710527,0.002365307478790204,0.005167639460827305,1.3368198563089316e-18,0.013016566557012275,0.05333816090690485,0.0348693629095973,0,0.0038572493632182446,0.0036829475940626318,0.034942552884581375,0.011036656227437632,0.08022469662130079,0,2.798887569720943e-19,0.005683572479011123,0.013127235263972477,0,2.0950773096143335e-18,0.006054580287503164,4.004085966056555e-19,0,0.01346665686899801,0.03352117594127171,0.035322221303254187,5.645521376118324e-19,0.0066414967607328875,0.00642956227866297,1.0104807554665989e-19,1.191393583190641e-20,2.1167738370868284e-18,0.004091255885976631,4.304685086887097e-19,0,0.003000438652423402,0.08458582579413039,2.3185944176138774e-18,0.010025094134236337,0,2.4763718981850513e-19,0.012101043076042197,0,0,0,1.114306376726217e-19,0.022666313131000773,0.024425270021575893,0.07352134635694822,0,0,0,0.011897651966223789,0,0.024575609929859812,0.006302971406049645,0.014132811659091752,0.024653571786232332,3.9170681746377277e-19,0,0.13693851277434377,0,0.05163595844823478,0.04825395068129451,0.024167188365280756,0.006485164908214204,0.023871366044664003,0,0,0,0.0034526198298308404,5.686035074904024e-4,0.06649899447743274,0.006474491063976394,0.028792388051989998,0.02301838327915736,0,0.03427832583563899,1.4203045927494057e-18,0.008275914244538024,0.04082820291514504,0.012869484238418038,3.8086162997364777e-19,0.007866398911778481,0.05136874648172065,0,0.015443546114465271,2.1533680051601052e-19,0.0031685973023612576,0.026076548439633945,0.028885077632213294,0,1.1015119479623104e-18,0.005113970073642136,0,0.027459274202768353,0.09213241456897862,0.017800065188782906,0.0481789122161255,2.6123469638147675e-19,0.02119933864857885,0.019427916435456303,0.016692693541498452,1.0001283951889728e-18,0,0,0,9.938036054394774e-20,0,0,5.278485129114887e-18,2.5474513021196784e-18,3.614349986785205e-18,1.9992703443383812e-18,0,0.003937681922046271,0,2.0087007264649646e-18,7.62670726205526e-18,0,3.1840415784929147e-19,4.2399527734163887e-19,0,1.1425218509232156e-18,0,6.008802175223468e-19,1.818578775349707e-18,2.3077062747830272e-18,0,2.499285460020985e-18,0,0.016312583825289714,2.4212142410853145e-19,0,5.0311800564865365e-18,0,1.7450067517213316e-18,0,0,0,0,5.5869258440283835e-18,0,4.916320095570633e-18,0,0,0,6.584361043823705e-18,0,4.081170158748687e-18,6.735827918704196e-18,1.281090160178936e-18,4.788665402006532e-19,0,0,0,0,1.8161481073914133e-18,0,2.7854864762506843e-19,3.516317229516391e-18,2.7862768574542785e-18,0,0,9.466989583677694e-20,0,0,3.155301254397675e-18,0,3.0572678746130456e-18,0,2.5044205719484405e-18,0,3.034966121917928e-18,3.3337572612121263e-18,0,0,4.030111918338493e-18,0.005242803025412358,9.107698568052245e-19,0,0,0,5.606714127831833e-18,0.004049947867529751,0,1.4765838558880851e-18,0,5.630214335012079e-19,2.9421060804265268e-18
