"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"147","LVS F TULARENSIS (H18)","BNT-I (D10, severe)",25,45,512,466,2204,"B2M,CCL20,CCR4,CCR6,CCR7,FCGR3A,ICOS,IRAK1BP1,LAMP3,PYCARD,CD1C,CD58,FAS,FCER1A,FCER1G,FCGR1A,FCGR2B,MYD88,NOD2,TAP1,TLR10,TLR2,TLR3,TLR4,TLR5",5.36,1.13,1.67708957147602e-49,2.67648766210812e-49
"148","LVS F TULARENSIS (H18)","BNT-I (D26, mild)",12,58,273,466,1228,"CCR6,CCR7,IRAK1BP1,CD1C,CD58,CDC42,FCER1G,MYD88,TLR10,TLR2,TLR3,TLR5",2.58,0.98,3.73118508472185e-54,7.61682951289223e-54
"149","LVS F TULARENSIS (H18)","BNT-I (D26, severe)",3,67,60,466,265,"CCR7,IRAK1BP1,TLR2",0.64,1.13,6.12065009522697e-34,4.87816088265023e-34
"150","LVS F TULARENSIS (H18)","BNT-I (D3)",6,64,86,466,331,"ICAM1,CD44,FCGR1A,FCGR2A,TLR2,TLR5",1.29,1.81,2.76984300933285e-37,2.47093527505994e-37
"151","LVS F TULARENSIS (H18)","BNT-I (D4)",0,70,12,466,34,"",0,0,1.20702261167869e-14,4.78135694585257e-15
"152","LVS F TULARENSIS (H18)","BNT-I-BNT (D51, mild)",2,68,55,466,234,"CCR7,TLR2",0.43,0.85,1.28926673093916e-33,1.00822684839169e-33
"153","LVS F TULARENSIS (H18)","BNT-I-BNT (D51, severe)",0,70,9,466,22,"",0,0,4.8588146586484e-12,1.68062301901696e-12
"154","LVS F TULARENSIS (H18)","BNT-MO (V3, D1)",8,62,163,466,624,"ICAM1,LAMP3,TAP2,CCR1,FAS,FCGR1A,NOD2,TAP1",1.72,1.28,3.80560825257691e-48,5.5539795949212e-48
"155","LVS F TULARENSIS (H18)","ChAd (V1, D3)",7,63,116,466,511,"LAMP3,PYCARD,CCR3,FCER1G,FCGR1A,LILRB4,TLR7",1.5,1.37,3.76481539615168e-42,4.10732334091106e-42
"156","LVS F TULARENSIS (H18)","ChAd (V1, D6)",0,70,83,466,176,"",0,0,2.35561518276345e-45,3.02052218105335e-45
"157","LVS F TULARENSIS (H18)","ChAd (V1, D7)",0,70,31,466,151,"",0,0,1.04496507575974e-26,6.6611056138822e-27
"158","LVS F TULARENSIS (H18)","ChAd (V2, D1)",7,63,120,466,427,"LAMP3,TAP2,CCR1,CD209,FCGR1A,TAP1,TLR7",1.5,1.64,7.3966452356961e-43,8.30089916172539e-43
"159","LVS F TULARENSIS (H18)","ChAd (V2, D3)",0,70,10,466,28,"",0,0,6.07351832331052e-13,2.18245051875584e-13
"160","LVS F TULARENSIS (H18)","ChAd (V2, D7)",0,70,1,466,15,"",0,0,0.0140845070422535,0.00268803392918504
"161","LVS F TULARENSIS (H18)","ChAd-BNT (V2, D3)",8,62,148,466,606,"CCL18,CCL19,CCL20,LAMP3,ADAMDEC1,FCGR1A,TAP1,TLR7",1.72,1.32,4.68235308948513e-46,6.24465797646018e-46
"162","LVS F TULARENSIS (H18)","ChAd-BNT (V2, D7)",6,64,86,466,406,"CCL20,CD83,ICAM1,CCL17,CCR1,FCGR1A",1.29,1.48,2.76984300933285e-37,2.47093527505994e-37
"163","LVS F TULARENSIS (H18)","ChAd-BNT (V3, D1)",15,55,193,466,785,"CD83,ICAM1,LAMP3,TAP2,CD209,FAS,FCGR1A,FCGR2B,HLA-DMA,HLA-DMB,HLA-DQB1,HLA-DRB1,LILRB4,TAP1,TLR7",3.22,1.91,3.20629833046574e-43,3.67259331028695e-43
"164","LVS F TULARENSIS (H18)","I (D10, moderate)",22,48,369,466,1572,"CCR4,CCR6,CCR7,ICAM1,IRAK1BP1,LAMP3,ADAMDEC1,CCR3,CD1C,CD58,CD81,FCER1A,FCER1G,FCGR1A,IRAK2,LILRB4,NOD2,TAP1,TLR10,TLR2,TLR4,TLR5",4.72,1.4,2.22755055454907e-47,3.17435673244083e-47
"165","LVS F TULARENSIS (H18)","I (D10, severe)",28,42,401,466,1793,"CARD9,CCL20,CCR4,CCR6,CCR7,ICOS,IRAK1BP1,CCR1,CCR2,CCR3,CD1C,CD209,CD58,CD74,CD81,CD86,CDC42,FCER1A,FCER1G,HLA-DMA,HLA-DMB,HLA-DRB1,MYD88,TLR10,TLR2,TLR3,TLR5,TLR7",6.01,1.56,1.3985862624179e-41,1.49638696253424e-41
"166","LVS F TULARENSIS (H18)","I (D26, moderate)",7,63,239,466,1024,"CCR6,CCR7,IRAK1BP1,FCER1A,FCER1G,TLR2,TLR5",1.5,0.68,2.88344301654847e-58,6.90258271482026e-58
"167","LVS F TULARENSIS (H18)","I (D26, severe)",22,48,391,466,1585,"CARD9,CCL20,CCR4,CCR7,ICAM1,CCR3,CD1C,CD209,CD68,CD74,CD81,FAS,FCER1A,FCER1G,FCGR1A,HLA-DRB1,IRAK2,TLR10,TLR2,TLR3,TLR5,TLR7",4.72,1.39,1.86703298774453e-48,2.78397354351133e-48
"168","LVS F TULARENSIS (H18)","I (D51, moderate)",0,70,10,466,26,"",0,0,6.07351832331052e-13,2.18245051875584e-13
"169","LVS F TULARENSIS (H18)","I (D51, severe)",16,54,276,466,1214,"CCL20,CCR7,ICAM1,TICAM1,CCR3,CD1C,CD209,CD86,FAS,FCER1A,FCGR1A,IRAK2,NOD2,TAP1,TLR2,TLR5",3.43,1.32,3.50205228108617e-49,5.43263309993878e-49
"170","LVS F TULARENSIS (H18)","I-I (D1)",0,70,14,466,50,"",0,0,3.15086223932188e-16,1.35808565476179e-16
"171","LVS F TULARENSIS (H18)","ZF2001 (V3, D07)",6,64,155,466,651,"CCL20,CD83,ICAM1,TICAM1,CCR2,CDC42",1.29,0.92,1.00277723531321e-49,1.62370708843088e-49
"172","LVS F TULARENSIS (H18)","ZF2001 (V3, D14)",0,70,26,466,98,"",0,0,4.87139574363988e-24,2.82394716243607e-24
"173","LVS F TULARENSIS (H18)","ZF2001 (V3, D28)",1,69,16,466,93,"CCL20",0.21,1.08,1.75862078473779e-16,7.72510891439909e-17
"174","LVS F TULARENSIS (H192)","LVS F TULARENSIS (H336)",70,0,1,461,471,"B2M,CCL17,CCL18,CCL19,CCL20,CCR1,CCR3,CCR6,CCR7,CD209,CD44,CD58,CD68,CD74,CD80,CD83,CDC42,DCSTAMP,FAS,FCER1A,FCER1G,FCGR2A,FCGR2B,FCGR3A,ICAM1,ICOS,IRAK1,LAMP3,PYCARD,TAP2,TICAM1,ADAMDEC1,CARD8,CARD9,CCL16,CCL21,CCL22,CCR2,CCR4,CCR5,CD1A,CD1B,CD1C,CD1D,CD81,CD86,FCGR1A,HLA-DMA,HLA-DQB1,HLA-DRB1,IRAK1BP1,IRAK2,IRAK4,LILRB4,MYD88,NOD1,NOD2,TAP1,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TRAF6",15.18,14.86,1,0.173849366793586
"175","LVS F TULARENSIS (H192)","LVS F TULARENSIS (H48)",70,0,1,461,471,"B2M,CCL17,CCL18,CCL19,CCL20,CCR1,CCR3,CCR6,CCR7,CD209,CD44,CD58,CD68,CD74,CD80,CD83,CDC42,DCSTAMP,FAS,FCER1A,FCER1G,FCGR2A,FCGR2B,FCGR3A,ICAM1,ICOS,IRAK1,LAMP3,PYCARD,TAP2,TICAM1,ADAMDEC1,CARD8,CARD9,CCL16,CCL21,CCL22,CCR2,CCR4,CCR5,CD1A,CD1B,CD1C,CD1D,CD81,CD86,FCGR1A,HLA-DMA,HLA-DQB1,HLA-DRB1,IRAK1BP1,IRAK2,IRAK4,LILRB4,MYD88,NOD1,NOD2,TAP1,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TRAF6",15.18,14.86,1,0.173849366793586
"176","LVS F TULARENSIS (H192)","CN54GP140 (D1)",0,70,14,461,53,"",0,0,3.15086223932188e-16,1.35808565476179e-16
"177","LVS F TULARENSIS (H192)","CN54GP140 (D3)",0,70,4,461,26,"",0,0,8.69092128980224e-07,2.30337233464334e-07
"178","LVS F TULARENSIS (H192)","CN54GP140 (D7)",0,70,2,461,7,"",0,0,0.000391236306729265,8.53379066159389e-05
"179","LVS F TULARENSIS (H192)","CN54GP140 (H6)",3,67,6,461,54,"FCGR3A,CCR2,CD1C",0.65,5.56,3.84230204391257e-07,1.0419862443965e-07
"180","LVS F TULARENSIS (H192)","HIV-1 GAG-POL NEF (D1)",31,39,496,461,2085,"CCR1,CCR6,CCR7,CD44,CD68,FAS,FCER1A,FCER1G,FCGR2A,ICAM1,LAMP3,PYCARD,TAP2,CCR2,CCR4,CD1C,CD86,HLA-DMA,HLA-DRB1,LILRB4,MYD88,NOD1,NOD2,TAP1,TLR1,TLR10,TLR2,TLR4,TLR6,TLR7,TLR8",6.72,1.49,2.42920434673572e-41,2.55390878407624e-41
"181","LVS F TULARENSIS (H192)","HIV-1 GAG-POL NEF (D3)",6,64,72,461,265,"CCR1,FCGR3A,TAP1,TLR1,TLR2,TLR6",1.3,2.26,6.9898159067746e-34,5.53772638767832e-34
"182","LVS F TULARENSIS (H192)","HPV-VLP (M2)",14,56,134,461,647,"CCL17,CCL18,CCL19,CCL20,CD209,CD83,ICAM1,LAMP3,PYCARD,TAP2,CD1B,NOD2,TLR1,TLR2",3.04,2.16,2.64880687416747e-37,2.37250165128244e-37
"183","LVS F TULARENSIS (H192)","INFLUENZA (D1)",5,65,55,461,222,"CD68,CD83,CD1D,FCGR1A,HLA-DMA",1.08,2.25,4.41187075327384e-30,3.14355416080527e-30
"184","LVS F TULARENSIS (H192)","MONOV INFLUENZA A (D1)",17,53,183,461,763,"CCR1,CCR3,CD74,FCER1A,FCGR2B,ICAM1,LAMP3,TAP2,FCGR1A,HLA-DMA,HLA-DQB1,HLA-DRB1,IRAK2,NOD1,NOD2,TAP1,TLR5",3.69,2.23,5.13385953123947e-40,5.11461044837442e-40
"185","LVS F TULARENSIS (H192)","PANDEMRIX (D1)",11,59,29,461,277,"CD86,HLA-DRB1,MYD88,NOD2,TAP1,TLR1,TLR2,TLR4,TLR6,TLR7,TLR8",2.39,3.97,2.6235583704946e-16,1.13956739115624e-16
"186","LVS F TULARENSIS (H192)","FLUARIX FLUVIRIN (D28)",1,69,30,461,119,"NOD1",0.22,0.84,1.05541472651735e-24,6.29931498071931e-25
"187","LVS F TULARENSIS (H192)","MONOV INFLUENZA A (D28)",6,64,20,461,138,"FCER1A,CARD9,CD1C,HLA-DQB1,HLA-DRB1,NOD2",1.3,4.35,4.51601916225418e-15,1.84266699619573e-15
"188","LVS F TULARENSIS (H192)","FLUARIX FLUVIRIN (D3)",8,62,138,461,603,"CDC42,FCER1G,ICOS,CCR2,CCR5,CD86,TLR5,TLR8",1.74,1.33,1.44778579582767e-44,1.79421741654764e-44
"189","LVS F TULARENSIS (H192)","INFLUENZA (D3)",13,57,108,461,521,"FCER1A,CD1D,CD86,HLA-DQB1,HLA-DRB1,LILRB4,TLR2,TLR3,TLR4,TLR5,TLR7,TLR8,TLR9",2.82,2.5,2.49722715089766e-34,2.02669892921759e-34
"190","LVS F TULARENSIS (H192)","MONOV INFLUENZA A (D3)",3,67,51,461,164,"CCR1,LAMP3,FCGR1A",0.65,1.83,5.69367389590139e-31,4.14110781493231e-31
"191","LVS F TULARENSIS (H192)","PANDEMRIX (D3)",2,68,3,461,34,"TLR3,TLR7",0.43,5.88,0.000160782043861342,3.65186712448309e-05
"192","LVS F TULARENSIS (H192)","PANDEMRIX (D30)",2,68,4,461,39,"TLR7,TLR9",0.43,5.13,1.30363819347033e-05,3.22275330551045e-06
"193","LVS F TULARENSIS (H192)","FLUAD (D7)",1,69,51,461,150,"TLR8",0.22,0.67,1.19364232618476e-33,9.36749349972067e-34
"194","LVS F TULARENSIS (H192)","FLUARIX FLUVIRIN (D7)",13,57,300,461,1183,"CD44,CD58,CD83,FAS,ICAM1,IRAK1,CARD8,CCR2,CD86,LILRB4,TLR6,TLR8,TRAF6",2.82,1.1,7.47031739928074e-55,1.58832641760862e-54
"195","LVS F TULARENSIS (H192)","INFLUENZA (D7)",1,69,84,461,252,"CD1A",0.22,0.4,1.09214885746305e-43,1.2796127018294e-43
"196","LVS F TULARENSIS (H192)","PANDEMRIX (D7)",0,70,48,461,239,"",0,0,3.17430157073309e-34,2.56680804085651e-34
"197","LVS F TULARENSIS (H192)","INACTIVATED INFLUENZA (D0)",0,70,2,461,3,"",0,0,0.000391236306729265,8.53379066159389e-05
"198","LVS F TULARENSIS (H192)","FLUZONE (D1)",1,69,5,461,21,"FCGR1A",0.22,4.76,3.47636851592089e-07,9.45060119655135e-08
"199","LVS F TULARENSIS (H192)","FLUZONE (D30)",0,70,2,461,5,"",0,0,0.000391236306729265,8.53379066159389e-05
"200","LVS F TULARENSIS (H192)","FLUZONE (D7)",0,70,11,461,86,"",0,0,8.24798784647106e-14,3.11697772506459e-14
"201","LVS F TULARENSIS (H192)","FLUMIST (D3)",10,60,167,461,747,"CD44,CDC42,FCER1G,PYCARD,CARD9,CD86,HLA-DRB1,MYD88,TLR7,TLR8",2.17,1.34,3.88047851542622e-46,5.2170515333669e-46
"202","LVS F TULARENSIS (H192)","FLUMIST (D7)",25,45,613,461,2520,"CCR1,CCR6,CCR7,CD209,CD44,CD58,CD83,CDC42,FCER1A,ICAM1,ICOS,TICAM1,CARD8,CCR2,CD1C,CD1D,CD86,FCGR1A,HLA-DRB1,NOD1,TLR5,TLR6,TLR7,TLR8,TRAF6",5.42,0.99,9.60433228403933e-53,1.83141510757025e-52
"203","LVS F TULARENSIS (H192)","FLUMIST (D1)",0,70,2,461,4,"",0,0,0.000391236306729265,8.53379066159389e-05
"204","LVS F TULARENSIS (H192)","FLUENZ (D3-4)",1,69,4,461,32,"TLR1",0.22,3.12,4.34546064490113e-06,1.10630603142491e-06
"205","LVS F TULARENSIS (H192)","FLUMIST (D30)",0,70,2,461,3,"",0,0,0.000391236306729265,8.53379066159389e-05
"206","LVS F TULARENSIS (H192)","FLUENZ (D6-7)",0,70,8,461,67,"",0,0,4.2649595337025e-11,1.40789228614695e-11
"207","LVS F TULARENSIS (H192)","MENACTRA (D3)",3,67,26,461,175,"CCL20,CARD9,TLR4",0.65,1.71,1.78000800472602e-20,9.14033253503828e-21
"208","LVS F TULARENSIS (H192)","MENACTRA (D7)",0,70,9,461,26,"",0,0,4.8588146586484e-12,1.68062301901696e-12
"209","LVS F TULARENSIS (H192)","WETVAX (D2-4)",4,66,35,461,185,"FCGR2B,FCGR3A,ICAM1,FCGR1A",0.87,2.16,9.41442516215541e-24,5.37790250121945e-24
"210","LVS F TULARENSIS (H192)","WETVAX (D5-7)",17,53,165,461,859,"CCR1,CCR7,CD74,FAS,FCGR2B,FCGR3A,ICAM1,TAP2,CD1C,FCGR1A,HLA-DQB1,HLA-DRB1,MYD88,TAP1,TLR1,TLR2,TLR8",3.69,1.98,4.18346029253186e-38,3.80858205296675e-38
"211","LVS F TULARENSIS (H192)","WETVAX (D50-60)",4,66,65,461,340,"CCR2,CD1C,TLR5,TLR8",0.87,1.18,3.71819885483e-34,2.9812580063338e-34
"212","LVS F TULARENSIS (H192)","BCG (D7)",0,70,3,461,4,"",0,0,1.60782043861341e-05,3.95270434973603e-06
"213","LVS F TULARENSIS (H192)","MVA85A (D2)",7,63,49,461,286,"CD68,ICAM1,PYCARD,FCGR1A,TLR1,TLR6,TLR8",1.52,2.45,3.03131198217785e-26,1.90134223149197e-26
"214","LVS F TULARENSIS (H192)","ZOSTAVAX (D1)",0,70,1,461,17,"",0,0,0.0140845070422535,0.00268803392918504
"215","LVS F TULARENSIS (H192)","ZOSTAVAX (D3)",0,70,4,461,18,"",0,0,8.69092128980224e-07,2.30337233464334e-07
"216","LVS F TULARENSIS (H192)","YF VAX (ANY)",0,70,3,461,28,"",0,0,1.60782043861341e-05,3.95270434973603e-06
"217","LVS F TULARENSIS (H192)","YF17D (D3)",2,68,32,461,114,"LAMP3,TLR7",0.43,1.75,1.83913853333714e-24,1.08313114151962e-24
"218","LVS F TULARENSIS (H192)","YF VAX (D4-7)",5,65,108,461,490,"CD74,FCGR3A,CCR5,CD86,TAP1",1.08,1.02,3.57202912027132e-43,4.07049462805575e-43
"219","LVS F TULARENSIS (H192)","STAMARIL (D10)",5,65,91,461,440,"CCR1,FCER1A,TAP2,TAP1,TLR7",1.08,1.14,1.30410428850768e-39,1.2744131775853e-39
"220","LVS F TULARENSIS (H192)","STAMARIL (D14)",0,70,14,461,68,"",0,0,3.15086223932188e-16,1.35808565476179e-16
"221","LVS F TULARENSIS (H192)","STAMARIL (D28)",2,68,13,461,79,"FCER1G,MYD88",0.43,2.53,1.98504321077279e-13,7.35134712353864e-14
"222","LVS F TULARENSIS (H192)","STAMARIL (D3)",9,61,99,461,500,"CCR1,CD68,FCER1G,TAP2,TICAM1,CD86,MYD88,TAP1,TLR7",1.95,1.8,1.02425334542611e-36,8.93362864117342e-37
"223","LVS F TULARENSIS (H192)","STAMARIL (D60)",5,65,16,461,100,"CD74,CD86,NOD2,TAP1,TLR7",1.08,5,2.10506907933113e-13,7.77853269648059e-14
"224","LVS F TULARENSIS (H192)","STAMARIL (D7)",12,58,138,461,684,"CCR1,CD68,CD74,FCER1G,LAMP3,TAP2,TICAM1,CD86,MYD88,NOD2,TAP1,TLR7",2.6,1.75,5.92576532617414e-40,5.85968710897284e-40
"225","LVS F TULARENSIS (H192)","BBIBP (V3, D14)",0,70,5,461,34,"",0,0,5.79394752653482e-08,1.64358281679154e-08
"226","LVS F TULARENSIS (H192)","BBIBP (V3, D28)",0,70,1,461,6,"",0,0,0.0140845070422535,0.00268803392918504
"227","LVS F TULARENSIS (H192)","BNT (V1, D6)",0,70,2,461,7,"",0,0,0.000391236306729265,8.53379066159389e-05
"228","LVS F TULARENSIS (H192)","BNT (V2, D1)",6,64,94,461,371,"FAS,LAMP3,TAP2,FCGR1A,TAP1,TLR7",1.3,1.62,4.72332261764556e-39,4.4904990882926e-39
"229","LVS F TULARENSIS (H192)","BNT (V3, D1)",8,62,116,461,463,"FAS,ICAM1,LAMP3,TAP2,ADAMDEC1,FCGR1A,TAP1,TLR7",1.74,1.73,5.83546386403527e-41,6.0115699981912e-41
"230","LVS F TULARENSIS (H192)","BNT-I (D1)",5,65,115,461,473,"CCR6,CD83,ICAM1,CCR5,TLR3",1.08,1.06,1.61977841781956e-44,1.98884695081654e-44
"231","LVS F TULARENSIS (H192)","BNT-I (D10, mild)",24,46,493,461,2154,"B2M,CCR3,CCR6,CCR7,CD58,FAS,FCER1A,FCER1G,ICOS,LAMP3,PYCARD,ADAMDEC1,CCR4,CD1C,CD81,FCGR1A,IRAK1BP1,MYD88,NOD2,TAP1,TLR10,TLR2,TLR3,TLR5",5.21,1.11,3.82936536536089e-50,6.41920640803767e-50
"232","LVS F TULARENSIS (H192)","BNT-I (D10, severe)",25,45,512,461,2204,"B2M,CCL20,CCR6,CCR7,CD58,FAS,FCER1A,FCER1G,FCGR2B,FCGR3A,ICOS,LAMP3,PYCARD,CCR4,CD1C,FCGR1A,IRAK1BP1,MYD88,NOD2,TAP1,TLR10,TLR2,TLR3,TLR4,TLR5",5.42,1.13,1.67708957147602e-49,2.67648766210812e-49
"233","LVS F TULARENSIS (H192)","BNT-I (D26, mild)",12,58,273,461,1228,"CCR6,CCR7,CD58,CDC42,FCER1G,CD1C,IRAK1BP1,MYD88,TLR10,TLR2,TLR3,TLR5",2.6,0.98,3.73118508472185e-54,7.61682951289223e-54
"234","LVS F TULARENSIS (H192)","BNT-I (D26, severe)",3,67,60,461,265,"CCR7,IRAK1BP1,TLR2",0.65,1.13,6.12065009522697e-34,4.87816088265023e-34
"235","LVS F TULARENSIS (H192)","BNT-I (D3)",6,64,86,461,331,"CD44,FCGR2A,ICAM1,FCGR1A,TLR2,TLR5",1.3,1.81,2.76984300933285e-37,2.47093527505994e-37
"236","LVS F TULARENSIS (H192)","BNT-I (D4)",0,70,12,461,34,"",0,0,1.20702261167869e-14,4.78135694585257e-15
"237","LVS F TULARENSIS (H192)","BNT-I-BNT (D51, mild)",2,68,55,461,234,"CCR7,TLR2",0.43,0.85,1.28926673093916e-33,1.00822684839169e-33
"238","LVS F TULARENSIS (H192)","BNT-I-BNT (D51, severe)",0,70,9,461,22,"",0,0,4.8588146586484e-12,1.68062301901696e-12
"239","LVS F TULARENSIS (H192)","BNT-MO (V3, D1)",8,62,163,461,624,"CCR1,FAS,ICAM1,LAMP3,TAP2,FCGR1A,NOD2,TAP1",1.74,1.28,3.80560825257691e-48,5.5539795949212e-48
"240","LVS F TULARENSIS (H192)","ChAd (V1, D3)",7,63,116,461,511,"CCR3,FCER1G,LAMP3,PYCARD,FCGR1A,LILRB4,TLR7",1.52,1.37,3.76481539615168e-42,4.10732334091106e-42
"241","LVS F TULARENSIS (H192)","ChAd (V1, D6)",0,70,83,461,176,"",0,0,2.35561518276345e-45,3.02052218105335e-45
"242","LVS F TULARENSIS (H192)","ChAd (V1, D7)",0,70,31,461,151,"",0,0,1.04496507575974e-26,6.6611056138822e-27
"243","LVS F TULARENSIS (H192)","ChAd (V2, D1)",7,63,120,461,427,"CCR1,CD209,LAMP3,TAP2,FCGR1A,TAP1,TLR7",1.52,1.64,7.3966452356961e-43,8.30089916172539e-43
"244","LVS F TULARENSIS (H192)","ChAd (V2, D3)",0,70,10,461,28,"",0,0,6.07351832331052e-13,2.18245051875584e-13
"245","LVS F TULARENSIS (H192)","ChAd (V2, D7)",0,70,1,461,15,"",0,0,0.0140845070422535,0.00268803392918504
"246","LVS F TULARENSIS (H192)","ChAd-BNT (V2, D3)",8,62,148,461,606,"CCL18,CCL19,CCL20,LAMP3,ADAMDEC1,FCGR1A,TAP1,TLR7",1.74,1.32,4.68235308948513e-46,6.24465797646018e-46
"247","LVS F TULARENSIS (H192)","ChAd-BNT (V2, D7)",7,63,85,461,406,"CCL17,CCL20,CCR1,CD83,ICAM1,CCL16,FCGR1A",1.52,1.72,6.17279299222743e-36,5.28695649145748e-36
"248","LVS F TULARENSIS (H192)","ChAd-BNT (V3, D1)",14,56,194,461,785,"CD209,CD83,FAS,FCGR2B,ICAM1,LAMP3,TAP2,FCGR1A,HLA-DMA,HLA-DQB1,HLA-DRB1,LILRB4,TAP1,TLR7",3.04,1.78,1.82176041503733e-44,2.23273136748356e-44
"249","LVS F TULARENSIS (H192)","I (D10, moderate)",22,48,369,461,1572,"CCR3,CCR6,CCR7,CD58,FCER1A,FCER1G,ICAM1,LAMP3,ADAMDEC1,CCR4,CD1C,CD81,FCGR1A,IRAK1BP1,IRAK2,LILRB4,NOD2,TAP1,TLR10,TLR2,TLR4,TLR5",4.77,1.4,2.22755055454907e-47,3.17435673244083e-47
"250","LVS F TULARENSIS (H192)","I (D10, severe)",27,43,402,461,1793,"CCL20,CCR1,CCR3,CCR6,CCR7,CD209,CD58,CD74,CDC42,FCER1A,FCER1G,ICOS,CARD9,CCR2,CCR4,CD1C,CD81,CD86,HLA-DMA,HLA-DRB1,IRAK1BP1,MYD88,TLR10,TLR2,TLR3,TLR5,TLR7",5.86,1.51,8.2966981668861e-43,9.23313422548932e-43
"251","LVS F TULARENSIS (H192)","I (D26, moderate)",7,63,239,461,1024,"CCR6,CCR7,FCER1A,FCER1G,IRAK1BP1,TLR2,TLR5",1.52,0.68,2.88344301654847e-58,6.90258271482026e-58
"252","LVS F TULARENSIS (H192)","I (D26, severe)",22,48,391,461,1585,"CCL20,CCR3,CCR7,CD209,CD68,CD74,FAS,FCER1A,FCER1G,ICAM1,CARD9,CCR4,CD1C,CD81,FCGR1A,HLA-DRB1,IRAK2,TLR10,TLR2,TLR3,TLR5,TLR7",4.77,1.39,1.86703298774453e-48,2.78397354351133e-48
"253","LVS F TULARENSIS (H192)","I (D51, moderate)",0,70,10,461,26,"",0,0,6.07351832331052e-13,2.18245051875584e-13
"254","LVS F TULARENSIS (H192)","I (D51, severe)",16,54,276,461,1214,"CCL20,CCR3,CCR7,CD209,FAS,FCER1A,ICAM1,TICAM1,CD1C,CD86,FCGR1A,IRAK2,NOD2,TAP1,TLR2,TLR5",3.47,1.32,3.50205228108617e-49,5.43263309993878e-49
"255","LVS F TULARENSIS (H192)","I-I (D1)",0,70,14,461,50,"",0,0,3.15086223932188e-16,1.35808565476179e-16
"256","LVS F TULARENSIS (H192)","ZF2001 (V3, D07)",6,64,155,461,651,"CCL20,CD83,CDC42,ICAM1,TICAM1,CCR2",1.3,0.92,1.00277723531321e-49,1.62370708843088e-49
"257","LVS F TULARENSIS (H192)","ZF2001 (V3, D14)",0,70,26,461,98,"",0,0,4.87139574363988e-24,2.82394716243607e-24
"258","LVS F TULARENSIS (H192)","ZF2001 (V3, D28)",1,69,16,461,93,"CCL20",0.22,1.08,1.75862078473779e-16,7.72510891439909e-17
"259","LVS F TULARENSIS (H336)","LVS F TULARENSIS (H48)",71,0,0,471,471,"B2M,CCL16,CCL18,CCL19,CCL20,CCL22,CCR3,CCR6,CCR7,CD1A,CD1B,CD209,CD44,CD58,CD68,CD74,CD80,CD81,CD83,DCSTAMP,FCGR2B,ICAM1,ICOS,IRAK1,IRAK1BP1,LAMP3,PYCARD,TAP2,TICAM1,ADAMDEC1,CARD8,CARD9,CCL17,CCL21,CCR1,CCR2,CCR4,CCR5,CD1C,CD1D,CD86,CDC42,FAS,FCER1A,FCER1G,FCGR1A,FCGR2A,FCGR3A,HLA-DMA,HLA-DMB,HLA-DQB1,HLA-DRB1,IRAK2,IRAK4,LILRB4,MYD88,NOD1,NOD2,TAP1,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TRAF6",15.07,15.07,1,0.173849366793586
"260","LVS F TULARENSIS (H336)","CN54GP140 (D1)",0,71,14,471,53,"",0,0,2.63189669402181e-16,1.13956739115624e-16
"261","LVS F TULARENSIS (H336)","CN54GP140 (D3)",0,71,4,471,26,"",0,0,8.22740548767946e-07,2.18574862644072e-07
"262","LVS F TULARENSIS (H336)","CN54GP140 (D7)",0,71,2,471,7,"",0,0,0.000380517503805176,8.3355049144856e-05
"263","LVS F TULARENSIS (H336)","CN54GP140 (H6)",3,68,6,471,54,"CCR2,CD1C,FCGR3A",0.64,5.56,3.54290188464665e-07,9.61968511692442e-08
"264","LVS F TULARENSIS (H336)","HIV-1 GAG-POL NEF (D1)",32,39,495,471,2085,"CCR6,CCR7,CD44,CD68,ICAM1,LAMP3,PYCARD,TAP2,CCR1,CCR2,CCR4,CD1C,CD86,FAS,FCER1A,FCER1G,FCGR2A,HLA-DMA,HLA-DMB,HLA-DRB1,LILRB4,MYD88,NOD1,NOD2,TAP1,TLR1,TLR10,TLR2,TLR4,TLR6,TLR7,TLR8",6.79,1.53,5.3897971443199e-41,5.57835937416111e-41
"265","LVS F TULARENSIS (H336)","HIV-1 GAG-POL NEF (D3)",6,65,72,471,265,"CCR1,FCGR3A,TAP1,TLR1,TLR2,TLR6",1.27,2.26,3.47046803762927e-34,2.78934834770048e-34
"266","LVS F TULARENSIS (H336)","HPV-VLP (M2)",14,57,134,471,647,"CCL18,CCL19,CCL20,CD1B,CD209,CD83,ICAM1,LAMP3,PYCARD,TAP2,CCL17,NOD2,TLR1,TLR2",2.97,2.16,9.17391649101903e-38,8.31770981658154e-38
"267","LVS F TULARENSIS (H336)","INFLUENZA (D1)",6,65,54,471,222,"CD68,CD83,CD1D,FCGR1A,HLA-DMA,HLA-DMB",1.27,2.7,5.22071372470741e-29,3.57077167899352e-29
