"source","target","value","type"
"BNT-I (D10, mild)","ZNF572",-1,"Directed"
"BNT-I (D10, mild)","EDARADD",-1,"Directed"
"BNT-I (D10, mild)","DDX51",-1,"Directed"
"BNT-I (D10, mild)","MPO",1,"Directed"
"BNT-I (D10, mild)","PRDM5",1,"Directed"
"BNT-I (D10, mild)","PIM1",1,"Directed"
"BNT-I (D10, mild)","TMBIM4",1,"Directed"
"BNT-I (D10, mild)","DLL1",-1,"Directed"
"BNT-I (D10, mild)","ATP6V0C",1,"Directed"
"BNT-I (D10, mild)","KRT5",-1,"Directed"
"BNT-I (D10, mild)","MTMR3",1,"Directed"
"BNT-I (D10, mild)","CEACAM8",1,"Directed"
"BNT-I (D10, mild)","FOXO4",1,"Directed"
"BNT-I (D10, mild)","POC1A",1,"Directed"
"BNT-I (D10, mild)","WNT7A",-1,"Directed"
"BNT-I (D10, mild)","BTN2A3P",1,"Directed"
"BNT-I (D10, mild)","HLA-E",1,"Directed"
"BNT-I (D10, mild)","KCNE2",1,"Directed"
"BNT-I (D10, mild)","GSDMB",-1,"Directed"
"BNT-I (D10, mild)","PTPN14",-1,"Directed"
"BNT-I (D10, mild)","TTC12",-1,"Directed"
"BNT-I (D10, mild)","KCNE1",1,"Directed"
"BNT-I (D10, mild)","TMEM14A",-1,"Directed"
"BNT-I (D10, mild)","DTNBP1",1,"Directed"
"BNT-I (D10, mild)","LILRA4",-1,"Directed"
"BNT-I (D10, mild)","S100A10",1,"Directed"
"BNT-I (D10, mild)","CACNG8",-1,"Directed"
"BNT-I (D10, mild)","KAT6B",-1,"Directed"
"BNT-I (D10, mild)","THOC1",-1,"Directed"
"BNT-I (D10, mild)","REG4",-1,"Directed"
"BNT-I (D10, mild)","NCR1",-1,"Directed"
"BNT-I (D10, mild)","RPL5",-1,"Directed"
"BNT-I (D10, mild)","OLFM4",1,"Directed"
"BNT-I (D10, mild)","SF3B3",-1,"Directed"
"BNT-I (D10, mild)","WNT1",-1,"Directed"
"BNT-I (D10, mild)","RRM2",1,"Directed"
"BNT-I (D10, mild)","ARHGAP5",-1,"Directed"
"BNT-I (D10, mild)","PKM",1,"Directed"
"BNT-I (D10, mild)","CSTF2T",-1,"Directed"
"BNT-I (D10, mild)","CEP41",-1,"Directed"
"BNT-I (D10, mild)","YWHAE",1,"Directed"
"BNT-I (D10, mild)","CACNA1H",-1,"Directed"
"BNT-I (D10, mild)","DCLK3",1,"Directed"
"BNT-I (D10, mild)","GPR34",-1,"Directed"
"BNT-I (D10, mild)","UCHL1",1,"Directed"
"BNT-I (D10, mild)","ATF4",1,"Directed"
"BNT-I (D10, mild)","PITPNM1",-1,"Directed"
"BNT-I (D10, mild)","MS4A1",-1,"Directed"
"BNT-I (D10, mild)","ZNF721",-1,"Directed"
"BNT-I (D10, mild)","ST8SIA5",1,"Directed"
"BNT-I (D10, mild)","EEF2KMT",-1,"Directed"
"BNT-I (D10, mild)","ABI2",-1,"Directed"
"BNT-I (D10, mild)","IFRD1",1,"Directed"
"BNT-I (D10, mild)","ENO3",-1,"Directed"
"BNT-I (D10, mild)","PLCH2",-1,"Directed"
"BNT-I (D10, mild)","RPL36A",-1,"Directed"
"BNT-I (D10, mild)","SLC9B1",-1,"Directed"
"BNT-I (D10, mild)","AP5B1",1,"Directed"
"BNT-I (D10, mild)","SIAH2",1,"Directed"
"BNT-I (D10, mild)","IFIT1",1,"Directed"
"BNT-I (D10, mild)","IFI27L2",1,"Directed"
"BNT-I (D10, mild)","APBA1",-1,"Directed"
"BNT-I (D10, mild)","KLF5",1,"Directed"
"BNT-I (D10, mild)","FABP6",1,"Directed"
"BNT-I (D10, mild)","NUP88",-1,"Directed"
"BNT-I (D10, mild)","CD84",-1,"Directed"
"BNT-I (D10, mild)","MSL3",1,"Directed"
"BNT-I (D10, mild)","CLN3",1,"Directed"
"BNT-I (D10, mild)","DYNC2LI1",-1,"Directed"
"BNT-I (D10, mild)","SAP30",1,"Directed"
"BNT-I (D10, mild)","MYC",-1,"Directed"
"BNT-I (D10, mild)","PCOLCE2",1,"Directed"
"BNT-I (D10, mild)","EGFL7",1,"Directed"
"BNT-I (D10, mild)","SBF2",1,"Directed"
"BNT-I (D10, mild)","NDUFB3",1,"Directed"
"BNT-I (D10, mild)","CLEC4D",1,"Directed"
"BNT-I (D10, mild)","CCL4",-1,"Directed"
"BNT-I (D10, mild)","GNL3",-1,"Directed"
"BNT-I (D10, mild)","SETD9",1,"Directed"
"BNT-I (D10, mild)","VASH1",-1,"Directed"
"BNT-I (D10, mild)","MIR342",-1,"Directed"
"BNT-I (D10, mild)","RAI1",-1,"Directed"
"BNT-I (D10, mild)","CEP72",-1,"Directed"
"BNT-I (D10, mild)","ZBTB41",-1,"Directed"
"BNT-I (D10, mild)","IGFBP3",-1,"Directed"
"BNT-I (D10, mild)","MAPK3",1,"Directed"
"BNT-I (D10, mild)","RAB7A",1,"Directed"
"BNT-I (D10, mild)","ST20",1,"Directed"
"BNT-I (D10, mild)","TGFB3",-1,"Directed"
"BNT-I (D10, mild)","C3orf33",-1,"Directed"
"BNT-I (D10, mild)","ZNF785",-1,"Directed"
"BNT-I (D10, mild)","RARG",-1,"Directed"
"BNT-I (D10, mild)","DST",-1,"Directed"
"BNT-I (D10, mild)","TPM1",1,"Directed"
"BNT-I (D10, mild)","RPL36",-1,"Directed"
"BNT-I (D10, mild)","CORO6",-1,"Directed"
"BNT-I (D10, mild)","ALG10",-1,"Directed"
"BNT-I (D10, mild)","NDUFAB1",1,"Directed"
"BNT-I (D10, mild)","ZNF585B",-1,"Directed"
"BNT-I (D10, mild)","SPAG16",-1,"Directed"
"BNT-I (D10, mild)","KIR2DL1",-1,"Directed"
"BNT-I (D10, mild)","DPY19L4",-1,"Directed"
"BNT-I (D10, mild)","MRPS15",1,"Directed"
"BNT-I (D10, mild)","GEMIN5",-1,"Directed"
"BNT-I (D10, mild)","HSPH1",-1,"Directed"
"BNT-I (D10, mild)","PFN2",-1,"Directed"
"BNT-I (D10, mild)","MUC1",1,"Directed"
"BNT-I (D10, mild)","ZNF780B",-1,"Directed"
"BNT-I (D10, mild)","LMNB1",1,"Directed"
"BNT-I (D10, mild)","PDE2A",1,"Directed"
"BNT-I (D10, mild)","ATG9B",-1,"Directed"
"BNT-I (D10, mild)","ZBTB9",-1,"Directed"
"BNT-I (D10, mild)","PEBP1",-1,"Directed"
"BNT-I (D10, mild)","CCDC141",-1,"Directed"
"BNT-I (D10, mild)","BANK1",-1,"Directed"
"BNT-I (D10, mild)","IFIH1",1,"Directed"
"BNT-I (D10, mild)","KRT73",-1,"Directed"
"BNT-I (D10, mild)","MOB1A",1,"Directed"
"BNT-I (D10, mild)","FAM53B",-1,"Directed"
"BNT-I (D10, mild)","RBL2",-1,"Directed"
"BNT-I (D10, mild)","ECHDC2",-1,"Directed"
"BNT-I (D10, mild)","PTGR2",-1,"Directed"
"BNT-I (D10, mild)","QSOX1",1,"Directed"
"BNT-I (D10, mild)","ANKRD16",-1,"Directed"
"BNT-I (D10, mild)","BLK",-1,"Directed"
"BNT-I (D10, mild)","FGFR4",1,"Directed"
"BNT-I (D10, mild)","EPHX1",-1,"Directed"
"BNT-I (D10, mild)","RAB3IP",1,"Directed"
"BNT-I (D10, mild)","MAP2K3",1,"Directed"
"BNT-I (D10, mild)","ABCA1",1,"Directed"
"BNT-I (D10, mild)","FGF9",-1,"Directed"
"BNT-I (D10, mild)","EPHA1",-1,"Directed"
"BNT-I (D10, mild)","NPAS2",-1,"Directed"
"BNT-I (D10, mild)","SETMAR",-1,"Directed"
"BNT-I (D10, mild)","ICOS",-1,"Directed"
"BNT-I (D10, mild)","LPAR5",-1,"Directed"
"BNT-I (D10, mild)","ACER2",-1,"Directed"
"BNT-I (D10, mild)","MSI2",-1,"Directed"
"BNT-I (D10, mild)","MYLK3",1,"Directed"
"BNT-I (D10, mild)","TULP2",1,"Directed"
"BNT-I (D10, mild)","PCDH1",-1,"Directed"
"BNT-I (D10, mild)","MAPK13",1,"Directed"
"BNT-I (D10, mild)","OAZ1",1,"Directed"
"BNT-I (D10, mild)","RUNDC3A",1,"Directed"
"BNT-I (D10, mild)","GSTO2",1,"Directed"
"BNT-I (D10, mild)","CACNG6",-1,"Directed"
"BNT-I (D10, mild)","DNAJC1",1,"Directed"
"BNT-I (D10, mild)","IFI35",1,"Directed"
"BNT-I (D10, mild)","ZNF500",-1,"Directed"
"BNT-I (D10, mild)","TESK2",1,"Directed"
"BNT-I (D10, mild)","B9D2",1,"Directed"
"BNT-I (D10, mild)","CDC42EP4",1,"Directed"
"BNT-I (D10, mild)","CD27",-1,"Directed"
"BNT-I (D10, mild)","RSC1A1",-1,"Directed"
"BNT-I (D10, mild)","KLC2",-1,"Directed"
"BNT-I (D10, mild)","KCNC4",-1,"Directed"
"BNT-I (D10, mild)","ZNF32",-1,"Directed"
"BNT-I (D10, mild)","TBK1",1,"Directed"
"BNT-I (D10, mild)","RAB20",1,"Directed"
"BNT-I (D10, mild)","RBAK",-1,"Directed"
"BNT-I (D10, mild)","DSC1",-1,"Directed"
"BNT-I (D10, mild)","EXT1",1,"Directed"
"BNT-I (D10, mild)","QRSL1",-1,"Directed"
"BNT-I (D10, mild)","FLVCR2",1,"Directed"
"BNT-I (D10, mild)","EPHB2",1,"Directed"
"BNT-I (D10, mild)","KLHL36",-1,"Directed"
"BNT-I (D10, mild)","POLR3D",-1,"Directed"
"BNT-I (D10, mild)","OCIAD2",-1,"Directed"
"BNT-I (D10, mild)","PTGER2",1,"Directed"
"BNT-I (D10, mild)","CBX5",-1,"Directed"
"BNT-I (D10, mild)","GEMIN7",1,"Directed"
"BNT-I (D10, mild)","TMEM38A",1,"Directed"
"BNT-I (D10, mild)","TNFRSF13C",-1,"Directed"
"BNT-I (D10, mild)","ANXA2",1,"Directed"
"BNT-I (D10, mild)","CEBPB",1,"Directed"
"BNT-I (D10, mild)","LZTS2",-1,"Directed"
"BNT-I (D10, mild)","BNIP3L",1,"Directed"
"BNT-I (D10, mild)","GOLGA8H",1,"Directed"
"BNT-I (D10, mild)","ZNF683",-1,"Directed"
"BNT-I (D10, mild)","REC8",1,"Directed"
"BNT-I (D10, mild)","IL1RN",1,"Directed"
"BNT-I (D10, mild)","RASA4",-1,"Directed"
"BNT-I (D10, mild)","ARHGAP29",1,"Directed"
"BNT-I (D10, mild)","ITM2A",-1,"Directed"
"BNT-I (D10, mild)","SLC37A4",-1,"Directed"
"BNT-I (D10, mild)","TNK1",-1,"Directed"
"BNT-I (D10, mild)","CTH",-1,"Directed"
"BNT-I (D10, mild)","KIAA0319",1,"Directed"
"BNT-I (D10, mild)","BLVRB",1,"Directed"
"BNT-I (D10, mild)","BATF",1,"Directed"
"BNT-I (D10, mild)","ZNF662",-1,"Directed"
"BNT-I (D10, mild)","BEX2",-1,"Directed"
"BNT-I (D10, mild)","PPP2CA",1,"Directed"
"BNT-I (D10, mild)","SEMA3F",1,"Directed"
"BNT-I (D10, mild)","SLC25A44",1,"Directed"
"BNT-I (D10, mild)","GSTM3",-1,"Directed"
"BNT-I (D10, mild)","SNORD30",-1,"Directed"
"BNT-I (D10, mild)","HLA-A",1,"Directed"
"BNT-I (D10, mild)","SIPA1L2",1,"Directed"
"BNT-I (D10, mild)","HAUS5",-1,"Directed"
"BNT-I (D10, mild)","APBB1IP",1,"Directed"
"BNT-I (D10, mild)","MMP19",1,"Directed"
"BNT-I (D10, mild)","AIM2",1,"Directed"
"BNT-I (D10, mild)","CSGALNACT2",1,"Directed"
"BNT-I (D10, mild)","HEG1",-1,"Directed"
"BNT-I (D10, mild)","IFIT3",1,"Directed"
"BNT-I (D10, mild)","SLC9A4",1,"Directed"
"BNT-I (D10, mild)","RPS5",-1,"Directed"
"BNT-I (D10, mild)","RILPL2",1,"Directed"
"BNT-I (D10, mild)","LIMD1",-1,"Directed"
"BNT-I (D10, mild)","ZNRF3",-1,"Directed"
"BNT-I (D10, mild)","EPB41L5",1,"Directed"
"BNT-I (D10, mild)","MYOT",-1,"Directed"
"BNT-I (D10, mild)","PRMT2",-1,"Directed"
"BNT-I (D10, mild)","CORO2A",1,"Directed"
"BNT-I (D10, mild)","SGCD",-1,"Directed"
"BNT-I (D10, mild)","DPH3",1,"Directed"
"BNT-I (D10, mild)","ADCK5",-1,"Directed"
"BNT-I (D10, mild)","ZFP37",-1,"Directed"
"BNT-I (D10, mild)","CCNI2",-1,"Directed"
"BNT-I (D10, mild)","F8A1",1,"Directed"
"BNT-I (D10, mild)","ZFP64",-1,"Directed"
"BNT-I (D10, mild)","ADCY3",1,"Directed"
"BNT-I (D10, mild)","ELMO2",1,"Directed"
"BNT-I (D10, mild)","TMOD3",1,"Directed"
"BNT-I (D10, mild)","ADAP2",1,"Directed"
"BNT-I (D10, mild)","OSER1",1,"Directed"
"BNT-I (D10, mild)","TSC22D3",1,"Directed"
"BNT-I (D10, mild)","CENPJ",-1,"Directed"
"BNT-I (D10, mild)","PRDX5",1,"Directed"
"BNT-I (D10, mild)","ARSB",1,"Directed"
"BNT-I (D10, mild)","IFI16",1,"Directed"
"BNT-I (D10, mild)","ERCC5",-1,"Directed"
"BNT-I (D10, mild)","RAF1",1,"Directed"
"BNT-I (D10, mild)","EEF1B2",-1,"Directed"
"BNT-I (D10, mild)","MOB3C",1,"Directed"
"BNT-I (D10, mild)","VARS2",-1,"Directed"
"BNT-I (D10, mild)","ZFYVE9",-1,"Directed"
"BNT-I (D10, mild)","KRT72",-1,"Directed"
"BNT-I (D10, mild)","ALMS1",-1,"Directed"
"BNT-I (D10, mild)","MAPT",-1,"Directed"
"BNT-I (D10, mild)","NFYA",1,"Directed"
"BNT-I (D10, mild)","TRIM64B",-1,"Directed"
"BNT-I (D10, mild)","MMP28",-1,"Directed"
"BNT-I (D10, mild)","DTX1",-1,"Directed"
"BNT-I (D10, mild)","PGM2L1",-1,"Directed"
"BNT-I (D10, mild)","TET1",-1,"Directed"
"BNT-I (D10, mild)","RTKN",-1,"Directed"
"BNT-I (D10, mild)","ARVCF",-1,"Directed"
"BNT-I (D10, mild)","CPVL",1,"Directed"
"BNT-I (D10, mild)","ARL1",-1,"Directed"
"BNT-I (D10, mild)","TRAPPC6A",-1,"Directed"
"BNT-I (D10, mild)","CNGB1",1,"Directed"
"BNT-I (D10, mild)","SGCE",-1,"Directed"
"BNT-I (D10, mild)","S100A12",1,"Directed"
"BNT-I (D10, mild)","TBRG4",-1,"Directed"
"BNT-I (D10, mild)","FANCF",-1,"Directed"
"BNT-I (D10, mild)","DTWD2",-1,"Directed"
"BNT-I (D10, mild)","ZKSCAN8",-1,"Directed"
"BNT-I (D10, mild)","RHOG",1,"Directed"
"BNT-I (D10, mild)","RNF157",-1,"Directed"
"BNT-I (D10, mild)","LTA4H",1,"Directed"
"BNT-I (D10, mild)","TRMT61A",-1,"Directed"
"BNT-I (D10, mild)","UBC",1,"Directed"
"BNT-I (D10, mild)","CDH1",-1,"Directed"
"BNT-I (D10, mild)","EFR3B",-1,"Directed"
"BNT-I (D10, mild)","TP53RK",-1,"Directed"
"BNT-I (D10, mild)","PSME2",1,"Directed"
"BNT-I (D10, mild)","PLAT",-1,"Directed"
"BNT-I (D10, mild)","SPON1",-1,"Directed"
"BNT-I (D10, mild)","ABCB8",-1,"Directed"
"BNT-I (D10, mild)","EPM2A",-1,"Directed"
"BNT-I (D10, mild)","NEIL2",-1,"Directed"
"BNT-I (D10, mild)","DRC1",1,"Directed"
"BNT-I (D10, mild)","RAB39A",1,"Directed"
"BNT-I (D10, mild)","AHR",1,"Directed"
"BNT-I (D10, mild)","CTSB",1,"Directed"
"BNT-I (D10, mild)","TLE2",-1,"Directed"
"BNT-I (D10, mild)","ZDHHC20",1,"Directed"
"BNT-I (D10, mild)","ZNF396",1,"Directed"
"BNT-I (D10, mild)","SCFD2",-1,"Directed"
"BNT-I (D10, mild)","ZNF782",-1,"Directed"
"BNT-I (D10, mild)","RCVRN",1,"Directed"
"BNT-I (D10, mild)","SOS2",1,"Directed"
"BNT-I (D10, mild)","DET1",-1,"Directed"
"BNT-I (D10, mild)","FCHO2",1,"Directed"
"BNT-I (D10, mild)","C11orf80",-1,"Directed"
"BNT-I (D10, mild)","NDRG2",-1,"Directed"
"BNT-I (D10, mild)","PODN",-1,"Directed"
"BNT-I (D10, mild)","SLC4A10",-1,"Directed"
"BNT-I (D10, mild)","ZNF469",-1,"Directed"
"BNT-I (D10, mild)","HSBP1L1",1,"Directed"
"BNT-I (D10, mild)","TBC1D24",-1,"Directed"
"BNT-I (D10, mild)","CREB5",1,"Directed"
"BNT-I (D10, mild)","TBC1D16",-1,"Directed"
"BNT-I (D10, mild)","ACOT2",-1,"Directed"
"BNT-I (D10, mild)","BST1",1,"Directed"
"BNT-I (D10, mild)","GLB1L2",-1,"Directed"
"BNT-I (D10, mild)","OAZ3",-1,"Directed"
"BNT-I (D10, mild)","POLRMT",-1,"Directed"
"BNT-I (D10, mild)","EPHA2",-1,"Directed"
"BNT-I (D10, mild)","ADHFE1",-1,"Directed"
"BNT-I (D10, mild)","AGMAT",-1,"Directed"
"BNT-I (D10, mild)","NPC2",1,"Directed"
"BNT-I (D10, mild)","RRAD",1,"Directed"
"BNT-I (D10, mild)","ASTE1",-1,"Directed"
"BNT-I (D10, mild)","AURKAIP1",1,"Directed"
"BNT-I (D10, mild)","EIF5A2",-1,"Directed"
"BNT-I (D10, mild)","MAN1A2",-1,"Directed"
"BNT-I (D10, mild)","NMNAT2",1,"Directed"
"BNT-I (D10, mild)","TMEM144",1,"Directed"
"BNT-I (D10, mild)","KLF1",1,"Directed"
"BNT-I (D10, mild)","SPAG1",1,"Directed"
"BNT-I (D10, mild)","IL1R1",1,"Directed"
"BNT-I (D10, mild)","SERPINA12",1,"Directed"
"BNT-I (D10, mild)","TMTC3",-1,"Directed"
"BNT-I (D10, mild)","ZC3H12D",-1,"Directed"
"BNT-I (D10, mild)","DNAJC25",1,"Directed"
"BNT-I (D10, mild)","SLC39A10",-1,"Directed"
"BNT-I (D10, mild)","ATG7",1,"Directed"
"BNT-I (D10, mild)","GLIPR2",1,"Directed"
"BNT-I (D10, mild)","POP1",-1,"Directed"
"BNT-I (D10, mild)","LIPE",-1,"Directed"
"BNT-I (D10, mild)","ACACA",-1,"Directed"
"BNT-I (D10, mild)","AKAP7",-1,"Directed"
"BNT-I (D10, mild)","FAM98B",-1,"Directed"
"BNT-I (D10, mild)","ASTN2",-1,"Directed"
"BNT-I (D10, mild)","RHOA",1,"Directed"
"BNT-I (D10, mild)","RNF144B",1,"Directed"
"BNT-I (D10, mild)","ZNF555",-1,"Directed"
"BNT-I (D10, mild)","ANP32A",1,"Directed"
"BNT-I (D10, mild)","MTERF3",-1,"Directed"
"BNT-I (D10, mild)","ACAD11",-1,"Directed"
"BNT-I (D10, mild)","KLRF1",-1,"Directed"
"BNT-I (D10, mild)","CD200",-1,"Directed"
"BNT-I (D10, mild)","DEPDC7",-1,"Directed"
"BNT-I (D10, mild)","ZNF205-AS1",-1,"Directed"
"BNT-I (D10, mild)","KCNMA1",1,"Directed"
"BNT-I (D10, mild)","MGST1",1,"Directed"
"BNT-I (D10, mild)","ARHGAP31",1,"Directed"
"BNT-I (D10, mild)","SNHG10",-1,"Directed"
"BNT-I (D10, mild)","SNX27",1,"Directed"
"BNT-I (D10, mild)","NAMPT",1,"Directed"
"BNT-I (D10, mild)","VAMP3",1,"Directed"
"BNT-I (D10, mild)","CCDC51",1,"Directed"
"BNT-I (D10, mild)","BPI",1,"Directed"
"BNT-I (D10, mild)","NAPA",1,"Directed"
"BNT-I (D10, mild)","DOLK",-1,"Directed"
"BNT-I (D10, mild)","UBLCP1",1,"Directed"
"BNT-I (D10, mild)","E2F3",1,"Directed"
"BNT-I (D10, mild)","FIGNL1",-1,"Directed"
"BNT-I (D10, mild)","PNRC1",1,"Directed"
"BNT-I (D10, mild)","PTEN",1,"Directed"
"BNT-I (D10, mild)","FBXO4",-1,"Directed"
"BNT-I (D10, mild)","YY2",-1,"Directed"
"BNT-I (D10, mild)","ZDHHC23",-1,"Directed"
"BNT-I (D10, mild)","CLDN11",1,"Directed"
"BNT-I (D10, mild)","RAB33B",1,"Directed"
"BNT-I (D10, mild)","ARRB2",1,"Directed"
"BNT-I (D10, mild)","CFH",-1,"Directed"
"BNT-I (D10, mild)","USP36",-1,"Directed"
"BNT-I (D10, mild)","ACYP1",-1,"Directed"
"BNT-I (D10, mild)","TMIGD2",-1,"Directed"
"BNT-I (D10, mild)","MACROD2",-1,"Directed"
"BNT-I (D10, mild)","HEXIM2",1,"Directed"
"BNT-I (D10, mild)","GBP6",1,"Directed"
"BNT-I (D10, mild)","CCR8",-1,"Directed"
"BNT-I (D10, mild)","MRAP2",1,"Directed"
"BNT-I (D10, mild)","PPIE",-1,"Directed"
"BNT-I (D10, mild)","MDFIC",-1,"Directed"
"BNT-I (D10, mild)","BOK",-1,"Directed"
"BNT-I (D10, mild)","SNORA44",-1,"Directed"
"BNT-I (D10, mild)","GABARAPL2",1,"Directed"
"BNT-I (D10, mild)","TNFSF11",-1,"Directed"
"BNT-I (D10, mild)","SLC25A4",-1,"Directed"
"BNT-I (D10, mild)","GZMK",-1,"Directed"
"BNT-I (D10, mild)","BCS1L",-1,"Directed"
"BNT-I (D10, mild)","HOXC4",-1,"Directed"
"BNT-I (D10, mild)","PRDM15",-1,"Directed"
"BNT-I (D10, mild)","GPSM3",1,"Directed"
"BNT-I (D10, mild)","RNF125",-1,"Directed"
"BNT-I (D10, mild)","TUFT1",1,"Directed"
"BNT-I (D10, mild)","CCDC102B",-1,"Directed"
"BNT-I (D10, mild)","CHMP2A",1,"Directed"
"BNT-I (D10, mild)","MT1F",1,"Directed"
"BNT-I (D10, mild)","GPD2",1,"Directed"
"BNT-I (D10, mild)","KLHL25",-1,"Directed"
"BNT-I (D10, mild)","DIP2A",-1,"Directed"
"BNT-I (D10, mild)","CASP8AP2",-1,"Directed"
"BNT-I (D10, mild)","PRKX",-1,"Directed"
"BNT-I (D10, mild)","RNF43",-1,"Directed"
"BNT-I (D10, mild)","OSBPL10",-1,"Directed"
"BNT-I (D10, mild)","ADM",1,"Directed"
"BNT-I (D10, mild)","GPR35",-1,"Directed"
"BNT-I (D10, mild)","ZNF786",-1,"Directed"
"BNT-I (D10, mild)","RIOK3",1,"Directed"
"BNT-I (D10, mild)","NUAK1",-1,"Directed"
"BNT-I (D10, mild)","GAPDHS",-1,"Directed"
"BNT-I (D10, mild)","PARP14",1,"Directed"
"BNT-I (D10, mild)","MAN2A2",1,"Directed"
"BNT-I (D10, mild)","MIR103A2",1,"Directed"
"BNT-I (D10, mild)","GPRIN3",-1,"Directed"
"BNT-I (D10, mild)","OR52M1",1,"Directed"
"BNT-I (D10, mild)","FBXL14",-1,"Directed"
"BNT-I (D10, mild)","PRKCQ",-1,"Directed"
"BNT-I (D10, mild)","SNORD101",-1,"Directed"
"BNT-I (D10, mild)","PKIA",-1,"Directed"
"BNT-I (D10, mild)","SEC61B",1,"Directed"
"BNT-I (D10, mild)","SLC36A4",1,"Directed"
"BNT-I (D10, mild)","HORMAD1",1,"Directed"
"BNT-I (D10, mild)","PTGES3L",1,"Directed"
"BNT-I (D10, mild)","CRIM1",-1,"Directed"
"BNT-I (D10, mild)","CATSPER2",-1,"Directed"
"BNT-I (D10, mild)","CD274",1,"Directed"
"BNT-I (D10, mild)","SCN8A",-1,"Directed"
"BNT-I (D10, mild)","ZBTB34",1,"Directed"
"BNT-I (D10, mild)","RC3H1",1,"Directed"
"BNT-I (D10, mild)","ING2",1,"Directed"
"BNT-I (D10, mild)","LIM2",-1,"Directed"
"BNT-I (D10, mild)","HLCS",-1,"Directed"
"BNT-I (D10, mild)","HSP90AB4P",1,"Directed"
"BNT-I (D10, mild)","NCAM1",-1,"Directed"
"BNT-I (D10, mild)","MLLT11",-1,"Directed"
"BNT-I (D10, mild)","LILRA5",1,"Directed"
"BNT-I (D10, mild)","RGL1",1,"Directed"
"BNT-I (D10, mild)","NR1I3",1,"Directed"
"BNT-I (D10, mild)","PIK3R1",-1,"Directed"
"BNT-I (D10, mild)","CDK14",1,"Directed"
"BNT-I (D10, mild)","NARS2",-1,"Directed"
"BNT-I (D10, mild)","PPFIA3",-1,"Directed"
"BNT-I (D10, mild)","SAMD4A",1,"Directed"
"BNT-I (D10, mild)","FASTKD1",-1,"Directed"
"BNT-I (D10, mild)","SLC46A1",-1,"Directed"
"BNT-I (D10, mild)","ALG9",-1,"Directed"
"BNT-I (D10, mild)","GEMIN2",-1,"Directed"
"BNT-I (D10, mild)","CACNA1F",-1,"Directed"
"BNT-I (D10, mild)","GRPEL2",-1,"Directed"
"BNT-I (D10, mild)","P3H3",-1,"Directed"
"BNT-I (D10, mild)","IL1R2",1,"Directed"
"BNT-I (D10, mild)","CDC14A",-1,"Directed"
"BNT-I (D10, mild)","TSR1",-1,"Directed"
"BNT-I (D10, mild)","CCNL1",1,"Directed"
"BNT-I (D10, mild)","CD160",-1,"Directed"
"BNT-I (D10, mild)","MCM8",-1,"Directed"
"BNT-I (D10, mild)","HFE",1,"Directed"
"BNT-I (D10, mild)","RAG1",-1,"Directed"
"BNT-I (D10, mild)","INPP5E",-1,"Directed"
"BNT-I (D10, mild)","RNF207",-1,"Directed"
"BNT-I (D10, mild)","SPTA1",1,"Directed"
"BNT-I (D10, mild)","MYLIP",1,"Directed"
"BNT-I (D10, mild)","GPSM1",-1,"Directed"
"BNT-I (D10, mild)","APOL4",1,"Directed"
"BNT-I (D10, mild)","PIWIL2",-1,"Directed"
"BNT-I (D10, mild)","FMO4",-1,"Directed"
"BNT-I (D10, mild)","KCNA6",-1,"Directed"
"BNT-I (D10, mild)","KIAA1586",-1,"Directed"
"BNT-I (D10, mild)","SLC5A5",-1,"Directed"
"BNT-I (D10, mild)","BLVRA",1,"Directed"
"BNT-I (D10, mild)","OXSM",-1,"Directed"
"BNT-I (D10, mild)","RNF217",1,"Directed"
"BNT-I (D10, mild)","GARNL3",-1,"Directed"
"BNT-I (D10, mild)","UBAP1",1,"Directed"
"BNT-I (D10, mild)","CCND3",1,"Directed"
"BNT-I (D10, mild)","MLC1",-1,"Directed"
"BNT-I (D10, mild)","CD248",-1,"Directed"
"BNT-I (D10, mild)","SLC9A7",-1,"Directed"
"BNT-I (D10, mild)","MZF1",-1,"Directed"
"BNT-I (D10, mild)","BCAR3",-1,"Directed"
"BNT-I (D10, mild)","DHRS11",-1,"Directed"
"BNT-I (D10, mild)","RASGEF1B",1,"Directed"
"BNT-I (D10, mild)","AGPAT2",1,"Directed"
"BNT-I (D10, mild)","ITM2B",1,"Directed"
"BNT-I (D10, mild)","TRPM6",1,"Directed"
"BNT-I (D10, mild)","GLB1L",-1,"Directed"
"BNT-I (D10, mild)","PDCD7",-1,"Directed"
"BNT-I (D10, mild)","REPS2",1,"Directed"
"BNT-I (D10, mild)","CPEB4",1,"Directed"
"BNT-I (D10, mild)","ZDHHC21",-1,"Directed"
"BNT-I (D10, mild)","PML",1,"Directed"
"BNT-I (D10, mild)","ATXN7L3B",-1,"Directed"
"BNT-I (D10, mild)","SLC16A5",1,"Directed"
"BNT-I (D10, mild)","CEBPA",1,"Directed"
"BNT-I (D10, mild)","ZNF14",-1,"Directed"
"BNT-I (D10, mild)","ZNF717",-1,"Directed"
"BNT-I (D10, mild)","LEO1",-1,"Directed"
"BNT-I (D10, mild)","PTPRB",-1,"Directed"
"BNT-I (D10, mild)","VAPA",1,"Directed"
"BNT-I (D10, mild)","NEMP1",-1,"Directed"
"BNT-I (D10, mild)","CELSR3",-1,"Directed"
"BNT-I (D10, mild)","CRISP3",1,"Directed"
"BNT-I (D10, mild)","GCLM",1,"Directed"
