"source","target","value","type"
"INNATE IMMUNE SYSTEM","CCL4",0,"Directed"
"NEUTROPHIL","CCL4",0,"Directed"
"MONOCYTES","CCL4",0,"Directed"
"EOSINOPHIL","CCL4",0,"Directed"
"ANTIVIRAL AND INTERFERON","CCL4",0,"Directed"
"INNATE IMMUNE SYSTEM","CXCL8",0,"Directed"
"NEUTROPHIL","CXCL8",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IFNG",0,"Directed"
"INNATE IMMUNE SYSTEM","IFNG",0,"Directed"
"MACROPHAGES","IFNG",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IL23A",0,"Directed"
"INNATE IMMUNE SYSTEM","IL23A",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL23A",0,"Directed"
"INNATE IMMUNE SYSTEM","IRAK2",0,"Directed"
"INNATE IMMUNE SYSTEM","LACC1",0,"Directed"
"ARPP","LACC1",0,"Directed"
"INNATE IMMUNE SYSTEM","TNF",0,"Directed"
"MACROPHAGES","TNF",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","ADAM17",0,"Directed"
"INNATE IMMUNE SYSTEM","ADAM17",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ADAM17",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","ADAM17",0,"Directed"
"NEUTROPHIL","ADAM17",0,"Directed"
"T CELLS","ADAM17",0,"Directed"
"B CELLS","ADAM17",0,"Directed"
"INNATE IMMUNE SYSTEM","ADGRE2",0,"Directed"
"INNATE IMMUNE SYSTEM","APP",0,"Directed"
"INNATE IMMUNE SYSTEM","AZU1",0,"Directed"
"NEUTROPHIL","AZU1",0,"Directed"
"MONOCYTES","AZU1",0,"Directed"
"MACROPHAGES","AZU1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BAK1",0,"Directed"
"INNATE IMMUNE SYSTEM","BAK1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BAK1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BTN3A1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BTN3A1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CCNB2",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCNB2",0,"Directed"
"T CELLS","CCNB2",0,"Directed"
"INNATE IMMUNE SYSTEM","CD177",0,"Directed"
"NEUTROPHIL","CD177",0,"Directed"
"INNATE IMMUNE SYSTEM","CDC42EP4",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CDH17",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CDH17",0,"Directed"
"B CELLS","CDH17",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CEACAM21",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CEACAM21",0,"Directed"
"INNATE IMMUNE SYSTEM","CGAS",0,"Directed"
"ARPP","CGAS",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CHD7",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CHD7",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CLEC7A",0,"Directed"
"INNATE IMMUNE SYSTEM","CLEC7A",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CLEC7A",0,"Directed"
"INNATE IMMUNE SYSTEM","CRCP",0,"Directed"
"INNATE IMMUNE SYSTEM","CTSG",0,"Directed"
"NEUTROPHIL","CTSG",0,"Directed"
"MONOCYTES","CTSG",0,"Directed"
"INNATE IMMUNE SYSTEM","CYBB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","DCLRE1C",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","DCLRE1C",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","DEFA1",0,"Directed"
"INNATE IMMUNE SYSTEM","DEFA1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","DEFA1",0,"Directed"
"T CELLS","DEFA1",0,"Directed"
"INNATE IMMUNE SYSTEM","DEFA3",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","EIF2B3",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","EIF2B3",0,"Directed"
"INNATE IMMUNE SYSTEM","ELANE",0,"Directed"
"NEUTROPHIL","ELANE",0,"Directed"
"INFLAMMATION","ELANE",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","EPHB2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","EPHB2",0,"Directed"
"B CELLS","EPHB2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","ERBB2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","ERBB2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","ERMAP",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ERMAP",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","EXOSC3",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","EXOSC3",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","GBA1",0,"Directed"
"INNATE IMMUNE SYSTEM","GBA1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GBA1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-A",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-A",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLA-A",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DQA1",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DQA1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DRB4",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DRB4",0,"Directed"
"ARPP","HLA-DRB4",0,"Directed"
"INNATE IMMUNE SYSTEM","HPX",0,"Directed"
"INNATE IMMUNE SYSTEM","IFI16",0,"Directed"
"INNATE IMMUNE SYSTEM","IFI27",0,"Directed"
"ANTIVIRAL AND INTERFERON","IFI27",0,"Directed"
"OTHER","IGF1R",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IKBKG",0,"Directed"
"INNATE IMMUNE SYSTEM","IKBKG",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IKBKG",0,"Directed"
"INNATE IMMUNE SYSTEM","IL34",0,"Directed"
"INNATE IMMUNE SYSTEM","IL5RA",0,"Directed"
"INFLAMMATION","IL5RA",0,"Directed"
"OTHER","IRF9",0,"Directed"
"INNATE IMMUNE SYSTEM","ITGA9",0,"Directed"
"NEUTROPHIL","ITGA9",0,"Directed"
"INNATE IMMUNE SYSTEM","KIF5B",0,"Directed"
"NK CELL","KIF5B",0,"Directed"
"ANTIVIRAL AND INTERFERON","KIF5B",0,"Directed"
"INNATE IMMUNE SYSTEM","KIR3DL1",0,"Directed"
"NK CELL","KIR3DL1",0,"Directed"
"INNATE IMMUNE SYSTEM","LCN2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","LFNG",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LFNG",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","LFNG",0,"Directed"
"T CELLS","LFNG",0,"Directed"
"B CELLS","LFNG",0,"Directed"
"INNATE IMMUNE SYSTEM","LRP1",0,"Directed"
"INNATE IMMUNE SYSTEM","MAP2K6",0,"Directed"
"ARPP","MAP2K6",0,"Directed"
"INNATE IMMUNE SYSTEM","MPO",0,"Directed"
"INNATE IMMUNE SYSTEM","MX2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","MYB",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MYB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","NCKAP1L",0,"Directed"
"INNATE IMMUNE SYSTEM","NCKAP1L",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","NCKAP1L",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","NCKAP1L",0,"Directed"
"NEUTROPHIL","NCKAP1L",0,"Directed"
"T CELLS","NCKAP1L",0,"Directed"
"B CELLS","NCKAP1L",0,"Directed"
"INNATE IMMUNE SYSTEM","NMB",0,"Directed"
"ANTIVIRAL AND INTERFERON","NMB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","NOTCH2",0,"Directed"
"INNATE IMMUNE SYSTEM","NOTCH2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","NOTCH2",0,"Directed"
"B CELLS","NOTCH2",0,"Directed"
"DENDRITIC CELLS","NOTCH2",0,"Directed"
"INFLAMMATION","NOTCH2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","NRARP",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","NRARP",0,"Directed"
"T CELLS","NRARP",0,"Directed"
"INNATE IMMUNE SYSTEM","OTUD4",0,"Directed"
"INNATE IMMUNE SYSTEM","PDE12",0,"Directed"
"ANTIVIRAL AND INTERFERON","PDE12",0,"Directed"
"INNATE IMMUNE SYSTEM","PIK3AP1",0,"Directed"
"ARPP","PIK3AP1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","PIK3R3",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PIK3R3",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","PIK3R3",0,"Directed"
"OTHER","PIK3R6",0,"Directed"
"INNATE IMMUNE SYSTEM","PML",0,"Directed"
"INNATE IMMUNE SYSTEM","POLR3K",0,"Directed"
"INNATE IMMUNE SYSTEM","PPARG",0,"Directed"
"INNATE IMMUNE SYSTEM","PRKD1",0,"Directed"
"INNATE IMMUNE SYSTEM","PRTN3",0,"Directed"
"NEUTROPHIL","PRTN3",0,"Directed"
"OTHER","PTN",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","PTX3",0,"Directed"
"INNATE IMMUNE SYSTEM","PTX3",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","PTX3",0,"Directed"
"B CELLS","PTX3",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RBPJ",0,"Directed"
"INNATE IMMUNE SYSTEM","RBPJ",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","RBPJ",0,"Directed"
"B CELLS","RBPJ",0,"Directed"
"DENDRITIC CELLS","RBPJ",0,"Directed"
"INFLAMMATION","RBPJ",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RFTN1",0,"Directed"
"INNATE IMMUNE SYSTEM","RFTN1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RFTN1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","RFTN1",0,"Directed"
"OTHER","RO60",0,"Directed"
"INNATE IMMUNE SYSTEM","S100A13",0,"Directed"
"MAST CELL","S100A13",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","SLC39A7",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","SLC39A7",0,"Directed"
"INNATE IMMUNE SYSTEM","SNAP23",0,"Directed"
"MAST CELL","SNAP23",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","SOS2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","SOS2",0,"Directed"
"B CELLS","SOS2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","TARM1",0,"Directed"
"INNATE IMMUNE SYSTEM","TARM1",0,"Directed"
"OTHER","THBS1",0,"Directed"
"INNATE IMMUNE SYSTEM","TIRAP",0,"Directed"
"ARPP","TIRAP",0,"Directed"
"INNATE IMMUNE SYSTEM","TRIM14",0,"Directed"
"INNATE IMMUNE SYSTEM","TRIM21",0,"Directed"
"INNATE IMMUNE SYSTEM","TRPM2",0,"Directed"
"INNATE IMMUNE SYSTEM","UNC93B1",0,"Directed"
"INNATE IMMUNE SYSTEM","ZBP1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","ATM",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ATM",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","ATM",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BCL2",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BCL2",0,"Directed"
"T CELLS","BCL2",0,"Directed"
"B CELLS","BCL2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BLK",0,"Directed"
"INNATE IMMUNE SYSTEM","BLK",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BLK",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BLNK",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BLNK",0,"Directed"
"OTHER","BMI1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BTLA",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","BTNL9",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BTNL9",0,"Directed"
"T CELLS","BTNL9",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CCR6",0,"Directed"
"INNATE IMMUNE SYSTEM","CCR6",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCR6",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CD160",0,"Directed"
"INNATE IMMUNE SYSTEM","CD160",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD160",0,"Directed"
"T CELLS","CD160",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CD180",0,"Directed"
"INNATE IMMUNE SYSTEM","CD180",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CD180",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CD27",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CD27",0,"Directed"
"B CELLS","CD27",0,"Directed"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","CD27",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CD40",0,"Directed"
"INNATE IMMUNE SYSTEM","CD40",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CD40",0,"Directed"
"B CELLS","CD40",0,"Directed"
"ARPP","CD40",0,"Directed"
"INNATE IMMUNE SYSTEM","CLU",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","CLU",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CR2",0,"Directed"
"INNATE IMMUNE SYSTEM","CR2",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CR2",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CR2",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","CR2",0,"Directed"
"T CELLS","CR2",0,"Directed"
"B CELLS","CR2",0,"Directed"
"INNATE IMMUNE SYSTEM","DDX21",0,"Directed"
"INNATE IMMUNE SYSTEM","DDX3X",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","DOCK10",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","DOCK10",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","DPP4",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","DPP4",0,"Directed"
"T CELLS","DPP4",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","FCGR2B",0,"Directed"
"INNATE IMMUNE SYSTEM","FCGR2B",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","FCGR2B",0,"Directed"
"B CELLS","FCGR2B",0,"Directed"
"ARPP","FCGR2B",0,"Directed"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","FCGR2B",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","FGA",0,"Directed"
"INNATE IMMUNE SYSTEM","FGA",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","FOXE1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FOXE1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","FOXP1",0,"Directed"
"INNATE IMMUNE SYSTEM","FOXP1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FOXP1",0,"Directed"
"MONOCYTES","FOXP1",0,"Directed"
"MACROPHAGES","FOXP1",0,"Directed"
"INNATE IMMUNE SYSTEM","G3BP2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","GPR18",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GPR18",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","GPR183",0,"Directed"
"INNATE IMMUNE SYSTEM","GPR183",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GPR183",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","GPR183",0,"Directed"
"T CELLS","GPR183",0,"Directed"
"B CELLS","GPR183",0,"Directed"
"DENDRITIC CELLS","GPR183",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DOB",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DOB",0,"Directed"
"ARPP","HLA-DOB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DQB1",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DQB1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLA-DQB1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DRB1",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DRB1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLA-DRB1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HLA-DRB3",0,"Directed"
"INNATE IMMUNE SYSTEM","HLA-DRB3",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLA-DRB3",0,"Directed"
"T CELLS","HLA-DRB3",0,"Directed"
"ARPP","HLA-DRB3",0,"Directed"
"DENDRITIC CELLS","HLA-DRB3",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HMGB1",0,"Directed"
"INNATE IMMUNE SYSTEM","HMGB1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HMGB1",0,"Directed"
"NEUTROPHIL","HMGB1",0,"Directed"
"DENDRITIC CELLS","HMGB1",0,"Directed"
"INFLAMMATION","HMGB1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HSPD1",0,"Directed"
"INNATE IMMUNE SYSTEM","HSPD1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HSPD1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","HSPD1",0,"Directed"
"T CELLS","HSPD1",0,"Directed"
"B CELLS","HSPD1",0,"Directed"
"ARPP","HSPD1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IKZF1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IL7",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL7",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","IL7",0,"Directed"
"T CELLS","IL7",0,"Directed"
"B CELLS","IL7",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IL7R",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL7R",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","IL7R",0,"Directed"
"T CELLS","IL7R",0,"Directed"
"B CELLS","IL7R",0,"Directed"
"OTHER","IRAK1BP1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IRF4",0,"Directed"
"INNATE IMMUNE SYSTEM","IRF4",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IRF4",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IRF8",0,"Directed"
"INNATE IMMUNE SYSTEM","IRF8",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","IRF8",0,"Directed"
"B CELLS","IRF8",0,"Directed"
"ANTIVIRAL AND INTERFERON","IRF8",0,"Directed"
"DENDRITIC CELLS","IRF8",0,"Directed"
"OTHER","ITGA6",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","ITM2A",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","ITM2A",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","KHDRBS1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","KHDRBS1",0,"Directed"
"T CELLS","KHDRBS1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","LEF1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LEF1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","LEF1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","MALT1",0,"Directed"
"INNATE IMMUNE SYSTEM","MALT1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MALT1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","MALT1",0,"Directed"
"INNATE IMMUNE SYSTEM","MATR3",0,"Directed"
"INNATE IMMUNE SYSTEM","MID2",0,"Directed"
"INNATE IMMUNE SYSTEM","PAK3",0,"Directed"
"INNATE IMMUNE SYSTEM","PDGFB",0,"Directed"
"MONOCYTES","PDGFB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","POU2AF1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","POU2AF1",0,"Directed"
"INNATE IMMUNE SYSTEM","PPP6C",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","PURA",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RABL3",0,"Directed"
"INNATE IMMUNE SYSTEM","RABL3",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RABL3",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","RABL3",0,"Directed"
"NK CELL","RABL3",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RASGRP1",0,"Directed"
"INNATE IMMUNE SYSTEM","RASGRP1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RASGRP1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","RASGRP1",0,"Directed"
"NK CELL","RASGRP1",0,"Directed"
"MAST CELL","RASGRP1",0,"Directed"
"T CELLS","RASGRP1",0,"Directed"
"B CELLS","RASGRP1",0,"Directed"
"INFLAMMATION","RASGRP1",0,"Directed"
"INNATE IMMUNE SYSTEM","RNF185",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RORA",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RORA",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","RPL22",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RPL22",0,"Directed"
"T CELLS","RPL22",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","S1PR1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","S1PR1",0,"Directed"
"T CELLS","S1PR1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","SMAD3",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SMAD3",0,"Directed"
"T CELLS","SMAD3",0,"Directed"
"OTHER","ST6GAL1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","SWAP70",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","SWAP70",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","TCF7",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TCF7",0,"Directed"
"T CELLS","TCF7",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","TPD52",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","TPD52",0,"Directed"
"B CELLS","TPD52",0,"Directed"
"INNATE IMMUNE SYSTEM","USP27X",0,"Directed"
"INNATE IMMUNE SYSTEM","WFDC10A",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","IL2RB",0,"Directed"
"INNATE IMMUNE SYSTEM","IL2RB",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","IL2RB",0,"Directed"
"NK CELL","IL2RB",0,"Directed"
"B CELLS","IL2RB",0,"Directed"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IL2RB",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","KLRD1",0,"Directed"
"INNATE IMMUNE SYSTEM","KLRD1",0,"Directed"
"NK CELL","KLRD1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","NKG7",0,"Directed"
"INNATE IMMUNE SYSTEM","NKG7",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","NKG7",0,"Directed"
"NK CELL","NKG7",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","SLAMF7",0,"Directed"
"INNATE IMMUNE SYSTEM","SLAMF7",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SLAMF7",0,"Directed"
"NK CELL","SLAMF7",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","TBX21",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TBX21",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CAV1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CAV1",0,"Directed"
"T CELLS","CAV1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","AXL",0,"Directed"
"INNATE IMMUNE SYSTEM","AXL",0,"Directed"
"NEUTROPHIL","AXL",0,"Directed"
"NK CELL","AXL",0,"Directed"
"INNATE IMMUNE SYSTEM","C1QC",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","C1QC",0,"Directed"
"INNATE IMMUNE SYSTEM","C5AR1",0,"Directed"
"NEUTROPHIL","C5AR1",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","C5AR1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CCL8",0,"Directed"
"INNATE IMMUNE SYSTEM","CCL8",0,"Directed"
"NEUTROPHIL","CCL8",0,"Directed"
"MONOCYTES","CCL8",0,"Directed"
"EOSINOPHIL","CCL8",0,"Directed"
"ANTIVIRAL AND INTERFERON","CCL8",0,"Directed"
"OTHER","CD300C",0,"Directed"
"INNATE IMMUNE SYSTEM","CFB",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","CFB",0,"Directed"
"INNATE IMMUNE SYSTEM","CFD",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","CFD",0,"Directed"
"COMPLEMENT IMMUNE SYSTEM","CMKLR1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","CXCL11",0,"Directed"
"INNATE IMMUNE SYSTEM","CXCL11",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CXCL11",0,"Directed"
"NEUTROPHIL","CXCL11",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","HAVCR2",0,"Directed"
"INNATE IMMUNE SYSTEM","HAVCR2",0,"Directed"
"NK CELL","HAVCR2",0,"Directed"
"MACROPHAGES","HAVCR2",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","LGALS1",0,"Directed"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LGALS1",0,"Directed"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","LGALS1",0,"Directed"
"T CELLS","LGALS1",0,"Directed"
"ADAPTIVE IMMUNE SYSTEM","MERTK",0,"Directed"
"INNATE IMMUNE SYSTEM","MERTK",0,"Directed"
"NEUTROPHIL","MERTK",0,"Directed"
