"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"1022","CHAD63-KH_UP","HPV-VLP_DOWN",30,1963,365,1994,423,"ALDH1A1, C5, CD14, CES1, CHGA, CSF3R, CYBA, DHRS9, EMP3, EPAS1, FOLR2, GADD45B, GAK, GRN, HMOX1, HPSE, KCNMA1, KIF13A, MARCO, MS4A4A, NINJ2, NOD2, PKD2L1, PYCARD, RNASEL, SCML1, TESK2, TNFRSF14, TNFRSF1A, ZNF117",1.5,7.09,0,0
"1023","CHAD63-KH_UP","HPV-VLP_UP",185,1808,329,1994,583,"ACOT9, ACSL1, ADAR, AIM2, APOBEC3B, APOBEC3G, APOL1, APOL3, APOL6, BMAL2, ATF5, ATF6, BATF3, BAZ1A, BCL2L14, BST2, C1QA, C1QB, C2, C5, CACNA1A, CASP1, CASP5, CBR1, CCL13, CCL2, CCL7, CCL8, CD209, CD38, CD40, ADGRE5, CDKN1A, CFB, CLEC1A, CSF2RB, CXCL10, CXCL11, CXCL9, RIGI, DNAJC7, DUSP5, DUSP6, DYNLT1, EFCAB2, EIF2AK2, ENPP2, ETV7, FANCA, FAS, FCGR1A, FFAR2, FGL2, FPR2, GART, GBP1, GCH1, GCNT1, GOLM1, GPD2, HBEGF, HCAR3, HERC5, HESX1, , HLX, ICAM1, IDH3A, IDO1, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IGF2BP3, IL15, IL15RA, IL1B, IL1RN, IRF1, IRF2, IRF7, ISG15, ISG20, JAK2, JUP, KCNJ15, KCNJ2, KIF13A, KMO, LAG3, LAMP3, LAP3, LDLR, LGALS3BP, LIF, LIMK2, LMNB1, LMO2, LY6E, MAP3K7CL, MICB, MNDA, MT2A, MTHFD2, MUC1, MX1, MX2, MXD1, MYOF, NAMPT, NDC80, NFE2L3, NMI, NMT1, OAS1, OAS2, OAS3, OASL, P2RY13, PARP11, PCK2, PFKP, PHF11, PLA2G4C, PLEK, PLSCR1, PML, PRRG4, PSMA2, PSMA5, PSMB2, PSMB9, PSME2, PTGS2, RAB8B, PLAAT4, RBCK1, RBMS2, RELB, RGS1, RNASEL, RNF24, RTP4, SCO2, SDHB, SEMA4A, SERPING1, SIGLEC1, SIK1, SLC2A6, SLC31A2, SLC6A12, SOCS1, SP110, SP140, SPHK1, SRC, ST3GAL5, TAP2, TFEC, TLR1, TLR2, TNF, TNFAIP6, TNFSF10, TRAFD1, TRIM21, TYMP, UBE2L6, UBE2S, USP18, VAMP5, VDR, VRK2, WARS1, XAF1, ZBP1, ZNF267",9.28,31.73,3.82693554043741e-266,265.417148852818
"1024","CHAD63-KH_UP","FLUARIX FLUVIRIN_UP",307,1686,1525,1994,1921,"ACER3, ACSL5, ACTR1A, ADAP2, AIDA, AIF1, ANXA4, AP1S2, AP2S1, AP3B1, APOBEC3B, APOBEC3F, APOBEC3G, ARF1, ARFIP1, ARSD, ATF3, ATF6, ATP1B1, ATP6V0E1, ATP6V1B2, ATXN7, AURKAIP1, BBX, BCL10, BCL3, BID, BLVRA, BMPR2, BRD7, TIGAR, C15orf39, C1GALT1C1, C1orf162, C21orf91, C3AR1, C3orf14, C9orf72, CALCOCO2, CASP1, CCNL1, CCR2, CD300A, CD300C, CD300LF, CD36, CD38, CD53, CD59, CD86, CDK17, CDKN1A, CDKN1C, CHD1, CHMP2B, CLEC2B, CNIH4, CNTRL, COA6, COPE, COPG1, COPZ1, COQ10B, CPEB2, CREBRF, CREM, CSF1R, CSRNP1, CTSA, CTSL, CXCL16, CYFIP1, CYLD, CYSLTR1, DCP1A, DDX21, DECR1, DIP2B, DISC1, DNAJB11, DNAJC1, DNAJC7, DPP3, DPYSL2, DUSP1, DUSP5, ECE1, EDEM1, ELF1, EPB41L3, EPG5, FAM120AOS, FHIP2A, CALHM6, TENT5A, FAM8A1, FCER1G, FEM1C, FIBP, FIG4, FKBP15, FLI1, FMNL2, FNIP2, FUCA2, GADD45B, GALM, GART, GBA1, GIMAP2, GIMAP4, GIMAP6, GIMAP8, GLRX, GMPR2, GNS, GPBAR1, GTF2B, H3-3B, HAVCR2, HBEGF, HBP1, HCAR3, MFSD14A, HIF1A, , HLA-F, HMOX1, HPS5, HTATIP2, ICAM1, ICAM2, IDH1, IDH2, IFI16, IL1B, ILK, ISG20, ITPRIP, JMJD1C, JUNB, JUND, KBTBD2, KCNE3, KCNS2, KDM1B, KDM2A, KIAA0930, WASHC4, KLF4, LACC1, LARP4B, LATS2, LILRB2, LIPA, LONRF1, LSM10, LYN, MAD2L1BP, MAFB, MAN1A1, MAP3K8, MAPKAPK3, MAT2B, MCL1, ME2, MED13, MICU1, MILR1, MITD1, MPDU1, MRPS18A, MS4A4A, MS4A6A, MS4A7, MTHFD1, MTMR11, MTMR4, MTMR6, NAGA, NAMPT, NBR1, NCOA3, NECAP1, NFIL3, NFKBIE, NIT1, NLRC4, NLRP3, NMT1, NSF, NSL1, NT5C2, NUB1, NUP58, NXT2, ORMDL2, OSM, OSTM1, PAK1, PARP4, PCGF5, PDE4B, PDIA6, PDLIM5, PELI1, PIK3AP1, PLAC8, PLAUR, PMAIP1, PPP2R2A, PPTC7, PRCP, PRDX1, PRKAR1A, PLPBP, PSEN1, PSMA3, PSMB2, PTGS2, PTP4A1, PTPN1, PTPRE, QKI, RAB10, RAB11FIP4, RAB12, RAB20, RAB3GAP1, RAB8A, RAB8B, RAP2C, RASGEF1B, RBBP6, RBM7, RELT, RGS1, RICTOR, RIPK2, RNASE2, RNF138, RRAS, SASH1, SAT1, SCAF11, SCYL2, SDE2, SERTAD1, SERTAD3, SFT2D1, SIK1, SLAMF7, SLC25A28, SLC25A30, SLC35A5, SLC43A3, SLC7A7, SLC8A1, SLK, SNAPIN, SNX11, SOCS1, SORT1, SP1, SP100, SPTLC2, SRGAP2, SRP54, STAM2, STOM, STYXL1, SUPT4H1, TAPBPL, TBC1D1, TCF7L2, TINF2, TIPARP, TIPRL, TLR8, TMEM165, TMEM59, TMX1, TNFAIP3, TOR1A, TPM3, TRAPPC3, TRIM27, TRIM69, TXN2, UBE2J1, UBE2L3, USP15, USP30, USP42, USPL1, UTRN, VRK2, VRK3, WSB2, YIPF1, ZC3H12A, ZC3HAV1, ZCCHC2, ZEB2, ZFP36, ZNF267, ZSWIM6",15.4,15.98,0,0
"1025","CHAD63-KH_UP","PANDEMRIX_DOWN",30,1963,3,1994,33,"APOBEC3A, APOBEC3B, CXCL10, CXCL9, GBP1, GBP2, GBP4, GBP5, IDO1, IFI27, IFI30, IFI35, IFI44, IFIT1, IFIT2, IFIT3, IFITM1, IFITM2, IFNGR2, MX1, MX2, OAS1, OAS2, OAS3, OASL, PSMB8, SERPINA1, SERPING1, TRIM22, WARS1",1.5,90.91,4.12284512766531e-06,5.38480297891769
"1026","CHAD63-KH_UP","FLUZONE_DOWN",7,1986,20,1994,29,"CCL2, CCL7, LRRK2, P2RY14, PLAUR, TMEM106A, TMEM229B",0.35,24.14,1.98976274021695e-42,41.7011987058806
"1027","CHAD63-KH_UP","FLUZONE_UP",7,1986,14,1994,23,"BATF2, DUSP10, FCGR1A, FCGR1BP, IDO1, IFIT3, SERPING1",0.35,30.43,6.16575039298255e-31,30.2100140607228
"1028","CHAD63-KH_UP","FLUMIST_UP",605,1388,2722,1994,3695,"AAMP, ABCA1, ACER3, ACLY, ACSL1, ACSL5, ACTR3, ADAP2, ADCY7, GRK3, AGPAT3, AIDA, AIF1, AKAP13, AKIRIN2, AKR1A1, ALDH1A1, ALDH2, ANKFY1, ANXA2, ANXA2P2, ANXA3, ANXA4, AOAH, AP1S2, AP2S1, AP3D1, APOBEC3C, APOBEC3F, APOBEC3G, APOL3, ARF1, ARHGAP26, ARHGAP27, ARHGEF10L, ARL11, ARPC1B, ARPC5, ARSD, ASCL2, ATG3, ATP10D, ATP1B1, ATP6V0D1, ATP6V0E1, ATP6V1B2, ATXN7, AURKAIP1, AZI2, BACH1, BAZ1A, BAZ2A, BBX, BCL10, BCL3, BLVRA, BRD7, BST2, BTK, BTN2A1, BTN2A2, BTN3A2, BTN3A3, TIGAR, DGLUCY, CYBC1, C18orf25, RMC1, C1orf162, C3AR1, C3orf38, C5orf15, C9orf72, CAMK2D, CAPG, CAPZA1, CARD16, CARD8, CARS1, CASP1, CAST, CBR1, ZNG1A, ZNG1B, ZNG1C, ZNG1E, ZNG1F, CCNL1, CCR2, CD14, CD163, CD164, CD1D, CD300A, CD33, CD36, CD53, CD59, CD86, CDC73, CDK17, CDKN2D, CEBPB, ADA2, CEP164, CFP, CHD1, CHMP2B, CHMP5, CHSY1, CIITA, CIR1, CLEC2B, CMTM6, CNDP2, CNP, CNTRL, COPZ1, COQ10B, CPEB2, CPVL, CREBRF, CREM, CSF1R, CSRNP1, CST3, CTBS, CTNNA1, CTSB, CTSH, CTSS, CUL1, CXCL10, CXCR1, CXorf38, CYBB, CYC1, CYFIP1, CYLD, CYSTM1, DAPP1, DCLRE1C, DCP1A, DDX21, DDX60, DDX60L, DECR1, DERL1, DHX8, DIAPH2, DIP2B, DLEU2, DNAJA1, DNAJC13, DNAJC7, DOCK4, DPP3, DPYD, DPYSL2, DTNBP1, DTX3L, DUSP10, DUSP5, DYNLT1, ECPAS, EGLN1, EHBP1L1, EHD4, EIF4G3, ELF1, ELOVL5, EMILIN2, EPB41L3, EPS15, ERAP1, ERI1, EWSR1, EXOSC9, FAM111A, FHIP2A, GASK1B, RIPOR2, FAM8A1, FCER1G, FCGR1BP, FCN1, FEM1C, FGD2, FGL2, FGR, FIG4, FKBP15, FLI1, FLVCR1, FNIP2, FPR2, FUCA2, FYB1, FYTTD1, FZD2, GAB2, GALM, GALNT3, GART, GCNT2, GDI2, GIMAP2, GIMAP4, GIMAP6, GIMAP8, GK, GLRX, GLUL, GMPR2, GNA13, GNS, GPBAR1, GPD2, GPR65, GRN, GSN, GSTK1, GSTO1, GTF2B, GTPBP1, GVINP1, HADHB, HAVCR2, HBEGF, HBG2, HBP1, HCAR3, HCK, HEBP1, HEXD, HHEX, MFSD14A, HIF1A, , H2AC6, HIVEP1, HK1, HK3, HLA-DMB, HLA-DRB1, HNRNPF, HNRNPH2, HPSE, HTATIP2, ICAM1, ICAM2, IDH1, IDH2, IDH3A, IDH3G, IFI16, IFI30, IFI35, IFI6, IFIT3, IFIT5, IFITM1, IFITM2, IL1B, ILK, INTS3, IRF5, IRF7, IRF8, ITGA4, ITPRIP, ITPRIPL2, JAK2, JMJD1C, JPX, JUND, KANSL1L, KBTBD2, KCNE3, KCTD12, KDM2A, KIAA0319L, KIAA0930, WASHC4, SHTN1, KIF1B, KIF5B, KLHL6, KYNU, LARP1, LARP4B, LATS2, LGALS1, LILRA1, LILRB1, LIMK2, LMO2, LMTK2, LONRF1, LPP, LSM10, MAD2L1BP, MAP3K8, MARCO, MARS1, MASTL, MAT2B, MAX, MBOAT1, MCL1, ME2, MED13, MED28, MEF2A, MFSD14B, MICA, MIDN, MIER1, MITD1, MLKL, MNDA, MPDU1, MPEG1, MRPL16, MS4A14, MS4A4A, MS4A6A, MS4A7, MSL3, MTHFD1, MTMR11, MTMR14, MTMR6, MX1, MX2, MXD1, MYD88, MYOF, N4BP2L1, N4BP2L2, NADK, NAGA, NAGK, NAMPT, NASP, NBR1, NCEH1, NCOA2, NCOA3, NCSTN, NECAP1, NECAP2, NFIL3, NHLRC3, NINJ1, NIPA2, NIT1, NLRC4, NMT1, NRAS, NRBF2, NRIP1, NSF, NSL1, NT5C2, NUB1, NUDT16, NUP62, NUP58, OAS1, OAS2, OAS3, ORAI2, ORMDL2, OSM, OSTM1, OTUD5, P2RX7, PAK1, PANK2, PARP12, PARP14, PARP4, PATL1, PCGF5, PCK2, PDE4B, PDIA3, PDIA6, PDK3, PDLIM5, PEA15, PELI1, PFKP, PHF11, PIGB, PIK3AP1, PIM2, PKN2, PLAC8, PLAGL2, PLAUR, PLSCR1, PLXNB2, PMAIP1, PNPT1, POLB, PPP1R11, PPP2R2A, PPTC7, PRDX1, PRELID1, PRKAG2, PRKAR1A, PRKCD, PLPBP, PSAP, PSEN1, PSMB10, PSMB2, PSMB9, PTGS2, PTP4A1, PTPN6, PTPRE, PYCARD, QKI, RAB10, RAB11FIP4, RAB1A, RAB20, RAB3GAP1, RAB43, RAB8A, RAB8B, RAP2C, RARA, RASGEF1B, RASSF5, RB1, RBBP6, RBM7, RCSD1, REEP3, REL, RELB, RELT, RGS1, RGS19, RHOT1, RICTOR, RIF1, RIPK2, RNASE2, RNF135, RNF138, RNF19B, RNF213, RNH1, RO60, RPS6KA5, RRM2B, RTCB, RTN1, RUBCN, RUFY3, SAMD9L, SAMHD1, SAT2, SCAF11, SCAMP2, SCARB2, SCML1, SCPEP1, SDE2, SERPINB1, SERTAD1, SESTD1, SETX, SFT2D1, SH2D3C, SH3GLB1, SH3TC1, SIK1, SIK3, SIPA1L1, SIPA1L2, SLAMF7, SLC22A15, SLC25A24, SLC25A28, SLC25A30, SLC27A3, SLC2A6, SLC31A1, SLC35A5, SLC43A3, SLC7A7, SLC9A8, SLFN5, SLU7, SMCO4, SMIM14, SNAPIN, SNN, SNX17, SNX2, SNX6, SOCS1, SOD2, SP1, SP100, SP110, SP140, SPATA13, SPG11, SPART, SPTLC2, SQOR, SRGAP2, SRGAP2C, SRGN, SSB, ITPRID2, STAB1, STAM2, STAT1, STAT2, STK40, STX11, STX12, STX4, STYXL1, SUSD1, SYNGR2, TBC1D8, TCF7L2, TDRD7, TFEC, TFG, TGIF2, TICAM2, TIFA, TINF2, TIPARP, TIPRL, TLR7, TLR8, TM9SF4, TMEM165, TMOD2, TMOD3, TMX1, TNFAIP3, TNFAIP6, TNFSF10, TNFSF13B, TNS3, TOP1, TOPORS, TOR1A, TOR1B, TOX4, TPM3, TPP1, TRAPPC3, TREX1, TRIM14, TRIM22, TRIM27, TRIM34, TRIM44, TRIM5, TRIM56, TRIM69, TUBA1A, TXN2, UBA7, UBE2J1, UBE2L3, UBN1, UNC93B1, UQCRC1, USP15, USP19, USP30, USP33, USP42, USPL1, VAV1, VCPIP1, VRK2, VRK3, WSB1, XAF1, XIAP, XRN1, YKT6, ZC3H12A, ZC3HAV1, ZCCHC2, ZDHHC18, ZNF267, ZNFX1, ZSWIM6",30.34,16.37,0,0
"1029","CHAD63-KH_UP","FLUMIST_DOWN",4,1989,21,1994,25,"CBR1, WASHC2A, , SERPINA1",0.2,16,2.95545268197799e-46,45.529375989494
"1030","CHAD63-KH_UP","FLUENZ_DOWN",1,1992,5,1994,6,"TLR1",0.05,16.67,2.27263848472401e-14,13.6434696432792
"1031","CHAD63-KH_UP","FLUENZ_UP",4,1989,5,1994,9,"MICB, PTPRC, RIPK2, SOCS1",0.2,44.44,4.77254081792042e-13,12.3212503485452
"1032","CHAD63-KH_UP","MENACTRA_DOWN",5,1988,14,1994,19,"AIF1, C3, C3AR1, TBC1D8, TLR4",0.25,26.32,6.16575039298266e-32,31.2100140607228
"1033","CHAD63-KH_UP","MENACTRA_UP",13,1980,30,1994,43,"APOBR, ARRB2, C1QA, C1QB, C2, CFB, GPX1, , IGHE, IL1B, PDIA6, SERPING1, TNF",0.65,30.23,7.95851892872416e-57,56.0991677464495
"1034","CHAD63-KH_UP","WETVAX_DOWN",45,1948,296,1994,392,"APOL3, ASGR1, ATP6V1B2, ATP6V1E1, BTN3A2, BTN3A3, C3AR1, CCR2, CD300LF, CLIC4, CSF1R, CTSZ, FGL2, FGR, FKBP15, GBA1, , HSPA1B, HSPA8, ICAM2, IL15RA, KAT5, KCNE3, KIAA0930, MAX, NANS, NBR1, NUP62, OAS1, PPP1R11, PRMT5, PSEN1, PTPN6, RAB8A, RTCB, SASH3, SH2D3C, SLC31A2, STYXL1, TICAM2, TLR8, TNFSF10, TRIM21, XIAP, ZNF496",2.26,11.48,0,0
"1035","CHAD63-KH_UP","ZOSTAVAX_UP",4,1989,16,1994,21,"ERAP2, IFI44L, MX1, SLC22A16",0.2,19.05,1.52841852921381e-36,35.815757705944
"1036","CHAD63-KH_UP","YF17D_UP",44,1949,2,1994,94,"C3AR1, CD38, CXCL10, RIGI, DDX60, DDX60L, DHX58, EIF2AK2, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IRF7, ISG15, LAMP3, LGALS3BP, MX1, MX2, MYOF, NEXN, OAS1, OAS2, OAS3, OASL, PARP12, PARP9, PLSCR1, PNPT1, RGL1, RSAD2, SAMD9, SAMD9L, SERPING1, STAT1, TLR7, TMEM255A, TRIM22, TRIM5, XAF1",2.21,46.81,0.000520358066681247,3.28369770854149
"1037","CHAD63-KH_UP","STAMARIL_DOWN",13,1980,220,1994,461,"CD46, CPPED1, DDX3X, , HSD17B11, LMO2, MPZL1, NAMPT, P2RY13, RBM47, RPS6KA5, TGM2, TOPORS",0.65,2.82,1.54236185629565e-289,288.811813723719
"1038","CHAD63-KH_UP","STAMARIL_UP",256,1737,83,1994,842,"ABCA1, ACOT9, ACTA2, ADAP2, ADAR, AIM2, ANKFY1, ANKRD22, AP5B1, APOBEC3A, APOBEC3F, APOL3, ASCL2, ASPRV1, ATF3, ATF5, BATF2, BLVRA, BST2, BTN3A1, SHFL, C1QA, C1QB, C3AR1, TMEM268, CASP1, CASP5, CCL8, CCR1, CD163, CD300C, CD36, CD38, CD68, CD74, CD86, CDKN1A, CDKN1C, CEACAM1, ADA2, TMEM121B, CHMP5, CMPK2, CNDP2, CSF1R, CSRNP1, CST3, CTSL, CUL1, CXCL10, CYBB, CYSLTR1, RIGI, DDX60, DHRS9, DHX58, DPYSL2, DRAP1, DUSP5, DYNLT1, EIF2AK2, EMILIN2, EPB41L3, EPSTI1, CALHM6, TENT5A, FAM8A1, FBXO6, FCER1G, FCN1, FFAR2, FLVCR2, FRMD3, GADD45B, GALM, GBP1, GBP2, GBP4, GBP5, GCH1, GIMAP8, GNA15, GORASP1, GPBAR1, GRN, HAVCR2, HELZ2, HERC5, HERC6, HES4, HK3, HLA-A, HMOX1, HSH2D, IDH2, IDO1, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL15, IL1RN, IRF7, IRF9, ISG15, ISG20, JUP, KCNMB1, KIAA0319L, KYNU, LAG3, LAMP3, LAP3, LDLR, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MAD2L1BP, MAFB, MARCKS, MARCO, MICB, MOB3C, MOV10, MS4A7, MT2A, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NAPA, NCOA7, NEXN, NLRP3, NMI, NOD2, NPC2, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OGFR, OSBPL5, OTOF, PARP10, PARP12, PARP14, PARP9, PATL1, PCK2, PHACTR2, PHF11, PIK3AP1, PLAC8, PLAGL2, PLSCR1, PML, PPM1K, PSME1, PSME2, RAB8A, RBCK1, REC8, RGL1, RHBDF2, RIN2, RIPK3, RNF135, RNF31, RNH1, RRAS, RSAD2, RTCB, RTP4, SAMD4A, SAMD9L, SAT1, SCARB2, SCIMP, SCO2, SERPING1, SERTAD1, SHISA5, SIGLEC5, SIL1, SLC27A3, SLC2A6, SLC31A2, SLC37A2, SLFN12, SMCO4, SNTB1, SOCS1, SORT1, SP110, SP140, SPATS2L, SQOR, SRBD1, SRC, STAB1, STAT1, STAT2, SUSD1, TAP1, TAP2, TCN2, TDRD7, TIMM10, TLR7, TMEM123, TMEM140, TMEM51, TMEM62, TNFAIP6, TNFSF10, TNFSF13B, TNS3, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM26, TRIM38, TRIM5, TTC21A, TTC38, TYMP, UBA7, UBE2L6, UBE2S, UNC93B1, VAMP5, WARS1, XAF1, ZBP1, ZC3HAV1, ZFYVE26, ZNFX1",12.84,30.4,4.30945097944326e-70,69.3655780550796
"1039","CHAD63-KH_UP","MMR II_DOWN",78,1915,663,1994,746,"AIF1, ALDH1A1, ALDH2, AP1S2, AP2S1, ARRB2, ASGR1, VSIR, C1QA, C1orf162, CCDC149, CCDC170, CCR2, CD14, CD209, CD300C, CD300LF, CD33, CD36, CHN2, CLCN4, CLCN5, CLEC5A, CLEC7A, COTL1, CPVL, CSF1R, CTSA, CYBB, CYFIP1, DHRS9, DLEU7, DPYD, EVI2B, GASK1B, FCGR1A, FCGR2A, FCGR2B, FCGR2C, FCN1, FOLR2, FRMD4B, GSN, HHEX, , HLA-DMA, HLA-DMB, HSPA7, KCNJ15, KIAA0930, LAT2, LILRA1, LILRB5, LIPA, LOXL3, LYZ, MPEG1, MPZL2, MS4A6A, NCEH1, NFAM1, NINJ2, NLRC4, P2RY13, PLXDC2, SETD7, SH3BGRL, SH3TC1, SIRPD, SLAMF8, SLC37A2, SLITRK4, SORT1, SOWAHD, STAB1, STK32B, TMEM144, TXLNB",3.91,10.46,0,0
"1040","CHAD63-KH_UP","MMR II_UP",458,1535,516,1994,977,"ABCD1, ABTB2, ACOT9, ACP2, ACSL1, ACSM1, ACTA2, ADCY4, ADM, ADPGK-AS1, ADPRH, ADPRS, AGRN, AIM2, AK4, AMBRA1, AMER1, ANKRD22, ANXA10, AP5B1, APOBEC3A, APOBEC3B, APOBEC3F, APOBEC3G, APOL1, APOL2, APOL3, APOL6, ARHGEF10L, ARHGEF3, ARL5B, BMAL2, ASCL2, ASPHD2, ATF3, ATF5, B4GALT5, BAK1, BATF2, BATF3, BAZ1A, BCL2L14, BLZF1, BRCA2, BST2, SHFL, C1GALT1, ERICH3, C2, C5, IRF1-AS1, TMEM268, CACNA1A, CARD17P, CASP1, CASP10, CASP4, CASP5, CASP7, CBR1, ZNG1A, ZNG1B, CCDC146, CCDC9, CCL2, CCL7, CCL8, CCNA1, CCR1, CCRL2, CD274, CD2AP, CD38, CD40, CDC42EP2, CDKN1A, CDKN1C, CEACAM1, CES1, CFB, CFLAR-AS1, CHRNA6, CHRNB2, CHST7, CHSY1, CIR1, CMPK2, CNP, CPEB2, CPEB3, CREM, CSRNP1, CTSL, CXCL10, CXCL11, CXCL9, CYP2J2, CYSTM1, DAPP1, DBF4B, DCUN1D3, RIGI, DDX60, DDX60L, DHX58, DNAAF1, DPYS, DRAM1, DRAP1, DTX3L, DUSP1, DUSP5, DUSP6, DYNLT1, DYSF, ECE1, EHD4, EIF2AK2, EIF4E3, ELF4, ELMO2, EMP1, ENDOU, ENPP2, EPHB1, EPSTI1, ETV7, EXOC3L1, TCAF2, PABIR3, FAM225A, CALHM6, TENT5A, FAM72A, FAM72B, FAM72D, FANCA, FAR2, FAS, FBXO39, FBXO6, FFAR2, FFAR3, FGD2, FMNL2, FNIP2, FOXC1, FRMD3, CMTR1, FUT4, GBP1, GBP2, GBP3, GBP4, GBP5, GBP6, GBP7, GCH1, GCNT1, GCNT2, GPBAR1, GPD2, GPR141, GPR155, GRIN3A, GTPBP1, GTPBP2, GUCY1A1, H3-5, HAPLN3, HCAR2, HCAR3, HDX, HELB, HELZ2, HERC5, HERC6, HES4, HESX1, , HIRA, H2AC6, H2BC18, HLA-G, HLX, HPSE, HSH2D, ICAM1, IDO1, IDO2, IER5, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IGF2BP3, IL12A, IL15, IL15RA, IL1RN, IL27, IL4I1, INAFM1, IRAK2, IRF1, IRF2, IRF7, ISG15, ISG20, JAK2, JUP, KCNE5, KCNJ2, KCNMB1, KIAA0040, KLF5, KLHDC7B, KPTN, KY, LAG3, LAMP3, LAP3, LGALS3BP, LGALS9, LHFPL2, LIF, LILRA5, LILRA6, LILRB2, LILRB4, LINC00189, LINC00487, LMNB1, LPIN2, LY6E, LYN, LYPD5, LYSMD2, MASTL, CGAS, MDK, MEFV, MICALL1, MICB, MIR320E, MIR4645, MOB3C, MOV10, MRPL44, MSR1, MT2A, MUC1, MX1, MX2, MXD1, N4BP1, NADK, NAPA, NBN, NCF1, NCOA7, NDC80, NEXN, NFE2L3, NGFR, NINJ1, NMI, NOD1, NOD2, NUB1, OAS1, OAS2, OAS3, OASL, OR52K2, OSBPL5, OSM, OTOF, P2RX4, P2RX7, PANX1, PARP10, PARP11, PARP12, PARP14, PARP9, PCGF5, PDCD1LG2, PDE4B, PFKP, PGAP1, PHF11, PI4K2B, PIWIL4, PLA2G4C, PLEKHN1, PLS3, PLSCR1, PLSCR2, PLSCR4, PMAIP1, PML, PNPT1, PPM1K, PPP2R2A, PRICKLE1, PRKD2, PRLR, PRR16, PRRG1, PRRG4, PRUNE2, PSEN2, PSMB9, PTPRU, RAB20, RAB39A, RASGEF1B, RASGRP3, RBCK1, RBM43, RELB, RGS1, RHBDF2, RIN2, RIPK2, RNASE2, RNF19B, RNF213, RSAD2, RSPH9, RTCB, RTP4, RUBCN, RUFY4, SAMD4A, SAMD9, SAMD9L, SASH1, SCARB2, SCG3, SCIN, SCLT1, SCO2, SDC3, SECTM1, SEMA4A, SERPINB9, SERPING1, SERTAD1, SH2B2, SHOX2, SIGLEC1, SIGLEC14, SLAMF7, SLC22A16, SLC22A4, SLC25A28, SLC2A6, SLC31A2, SLC37A1, SLC8A1, SLFN12, SMCHD1, SMTNL1, SNX10, SOBP, SOCS1, SP100, SP110, SP140, SPATS2L, SPHK1, SPSB1, SQOR, SRC, SRD5A1, SRGAP2, SRGAP2B, SSTR3, ST3GAL5, ST8SIA4, STAT1, STAT2, STOM, STOML1, STX11, SUSD1, SYNPO2, TANK, TAP1, TAP2, TCN2, TDRD7, TFEC, TGM1, TICAM2, TJP2, TLR2, TLR3, TMEM106A, STIMATE, TMEM140, TMEM150B, TMEM229B, TMEM255A, TMEM62, TNF, TNFAIP6, TNFSF10, TNFSF13B, TNK2, TOR1B, TRAFD1, TRANK1, TREX1, TRIM14, TRIM21, TRIM22, TRIM25, TRIM26, TRIM38, TRIM5, TRIM56, TRIM6, TRIM69, TTC21A, UBE2L6, UBE2S, UBE2Z, UBQLNL, USP18, USP30-AS1, USP42, USP6NL, VAMP5, VRK2, WARS1, WDFY1, XAF1, XRN1, ZBP1, ZCCHC2, ZNF267, ZNF366, ZNF618, ZNF684, ZNFX1, ZNRF2",22.97,46.88,7.32375952184069e-262,261.135265924345
"1041","CHAD63-KH_UP","PREVNAR_UP",12,1981,142,1994,208,"APOL4, CD274, CXCL9, FGL2, GBP4, GBP5, GBP6, LIF, OSM, PRR11, RP1L1, SERPING1",0.6,5.77,1.31230672887945e-208,207.881964644312
"1042","CHAD63-KH_UP","PREVNAR_DOWN",3,1990,2,1994,5,"CD14, CD163, MS4A4A",0.15,60,5.0276141708333e-06,5.29863805833442
"1043","CHAD63-KH_UP","DRYVAX_UP",12,1981,60,1994,74,"CD14, GPBAR1, GPR84, HERC5, HSPA6, MPEG1, NEXN, NFE2L3, PDCD1LG2, SIRPD, SOBP, TNK2",0.6,16.22,5.51341633420908e-104,103.258579211435
