"source","target","value","type"
"BNT-I (D10, mild)","GFI1",-1,"Directed"
"BNT-I (D10, mild)","ATP6V1C1",1,"Directed"
"BNT-I (D10, mild)","FUT4",1,"Directed"
"BNT-I (D10, mild)","ADGRA2",-1,"Directed"
"BNT-I (D10, mild)","FGFBP3",-1,"Directed"
"BNT-I (D10, mild)","EXOC6B",-1,"Directed"
"BNT-I (D10, mild)","ENTPD5",-1,"Directed"
"BNT-I (D10, mild)","MAP3K5",1,"Directed"
"BNT-I (D10, mild)","RBM19",-1,"Directed"
"BNT-I (D10, mild)","UBE3D",-1,"Directed"
"BNT-I (D10, mild)","GDPGP1",-1,"Directed"
"BNT-I (D10, mild)","PATZ1",-1,"Directed"
"BNT-I (D10, mild)","CORO2B",-1,"Directed"
"BNT-I (D10, mild)","HTRA1",1,"Directed"
"BNT-I (D10, mild)","PDE6C",-1,"Directed"
"BNT-I (D10, mild)","BATF2",1,"Directed"
"BNT-I (D10, mild)","CLYBL",-1,"Directed"
"BNT-I (D10, mild)","JMJD6",1,"Directed"
"BNT-I (D10, mild)","FASTKD2",-1,"Directed"
"BNT-I (D10, mild)","EVC2",-1,"Directed"
"BNT-I (D10, mild)","SERPINA1",1,"Directed"
"BNT-I (D10, mild)","RPP30",-1,"Directed"
"BNT-I (D10, mild)","RGPD1",1,"Directed"
"BNT-I (D10, mild)","ROPN1B",-1,"Directed"
"BNT-I (D10, mild)","TNFAIP6",1,"Directed"
"BNT-I (D10, mild)","NUP35",-1,"Directed"
"BNT-I (D10, mild)","YWHAH",1,"Directed"
"BNT-I (D10, mild)","DUSP18",1,"Directed"
"BNT-I (D10, mild)","RHOBTB3",-1,"Directed"
"BNT-I (D10, mild)","ATAD3B",-1,"Directed"
"BNT-I (D10, mild)","OR52K2",1,"Directed"
"BNT-I (D10, mild)","TAF4B",-1,"Directed"
"BNT-I (D10, mild)","VCPIP1",1,"Directed"
"BNT-I (D10, mild)","ROMO1",1,"Directed"
"BNT-I (D10, mild)","UBE2D1",1,"Directed"
"BNT-I (D10, mild)","SLFN13",-1,"Directed"
"BNT-I (D10, mild)","TXNDC17",1,"Directed"
"BNT-I (D10, mild)","PER3",-1,"Directed"
"BNT-I (D10, mild)","AZI2",1,"Directed"
"BNT-I (D10, mild)","PLSCR2",1,"Directed"
"BNT-I (D10, mild)","UMODL1",-1,"Directed"
"BNT-I (D10, mild)","SLC1A3",1,"Directed"
"BNT-I (D10, mild)","ACTB",1,"Directed"
"BNT-I (D10, mild)","NAA30",-1,"Directed"
"BNT-I (D10, mild)","NDUFAF4",-1,"Directed"
"BNT-I (D10, mild)","FAM111B",-1,"Directed"
"BNT-I (D10, mild)","SESTD1",1,"Directed"
"BNT-I (D10, mild)","DISP2",-1,"Directed"
"BNT-I (D10, mild)","HK3",1,"Directed"
"BNT-I (D10, mild)","JRK",-1,"Directed"
"BNT-I (D10, mild)","TRIB1",1,"Directed"
"BNT-I (D10, mild)","TMEM117",-1,"Directed"
"BNT-I (D10, mild)","PPAN",-1,"Directed"
"BNT-I (D10, mild)","BAMBI",1,"Directed"
"BNT-I (D10, mild)","INO80B",-1,"Directed"
"BNT-I (D10, mild)","BCL3",1,"Directed"
"BNT-I (D10, mild)","SIGLEC5",1,"Directed"
"BNT-I (D10, mild)","TMEM123",1,"Directed"
"BNT-I (D10, mild)","ZC3HAV1",1,"Directed"
"BNT-I (D10, mild)","SPDYE5",-1,"Directed"
"BNT-I (D10, mild)","GK",1,"Directed"
"BNT-I (D10, mild)","RBFOX2",-1,"Directed"
"BNT-I (D10, mild)","E2F8",1,"Directed"
"BNT-I (D10, mild)","SLC39A14",-1,"Directed"
"BNT-I (D10, mild)","CLEC2D",-1,"Directed"
"BNT-I (D10, mild)","ZBTB38",-1,"Directed"
"BNT-I (D10, mild)","SERPINI1",-1,"Directed"
"BNT-I (D10, mild)","ZNF319",1,"Directed"
"BNT-I (D10, mild)","NOP10",1,"Directed"
"BNT-I (D10, mild)","ANKRD13B",-1,"Directed"
"BNT-I (D10, mild)","RAB5C",1,"Directed"
"BNT-I (D10, mild)","CGN",-1,"Directed"
"BNT-I (D10, mild)","CYFIP1",1,"Directed"
"BNT-I (D10, mild)","HACE1",-1,"Directed"
"BNT-I (D10, mild)","FZD6",-1,"Directed"
"BNT-I (D10, mild)","KIR2DL3",-1,"Directed"
"BNT-I (D10, mild)","ABHD12B",1,"Directed"
"BNT-I (D10, mild)","ZBTB6",-1,"Directed"
"BNT-I (D10, mild)","PANK1",-1,"Directed"
"BNT-I (D10, mild)","KLKB1",-1,"Directed"
"BNT-I (D10, mild)","NOL9",-1,"Directed"
"BNT-I (D10, mild)","ASPH",1,"Directed"
"BNT-I (D10, mild)","GPX1",1,"Directed"
"BNT-I (D10, mild)","RNF24",1,"Directed"
"BNT-I (D10, mild)","TNNT1",-1,"Directed"
"BNT-I (D10, mild)","GADD45B",1,"Directed"
"BNT-I (D10, mild)","PLEKHA7",-1,"Directed"
"BNT-I (D10, mild)","ZNF90",-1,"Directed"
"BNT-I (D10, mild)","APOM",1,"Directed"
"BNT-I (D10, mild)","CXCL11",1,"Directed"
"BNT-I (D10, mild)","ZXDA",-1,"Directed"
"BNT-I (D10, mild)","PLEKHA4",-1,"Directed"
"BNT-I (D10, mild)","ZNF358",-1,"Directed"
"BNT-I (D10, mild)","B4GALT7",-1,"Directed"
"BNT-I (D10, mild)","NPY6R",-1,"Directed"
"BNT-I (D10, mild)","EMILIN2",1,"Directed"
"BNT-I (D10, mild)","CDK2AP1",1,"Directed"
"BNT-I (D10, mild)","BEND5",-1,"Directed"
"BNT-I (D10, mild)","ATP6AP1",1,"Directed"
"BNT-I (D10, mild)","CHMP4B",1,"Directed"
"BNT-I (D10, mild)","EXTL2",-1,"Directed"
"BNT-I (D10, mild)","GOLGA8A",-1,"Directed"
"BNT-I (D10, mild)","GABRR2",1,"Directed"
"BNT-I (D10, mild)","KIF14",1,"Directed"
"BNT-I (D10, mild)","SEMA4A",1,"Directed"
"BNT-I (D10, mild)","ZNF696",-1,"Directed"
"BNT-I (D10, mild)","CMTR2",-1,"Directed"
"BNT-I (D10, mild)","ZSCAN21",-1,"Directed"
"BNT-I (D10, mild)","PPARG",1,"Directed"
"BNT-I (D10, mild)","ELOVL3",1,"Directed"
"BNT-I (D10, mild)","PARD6B",-1,"Directed"
"BNT-I (D10, mild)","MIS12",-1,"Directed"
"BNT-I (D10, mild)","EPB41L3",1,"Directed"
"BNT-I (D10, mild)","MPP1",1,"Directed"
"BNT-I (D10, mild)","EPB41L2",-1,"Directed"
"BNT-I (D10, mild)","BBS12",-1,"Directed"
"BNT-I (D10, mild)","ZNF563",-1,"Directed"
"BNT-I (D10, mild)","AASDH",-1,"Directed"
"BNT-I (D10, mild)","FOLR1",1,"Directed"
"BNT-I (D10, mild)","HLA-H",1,"Directed"
"BNT-I (D10, mild)","MITF",1,"Directed"
"BNT-I (D10, mild)","RIT1",1,"Directed"
"BNT-I (D10, mild)","NAA15",-1,"Directed"
"BNT-I (D10, mild)","NOXA1",-1,"Directed"
"BNT-I (D10, mild)","CSRP2",1,"Directed"
"BNT-I (D10, mild)","AEBP1",-1,"Directed"
"BNT-I (D10, mild)","LCP2",1,"Directed"
"BNT-I (D10, mild)","FBXO21",-1,"Directed"
"BNT-I (D10, mild)","TARBP1",-1,"Directed"
"BNT-I (D10, mild)","ARHGEF28",-1,"Directed"
"BNT-I (D10, mild)","WDR43",-1,"Directed"
"BNT-I (D10, mild)","ALAS1",1,"Directed"
"BNT-I (D10, mild)","BPHL",-1,"Directed"
"BNT-I (D10, mild)","POLB",1,"Directed"
"BNT-I (D10, mild)","ATP8A2",-1,"Directed"
"BNT-I (D10, mild)","PARP1",-1,"Directed"
"BNT-I (D10, mild)","MRM1",-1,"Directed"
"BNT-I (D10, mild)","TAS2R4",-1,"Directed"
"BNT-I (D10, mild)","CAPN14",-1,"Directed"
"BNT-I (D10, mild)","CDK6",-1,"Directed"
"BNT-I (D10, mild)","C1QC",1,"Directed"
"BNT-I (D10, mild)","PDYN",1,"Directed"
"BNT-I (D10, mild)","DNAJA4",-1,"Directed"
"BNT-I (D10, mild)","LIMA1",-1,"Directed"
"BNT-I (D10, mild)","MCF2L",-1,"Directed"
"BNT-I (D10, mild)","RDH16",-1,"Directed"
"BNT-I (D10, mild)","RP9",-1,"Directed"
"BNT-I (D10, mild)","CYP3A4",-1,"Directed"
"BNT-I (D10, mild)","SLC24A5",-1,"Directed"
"BNT-I (D10, mild)","SBF1",-1,"Directed"
"BNT-I (D10, mild)","ADAM21",-1,"Directed"
"BNT-I (D10, mild)","LIG1",-1,"Directed"
"BNT-I (D10, mild)","TIFAB",-1,"Directed"
"BNT-I (D10, mild)","ZBTB5",-1,"Directed"
"BNT-I (D10, mild)","TMC4",1,"Directed"
"BNT-I (D10, mild)","MXD3",1,"Directed"
"BNT-I (D10, mild)","RAD54B",-1,"Directed"
"BNT-I (D10, mild)","GCH1",1,"Directed"
"BNT-I (D10, mild)","HMGB3",1,"Directed"
"BNT-I (D10, mild)","HOXB3",-1,"Directed"
"BNT-I (D10, mild)","PDCD1",-1,"Directed"
"BNT-I (D10, mild)","OLR1",1,"Directed"
"BNT-I (D10, mild)","PTGFR",1,"Directed"
"BNT-I (D10, mild)","COTL1",1,"Directed"
"BNT-I (D10, mild)","KCNJ15",1,"Directed"
"BNT-I (D10, mild)","MNAT1",-1,"Directed"
"BNT-I (D10, mild)","TCL1B",-1,"Directed"
"BNT-I (D10, mild)","ZNF232",-1,"Directed"
"BNT-I (D10, mild)","SLC22A18",1,"Directed"
"BNT-I (D10, mild)","GPR143",1,"Directed"
"BNT-I (D10, mild)","NSMAF",1,"Directed"
"BNT-I (D10, mild)","TFEB",1,"Directed"
"BNT-I (D10, mild)","CENPA",1,"Directed"
"BNT-I (D10, mild)","LGALS3BP",1,"Directed"
"BNT-I (D10, mild)","NOCT",1,"Directed"
"BNT-I (D10, mild)","ANKRD34A",-1,"Directed"
"BNT-I (D10, mild)","B3GNT2",1,"Directed"
"BNT-I (D10, mild)","BOP1",-1,"Directed"
"BNT-I (D10, mild)","FBLN2",-1,"Directed"
"BNT-I (D10, mild)","KLF6",1,"Directed"
"BNT-I (D10, mild)","NPHP1",-1,"Directed"
"BNT-I (D10, mild)","USP32",1,"Directed"
"BNT-I (D10, mild)","CTNNAL1",1,"Directed"
"BNT-I (D10, mild)","CPEB2",1,"Directed"
"BNT-I (D10, mild)","MYEF2",-1,"Directed"
"BNT-I (D10, mild)","TCF7L1",1,"Directed"
"BNT-I (D10, mild)","SYNPO",-1,"Directed"
"BNT-I (D10, mild)","ROBO1",-1,"Directed"
"BNT-I (D10, mild)","TFE3",1,"Directed"
"BNT-I (D10, mild)","HTR3A",-1,"Directed"
"BNT-I (D10, mild)","SPATA2",1,"Directed"
"BNT-I (D10, mild)","ZNF257",-1,"Directed"
"BNT-I (D10, mild)","STEAP4",1,"Directed"
"BNT-I (D10, mild)","IFT140",-1,"Directed"
"BNT-I (D10, mild)","MRPL38",-1,"Directed"
"BNT-I (D10, mild)","CKMT2",-1,"Directed"
"BNT-I (D10, mild)","WNT10A",-1,"Directed"
"BNT-I (D10, mild)","SHTN1",1,"Directed"
"BNT-I (D10, mild)","FGR",1,"Directed"
"BNT-I (D10, mild)","MCF2L2",-1,"Directed"
"BNT-I (D10, mild)","SPRN",-1,"Directed"
"BNT-I (D10, mild)","SLFN5",-1,"Directed"
"BNT-I (D10, mild)","TRMT1",-1,"Directed"
"BNT-I (D10, mild)","GSN",1,"Directed"
"BNT-I (D10, mild)","SNHG1",-1,"Directed"
"BNT-I (D10, mild)","SLC41A2",-1,"Directed"
"BNT-I (D10, mild)","STX11",1,"Directed"
"BNT-I (D10, mild)","SAT1",1,"Directed"
"BNT-I (D10, mild)","SLC25A37",1,"Directed"
"BNT-I (D10, mild)","ERLIN1",1,"Directed"
"BNT-I (D10, mild)","NBN",1,"Directed"
"BNT-I (D10, mild)","DTX3L",1,"Directed"
"BNT-I (D10, mild)","FHIT",-1,"Directed"
"BNT-I (D10, mild)","GAN",-1,"Directed"
"BNT-I (D10, mild)","RP2",1,"Directed"
"BNT-I (D10, mild)","DNAJC19",-1,"Directed"
"BNT-I (D10, mild)","SATB1",-1,"Directed"
"BNT-I (D10, mild)","CDCA2",1,"Directed"
"BNT-I (D10, mild)","ZNF507",-1,"Directed"
"BNT-I (D10, mild)","TAF7",1,"Directed"
"BNT-I (D10, mild)","HERPUD1",1,"Directed"
"BNT-I (D10, mild)","BMX",1,"Directed"
"BNT-I (D10, mild)","ABHD10",-1,"Directed"
"BNT-I (D10, mild)","MITD1",1,"Directed"
"BNT-I (D10, mild)","HSPG2",-1,"Directed"
"BNT-I (D10, mild)","LPCAT2",1,"Directed"
"BNT-I (D10, mild)","COQ10B",1,"Directed"
"BNT-I (D10, mild)","RUFY4",1,"Directed"
"BNT-I (D10, mild)","ACSS3",1,"Directed"
"BNT-I (D10, mild)","HMCN1",1,"Directed"
"BNT-I (D10, mild)","HOXB2",-1,"Directed"
"BNT-I (D10, mild)","TRIM21",1,"Directed"
"BNT-I (D10, mild)","WBP2NL",-1,"Directed"
"BNT-I (D10, mild)","C18orf54",-1,"Directed"
"BNT-I (D10, mild)","EBF4",-1,"Directed"
"BNT-I (D10, mild)","IL12RB2",-1,"Directed"
"BNT-I (D10, mild)","LRPAP1",1,"Directed"
"BNT-I (D10, mild)","LAT2",1,"Directed"
"BNT-I (D10, mild)","AGRN",1,"Directed"
"BNT-I (D10, mild)","TMEM11",1,"Directed"
"BNT-I (D10, mild)","MRPS9",-1,"Directed"
"BNT-I (D10, mild)","PCAT18",1,"Directed"
"BNT-I (D10, mild)","KRT2",-1,"Directed"
"BNT-I (D10, mild)","SLC12A3",-1,"Directed"
"BNT-I (D10, mild)","MYRF",-1,"Directed"
"BNT-I (D10, mild)","ST3GAL4",1,"Directed"
"BNT-I (D10, mild)","DNAJB13",-1,"Directed"
"BNT-I (D10, mild)","NOL3",1,"Directed"
"BNT-I (D10, mild)","CLNK",-1,"Directed"
"BNT-I (D10, mild)","PRAP1",-1,"Directed"
"BNT-I (D10, mild)","FUT7",1,"Directed"
"BNT-I (D10, mild)","FUT2",-1,"Directed"
"BNT-I (D10, mild)","ACSL3",1,"Directed"
"BNT-I (D10, mild)","F12",1,"Directed"
"BNT-I (D10, mild)","INF2",-1,"Directed"
"BNT-I (D10, mild)","PTP4A1",1,"Directed"
"BNT-I (D10, mild)","CALHM2",-1,"Directed"
"BNT-I (D10, mild)","CFAP45",1,"Directed"
"BNT-I (D10, mild)","PRKCD",1,"Directed"
"BNT-I (D10, mild)","CBS",1,"Directed"
"BNT-I (D10, mild)","PUS7",-1,"Directed"
"BNT-I (D10, mild)","ZNF229",-1,"Directed"
"BNT-I (D10, mild)","EAF1",1,"Directed"
"BNT-I (D10, mild)","PM20D1",-1,"Directed"
"BNT-I (D10, mild)","PEAR1",1,"Directed"
"BNT-I (D10, mild)","USP35",1,"Directed"
"BNT-I (D10, mild)","ZKSCAN2",-1,"Directed"
"BNT-I (D10, mild)","GTSF1",-1,"Directed"
"BNT-I (D10, mild)","ADAR",1,"Directed"
"BNT-I (D10, mild)","DNAH6",-1,"Directed"
"BNT-I (D10, mild)","TRMT5",-1,"Directed"
"BNT-I (D10, mild)","UGCG",1,"Directed"
"BNT-I (D10, mild)","CCNJL",1,"Directed"
"BNT-I (D10, mild)","TAAR1",1,"Directed"
"BNT-I (D10, mild)","NOP58",-1,"Directed"
"BNT-I (D10, mild)","BSN",-1,"Directed"
"BNT-I (D10, mild)","IL13RA1",1,"Directed"
"BNT-I (D10, mild)","SNORA40",-1,"Directed"
"BNT-I (D10, mild)","DHRS7",1,"Directed"
"BNT-I (D10, mild)","HMOX1",1,"Directed"
"BNT-I (D10, mild)","HAUS4",1,"Directed"
"BNT-I (D10, mild)","JAG1",1,"Directed"
"BNT-I (D10, mild)","SFMBT1",-1,"Directed"
"BNT-I (D10, mild)","RASL11A",1,"Directed"
"BNT-I (D10, mild)","BCL10",1,"Directed"
"BNT-I (D10, mild)","ISM1",-1,"Directed"
"BNT-I (D10, mild)","CBLN3",-1,"Directed"
"BNT-I (D10, mild)","SERPINH1",-1,"Directed"
"BNT-I (D10, mild)","MUC20",-1,"Directed"
"BNT-I (D10, mild)","DCANP1",-1,"Directed"
"BNT-I (D10, mild)","SPI1",1,"Directed"
"BNT-I (D10, mild)","MEDAG",1,"Directed"
"BNT-I (D10, mild)","TSNARE1",-1,"Directed"
"BNT-I (D10, mild)","ADM2",1,"Directed"
"BNT-I (D10, mild)","APOL2",1,"Directed"
"BNT-I (D10, mild)","LYN",1,"Directed"
"BNT-I (D10, mild)","MGAT4A",-1,"Directed"
"BNT-I (D10, mild)","ZNF704",-1,"Directed"
"BNT-I (D10, mild)","PPP4C",1,"Directed"
"BNT-I (D10, mild)","HYLS1",-1,"Directed"
"BNT-I (D10, mild)","ERVH48-1",-1,"Directed"
"BNT-I (D10, mild)","ZNF134",-1,"Directed"
"BNT-I (D10, mild)","GUCY2C",1,"Directed"
"BNT-I (D10, mild)","NSUN6",-1,"Directed"
"BNT-I (D10, mild)","MUC16",-1,"Directed"
"BNT-I (D10, mild)","FOXP4",-1,"Directed"
"BNT-I (D10, mild)","SWI5",1,"Directed"
"BNT-I (D10, mild)","IGF2BP3",1,"Directed"
"BNT-I (D10, mild)","ZNF689",-1,"Directed"
"BNT-I (D10, mild)","CHRFAM7A",-1,"Directed"
"BNT-I (D10, mild)","ADAMTS1",-1,"Directed"
"BNT-I (D10, mild)","PTGER3",-1,"Directed"
"BNT-I (D10, mild)","SIAH3",-1,"Directed"
"BNT-I (D10, mild)","HRK",-1,"Directed"
"BNT-I (D10, mild)","TRIM45",-1,"Directed"
"BNT-I (D10, mild)","CLDN9",1,"Directed"
"BNT-I (D10, mild)","DLGAP5",1,"Directed"
"BNT-I (D10, mild)","IMPG2",1,"Directed"
"BNT-I (D10, mild)","CDC25A",1,"Directed"
"BNT-I (D10, mild)","STPG1",-1,"Directed"
"BNT-I (D10, mild)","SHCBP1",1,"Directed"
"BNT-I (D10, mild)","CAMP",1,"Directed"
"BNT-I (D10, mild)","CD1E",-1,"Directed"
"BNT-I (D10, mild)","LIPM",1,"Directed"
"BNT-I (D10, mild)","TGFA",1,"Directed"
"BNT-I (D10, mild)","CLEC4E",1,"Directed"
"BNT-I (D10, mild)","XRCC4",1,"Directed"
"BNT-I (D10, mild)","LIMK2",1,"Directed"
"BNT-I (D10, mild)","MAST4",-1,"Directed"
"BNT-I (D10, mild)","AZU1",1,"Directed"
"BNT-I (D10, mild)","DUSP2",-1,"Directed"
"BNT-I (D10, mild)","GBP2",1,"Directed"
"BNT-I (D10, mild)","HSPB1",-1,"Directed"
"BNT-I (D10, mild)","AJAP1",-1,"Directed"
"BNT-I (D10, mild)","P2RX6",-1,"Directed"
"BNT-I (D10, mild)","FKBPL",1,"Directed"
"BNT-I (D10, mild)","FZD4",-1,"Directed"
"BNT-I (D10, mild)","GPR141",1,"Directed"
"BNT-I (D10, mild)","IRF9",1,"Directed"
"BNT-I (D10, mild)","PIAS2",1,"Directed"
"BNT-I (D10, mild)","ADAMDEC1",1,"Directed"
"BNT-I (D10, mild)","CD19",-1,"Directed"
"BNT-I (D10, mild)","RNASE3",1,"Directed"
"BNT-I (D10, mild)","ZNF625",-1,"Directed"
"BNT-I (D10, mild)","EBF1",-1,"Directed"
"BNT-I (D10, mild)","ADGRG6",-1,"Directed"
"BNT-I (D10, mild)","SLC5A6",-1,"Directed"
"BNT-I (D10, mild)","GDPD3",1,"Directed"
"BNT-I (D10, mild)","SOX5",-1,"Directed"
"BNT-I (D10, mild)","CD55",1,"Directed"
"BNT-I (D10, mild)","ZNF446",-1,"Directed"
"BNT-I (D10, mild)","MCOLN2",-1,"Directed"
"BNT-I (D10, mild)","PRICKLE2",-1,"Directed"
"BNT-I (D10, mild)","PRRT1",-1,"Directed"
"BNT-I (D10, mild)","HERC2P3",-1,"Directed"
"BNT-I (D10, mild)","PPP5C",-1,"Directed"
"BNT-I (D10, mild)","DHRS13",1,"Directed"
"BNT-I (D10, mild)","SNORD12B",1,"Directed"
"BNT-I (D10, mild)","ARHGAP10",-1,"Directed"
"BNT-I (D10, mild)","C3orf62",1,"Directed"
"BNT-I (D10, mild)","APOBEC3D",-1,"Directed"
"BNT-I (D10, mild)","LPAR6",-1,"Directed"
"BNT-I (D10, mild)","GLI3",-1,"Directed"
"BNT-I (D10, mild)","OR10G2",-1,"Directed"
"BNT-I (D10, mild)","POU4F1",-1,"Directed"
"BNT-I (D10, mild)","ARHGEF19",-1,"Directed"
"BNT-I (D10, mild)","HCN3",-1,"Directed"
"BNT-I (D10, mild)","CLEC7A",1,"Directed"
"BNT-I (D10, mild)","GNB5",-1,"Directed"
"BNT-I (D10, mild)","MXD1",1,"Directed"
"BNT-I (D10, mild)","TCF7L2",1,"Directed"
"BNT-I (D10, mild)","SLC15A4",1,"Directed"
"BNT-I (D10, mild)","TCEA3",-1,"Directed"
"BNT-I (D10, mild)","ASPDH",-1,"Directed"
"BNT-I (D10, mild)","DYSF",1,"Directed"
"BNT-I (D10, mild)","FASTKD5",1,"Directed"
"BNT-I (D10, mild)","ERI1",1,"Directed"
"BNT-I (D10, mild)","MRPS2",-1,"Directed"
"BNT-I (D10, mild)","TMEM67",-1,"Directed"
"BNT-I (D10, mild)","ANO10",1,"Directed"
"BNT-I (D10, mild)","GPR87",1,"Directed"
"BNT-I (D10, mild)","EFHD1",-1,"Directed"
"BNT-I (D10, mild)","PLOD1",1,"Directed"
"BNT-I (D10, mild)","C1QTNF3",-1,"Directed"
"BNT-I (D10, mild)","BDH2",-1,"Directed"
"BNT-I (D10, mild)","SIPA1L3",-1,"Directed"
"BNT-I (D10, mild)","STYXL1",1,"Directed"
"BNT-I (D10, mild)","FAM83G",-1,"Directed"
"BNT-I (D10, mild)","LRRN1",1,"Directed"
"BNT-I (D10, mild)","UNC93B1",1,"Directed"
"BNT-I (D10, mild)","MMACHC",-1,"Directed"
"BNT-I (D10, mild)","TMEM167B",1,"Directed"
"BNT-I (D10, mild)","RHPN1",-1,"Directed"
"BNT-I (D10, mild)","ASAH1",1,"Directed"
"BNT-I (D10, mild)","BAK1",1,"Directed"
"BNT-I (D10, mild)","OR52B4",1,"Directed"
"BNT-I (D10, mild)","IL10RB",1,"Directed"
"BNT-I (D10, mild)","ZBTB46",-1,"Directed"
"BNT-I (D10, mild)","XKR9",-1,"Directed"
"BNT-I (D10, mild)","CDK15",-1,"Directed"
"BNT-I (D10, mild)","KCNK10",-1,"Directed"
"BNT-I (D10, mild)","FAT2",1,"Directed"
"BNT-I (D10, mild)","AGBL2",-1,"Directed"
"BNT-I (D10, mild)","PCDH9",-1,"Directed"
"BNT-I (D10, mild)","SNAPIN",1,"Directed"
"BNT-I (D10, mild)","SSBP4",-1,"Directed"
"BNT-I (D10, mild)","IRAK1BP1",-1,"Directed"
"BNT-I (D10, mild)","DDX54",-1,"Directed"
"BNT-I (D10, mild)","TUBA3D",-1,"Directed"
"BNT-I (D10, mild)","CTSG",1,"Directed"
"BNT-I (D10, mild)","LAMA2",-1,"Directed"
"BNT-I (D10, mild)","HHLA2",-1,"Directed"
"BNT-I (D10, mild)","ZSCAN31",-1,"Directed"
"BNT-I (D10, mild)","CTLA4",-1,"Directed"
"BNT-I (D10, mild)","IDI1",1,"Directed"
"BNT-I (D10, mild)","NDUFAF1",1,"Directed"
"BNT-I (D10, mild)","TP63",-1,"Directed"
"BNT-I (D10, mild)","NCF2",1,"Directed"
"BNT-I (D10, mild)","PPFIBP1",-1,"Directed"
"BNT-I (D10, mild)","SCUBE3",-1,"Directed"
"BNT-I (D10, mild)","CLEC9A",-1,"Directed"
"BNT-I (D10, mild)","NEK2",1,"Directed"
"BNT-I (D10, mild)","ARMC9",-1,"Directed"
"BNT-I (D10, mild)","PRG2",1,"Directed"
"BNT-I (D10, mild)","CXCR3",-1,"Directed"
"BNT-I (D10, mild)","ETV7",1,"Directed"
"BNT-I (D10, mild)","DDI2",-1,"Directed"
"BNT-I (D10, mild)","P3H2",-1,"Directed"
"BNT-I (D10, mild)","PRMT6",-1,"Directed"
"BNT-I (D10, mild)","ZNF541",-1,"Directed"
"BNT-I (D10, mild)","HLX",1,"Directed"
"BNT-I (D10, mild)","APOL6",1,"Directed"
"BNT-I (D10, mild)","PRSS53",-1,"Directed"
"BNT-I (D10, mild)","HHATL",1,"Directed"
"BNT-I (D10, mild)","DNAH3",-1,"Directed"
"BNT-I (D10, mild)","IMMP2L",-1,"Directed"
"BNT-I (D10, mild)","ZNF626",-1,"Directed"
"BNT-I (D10, mild)","SPAG8",-1,"Directed"
"BNT-I (D10, mild)","UBE2C",1,"Directed"
"BNT-I (D10, mild)","VIT",-1,"Directed"
"BNT-I (D10, mild)","CCR3",-1,"Directed"
"BNT-I (D10, mild)","NPL",1,"Directed"
"BNT-I (D10, mild)","HDAC4",1,"Directed"
"BNT-I (D10, mild)","KHDC1",-1,"Directed"
"BNT-I (D10, mild)","CYP19A1",1,"Directed"
"BNT-I (D10, mild)","NOS3",-1,"Directed"
"BNT-I (D10, mild)","RHAG",1,"Directed"
"BNT-I (D10, mild)","SLC9A3",-1,"Directed"
"BNT-I (D10, mild)","CTSK",1,"Directed"
"BNT-I (D10, mild)","CLSPN",1,"Directed"
"BNT-I (D10, mild)","DBH",-1,"Directed"
"BNT-I (D10, mild)","DCP2",1,"Directed"
"BNT-I (D10, mild)","IL36A",-1,"Directed"
"BNT-I (D10, mild)","NTRK1",-1,"Directed"
"BNT-I (D10, mild)","VN1R1",-1,"Directed"
"BNT-I (D10, mild)","IFIT5",1,"Directed"
"BNT-I (D10, mild)","ADGRG3",1,"Directed"
"BNT-I (D10, mild)","DCST1",1,"Directed"
"BNT-I (D10, mild)","CNN2",1,"Directed"
"BNT-I (D10, mild)","CACTIN",-1,"Directed"
"BNT-I (D10, mild)","PYGL",1,"Directed"
"BNT-I (D10, mild)","TPX2",1,"Directed"
"BNT-I (D10, mild)","TENM4",-1,"Directed"
"BNT-I (D10, mild)","CACNB4",-1,"Directed"
"BNT-I (D10, mild)","KCNH2",-1,"Directed"
"BNT-I (D10, mild)","STS",1,"Directed"
"BNT-I (D10, mild)","DYRK4",-1,"Directed"
"BNT-I (D10, mild)","GGA2",-1,"Directed"
"BNT-I (D10, mild)","STAB2",1,"Directed"
"BNT-I (D10, mild)","STX3",1,"Directed"
"BNT-I (D10, mild)","ADIPOR1",1,"Directed"
"BNT-I (D10, mild)","ZNF850",-1,"Directed"
"BNT-I (D10, mild)","HOXB4",-1,"Directed"
"BNT-I (D10, mild)","RAB31",1,"Directed"
"BNT-I (D10, mild)","COL4A3",-1,"Directed"
"BNT-I (D10, mild)","TSPYL5",-1,"Directed"
"BNT-I (D10, mild)","CASP4",1,"Directed"
"BNT-I (D10, mild)","PTH2R",1,"Directed"
"BNT-I (D10, mild)","KIF4A",1,"Directed"
"BNT-I (D10, mild)","PPP1R3E",-1,"Directed"
"BNT-I (D10, mild)","FAM86C2P",-1,"Directed"
"BNT-I (D10, mild)","PDLIM7",1,"Directed"
"BNT-I (D10, mild)","ACTA2",1,"Directed"
"BNT-I (D10, mild)","AP3M2",-1,"Directed"
"BNT-I (D10, mild)","ACBD4",-1,"Directed"
"BNT-I (D10, mild)","MLST8",-1,"Directed"
"BNT-I (D10, mild)","ENTPD1",1,"Directed"
"BNT-I (D10, mild)","PTPRM",-1,"Directed"
"BNT-I (D10, mild)","LY86",1,"Directed"
"BNT-I (D10, mild)","CCL3L1",-1,"Directed"
"BNT-I (D10, mild)","MYBPC1",1,"Directed"
