"source","target","value","type"
"Metabolism","SMARCD3",0,"Directed"
"Reg. of BP","SMARCD3",0,"Directed"
"Cellular","SGCB",0,"Directed"
"Cellular","ZMYND11",0,"Directed"
"Interspecies interaction","ZMYND11",0,"Directed"
"Metabolism","ZMYND11",0,"Directed"
"Reg. of BP","ZMYND11",0,"Directed"
"Cellular","FCMR",0,"Directed"
"Reg. of BP","FCMR",0,"Directed"
"Cellular","FMNL3",0,"Directed"
"Reg. of BP","FMNL3",0,"Directed"
"Cellular","XIST",0,"Directed"
"Metabolism","XIST",0,"Directed"
"Reg. of BP","XIST",0,"Directed"
"Cellular","THOC7",0,"Directed"
"Interspecies interaction","THOC7",0,"Directed"
"Metabolism","THOC7",0,"Directed"
"Cellular","AP3S1",0,"Directed"
"Reg. of BP","AP3S1",0,"Directed"
"Metabolism","DZIP3",0,"Directed"
"Cellular","AMIGO1",0,"Directed"
"Reg. of BP","AMIGO1",0,"Directed"
"Cellular","MIEN1",0,"Directed"
"Reg. of BP","MIEN1",0,"Directed"
"Cellular","PRKACB",0,"Directed"
"Metabolism","PRKACB",0,"Directed"
"Reg. of BP","PRKACB",0,"Directed"
"Cellular","RAB32",0,"Directed"
"Immune system","RAB32",0,"Directed"
"Cellular","KLF12",0,"Directed"
"Metabolism","KLF12",0,"Directed"
"Reg. of BP","KLF12",0,"Directed"
"Cellular","ZNF608",0,"Directed"
"Metabolism","ZNF608",0,"Directed"
"Reg. of BP","ZNF608",0,"Directed"
"Cellular","FBF1",0,"Directed"
"Cellular","MAP9",0,"Directed"
"Reg. of BP","MAP9",0,"Directed"
"Cellular","JTB",0,"Directed"
"Metabolism","JTB",0,"Directed"
"Reg. of BP","JTB",0,"Directed"
"Cellular","NMT2",0,"Directed"
"Metabolism","NMT2",0,"Directed"
"Reg. of BP","NMT2",0,"Directed"
"Cellular","OR2B6",0,"Directed"
"Reg. of BP","OR2B6",0,"Directed"
"Cellular","SLC38A1",0,"Directed"
"Metabolism","SLC38A1",0,"Directed"
"Reg. of BP","SLC38A1",0,"Directed"
"Cellular","FCER1A",0,"Directed"
"Reg. of BP","FCER1A",0,"Directed"
"Cellular","POLE4",0,"Directed"
"Metabolism","POLE4",0,"Directed"
"Cellular","AMOT",0,"Directed"
"Reg. of BP","AMOT",0,"Directed"
"Cellular","GSTO1",0,"Directed"
"Metabolism","GSTO1",0,"Directed"
"Reg. of BP","GSTO1",0,"Directed"
"Cellular","GPR160",0,"Directed"
"Reg. of BP","GPR160",0,"Directed"
"Cellular","DCTN2",0,"Directed"
"Cellular","ZNF91",0,"Directed"
"Metabolism","ZNF91",0,"Directed"
"Reg. of BP","ZNF91",0,"Directed"
"Cellular","SLC29A2",0,"Directed"
"Cellular","ADGRG5",0,"Directed"
"Reg. of BP","ADGRG5",0,"Directed"
"Cellular","BCL7A",0,"Directed"
"Metabolism","BCL7A",0,"Directed"
"Reg. of BP","BCL7A",0,"Directed"
"Cellular","SDHB",0,"Directed"
"Metabolism","SDHB",0,"Directed"
"Cellular","SEPHS2",0,"Directed"
"Metabolism","SEPHS2",0,"Directed"
"Cellular","GPR174",0,"Directed"
"Immune system","GPR174",0,"Directed"
"Reg. of BP","GPR174",0,"Directed"
"Cellular","ZNF600",0,"Directed"
"Metabolism","ZNF600",0,"Directed"
"Reg. of BP","ZNF600",0,"Directed"
"Cellular","NFATC2",0,"Directed"
"Immune system","NFATC2",0,"Directed"
"Metabolism","NFATC2",0,"Directed"
"Reg. of BP","NFATC2",0,"Directed"
"Cellular","KRI1",0,"Directed"
"Metabolism","KRI1",0,"Directed"
"Cellular","SETD6",0,"Directed"
"Metabolism","SETD6",0,"Directed"
"Reg. of BP","SETD6",0,"Directed"
"Cellular","ARHGEF9",0,"Directed"
"Reg. of BP","ARHGEF9",0,"Directed"
"Cellular","DUSP16",0,"Directed"
"Metabolism","DUSP16",0,"Directed"
"Reg. of BP","DUSP16",0,"Directed"
"Cellular","SACS",0,"Directed"
"Reg. of BP","SACS",0,"Directed"
"Cellular","AUTS2",0,"Directed"
"Metabolism","AUTS2",0,"Directed"
"Reg. of BP","AUTS2",0,"Directed"
"Metabolism","CPA3",0,"Directed"
"Cellular","STARD9",0,"Directed"
"Cellular","BCL9L",0,"Directed"
"Metabolism","BCL9L",0,"Directed"
"Reg. of BP","BCL9L",0,"Directed"
"Cellular","CDC25B",0,"Directed"
"Metabolism","CDC25B",0,"Directed"
"Reg. of BP","CDC25B",0,"Directed"
"Cellular","ABCB1",0,"Directed"
"Metabolism","ABCB1",0,"Directed"
"Reg. of BP","ABCB1",0,"Directed"
"Cellular","WDR54",0,"Directed"
"Reg. of BP","WDR54",0,"Directed"
"Cellular","TRAF1",0,"Directed"
"Metabolism","TRAF1",0,"Directed"
"Reg. of BP","TRAF1",0,"Directed"
"Cellular","USP45",0,"Directed"
"Metabolism","USP45",0,"Directed"
"Immune system","CTSF",0,"Directed"
"Metabolism","CTSF",0,"Directed"
"Cellular","MICAL3",0,"Directed"
"Cellular","TRAF5",0,"Directed"
"Metabolism","TRAF5",0,"Directed"
"Reg. of BP","TRAF5",0,"Directed"
"Cellular","AKAP1",0,"Directed"
"Immune system","AKAP1",0,"Directed"
"Interspecies interaction","AKAP1",0,"Directed"
"Cellular","NAP1L2",0,"Directed"
"Metabolism","NAP1L2",0,"Directed"
"Reg. of BP","NAP1L2",0,"Directed"
"Cellular","ASGR2",0,"Directed"
"Reg. of BP","ASGR2",0,"Directed"
"Cellular","PTPN13",0,"Directed"
"Metabolism","PTPN13",0,"Directed"
"Reg. of BP","PTPN13",0,"Directed"
"Cellular","CD96",0,"Directed"
"Immune system","CD96",0,"Directed"
"Interspecies interaction","CD96",0,"Directed"
"Metabolism","CD96",0,"Directed"
"Reg. of BP","CD96",0,"Directed"
"Cellular","NLRC3",0,"Directed"
"Immune system","NLRC3",0,"Directed"
"Interspecies interaction","NLRC3",0,"Directed"
"Metabolism","NLRC3",0,"Directed"
"Reg. of BP","NLRC3",0,"Directed"
"Cellular","ATP8B2",0,"Directed"
"Cellular","NIPA1",0,"Directed"
"Cellular","NPFF",0,"Directed"
"Reg. of BP","NPFF",0,"Directed"
"Cellular","WDR6",0,"Directed"
"Metabolism","WDR6",0,"Directed"
"Reg. of BP","WDR6",0,"Directed"
"Cellular","IKZF2",0,"Directed"
"Metabolism","IKZF2",0,"Directed"
"Reg. of BP","IKZF2",0,"Directed"
"Cellular","MYL12A",0,"Directed"
"Cellular","SF3B6",0,"Directed"
"Metabolism","SF3B6",0,"Directed"
"Cellular","CCDC136",0,"Directed"
"Cellular","THEMIS",0,"Directed"
"Immune system","THEMIS",0,"Directed"
"Reg. of BP","THEMIS",0,"Directed"
"Cellular","ETS1",0,"Directed"
"Immune system","ETS1",0,"Directed"
"Metabolism","ETS1",0,"Directed"
"Reg. of BP","ETS1",0,"Directed"
"Cellular","PLSCR4",0,"Directed"
"Interspecies interaction","PLSCR4",0,"Directed"
"Cellular","ITGB7",0,"Directed"
"Immune system","ITGB7",0,"Directed"
"Interspecies interaction","ITGB7",0,"Directed"
"Reg. of BP","ITGB7",0,"Directed"
"Cellular","NECAB1",0,"Directed"
"Metabolism","NECAB1",0,"Directed"
"Reg. of BP","NECAB1",0,"Directed"
"Cellular","LZTR1",0,"Directed"
"Metabolism","LZTR1",0,"Directed"
"Reg. of BP","LZTR1",0,"Directed"
"Cellular","MAD2L2",0,"Directed"
"Immune system","MAD2L2",0,"Directed"
"Metabolism","MAD2L2",0,"Directed"
"Reg. of BP","MAD2L2",0,"Directed"
"Cellular","THEM4",0,"Directed"
"Metabolism","THEM4",0,"Directed"
"Reg. of BP","THEM4",0,"Directed"
"Cellular","COX8A",0,"Directed"
"Metabolism","COX8A",0,"Directed"
"Cellular","TNRC6C",0,"Directed"
"Metabolism","TNRC6C",0,"Directed"
"Reg. of BP","TNRC6C",0,"Directed"
"Cellular","ZNF33B",0,"Directed"
"Metabolism","ZNF33B",0,"Directed"
"Reg. of BP","ZNF33B",0,"Directed"
"Cellular","ADD2",0,"Directed"
"Immune system","ADD2",0,"Directed"
"Reg. of BP","ADD2",0,"Directed"
"Cellular","CYFIP2",0,"Directed"
"Metabolism","CYFIP2",0,"Directed"
"Reg. of BP","CYFIP2",0,"Directed"
"Cellular","DUOX1",0,"Directed"
"Metabolism","DUOX1",0,"Directed"
"Reg. of BP","DUOX1",0,"Directed"
"Cellular","MMADHC",0,"Directed"
"Metabolism","MMADHC",0,"Directed"
"Cellular","TXN",0,"Directed"
"Metabolism","TXN",0,"Directed"
"Reg. of BP","TXN",0,"Directed"
"Cellular","UBASH3A",0,"Directed"
"Immune system","UBASH3A",0,"Directed"
"Metabolism","UBASH3A",0,"Directed"
"Reg. of BP","UBASH3A",0,"Directed"
"Cellular","SBK1",0,"Directed"
"Metabolism","SBK1",0,"Directed"
"Cellular","PASK",0,"Directed"
"Metabolism","PASK",0,"Directed"
"Reg. of BP","PASK",0,"Directed"
"Cellular","BLOC1S2",0,"Directed"
"Reg. of BP","BLOC1S2",0,"Directed"
"Cellular","MS4A2",0,"Directed"
"Immune system","MS4A2",0,"Directed"
"Reg. of BP","MS4A2",0,"Directed"
"Cellular","AKAP12",0,"Directed"
"Interspecies interaction","AKAP12",0,"Directed"
"Metabolism","AKAP12",0,"Directed"
"Reg. of BP","AKAP12",0,"Directed"
"Cellular","RNF135",0,"Directed"
"Immune system","RNF135",0,"Directed"
"Interspecies interaction","RNF135",0,"Directed"
"Metabolism","RNF135",0,"Directed"
"Reg. of BP","RNF135",0,"Directed"
"Cellular","HDC",0,"Directed"
"Metabolism","HDC",0,"Directed"
"Cellular","ZAP70",0,"Directed"
"Immune system","ZAP70",0,"Directed"
"Interspecies interaction","ZAP70",0,"Directed"
"Metabolism","ZAP70",0,"Directed"
"Reg. of BP","ZAP70",0,"Directed"
"Cellular","RFTN1",0,"Directed"
"Immune system","RFTN1",0,"Directed"
"Interspecies interaction","RFTN1",0,"Directed"
"Metabolism","RFTN1",0,"Directed"
"Reg. of BP","RFTN1",0,"Directed"
"Cellular","MPLKIP",0,"Directed"
"Cellular","GDF11",0,"Directed"
"Metabolism","GDF11",0,"Directed"
"Reg. of BP","GDF11",0,"Directed"
"Cellular","CELSR2",0,"Directed"
"Metabolism","CELSR2",0,"Directed"
"Reg. of BP","CELSR2",0,"Directed"
"Cellular","GCNT4",0,"Directed"
"Immune system","GCNT4",0,"Directed"
"Metabolism","GCNT4",0,"Directed"
"Cellular","MYO10",0,"Directed"
"Reg. of BP","MYO10",0,"Directed"
"Cellular","IL15",0,"Directed"
"Immune system","IL15",0,"Directed"
"Interspecies interaction","IL15",0,"Directed"
"Metabolism","IL15",0,"Directed"
"Reg. of BP","IL15",0,"Directed"
"Cellular","MAGEE1",0,"Directed"
"Metabolism","MAGEE1",0,"Directed"
"Reg. of BP","MAGEE1",0,"Directed"
"Cellular","PFDN2",0,"Directed"
"Metabolism","PFDN2",0,"Directed"
"Reg. of BP","PFDN2",0,"Directed"
"Cellular","PHLDB2",0,"Directed"
"Reg. of BP","PHLDB2",0,"Directed"
"Cellular","BIN1",0,"Directed"
"Metabolism","BIN1",0,"Directed"
"Reg. of BP","BIN1",0,"Directed"
"Cellular","KIF3A",0,"Directed"
"Cellular","LMO7",0,"Directed"
"Metabolism","LMO7",0,"Directed"
"Reg. of BP","LMO7",0,"Directed"
"Cellular","DCTN3",0,"Directed"
"Cellular","BCKDHB",0,"Directed"
"Metabolism","BCKDHB",0,"Directed"
"Cellular","MDN1",0,"Directed"
"Cellular","HOOK1",0,"Directed"
"Cellular","SLC9B2",0,"Directed"
"Immune system","SLC9B2",0,"Directed"
"Reg. of BP","SLC9B2",0,"Directed"
"Cellular","PAIP2B",0,"Directed"
"Metabolism","PAIP2B",0,"Directed"
"Reg. of BP","PAIP2B",0,"Directed"
"Cellular","SPEF2",0,"Directed"
"Cellular","HMGN4",0,"Directed"
"Cellular","EMC7",0,"Directed"
"Cellular","MBLAC2",0,"Directed"
"Metabolism","MBLAC2",0,"Directed"
"Cellular","CCR7",0,"Directed"
"Immune system","CCR7",0,"Directed"
"Interspecies interaction","CCR7",0,"Directed"
"Metabolism","CCR7",0,"Directed"
"Reg. of BP","CCR7",0,"Directed"
"Cellular","MEMO1",0,"Directed"
"Reg. of BP","MEMO1",0,"Directed"
"Cellular","ZFYVE28",0,"Directed"
"Metabolism","ZFYVE28",0,"Directed"
"Reg. of BP","ZFYVE28",0,"Directed"
"Cellular","SEMA4C",0,"Directed"
"Reg. of BP","SEMA4C",0,"Directed"
"Cellular","RHOT1",0,"Directed"
"Reg. of BP","RHOT1",0,"Directed"
"Cellular","CROT",0,"Directed"
"Metabolism","CROT",0,"Directed"
"Cellular","GADD45A",0,"Directed"
"Metabolism","GADD45A",0,"Directed"
"Reg. of BP","GADD45A",0,"Directed"
"Cellular","GLTP",0,"Directed"
"Metabolism","GLTP",0,"Directed"
"Cellular","S100A4",0,"Directed"
"Reg. of BP","S100A4",0,"Directed"
"Cellular","ST6GALNAC6",0,"Directed"
"Metabolism","ST6GALNAC6",0,"Directed"
"Cellular","ITGA7",0,"Directed"
"Immune system","ITGA7",0,"Directed"
"Reg. of BP","ITGA7",0,"Directed"
"Cellular","PRKAG2",0,"Directed"
"Metabolism","PRKAG2",0,"Directed"
"Reg. of BP","PRKAG2",0,"Directed"
"Cellular","MID2",0,"Directed"
"Immune system","MID2",0,"Directed"
"Interspecies interaction","MID2",0,"Directed"
"Metabolism","MID2",0,"Directed"
"Reg. of BP","MID2",0,"Directed"
"Cellular","SMIM20",0,"Directed"
"Cellular","TMEM59",0,"Directed"
"Metabolism","TMEM59",0,"Directed"
"Reg. of BP","TMEM59",0,"Directed"
"Cellular","TBX21",0,"Directed"
"Immune system","TBX21",0,"Directed"
"Interspecies interaction","TBX21",0,"Directed"
"Metabolism","TBX21",0,"Directed"
"Reg. of BP","TBX21",0,"Directed"
"Cellular","URB1",0,"Directed"
"Metabolism","URB1",0,"Directed"
"Cellular","ADAMTS10",0,"Directed"
"Metabolism","ADAMTS10",0,"Directed"
"Cellular","S100A6",0,"Directed"
"Reg. of BP","S100A6",0,"Directed"
"Cellular","ZSCAN12",0,"Directed"
"Metabolism","ZSCAN12",0,"Directed"
"Reg. of BP","ZSCAN12",0,"Directed"
"Cellular","HUWE1",0,"Directed"
"Metabolism","HUWE1",0,"Directed"
"Reg. of BP","HUWE1",0,"Directed"
"Cellular","CNR2",0,"Directed"
"Immune system","CNR2",0,"Directed"
"Interspecies interaction","CNR2",0,"Directed"
"Reg. of BP","CNR2",0,"Directed"
"Metabolism","PJA1",0,"Directed"
"Cellular","CAMK4",0,"Directed"
"Immune system","CAMK4",0,"Directed"
"Metabolism","CAMK4",0,"Directed"
"Reg. of BP","CAMK4",0,"Directed"
"Cellular","TSHZ1",0,"Directed"
"Metabolism","TSHZ1",0,"Directed"
"Reg. of BP","TSHZ1",0,"Directed"
"Cellular","GSTM4",0,"Directed"
"Metabolism","GSTM4",0,"Directed"
"Cellular","CNIH4",0,"Directed"
"Cellular","FGFRL1",0,"Directed"
"Reg. of BP","FGFRL1",0,"Directed"
"Cellular","RPGRIP1L",0,"Directed"
"Reg. of BP","RPGRIP1L",0,"Directed"
"Cellular","STAT4",0,"Directed"
"Metabolism","STAT4",0,"Directed"
"Reg. of BP","STAT4",0,"Directed"
"Cellular","URGCP",0,"Directed"
"Cellular","RAB11FIP3",0,"Directed"
"Reg. of BP","RAB11FIP3",0,"Directed"
"Cellular","TULP3",0,"Directed"
"Metabolism","TULP3",0,"Directed"
"Reg. of BP","TULP3",0,"Directed"
"Cellular","ZNHIT6",0,"Directed"
"Metabolism","ZNHIT6",0,"Directed"
"Cellular","PARP15",0,"Directed"
"Metabolism","PARP15",0,"Directed"
"Reg. of BP","PARP15",0,"Directed"
"Cellular","RBMS1",0,"Directed"
"Metabolism","RBMS1",0,"Directed"
"Cellular","BRF1",0,"Directed"
"Metabolism","BRF1",0,"Directed"
"Reg. of BP","BRF1",0,"Directed"
"Cellular","CRYZ",0,"Directed"
"Metabolism","CRYZ",0,"Directed"
"Cellular","C14orf93",0,"Directed"
"Metabolism","C14orf93",0,"Directed"
"Reg. of BP","C14orf93",0,"Directed"
"Cellular","FOXO3B",0,"Directed"
"Metabolism","FOXO3B",0,"Directed"
"Reg. of BP","FOXO3B",0,"Directed"
"Cellular","RNF175",0,"Directed"
"Metabolism","RNF175",0,"Directed"
"Cellular","CDHR1",0,"Directed"
"Cellular","COX5B",0,"Directed"
"Metabolism","COX5B",0,"Directed"
"Metabolism","F8",0,"Directed"
"Cellular","MEIKIN",0,"Directed"
"Cellular","PLP2",0,"Directed"
"Reg. of BP","PLP2",0,"Directed"
"Cellular","TIMP3",0,"Directed"
"Metabolism","TIMP3",0,"Directed"
"Reg. of BP","TIMP3",0,"Directed"
"Cellular","ZNF829",0,"Directed"
"Metabolism","ZNF829",0,"Directed"
"Reg. of BP","ZNF829",0,"Directed"
"Cellular","GPM6B",0,"Directed"
"Reg. of BP","GPM6B",0,"Directed"
"Cellular","ZNF337",0,"Directed"
"Metabolism","ZNF337",0,"Directed"
"Reg. of BP","ZNF337",0,"Directed"
"Cellular","CNOT8",0,"Directed"
"Metabolism","CNOT8",0,"Directed"
"Reg. of BP","CNOT8",0,"Directed"
"Cellular","PRRC2B",0,"Directed"
"Cellular","KIF5C",0,"Directed"
"Cellular","EPHA4",0,"Directed"
"Metabolism","EPHA4",0,"Directed"
"Reg. of BP","EPHA4",0,"Directed"
"Cellular","EXOC6",0,"Directed"
"Cellular","KLHL3",0,"Directed"
"Metabolism","KLHL3",0,"Directed"
"Cellular","GYG1",0,"Directed"
"Metabolism","GYG1",0,"Directed"
"Cellular","CYP3A5",0,"Directed"
"Metabolism","CYP3A5",0,"Directed"
"Cellular","CARD11",0,"Directed"
"Immune system","CARD11",0,"Directed"
"Metabolism","CARD11",0,"Directed"
"Reg. of BP","CARD11",0,"Directed"
"Metabolism","CAPN13",0,"Directed"
"Immune system","SCART1",0,"Directed"
"Cellular","SPATA20",0,"Directed"
"Metabolism","SPATA20",0,"Directed"
"Cellular","SCMH1",0,"Directed"
"Metabolism","SCMH1",0,"Directed"
"Reg. of BP","SCMH1",0,"Directed"
"Cellular","PTPRK",0,"Directed"
"Metabolism","PTPRK",0,"Directed"
"Reg. of BP","PTPRK",0,"Directed"
"Cellular","NSG1",0,"Directed"
"Metabolism","NSG1",0,"Directed"
"Reg. of BP","NSG1",0,"Directed"
"Cellular","CC2D2B",0,"Directed"
"Cellular","ABHD15",0,"Directed"
"Metabolism","ABHD15",0,"Directed"
"Cellular","NR3C2",0,"Directed"
"Reg. of BP","NR3C2",0,"Directed"
"Cellular","ESYT1",0,"Directed"
"Cellular","APBA2",0,"Directed"
"Metabolism","APBA2",0,"Directed"
"Reg. of BP","APBA2",0,"Directed"
"Cellular","UBTF",0,"Directed"
"Metabolism","UBTF",0,"Directed"
"Reg. of BP","UBTF",0,"Directed"
"Cellular","COX7B",0,"Directed"
"Metabolism","COX7B",0,"Directed"
"Cellular","GPR75",0,"Directed"
"Reg. of BP","GPR75",0,"Directed"
"Cellular","CPEB3",0,"Directed"
"Metabolism","CPEB3",0,"Directed"
"Reg. of BP","CPEB3",0,"Directed"
"Cellular","POMT1",0,"Directed"
"Metabolism","POMT1",0,"Directed"
"Reg. of BP","POMT1",0,"Directed"
"Cellular","ZFP41",0,"Directed"
"Cellular","STAC3",0,"Directed"
"Reg. of BP","STAC3",0,"Directed"
"Cellular","ABCD2",0,"Directed"
"Interspecies interaction","ABCD2",0,"Directed"
"Metabolism","ABCD2",0,"Directed"
"Reg. of BP","ABCD2",0,"Directed"
"Cellular","CAD",0,"Directed"
"Metabolism","CAD",0,"Directed"
"Cellular","MAP4K1",0,"Directed"
"Metabolism","MAP4K1",0,"Directed"
"Reg. of BP","MAP4K1",0,"Directed"
"Cellular","NIPAL3",0,"Directed"
"Cellular","SP100",0,"Directed"
"Immune system","SP100",0,"Directed"
"Interspecies interaction","SP100",0,"Directed"
"Metabolism","SP100",0,"Directed"
"Reg. of BP","SP100",0,"Directed"
"Cellular","SPTAN1",0,"Directed"
"Reg. of BP","SPTAN1",0,"Directed"
"Cellular","UPP1",0,"Directed"
"Metabolism","UPP1",0,"Directed"
"Cellular","SEMA4F",0,"Directed"
"Reg. of BP","SEMA4F",0,"Directed"
"Cellular","TMED9",0,"Directed"
"Reg. of BP","TMED9",0,"Directed"
"Cellular","LAMTOR5",0,"Directed"
"Interspecies interaction","LAMTOR5",0,"Directed"
"Metabolism","LAMTOR5",0,"Directed"
"Reg. of BP","LAMTOR5",0,"Directed"
"Cellular","EEF1G",0,"Directed"
"Interspecies interaction","EEF1G",0,"Directed"
"Metabolism","EEF1G",0,"Directed"
"Cellular","CST3",0,"Directed"
"Metabolism","CST3",0,"Directed"
"Reg. of BP","CST3",0,"Directed"
"Cellular","ENG",0,"Directed"
"Metabolism","ENG",0,"Directed"
"Reg. of BP","ENG",0,"Directed"
"Cellular","ENOSF1",0,"Directed"
"Metabolism","ENOSF1",0,"Directed"
"Cellular","OTUD7B",0,"Directed"
"Immune system","OTUD7B",0,"Directed"
"Metabolism","OTUD7B",0,"Directed"
"Reg. of BP","OTUD7B",0,"Directed"
"Cellular","MAP2K6",0,"Directed"
"Immune system","MAP2K6",0,"Directed"
"Interspecies interaction","MAP2K6",0,"Directed"
"Metabolism","MAP2K6",0,"Directed"
"Reg. of BP","MAP2K6",0,"Directed"
"Cellular","GALT",0,"Directed"
"Metabolism","GALT",0,"Directed"
"Cellular","DEK",0,"Directed"
"Metabolism","DEK",0,"Directed"
"Reg. of BP","DEK",0,"Directed"
"Cellular","APBB1",0,"Directed"
"Metabolism","APBB1",0,"Directed"
"Reg. of BP","APBB1",0,"Directed"
"Cellular","SPOCK2",0,"Directed"
"Metabolism","SPOCK2",0,"Directed"
"Reg. of BP","SPOCK2",0,"Directed"
"Cellular","SKAP1",0,"Directed"
"Immune system","SKAP1",0,"Directed"
"Metabolism","SKAP1",0,"Directed"
"Reg. of BP","SKAP1",0,"Directed"
"Cellular","MKS1",0,"Directed"
"Reg. of BP","MKS1",0,"Directed"
"Cellular","CD8B",0,"Directed"
"Immune system","CD8B",0,"Directed"
"Reg. of BP","CD8B",0,"Directed"
"Cellular","PLCG1",0,"Directed"
"Immune system","PLCG1",0,"Directed"
"Metabolism","PLCG1",0,"Directed"
"Reg. of BP","PLCG1",0,"Directed"
"Cellular","CST7",0,"Directed"
"Immune system","CST7",0,"Directed"
"Metabolism","CST7",0,"Directed"
"Reg. of BP","CST7",0,"Directed"
"Cellular","GOLGA8O",0,"Directed"
"Cellular","POMP",0,"Directed"
"Cellular","TESPA1",0,"Directed"
"Immune system","TESPA1",0,"Directed"
"Reg. of BP","TESPA1",0,"Directed"
"Cellular","RASGRP1",0,"Directed"
"Immune system","RASGRP1",0,"Directed"
"Interspecies interaction","RASGRP1",0,"Directed"
"Metabolism","RASGRP1",0,"Directed"
"Reg. of BP","RASGRP1",0,"Directed"
"Cellular","AP2S1",0,"Directed"
"Reg. of BP","AP2S1",0,"Directed"
"Cellular","CCDC66",0,"Directed"
"Reg. of BP","CCDC66",0,"Directed"
"Cellular","USP13",0,"Directed"
"Metabolism","USP13",0,"Directed"
"Reg. of BP","USP13",0,"Directed"
"Cellular","CNNM3",0,"Directed"
"Cellular","COLGALT2",0,"Directed"
"Cellular","GPAM",0,"Directed"
"Immune system","GPAM",0,"Directed"
"Interspecies interaction","GPAM",0,"Directed"
"Metabolism","GPAM",0,"Directed"
"Reg. of BP","GPAM",0,"Directed"
"Cellular","ZFP62",0,"Directed"
"Metabolism","ZFP62",0,"Directed"
"Reg. of BP","ZFP62",0,"Directed"
"Cellular","CNEP1R1",0,"Directed"
"Metabolism","CNEP1R1",0,"Directed"
"Reg. of BP","CNEP1R1",0,"Directed"
"Cellular","EARS2",0,"Directed"
"Metabolism","EARS2",0,"Directed"
"Cellular","ANK3",0,"Directed"
"Metabolism","ANK3",0,"Directed"
"Reg. of BP","ANK3",0,"Directed"
"Cellular","MDC1",0,"Directed"
"Metabolism","MDC1",0,"Directed"
"Reg. of BP","MDC1",0,"Directed"
"Cellular","TDP1",0,"Directed"
"Metabolism","TDP1",0,"Directed"
"Cellular","COL19A1",0,"Directed"
"Cellular","PDE4DIP",0,"Directed"
"Reg. of BP","PDE4DIP",0,"Directed"
"Cellular","TFAP4",0,"Directed"
"Interspecies interaction","TFAP4",0,"Directed"
"Metabolism","TFAP4",0,"Directed"
"Reg. of BP","TFAP4",0,"Directed"
"Cellular","CCNDBP1",0,"Directed"
"Reg. of BP","CCNDBP1",0,"Directed"
"Cellular","COL6A2",0,"Directed"
"Cellular","DDX31",0,"Directed"
"Cellular","NPR2",0,"Directed"
"Metabolism","NPR2",0,"Directed"
"Reg. of BP","NPR2",0,"Directed"
"Cellular","CHD3",0,"Directed"
"Metabolism","CHD3",0,"Directed"
"Reg. of BP","CHD3",0,"Directed"
"Cellular","CCDC65",0,"Directed"
"Reg. of BP","CCDC65",0,"Directed"
"Cellular","FIBP",0,"Directed"
"Reg. of BP","FIBP",0,"Directed"
"Cellular","DLG3",0,"Directed"
"Metabolism","DLG3",0,"Directed"
"Reg. of BP","DLG3",0,"Directed"
"Cellular","CD247",0,"Directed"
"Immune system","CD247",0,"Directed"
"Reg. of BP","CD247",0,"Directed"
"Cellular","MARS2",0,"Directed"
"Metabolism","MARS2",0,"Directed"
"Cellular","NOP14",0,"Directed"
"Metabolism","NOP14",0,"Directed"
"Cellular","THEM5",0,"Directed"
"Metabolism","THEM5",0,"Directed"
"Cellular","ZNF248",0,"Directed"
"Metabolism","ZNF248",0,"Directed"
"Reg. of BP","ZNF248",0,"Directed"
"Cellular","STXBP4",0,"Directed"
"Immune system","STXBP4",0,"Directed"
"Interspecies interaction","STXBP4",0,"Directed"
"Reg. of BP","STXBP4",0,"Directed"
"Cellular","DHRS3",0,"Directed"
"Metabolism","DHRS3",0,"Directed"
"Reg. of BP","DHRS3",0,"Directed"
"Cellular","RPTOR",0,"Directed"
"Metabolism","RPTOR",0,"Directed"
"Reg. of BP","RPTOR",0,"Directed"
"Cellular","ZNF827",0,"Directed"
"Metabolism","ZNF827",0,"Directed"
"Reg. of BP","ZNF827",0,"Directed"
"Cellular","LTBP4",0,"Directed"
"Reg. of BP","LTBP4",0,"Directed"
"Cellular","MORC2",0,"Directed"
"Metabolism","MORC2",0,"Directed"
"Reg. of BP","MORC2",0,"Directed"
"Cellular","CD3E",0,"Directed"
"Immune system","CD3E",0,"Directed"
"Metabolism","CD3E",0,"Directed"
"Reg. of BP","CD3E",0,"Directed"
"Cellular","PIP",0,"Directed"
"Immune system","PIP",0,"Directed"
"Metabolism","PIP",0,"Directed"
"Reg. of BP","PIP",0,"Directed"
"Cellular","ZNF550",0,"Directed"
"Metabolism","ZNF550",0,"Directed"
"Reg. of BP","ZNF550",0,"Directed"
"Cellular","SLC30A4",0,"Directed"
"Reg. of BP","SLC30A4",0,"Directed"
"Cellular","CHD6",0,"Directed"
"Metabolism","CHD6",0,"Directed"
"Reg. of BP","CHD6",0,"Directed"
"Cellular","CARNS1",0,"Directed"
"Metabolism","CARNS1",0,"Directed"
"Cellular","KCNIP4",0,"Directed"
"Reg. of BP","KCNIP4",0,"Directed"
"Cellular","NT5E",0,"Directed"
"Metabolism","NT5E",0,"Directed"
"Reg. of BP","NT5E",0,"Directed"
"Cellular","GIPR",0,"Directed"
"Metabolism","GIPR",0,"Directed"
"Reg. of BP","GIPR",0,"Directed"
"Cellular","ADGRG1",0,"Directed"
"Metabolism","ADGRG1",0,"Directed"
"Reg. of BP","ADGRG1",0,"Directed"
"Cellular","NAT10",0,"Directed"
