"source","target","annotation"
"FLUARIX FLUVIRIN (D3)","TOMM20","UP"
"FLUARIX FLUVIRIN (D3)","TPP2","UP"
"FLUARIX FLUVIRIN (D3)","TRAPPC10","UP"
"FLUARIX FLUVIRIN (D3)","TSPYL1","UP"
"FLUARIX FLUVIRIN (D3)","TTC3","UP"
"FLUARIX FLUVIRIN (D3)","TUBB1","UP"
"FLUARIX FLUVIRIN (D3)","TUBB6","UP"
"FLUARIX FLUVIRIN (D3)","TWF1","UP"
"FLUARIX FLUVIRIN (D3)","UFL1","UP"
"FLUARIX FLUVIRIN (D3)","USP12","UP"
"FLUARIX FLUVIRIN (D3)","USP16","UP"
"FLUARIX FLUVIRIN (D3)","USP36","UP"
"FLUARIX FLUVIRIN (D3)","USP47","UP"
"FLUARIX FLUVIRIN (D3)","USPL1","UP"
"FLUARIX FLUVIRIN (D3)","WASF2","UP"
"FLUARIX FLUVIRIN (D3)","WTAP","UP"
"FLUARIX FLUVIRIN (D3)","YTHDC1","UP"
"FLUARIX FLUVIRIN (D3)","ZBTB25","UP"
"FLUARIX FLUVIRIN (D3)","ZBTB38","UP"
"FLUARIX FLUVIRIN (D3)","ZC3H11A","UP"
"FLUARIX FLUVIRIN (D3)","ZEB1","UP"
"FLUARIX FLUVIRIN (D3)","ZMYM2","UP"
"FLUARIX FLUVIRIN (D3)","ZNF101","UP"
"FLUARIX FLUVIRIN (D3)","ZNF12","UP"
"FLUARIX FLUVIRIN (D3)","ZNF131","UP"
"FLUARIX FLUVIRIN (D3)","ZNF136","UP"
"FLUARIX FLUVIRIN (D3)","ZNF22","UP"
"FLUARIX FLUVIRIN (D3)","ZNF274","UP"
"FLUARIX FLUVIRIN (D3)","ZNF277","UP"
"FLUARIX FLUVIRIN (D3)","ZNF292","UP"
"FLUARIX FLUVIRIN (D3)","ZNF331","UP"
"FLUARIX FLUVIRIN (D3)","ZNF395","UP"
"FLUARIX FLUVIRIN (D3)","ZNF512B","UP"
"FLUARIX FLUVIRIN (D3)","ZNF814","UP"
"FLUARIX FLUVIRIN (D3)","ZNF92","UP"
"FLUARIX FLUVIRIN (D3)","ABCA7","UP"
"FLUARIX FLUVIRIN (D3)","ABHD2","UP"
"FLUARIX FLUVIRIN (D3)","ACLY","UP"
"FLUARIX FLUVIRIN (D3)","ADCY7","UP"
"FLUARIX FLUVIRIN (D3)","ADIPOR2","UP"
"FLUARIX FLUVIRIN (D3)","AGPS","UP"
"FLUARIX FLUVIRIN (D3)","AGTRAP","UP"
"FLUARIX FLUVIRIN (D3)","AHCYL1","UP"
"FLUARIX FLUVIRIN (D3)","AKR1A1","UP"
"FLUARIX FLUVIRIN (D3)","ANPEP","UP"
"FLUARIX FLUVIRIN (D3)","AP3S2","UP"
"FLUARIX FLUVIRIN (D3)","APAF1","UP"
"FLUARIX FLUVIRIN (D3)","APEH","UP"
"FLUARIX FLUVIRIN (D3)","APH1B","UP"
"FLUARIX FLUVIRIN (D3)","APLP2","UP"
"FLUARIX FLUVIRIN (D3)","APOBR","UP"
"FLUARIX FLUVIRIN (D3)","APTX","UP"
"FLUARIX FLUVIRIN (D3)","AQP9","UP"
"FLUARIX FLUVIRIN (D3)","ARAP1","UP"
"FLUARIX FLUVIRIN (D3)","ARAP3","UP"
"FLUARIX FLUVIRIN (D3)","ARF3","UP"
"FLUARIX FLUVIRIN (D3)","ARHGAP9","UP"
"FLUARIX FLUVIRIN (D3)","ARPC1B","UP"
"FLUARIX FLUVIRIN (D3)","ASGR2","UP"
"FLUARIX FLUVIRIN (D3)","ASH2L","UP"
"FLUARIX FLUVIRIN (D3)","ASRGL1","UP"
"FLUARIX FLUVIRIN (D3)","ATG7","UP"
"FLUARIX FLUVIRIN (D3)","ATP10D","UP"
"FLUARIX FLUVIRIN (D3)","ATP6AP1","UP"
"FLUARIX FLUVIRIN (D3)","ATP6V0A1","UP"
"FLUARIX FLUVIRIN (D3)","ATP6V0D1","UP"
"FLUARIX FLUVIRIN (D3)","ATP6V1A","UP"
"FLUARIX FLUVIRIN (D3)","ATP6V1B2","UP"
"FLUARIX FLUVIRIN (D3)","BEST1","UP"
"FLUARIX FLUVIRIN (D3)","WBP1L","UP"
"FLUARIX FLUVIRIN (D3)","SPTSSA","UP"
"FLUARIX FLUVIRIN (D3)","DGLUCY","UP"
"FLUARIX FLUVIRIN (D3)","HYPK","UP"
"FLUARIX FLUVIRIN (D3)","USB1","UP"
"FLUARIX FLUVIRIN (D3)","C9orf72","UP"
"FLUARIX FLUVIRIN (D3)","CAMSAP1","UP"
"FLUARIX FLUVIRIN (D3)","CAP1","UP"
"FLUARIX FLUVIRIN (D3)","CAPG","UP"
"FLUARIX FLUVIRIN (D3)","CAPNS1","UP"
"FLUARIX FLUVIRIN (D3)","CAPZB","UP"
"FLUARIX FLUVIRIN (D3)","CASP10","UP"
"FLUARIX FLUVIRIN (D3)","COA3","UP"
"FLUARIX FLUVIRIN (D3)","CCPG1","UP"
"FLUARIX FLUVIRIN (D3)","CD300A","UP"
"FLUARIX FLUVIRIN (D3)","CD36","UP"
"FLUARIX FLUVIRIN (D3)","CD53","UP"
"FLUARIX FLUVIRIN (D3)","ADA2","UP"
"FLUARIX FLUVIRIN (D3)","CHST15","UP"
"FLUARIX FLUVIRIN (D3)","CHURC1","UP"
"FLUARIX FLUVIRIN (D3)","CIDEB","UP"
"FLUARIX FLUVIRIN (D3)","CLDN6","UP"
"FLUARIX FLUVIRIN (D3)","CLMN","UP"
"FLUARIX FLUVIRIN (D3)","CLTA","UP"
"FLUARIX FLUVIRIN (D3)","CNIH4","UP"
"FLUARIX FLUVIRIN (D3)","CORO1B","UP"
"FLUARIX FLUVIRIN (D3)","COX15","UP"
"FLUARIX FLUVIRIN (D3)","CREB5","UP"
"FLUARIX FLUVIRIN (D3)","CRLS1","UP"
"FLUARIX FLUVIRIN (D3)","CSTB","UP"
"FLUARIX FLUVIRIN (D3)","CTBP2","UP"
"FLUARIX FLUVIRIN (D3)","CYFIP1","UP"
"FLUARIX FLUVIRIN (D3)","DAGLB","UP"
"FLUARIX FLUVIRIN (D3)","DAXX","UP"
"FLUARIX FLUVIRIN (D3)","DBT","UP"
"FLUARIX FLUVIRIN (D3)","DCAF7","UP"
"FLUARIX FLUVIRIN (D3)","DCUN1D1","UP"
"FLUARIX FLUVIRIN (D3)","DDB2","UP"
"FLUARIX FLUVIRIN (D3)","DENR","UP"
"FLUARIX FLUVIRIN (D3)","DFFA","UP"
"FLUARIX FLUVIRIN (D3)","DGAT2","UP"
"FLUARIX FLUVIRIN (D3)","DHRS9","UP"
"FLUARIX FLUVIRIN (D3)","DPYSL2","UP"
"FLUARIX FLUVIRIN (D3)","DRAM1","UP"
"FLUARIX FLUVIRIN (D3)","VPS26C","UP"
"FLUARIX FLUVIRIN (D3)","DUSP18","UP"
"FLUARIX FLUVIRIN (D3)","EEFSEC","UP"
"FLUARIX FLUVIRIN (D3)","AGO4","UP"
"FLUARIX FLUVIRIN (D3)","EIF4E2","UP"
"FLUARIX FLUVIRIN (D3)","ENTPD1","UP"
"FLUARIX FLUVIRIN (D3)","ENTPD4","UP"
"FLUARIX FLUVIRIN (D3)","HYCC1","UP"
"FLUARIX FLUVIRIN (D3)","DENND10","UP"
"FLUARIX FLUVIRIN (D3)","RIPOR2","UP"
"FLUARIX FLUVIRIN (D3)","FAR2","UP"
"FLUARIX FLUVIRIN (D3)","FBXL5","UP"
"FLUARIX FLUVIRIN (D3)","FGD2","UP"
"FLUARIX FLUVIRIN (D3)","FGD4","UP"
"FLUARIX FLUVIRIN (D3)","FPGT","UP"
"FLUARIX FLUVIRIN (D3)","FRAT1","UP"
"FLUARIX FLUVIRIN (D3)","FRAT2","UP"
"FLUARIX FLUVIRIN (D3)","GAA","UP"
"FLUARIX FLUVIRIN (D3)","GALNT2","UP"
"FLUARIX FLUVIRIN (D3)","GALNT7","UP"
"FLUARIX FLUVIRIN (D3)","GCA","UP"
"FLUARIX FLUVIRIN (D3)","GCNT2","UP"
"FLUARIX FLUVIRIN (D3)","SLX1B","UP"
"FLUARIX FLUVIRIN (D3)","GK","UP"
"FLUARIX FLUVIRIN (D3)","GLRX","UP"
"FLUARIX FLUVIRIN (D3)","GNS","UP"
"FLUARIX FLUVIRIN (D3)","GPBAR1","UP"
"FLUARIX FLUVIRIN (D3)","GRAMD4","UP"
"FLUARIX FLUVIRIN (D3)","HAL","UP"
"FLUARIX FLUVIRIN (D3)","PUDP","UP"
"FLUARIX FLUVIRIN (D3)","HDLBP","UP"
"FLUARIX FLUVIRIN (D3)","HK3","UP"
"FLUARIX FLUVIRIN (D3)","HMBS","UP"
"FLUARIX FLUVIRIN (D3)","HNRNPAB","UP"
"FLUARIX FLUVIRIN (D3)","HS1BP3","UP"
"FLUARIX FLUVIRIN (D3)","HSPA6","UP"
"FLUARIX FLUVIRIN (D3)","IDH1","UP"
"FLUARIX FLUVIRIN (D3)","ILK","UP"
"FLUARIX FLUVIRIN (D3)","IMPA2","UP"
"FLUARIX FLUVIRIN (D3)","IQGAP1","UP"
"FLUARIX FLUVIRIN (D3)","ITGAX","UP"
"FLUARIX FLUVIRIN (D3)","JUP","UP"
"FLUARIX FLUVIRIN (D3)","KCNE3","UP"
"FLUARIX FLUVIRIN (D3)","KCNJ15","UP"
"FLUARIX FLUVIRIN (D3)","KCNJ2","UP"
"FLUARIX FLUVIRIN (D3)","KCNK6","UP"
"FLUARIX FLUVIRIN (D3)","KCNMB1","UP"
"FLUARIX FLUVIRIN (D3)","KDELR2","UP"
"FLUARIX FLUVIRIN (D3)","KIR3DL2","UP"
"FLUARIX FLUVIRIN (D3)","LAMP2","UP"
"FLUARIX FLUVIRIN (D3)","LARP4B","UP"
"FLUARIX FLUVIRIN (D3)","LRRK2","UP"
"FLUARIX FLUVIRIN (D3)","M6PR","UP"
"FLUARIX FLUVIRIN (D3)","MAP2K3","UP"
"FLUARIX FLUVIRIN (D3)","MAP2K4","UP"
"FLUARIX FLUVIRIN (D3)","MBOAT1","UP"
"FLUARIX FLUVIRIN (D3)","MBOAT7","UP"
"FLUARIX FLUVIRIN (D3)","MCCC2","UP"
"FLUARIX FLUVIRIN (D3)","MGST2","UP"
"FLUARIX FLUVIRIN (D3)","MGST3","UP"
"FLUARIX FLUVIRIN (D3)","MICU1","UP"
"FLUARIX FLUVIRIN (D3)","MIR21","UP"
"FLUARIX FLUVIRIN (D3)","MOB3A","UP"
"FLUARIX FLUVIRIN (D3)","MOGS","UP"
"FLUARIX FLUVIRIN (D3)","MOSPD2","UP"
"FLUARIX FLUVIRIN (D3)","IRAG1","UP"
"FLUARIX FLUVIRIN (D3)","MS4A7","UP"
"FLUARIX FLUVIRIN (D3)","MSL1","UP"
"FLUARIX FLUVIRIN (D3)","MSRB2","UP"
"FLUARIX FLUVIRIN (D3)","NAAA","UP"
"FLUARIX FLUVIRIN (D3)","NADK","UP"
"FLUARIX FLUVIRIN (D3)","NAGA","UP"
"FLUARIX FLUVIRIN (D3)","NAGK","UP"
"FLUARIX FLUVIRIN (D3)","NCF1B","UP"
"FLUARIX FLUVIRIN (D3)","NCF1C","UP"
"FLUARIX FLUVIRIN (D3)","NCF4","UP"
"FLUARIX FLUVIRIN (D3)","NDUFB3","UP"
"FLUARIX FLUVIRIN (D3)","NEK9","UP"
"FLUARIX FLUVIRIN (D3)","NME6","UP"
"FLUARIX FLUVIRIN (D3)","NPL","UP"
"FLUARIX FLUVIRIN (D3)","NQO2","UP"
"FLUARIX FLUVIRIN (D3)","NUDT16","UP"
"FLUARIX FLUVIRIN (D3)","OGDH","UP"
"FLUARIX FLUVIRIN (D3)","ORAI3","UP"
"FLUARIX FLUVIRIN (D3)","ORMDL2","UP"
"FLUARIX FLUVIRIN (D3)","OS9","UP"
"FLUARIX FLUVIRIN (D3)","OSBPL11","UP"
"FLUARIX FLUVIRIN (D3)","OSTM1","UP"
"FLUARIX FLUVIRIN (D3)","P2RY13","UP"
"FLUARIX FLUVIRIN (D3)","PACSIN2","UP"
"FLUARIX FLUVIRIN (D3)","PADI2","UP"
"FLUARIX FLUVIRIN (D3)","PANK2","UP"
"FLUARIX FLUVIRIN (D3)","PCGF6","UP"
"FLUARIX FLUVIRIN (D3)","PEPD","UP"
"FLUARIX FLUVIRIN (D3)","PHKA2","UP"
"FLUARIX FLUVIRIN (D3)","PILRA","UP"
"FLUARIX FLUVIRIN (D3)","PLXNC1","UP"
"FLUARIX FLUVIRIN (D3)","PMVK","UP"
"FLUARIX FLUVIRIN (D3)","POLR1D","UP"
"FLUARIX FLUVIRIN (D3)","PPARGC1A","UP"
"FLUARIX FLUVIRIN (D3)","PPCDC","UP"
"FLUARIX FLUVIRIN (D3)","PPID","UP"
"FLUARIX FLUVIRIN (D3)","PPM1L","UP"
"FLUARIX FLUVIRIN (D3)","PPP1R11","UP"
"FLUARIX FLUVIRIN (D3)","PPP2CB","UP"
"FLUARIX FLUVIRIN (D3)","PRCP","UP"
"FLUARIX FLUVIRIN (D3)","PRDX3","UP"
"FLUARIX FLUVIRIN (D3)","PRELID1","UP"
"FLUARIX FLUVIRIN (D3)","PRKACA","UP"
"FLUARIX FLUVIRIN (D3)","PRKAR1A","UP"
"FLUARIX FLUVIRIN (D3)","PRMT5","UP"
"FLUARIX FLUVIRIN (D3)","PRRC2A","UP"
"FLUARIX FLUVIRIN (D3)","QPCT","UP"
"FLUARIX FLUVIRIN (D3)","RAB1B","UP"
"FLUARIX FLUVIRIN (D3)","RAB4B","UP"
"FLUARIX FLUVIRIN (D3)","RAB7A","UP"
"FLUARIX FLUVIRIN (D3)","RAB8A","UP"
"FLUARIX FLUVIRIN (D3)","RALBP1","UP"
"FLUARIX FLUVIRIN (D3)","RASSF2","UP"
"FLUARIX FLUVIRIN (D3)","RBM19","UP"
"FLUARIX FLUVIRIN (D3)","RBM47","UP"
"FLUARIX FLUVIRIN (D3)","RBP1","UP"
"FLUARIX FLUVIRIN (D3)","REEP4","UP"
"FLUARIX FLUVIRIN (D3)","RGS14","UP"
"FLUARIX FLUVIRIN (D3)","RNF149","UP"
"FLUARIX FLUVIRIN (D3)","RNF24","UP"
"FLUARIX FLUVIRIN (D3)","RPS6KA1","UP"
"FLUARIX FLUVIRIN (D3)","RRAGD","UP"
"FLUARIX FLUVIRIN (D3)","RTN1","UP"
"FLUARIX FLUVIRIN (D3)","RXRA","UP"
"FLUARIX FLUVIRIN (D3)","S100A11","UP"
"FLUARIX FLUVIRIN (D3)","SASH1","UP"
"FLUARIX FLUVIRIN (D3)","SEC23B","UP"
"FLUARIX FLUVIRIN (D3)","SEC23IP","UP"
"FLUARIX FLUVIRIN (D3)","SERPINA1","UP"
"FLUARIX FLUVIRIN (D3)","SERPINB1","UP"
"FLUARIX FLUVIRIN (D3)","SREK1","UP"
"FLUARIX FLUVIRIN (D3)","SFT2D1","UP"
"FLUARIX FLUVIRIN (D3)","SGCD","UP"
"FLUARIX FLUVIRIN (D3)","SH3BP2","UP"
"FLUARIX FLUVIRIN (D3)","SIGLEC12","UP"
"FLUARIX FLUVIRIN (D3)","SIGLEC5","UP"
"FLUARIX FLUVIRIN (D3)","SIGLEC7","UP"
"FLUARIX FLUVIRIN (D3)","SIL1","UP"
"FLUARIX FLUVIRIN (D3)","SIRPB1","UP"
"FLUARIX FLUVIRIN (D3)","SLC12A6","UP"
"FLUARIX FLUVIRIN (D3)","SLC22A15","UP"
"FLUARIX FLUVIRIN (D3)","SLC25A11","UP"
"FLUARIX FLUVIRIN (D3)","SLC27A3","UP"
"FLUARIX FLUVIRIN (D3)","SLC38A10","UP"
"FLUARIX FLUVIRIN (D3)","SLC6A6","UP"
"FLUARIX FLUVIRIN (D3)","SLC8A1","UP"
"FLUARIX FLUVIRIN (D3)","SLX1A","UP"
"FLUARIX FLUVIRIN (D3)","SMC1A","UP"
"FLUARIX FLUVIRIN (D3)","SNX1","UP"
"FLUARIX FLUVIRIN (D3)","SNX27","UP"
"FLUARIX FLUVIRIN (D3)","SORT1","UP"
"FLUARIX FLUVIRIN (D3)","SPTLC2","UP"
"FLUARIX FLUVIRIN (D3)","ST8SIA4","UP"
"FLUARIX FLUVIRIN (D3)","STAM2","UP"
"FLUARIX FLUVIRIN (D3)","STEAP4","UP"
"FLUARIX FLUVIRIN (D3)","STX3","UP"
"FLUARIX FLUVIRIN (D3)","STX6","UP"
"FLUARIX FLUVIRIN (D3)","STYXL1","UP"
"FLUARIX FLUVIRIN (D3)","SULT1A1","UP"
"FLUARIX FLUVIRIN (D3)","SULT1A3","UP"
"FLUARIX FLUVIRIN (D3)","SULT1A4","UP"
"FLUARIX FLUVIRIN (D3)","SYT11","UP"
"FLUARIX FLUVIRIN (D3)","TAF4","UP"
"FLUARIX FLUVIRIN (D3)","TBCE","UP"
"FLUARIX FLUVIRIN (D3)","TBXAS1","UP"
"FLUARIX FLUVIRIN (D3)","TCF7L2","UP"
"FLUARIX FLUVIRIN (D3)","TET2","UP"
"FLUARIX FLUVIRIN (D3)","TIMP2","UP"
"FLUARIX FLUVIRIN (D3)","TM9SF1","UP"
"FLUARIX FLUVIRIN (D3)","TMEFF2","UP"
"FLUARIX FLUVIRIN (D3)","TMEM107","UP"
"FLUARIX FLUVIRIN (D3)","TMEM208","UP"
"FLUARIX FLUVIRIN (D3)","VMP1","UP"
"FLUARIX FLUVIRIN (D3)","TMEM80","UP"
"FLUARIX FLUVIRIN (D3)","TNFAIP2","UP"
"FLUARIX FLUVIRIN (D3)","TNFRSF1A","UP"
"FLUARIX FLUVIRIN (D3)","TOR1A","UP"
"FLUARIX FLUVIRIN (D3)","TPI1","UP"
"FLUARIX FLUVIRIN (D3)","TPPP3","UP"
"FLUARIX FLUVIRIN (D3)","TRIOBP","UP"
"FLUARIX FLUVIRIN (D3)","TRPS1","UP"
"FLUARIX FLUVIRIN (D3)","TYMP","UP"
"FLUARIX FLUVIRIN (D3)","UBA1","UP"
"FLUARIX FLUVIRIN (D3)","UBASH3B","UP"
"FLUARIX FLUVIRIN (D3)","UBE2R2","UP"
"FLUARIX FLUVIRIN (D3)","UBE3C","UP"
"FLUARIX FLUVIRIN (D3)","UBR2","UP"
"FLUARIX FLUVIRIN (D3)","UEVLD","UP"
"FLUARIX FLUVIRIN (D3)","UVSSA","UP"
"FLUARIX FLUVIRIN (D3)","VDR","UP"
"FLUARIX FLUVIRIN (D3)","VIPAS39","UP"
"FLUARIX FLUVIRIN (D3)","VNN2","UP"
"FLUARIX FLUVIRIN (D3)","VPS35","UP"
"FLUARIX FLUVIRIN (D3)","VRK3","UP"
"FLUARIX FLUVIRIN (D3)","WASHC5","UP"
"FLUARIX FLUVIRIN (D3)","WDFY3","UP"
"FLUARIX FLUVIRIN (D3)","WSB1","UP"
"FLUARIX FLUVIRIN (D3)","YWHAE","UP"
"FLUARIX FLUVIRIN (D3)","TUT7","UP"
"FLUARIX FLUVIRIN (D3)","ZMYM6","UP"
"FLUARIX FLUVIRIN (D3)","ZNF143","UP"
"FLUARIX FLUVIRIN (D3)","ZNF641","UP"
"FLUARIX FLUVIRIN (D3)","ZSWIM6","UP"
"MENACTRA (D3)","GPX1","DOWN"
"MENACTRA (D3)","IMPG2","DOWN"
"MENACTRA (D3)","LAMC2","DOWN"
"MENACTRA (D3)","PRL","DOWN"
"MENACTRA (D3)","TNR","DOWN"
"MENACTRA (D3)","AMER2","DOWN"
"MENACTRA (D3)","ITGB4","DOWN"
"MENACTRA (D3)","MMP12","DOWN"
"MENACTRA (D3)","STAB1","DOWN"
"MENACTRA (D3)","ADAMTS20","UP"
"MENACTRA (D3)","ARRB2","UP"
"MENACTRA (D3)","COL8A1","UP"
"MENACTRA (D3)","ITGB4","UP"
"MENACTRA (D3)","SFN","UP"
"MENACTRA (D3)","ST14","UP"
"MENACTRA (D3)","STAB1","UP"
"MENACTRA (D3)","TBC1D8","UP"
"MENACTRA (D3)","APOBR","UP"
"MENACTRA (D3)","FGF5","UP"
"MENACTRA (D3)","GPX1","UP"
"MENACTRA (D3)","LHCGR","UP"
"PANDEMRIX (D7)","ELL2","UP"
"PANDEMRIX (D7)","ERLEC1","UP"
"PANDEMRIX (D7)","FKBP11","UP"
"PANDEMRIX (D7)","GGH","UP"
"PANDEMRIX (D7)","GLDC","UP"
"PANDEMRIX (D7)","ITM2C","UP"
"PANDEMRIX (D7)","KRT81","UP"
"PANDEMRIX (D7)","MANF","UP"
"PANDEMRIX (D7)","MZB1","UP"
"PANDEMRIX (D7)","SDC1","UP"
"PANDEMRIX (D7)","SEC11C","UP"
"PANDEMRIX (D7)","TRAM2","UP"
"PANDEMRIX (D7)","TXNDC5","UP"
"PANDEMRIX (D7)","UCHL1","UP"
"YF VAX (ANY)","ARL4C","DOWN"
"YF VAX (ANY)","B4GALT3","DOWN"
"YF VAX (ANY)","C12orf57","DOWN"
"YF VAX (ANY)","CBX7","DOWN"
"YF VAX (ANY)","EEF1B2","DOWN"
"YF VAX (ANY)","ICAM3","DOWN"
"YF VAX (ANY)","KIF22","DOWN"
"YF VAX (ANY)","KLRB1","DOWN"
"YF VAX (ANY)","LDHB","DOWN"
"YF VAX (ANY)","RPL10A","DOWN"
"YF VAX (ANY)","RPL13","DOWN"
"YF VAX (ANY)","RPL23A","DOWN"
"YF VAX (ANY)","RPL9","DOWN"
"YF VAX (ANY)","RPS10","DOWN"
"YF VAX (ANY)","RPS15A","DOWN"
"YF VAX (ANY)","RPS21","DOWN"
"YF VAX (ANY)","RPS3A","DOWN"
"YF VAX (ANY)","TMC6","DOWN"
"YF VAX (ANY)","TSPAN4","DOWN"
"YF VAX (ANY)","ANXA2","UP"
"YF VAX (ANY)","XAF1","UP"
"YF VAX (ANY)","BLVRA","UP"
"YF VAX (ANY)","CREG1","UP"
"YF VAX (ANY)","EIF4A1","UP"
"YF VAX (ANY)","GLRX","UP"
"YF VAX (ANY)","HSBP1","UP"
"YF VAX (ANY)","LAP3","UP"
"YF VAX (ANY)","LGALS3BP","UP"
"YF VAX (ANY)","LMO2","UP"
"YF VAX (ANY)","LY6E","UP"
"YF VAX (ANY)","MARCKS","UP"
"YF VAX (ANY)","MT1M","UP"
"YF VAX (ANY)","PLSCR1","UP"
"YF VAX (ANY)","PSMA4","UP"
"YF VAX (ANY)","PSMA6","UP"
"YF VAX (ANY)","PSME2","UP"
"YF VAX (ANY)","SERPINA1","UP"
"YF VAX (ANY)","SP110","UP"
"YF VAX (ANY)","UBE2D3","UP"
"YF VAX (ANY)","USP18","UP"
"YF VAX (ANY)","VRK2","UP"
"LVS F TULARENSIS (H336)","ARRB1","UP"
"LVS F TULARENSIS (H336)","ATL3","UP"
"LVS F TULARENSIS (H336)","CD300A","UP"
"LVS F TULARENSIS (H336)","M6PR","UP"
"LVS F TULARENSIS (H336)","TXNIP","UP"
"LVS F TULARENSIS (H336)","VAMP8","UP"
"LVS F TULARENSIS (H48)","EIF3M","DOWN"
"LVS F TULARENSIS (H48)","GSPT1","DOWN"
"LVS F TULARENSIS (H48)","KLF2","DOWN"
"LVS F TULARENSIS (H48)","NACA","DOWN"
"LVS F TULARENSIS (H48)","NAP1L1","DOWN"
"LVS F TULARENSIS (H48)","NKTR","DOWN"
"LVS F TULARENSIS (H48)","NOSIP","DOWN"
"LVS F TULARENSIS (H48)","NUMA1","DOWN"
"LVS F TULARENSIS (H48)","PPP2R5C","DOWN"
"LVS F TULARENSIS (H48)","PRKCH","DOWN"
"LVS F TULARENSIS (H48)","STMN3","DOWN"
"LVS F TULARENSIS (H48)","TNFRSF25","DOWN"
"LVS F TULARENSIS (H48)","TRAF1","DOWN"
"LVS F TULARENSIS (H48)","TRAF5","DOWN"
"LVS F TULARENSIS (H48)","UBE3A","DOWN"
"LVS F TULARENSIS (H48)","CD36","UP"
"LVS F TULARENSIS (H48)","CREG1","UP"
"LVS F TULARENSIS (H48)","CSF2RA","UP"
"LVS F TULARENSIS (H48)","ENTPD1","UP"
"LVS F TULARENSIS (H48)","IL13RA1","UP"
"LVS F TULARENSIS (H48)","LAMP2","UP"
"LVS F TULARENSIS (H48)","QPCT","UP"
"FLUMIST (D3)","CTSB","UP"
"FLUMIST (D3)","PLSCR1","UP"
"FLUMIST (D3)","SMURF2","UP"
"FLUMIST (D3)","XAF1","UP"
"LVS F TULARENSIS (H18)","CARD10","DOWN"
"LVS F TULARENSIS (H18)","ADAM11","UP"
"LVS F TULARENSIS (H18)","CARD14","UP"
"LVS F TULARENSIS (H18)","DCP1B","UP"
"LVS F TULARENSIS (H18)","DCTN2","UP"
"LVS F TULARENSIS (H18)","HSP90B1","UP"
"LVS F TULARENSIS (H18)","ICAM2","UP"
"LVS F TULARENSIS (H18)","RBMS1","UP"
"LVS F TULARENSIS (H192)","HSP90B1","DOWN"
"LVS F TULARENSIS (H192)","SOD2","DOWN"
"LVS F TULARENSIS (H192)","ADAM11","UP"
"LVS F TULARENSIS (H192)","CARD10","UP"
"LVS F TULARENSIS (H192)","CARD14","UP"
"LVS F TULARENSIS (H192)","DCP1B","UP"
"LVS F TULARENSIS (H192)","DCTN2","UP"
"LVS F TULARENSIS (H192)","ICAM2","UP"
"LVS F TULARENSIS (H336)","CARD14","DOWN"
"LVS F TULARENSIS (H336)","HSP90B1","DOWN"
"LVS F TULARENSIS (H336)","SOD2","DOWN"
"LVS F TULARENSIS (H336)","CARD10","UP"
"LVS F TULARENSIS (H336)","DCP1B","UP"
"LVS F TULARENSIS (H336)","DCTN2","UP"
"LVS F TULARENSIS (H336)","ICAM2","UP"
"LVS F TULARENSIS (H48)","CARD10","DOWN"
"LVS F TULARENSIS (H48)","CARD14","DOWN"
"LVS F TULARENSIS (H48)","HSP90B1","DOWN"
"LVS F TULARENSIS (H48)","DCP1B","UP"
"LVS F TULARENSIS (H48)","DCTN2","UP"
"LVS F TULARENSIS (H48)","ICAM2","UP"
"LVS F TULARENSIS (H48)","SOD2","UP"
"HIV-1 GAG-POL NEF (D3)","EIF4B","DOWN"
"HIV-1 GAG-POL NEF (D3)","OSBPL10","DOWN"
"HIV-1 GAG-POL NEF (D3)","RFLNB","DOWN"
"HIV-1 GAG-POL NEF (D3)","SCARNA6","DOWN"
"HIV-1 GAG-POL NEF (D3)","SLC45A3","DOWN"
"HIV-1 GAG-POL NEF (D3)","ABI3","UP"
"HIV-1 GAG-POL NEF (D3)","ACP2","UP"
"HIV-1 GAG-POL NEF (D3)","ANKFY1","UP"
"HIV-1 GAG-POL NEF (D3)","CARD6","UP"
"HIV-1 GAG-POL NEF (D3)","CASP10","UP"
"HIV-1 GAG-POL NEF (D3)","CASP5","UP"
"HIV-1 GAG-POL NEF (D3)","CD101","UP"
"HIV-1 GAG-POL NEF (D3)","CMPK2","UP"
"HIV-1 GAG-POL NEF (D3)","DUSP6","UP"
"HIV-1 GAG-POL NEF (D3)","FGD2","UP"
"HIV-1 GAG-POL NEF (D3)","FGD6","UP"
"HIV-1 GAG-POL NEF (D3)","FLVCR2","UP"
"HIV-1 GAG-POL NEF (D3)","FPGT","UP"
"HIV-1 GAG-POL NEF (D3)","CMTR1","UP"
"HIV-1 GAG-POL NEF (D3)","GIMAP8","UP"
"HIV-1 GAG-POL NEF (D3)","GPBAR1","UP"
"HIV-1 GAG-POL NEF (D3)","H1-0","UP"
"HIV-1 GAG-POL NEF (D3)","HERC6","UP"
"HIV-1 GAG-POL NEF (D3)","HSPA6","UP"
"HIV-1 GAG-POL NEF (D3)","JUP","UP"
"HIV-1 GAG-POL NEF (D3)","KCNJ2","UP"
"HIV-1 GAG-POL NEF (D3)","KMO","UP"
"HIV-1 GAG-POL NEF (D3)","LAP3","UP"
"HIV-1 GAG-POL NEF (D3)","LGALS3BP","UP"
"HIV-1 GAG-POL NEF (D3)","LGALS9B","UP"
