"condition","genes","base_mean","log2fold_change","lfc_se","stat","pvalue","padj","direction","vaccine","day","dose","infection","type","vac_infec","regimen","variant","severity","prior_infection","previous_vaccination","gse_id","participants","bioprocess"
"BNT-I (D10, mild)","ING3",1996.69511091034,1.04752140586123,0.294614814575201,3.55556256521462,0.00037717117299952,0.00312689877818672,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","LSM11",316.827792925846,-1.29239159427268,0.363586456827526,-3.55456472595113,0.00037860530899313,0.00313160882145343,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","FGFR2",42.719621603492,-8.29832590652545,2.33591208163265,-3.55249924505954,0.00038159011359241,0.00315044306656506,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ING1",1096.10761196998,1.11337137898618,0.313608859647618,3.55019108910762,0.00038495161987746,0.00317527617737237,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ERCC6L",69.259437582821,-2.1986222594382,0.621848550913014,-3.535623354288,0.00040681426375598,0.00330102292556089,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SGSM3",1631.17214625179,-0.807040925569189,0.22846096695051,-3.5325112046121,0.00041163278216502,0.00332659310051185,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CKAP5",1407.35837882731,-1.29820737433573,0.368274646383992,-3.52510656674997,0.00042331246188566,0.00339500753822283,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","APP",4448.47239071863,0.777690363005238,0.220924240027194,3.52016765072728,0.00043127410420916,0.00344042163006843,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","BUB3",2428.97144605518,-0.797570094651444,0.227272416503209,-3.50931321505169,0.00044926549438149,0.00353680862893842,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","GOLGA6C",17.0315778635993,2.39444892783212,0.684496153592312,3.49811889411764,0.00046855220512446,0.00366294817040485,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDC42",29765.6706351719,0.986390643376523,0.282224181000743,3.49506069918908,0.0004739539555142,0.00369231721438987,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CENPW",72.7419240306524,1.90391104118772,0.54511173162386,3.49269870878777,0.00047816568552637,0.0037154570380775,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","FZD3",230.979684449831,-2.02825187107138,0.581424745276272,-3.48841683734604,0.00048588994419814,0.00376083005515779,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","INO80E",453.491874964345,-1.02332008003429,0.293413921210283,-3.48763301963749,0.00048731644786332,0.00376427135600513,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","RAD1",496.509795197312,-0.985192151926326,0.282484542669231,-3.48759667561674,0.00048738268656857,0.00376427135600513,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDCA8",154.104031870823,1.57239697065691,0.451657296916567,3.48139392719116,0.00049881130413742,0.00383604050894894,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CHMP5",2640.57544609497,1.9808539151742,0.569108359411907,3.48062698854245,0.00050024162503852,0.00384539334795241,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","UFL1",1756.01707401111,-1.20818174668672,0.347144325678663,-3.48034421799848,0.00050076994903021,0.00384780743463228,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ZNF268",454.106951819694,-1.98058430183253,0.570578557286297,-3.47118600329515,0.00051816494116755,0.00395271361450543,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CLTCL1",461.506367590592,1.70146313134457,0.490558367021104,3.46842138617803,0.00052352567434505,0.00398008066647508,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","NCAPH2",2514.85240619062,1.81282707103299,0.523010330712023,3.46614008286417,0.00052798811290524,0.00400383553354704,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SKIL",3087.28024976991,1.16739908763416,0.337070794258938,3.46336469227696,0.00053346482202006,0.00404195266203132,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDC20",58.721943108465,2.56796751020675,0.742587491149087,3.45813461822937,0.00054392952302969,0.00410392539707741,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MYO19",694.306185592147,-0.91100921062037,0.264241228442095,-3.44764220175433,0.00056550263229897,0.0042301395632833,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","NPM1",11046.1130762131,-1.14399544024163,0.333102750747201,-3.43436203296272,0.00059395034196656,0.00437430062022,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SPIRE2",25.7392755772805,-2.63098133477026,0.766174381296909,-3.4339197433315,0.00059492031389975,0.00437827216258107,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PAX6",99.883789077998,-1.67227561912203,0.487077836499171,-3.43328210361892,0.00059632129753891,0.00438319342607704,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","USP28",1416.86118273621,-1.67363930850227,0.488102764453079,-3.42886668625529,0.00060610716537959,0.00443696142222644,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CSNK2A1",1932.32152415067,-0.709414491515155,0.207183719430222,-3.42408415808985,0.00061687514160158,0.0044938040234238,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ZNF530",129.390543341595,-1.8458634250705,0.539104818854185,-3.42394161675962,0.00061719879196347,0.00449433848632935,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","BCL2L11",3094.08717404746,0.953621134808188,0.278763815451192,3.42089282019873,0.00062415924949394,0.0045302866835162,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ARL8B",2653.23139408012,0.709269428862567,0.207581601816809,3.4168222166842,0.00063356639172183,0.00458009327542231,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PCID2",792.751148063694,-0.895561978797437,0.262849793279978,-3.40712453155144,0.00065651165869909,0.00469867670596242,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","EP400",2384.94975463251,-0.913684716447808,0.268743302929642,-3.3998418062422,0.0006742484949768,0.00479694145178226,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PTTG2",120.213013912439,2.13322248008378,0.627760578200533,3.39814660901236,0.00067844051813779,0.00481912831653497,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","DUSP3",1511.92401628693,1.48240214708116,0.436638299739331,3.39503462698105,0.0006861992127293,0.00485694886203393,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PRKCA",2293.80030153703,-1.82985110376952,0.54001574180107,-3.38851437490797,0.00070272345344989,0.00494855100141167,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDCA5",101.828685800686,2.15790695294868,0.637266162006809,3.38619415497166,0.0007086922408965,0.00497974639918236,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","GADD45G",30.7528435316053,3.51281357951448,1.03960501031685,3.37898869729749,0.00072752999185294,0.0050754685562173,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CLTA",675.284354801184,0.978495459443448,0.289692175799999,3.37770758475367,0.00073092761268956,0.00508928543662909,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","IPO5",2065.20199981445,-1.05320784707959,0.311977360034887,-3.37591114612231,0.00073571675217326,0.00511866165004852,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","TOP2B",7501.2382081318,-0.544244049410221,0.161256094276319,-3.37502933983777,0.00073807821602599,0.00513310244972068,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","KIFC2",168.154343177832,-1.57451255644371,0.466761891113867,-3.37326715487919,0.00074281842662671,0.00515807830121268,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","NSMCE2",490.978051452279,0.835223033572273,0.24813690968092,3.3659766080197,0.0007627317615486,0.0052536916924159,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ARL8A",2060.46406302866,1.60036382905593,0.47658797497616,3.3579609916427,0.00078519693106292,0.00535730245590857,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ERH",1757.96380030606,0.796732576123241,0.237847939747674,3.34975605409267,0.00080882759742806,0.00548286793771827,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","LPIN1",1826.76134943612,-1.49624975686563,0.44732740215172,-3.34486496840662,0.00082322639309871,0.00555113644043318,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MX2",11214.3590060897,1.75797487274674,0.525656553654806,3.3443412062949,0.00082478230445287,0.00555536978284331,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","RAD51D",226.864504738409,-1.35138834644342,0.404153386366519,-3.3437511401126,0.00082653844950377,0.00556511096278191,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CENPT",1078.71941284943,-0.754248264258583,0.225586687518174,-3.34349634083713,0.00082729785066363,0.00556813624601456,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MADD",2736.65458327209,-0.64427706302216,0.192828299906896,-3.34119557831107,0.00083418438881967,0.00559624237805554,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDC25C",25.9257531545722,2.19316820752957,0.656775326131481,3.33929750444144,0.00083990560608639,0.00561929395249381,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SCRIB",152.071776412759,-1.39673436492626,0.418974631973091,-3.33369674041738,0.00085700039485402,0.00571450281856434,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SPIN1",1155.01580149298,-0.941402059939457,0.28475984945596,-3.30595082747103,0.00094654697231336,0.00613393864374994,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","DMRTC2",60.4740602460914,3.37647343503902,1.02254294667936,3.302035817668,0.00095985812397765,0.00621123327288895,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","KIF20B",532.303004523613,-1.48735506111866,0.450460937631095,-3.30185136349544,0.00096048953008458,0.00621308014831729,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","HJURP",86.6604898491863,2.2976571025391,0.695900719074852,3.30170244053442,0.0009609995897512,0.00621327763311445,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SMARCD2",2465.74114317623,0.88868096337841,0.269171692257667,3.30153945953467,0.00096155808556134,0.00621327763311445,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ANKRD31",23.5024738953507,-3.81516465025168,1.1560745621695,-3.30010258429361,0.00096649492754663,0.00623620172977179,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ESPL1",92.8572405810814,1.74828856833825,0.530666852405173,3.29451248069175,0.00098592566309425,0.00631144112060253,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CTDNEP1",2840.76237546543,0.649383310324709,0.197270172919117,3.2918474228284,0.00099531594685512,0.0063536752426866,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","TDRD9",871.45441551526,2.4302358281541,0.738619081474235,3.29024241196627,0.00100101105269614,0.00638095685951887,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CHMP7",2514.44274087614,-2.06410555261894,0.627558459585118,-3.28910481739586,0.00100506586426478,0.00640453077523158,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","GPR132",548.262397372314,-1.13344523802311,0.344785017522015,-3.28739701675331,0.00101118165725791,0.00642526150721172,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDK5RAP3",11322.3536080599,0.872623527187305,0.265634957906279,3.28504777407792,0.00101965080916057,0.00646475929560496,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CRY1",689.56441105727,-1.64224839089331,0.499936105474263,-3.28491655815776,0.00102012578038846,0.00646475929560496,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","UVRAG",1902.66076847276,1.00480809747658,0.306999579430829,3.27299502930746,0.0010641434896373,0.00665943534099775,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","DDB1",3267.30214783442,-0.819358843719448,0.251155655232652,-3.26235474554796,0.00110490780789087,0.00684638699320093,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","KLHL22",332.945074575981,-1.08238628649982,0.331779341555332,-3.26236793835853,0.00110485638233776,0.00684638699320093,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ANLN",96.5743948697023,1.97209101690362,0.60552459422116,3.25683058248058,0.00112663654666505,0.00696180745645707,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","WAC",13260.4725914774,0.903213442145175,0.277567624896946,3.25403022949999,0.0011378017151097,0.00700140093702876,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PRR5",42.74638396412,-2.45550632483281,0.755375193636786,-3.25071083286528,0.00115116878641463,0.00706236347716005,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","RAD18",553.276009123623,-0.954507132766908,0.293758155595655,-3.24929577131722,0.00115691118513963,0.00709032564899396,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","BBS4",800.071187018848,0.666638163932642,0.205202374952231,3.24868639599238,0.0011593922097872,0.00710068414432086,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","BIRC3",8454.23487110195,-1.1893949282983,0.367023631606382,-3.24064944562992,0.00119257742042417,0.00726921681553182,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ERCC4",366.419899396634,-1.41875774717629,0.438554028546071,-3.23508086764103,0.00121608282828899,0.00736250820889593,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","TP53INP1",17865.9151951709,1.27652548207249,0.395132028372183,3.2306302461265,0.00123517613717597,0.0074479710863898,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CDC45",69.6864349975758,2.40564267973389,0.745163554629598,3.22834183822862,0.00124510089345734,0.00749020996442664,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PRDM5",762.657826295509,2.0999130926728,0.653022857662262,3.21568084184713,0.00130135472550561,0.00773788967082919,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","PIM1",9264.35631003943,1.79204536665502,0.557396112602554,3.21503025610948,0.00130430773923139,0.00775288118946645,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","FOXO4",4179.58969395661,1.34179844239347,0.417679885091982,3.21250433713842,0.00131583161726217,0.00780317883803823,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","RRM2",544.318381647263,2.36614799790398,0.73982291053878,3.19826267096923,0.00138258283261923,0.00809753422222553,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","YWHAE",3048.5275367869,1.11983164870185,0.350267313220272,3.19707722198339,0.0013882775531162,0.00811236577328593,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","GSPT1",2878.57208843179,-0.941391274899296,0.294873509738753,-3.19252575700453,0.00141034365874111,0.00820127625648123,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","SIAH2",1489.36103381809,1.2549031230908,0.393819972940422,3.18648928270748,0.00144010823171018,0.00834463488764756,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CCNI",12356.1355308135,0.593164615641152,0.186406045292943,3.18211040156437,0.00146206074714001,0.00843915938167571,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MYC",1019.79813118966,-1.97640907616603,0.622352274583847,-3.17570796617978,0.0014947134006978,0.00857526151320461,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","ING5",942.087231436304,-0.929718751179045,0.292782150165931,-3.1754625432327,0.00149597833584269,0.00857965012731714,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MMS19",1988.9246207624,-0.710782379620689,0.224039648916597,-3.17257406471518,0.00151094014477129,0.00864074910180191,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","VASH1",756.329918645919,-2.05911376743499,0.64957309924045,-3.16994926335884,0.00152465557474848,0.00869979032594804,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MBTPS1",3093.22884682709,-0.736866659055506,0.232502408185912,-3.16928613688293,0.0015281387223414,0.00870859633039814,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CEP72",53.9164681286178,-1.76673369218475,0.557734735389033,-3.16769528609763,0.00153652475164721,0.00875083252944146,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","CCP110",1271.71253296828,0.915066461596444,0.288940473568139,3.16697224966875,0.00154035016624171,0.0087670579826315,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MAPK3",2801.46784377582,1.37509911902624,0.434399892984493,3.16551440558326,0.00154808995976989,0.00879468596314793,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","TPM1",811.52784207506,1.51461441230618,0.478712393936184,3.16393398518962,0.0015565209660324,0.00882274210449615,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","MUC1",95.1084689744455,1.72671170349827,0.547266033699436,3.15515964297282,0.00160410305993214,0.00903540735483106,"UP","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","INO80C",332.570087770879,0.779586376404555,0.24759058030961,3.14869158362038,0.00164003181971194,0.00918591746305903,"NEUTRAL","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
"BNT-I (D10, mild)","RBL2",13876.549104088,-1.09495469299969,0.347804691921186,-3.14818838972942,0.0016428577768905,0.0091960090709547,"DOWN","INFECTION-VACCINE",10,1,"1","INFECTION","infection","BNT-I","Beta","MI","No","Yes","GSE189039",1,"Cell cycle"
