"condition","genes","base_mean","log2fold_change","lfc_se","stat","pvalue","padj","direction","vaccine","day","dose","infection","type","vac_infec","regimen","variant","severity","prior_infection","previous_vaccination","gse_id","participants","bioprocess"
"BNT-MO (V3, D1)","PTTG2",20.1897432704518,1.16597649493311,0.240896937771633,4.84014660260412,1.29743381992771e-06,2.49519252339747e-05,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CNTRL",1990.4188754152,0.326339682700289,0.0920086972017248,3.54683516477582,0.00038988845222894,0.00265098993421992,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CLIP1",1992.90265803367,0.251549359585886,0.0836806426761248,3.00606390607533,0.00264653370194652,0.0125215796564823,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PTPRC",29745.9059468089,0.396233998944695,0.0995358311338279,3.9808177058566,6.86786046344754e-05,0.00065207550832679,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CINP",301.371593586343,0.196474398075148,0.066965046972576,2.93398432402518,0.00334641109069924,0.0150846135521297,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","EXOC6",781.958638246059,0.422960848840662,0.0956970510610952,4.41978978610986,9.87969580001706e-06,0.00013348988979023,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CCNI2",15.5207718999285,-0.631941230405626,0.220026559206575,-2.87211340614711,0.00407736617424592,0.017738436371673,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PYHIN1",520.936410436851,-0.482920535205894,0.159525514814462,-3.02723069577654,0.00246805521135285,0.0118338643641709,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SRC",337.998686176845,0.695712072507278,0.158531016081319,4.38849185291546,1.14139409665266e-05,0.00015027048575418,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","KIF13B",678.134485869179,0.200777863894312,0.0689671402300702,2.91121051597223,0.00360031354581476,0.0160076255451323,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PLRG1",313.512347294913,-0.206035492326864,0.0556682645146894,-3.70113015239584,0.00021464133891093,0.00163861287271445,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","NSL1",590.193330337592,0.254916511350852,0.057782005747582,4.41169371074522,1.02565135141564e-05,0.00013822684900983,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BCL2",1444.35737415411,-0.482500181175104,0.119349254709959,-4.04275822540887,5.28260843312839e-05,0.00052522085166735,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","XIAP",1106.35139554156,0.479652336140534,0.101719403799587,4.71544580703178,2.4118208323915e-06,4.13303735814212e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TUBA1A",4346.97794216955,0.598738102033905,0.17675135619752,3.38745973391465,0.00070543071246594,0.00426292103135239,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PRKCD",3097.06462661164,0.65469807145929,0.112571277856623,5.81585359893623,6.03252470759514e-09,2.79458364366352e-07,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","DYNLT1",952.313593763253,1.09720516166242,0.181038929847241,6.06060344362526,1.35611801818108e-09,7.80167438987349e-08,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","METTL3",360.626830638024,-0.222909378306122,0.0641630932900805,-3.47410585861801,0.00051255877528701,0.00330692190557078,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","RBBP8",472.905783845738,0.396895203397999,0.124784636598444,3.18064157749806,0.00146949315797103,0.00777069161658642,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","USP3",2458.05179767923,0.407290922483554,0.07068248543301,5.76226090506633,8.29945680080981e-09,3.63692204672493e-07,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MAPK14",2116.46609406367,0.792018571105523,0.144461082415108,5.48257397677295,4.19181621644957e-08,1.46041491256734e-06,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BABAM2",239.265213043234,0.254558086445131,0.0723975133528646,3.51611643350812,0.0004379088965936,0.00291727045587864,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","GATA3",492.297528607918,-0.454934450444368,0.136098991882958,-3.34267318332234,0.00082975560643328,0.00487854635213411,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PML",1995.21737199732,1.76900144657427,0.217391767246292,8.13738932703049,4.03892305484755e-16,1.30972954077041e-13,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PAF1",705.158374233134,0.320655685720014,0.107981821422508,2.96953395947418,0.00298251844593633,0.0137561321232923,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","IRF1",8354.38131606191,1.45173299923914,0.191373653620224,7.58585610807257,3.30298823036472e-14,6.50657812332967e-12,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ATRIP",172.028950705694,0.252040708920061,0.0943309977468241,2.67187578781384,0.00754285632979175,0.0288388038671051,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDC23",212.045821431515,-0.297775955603346,0.0763762139441802,-3.89880487950053,9.66686306899911e-05,0.00086441581557024,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MYO19",263.172014851155,-0.232896458057566,0.095099204782867,-2.44898428529787,0.0143259698312701,0.0478016134404797,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ADARB1",390.444701991651,-0.345873390548157,0.0972640060313038,-3.55602657818597,0.00037650600541209,0.00257662129288187,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","IQGAP1",17435.3785433235,0.299999171323015,0.107792365261243,2.78312077665189,0.00538387602495865,0.0220181099833291,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","AURKB",22.0006853106038,0.53384086863572,0.197248004100463,2.70644497048407,0.00680078526452196,0.0265820511157782,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CCNB1IP1",92.9311098557433,-0.337339719438962,0.11907362411138,-2.83303478798476,0.00461083677875178,0.0194491129923014,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BCL6",5901.99984971136,0.572451663478128,0.207552404438833,2.75810663348318,0.00581372297426584,0.0234394898338897,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDK10",254.684501451177,-0.446905374090581,0.119605554034382,-3.7364934906126,0.00018660427740118,0.00146544148996354,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MUC1",13.5381298964346,1.12996431254489,0.292153157344509,3.86771213707071,0.00010986124426032,0.00095648711545607,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDKL5",309.075899516795,0.32880115035875,0.131446167670211,2.50141298286983,0.0123698836774282,0.0426660788991706,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","USP28",417.459558756906,-0.338687243893089,0.122067945725065,-2.77457969724435,0.00552730893969098,0.0224695502084487,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TMEM8B",87.7213939795117,-0.727459114003948,0.131541900281298,-5.5302463507696,3.1978138045501e-08,1.16413677672378e-06,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","RB1",1094.35028172252,0.489087197329292,0.0770196501817862,6.35016124034477,2.15089362635599e-10,1.50120979656727e-08,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SKIL",749.665656077958,0.815752014767203,0.0996455951055788,8.18653362351721,2.68857577011047e-16,9.44496668039809e-14,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MAPRE1",1448.41417813465,0.295642260015482,0.0596467941440785,4.95654903600268,7.1756263609245e-07,1.55126002498017e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MRPL41",128.491473340715,-0.330880672265445,0.104835247018445,-3.15619681047949,0.00159840967342791,0.00830038903584961,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TAOK3",2433.50868868319,0.205983559335687,0.0689186388199174,2.98879320402594,0.00280081626222935,0.0130812331432019,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MX2",5879.69666387035,1.03403107771077,0.193572396670941,5.34183125018879,9.20122910514011e-08,2.79457502994443e-06,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","URGCP",199.642999197965,-0.533970736250095,0.0944485144953199,-5.65356415718486,1.57154412343668e-08,6.38246763656999e-07,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","IL1B",769.927855842627,1.17393427933012,0.273729086580516,4.28867203699527,1.79744548841449e-05,0.00021600088942303,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","E4F1",275.896002634944,-0.154341996392946,0.0605705378052988,-2.54813647006192,0.0108300095451157,0.0384365955871271,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PRKCE",260.872914924761,0.385025043706057,0.09663206827554,3.98444378328097,6.76383664515256e-05,0.00064428973892307,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MTA3",152.120295376189,-0.351774222805113,0.118241577757904,-2.97504675999299,0.00292943890234325,0.0135528343247566,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","C2CD3",1004.44058660484,0.224511678164051,0.0612726066790268,3.6641443922917,0.00024816676387698,0.001833459182965,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ATF5",184.083090339825,0.728956237530856,0.169221874486176,4.3076950881454,1.64964577507541e-05,0.00020192354034285,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","RALB",2910.59329716347,0.812304909620397,0.18544126970446,4.38038906288216,1.18467594543797e-05,0.00015433003447429,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","EPB41",56158.0956797737,0.451991588787038,0.183533175009638,2.46272418467834,0.0137885941442616,0.0464126456998955,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","HBP1",1828.61338844109,0.392993218836699,0.103265040762588,3.80567533731201,0.00014141778840787,0.00117400714614457,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TXNL4B",290.597329118736,0.315785722762239,0.0841335366218497,3.75338700168499,0.00017446119494458,0.00138608860423742,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ENSA",1343.70090028171,0.272594714163459,0.0661635299942248,4.12001466952039,3.78848277821269e-05,0.00040026887217627,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","DDIAS",71.5634535702417,1.03430361566222,0.190834403750833,5.41990120928445,5.963197880886e-08,1.95782375285537e-06,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDK5RAP1",226.808657401582,-0.298397673353183,0.0725036466464003,-4.1156229673311,3.86135065680096e-05,0.0004063382383627,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MYBL1",798.792224281429,-0.460996346304377,0.185231258945709,-2.4887610705032,0.0128189082085314,0.0438773866871427,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BLM",132.37056315252,-0.400887062811124,0.0995933264461571,-4.02524021554652,5.69171841573468e-05,0.00055819358248627,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","GOLGA8A",356.274386385089,-0.452836376838721,0.177814472864556,-2.54667896006223,0.010875343253894,0.0385715101978088,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CHTF18",77.4039831043368,-0.352805873555128,0.136379160488158,-2.58694856525211,0.00968300449942323,0.0351651221293664,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SFRP1",2.82685737576158,2.55142800483393,0.663998740379998,3.84251934480144,0.00012177781235307,0.00103965209107927,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","LIG4",284.247517592655,0.30107471536603,0.0856619393696454,3.51468478978561,0.0004402762376462,0.00293015943502593,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PKN2",3016.78134237765,0.333535776415684,0.10395783720137,3.20837548562704,0.0013348709619041,0.00718865869571145,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BIN1",867.923946636455,-0.429567912237089,0.116598416853157,-3.6841659074847,0.00022945276012044,0.00172605470300453,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SKP2",136.269935294403,-0.427287199910075,0.10009208792716,-4.26894081998794,1.9640336443154e-05,0.00023166145022316,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","GNAI3",2025.73038386355,0.484642520664516,0.0822700947663189,5.89087106367266,3.84165214655579e-09,1.9279605701215e-07,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","RAD1",152.683054595432,-0.257985255814674,0.0832991218438235,-3.09709454438628,0.00195427534231461,0.00981234294075925,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","UBE2A",578.478525002993,0.302258514400244,0.0605247079172573,4.99396898888729,5.91508997756382e-07,1.31934673594805e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","HHEX",571.994311804991,0.295662301125369,0.103298185571611,2.86222163041192,0.00420682621313329,0.018155504283461,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","PPP2CA",1021.43453703598,0.284593446668075,0.0620576530822611,4.58595245764176,4.5192143823205e-06,6.95146226898843e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","GAK",1752.0046569915,0.20583716315763,0.0431639918665849,4.76872398164307,1.85396468689402e-06,3.32860883052404e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ACTB",99895.5624628386,0.37036967300822,0.0924788284133232,4.0049131175505,6.20402793457857e-05,0.00060040633978442,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TUBG2",39.1103267281569,-0.658457946618355,0.195553819745509,-3.36714438754131,0.00075950911213096,0.00453639361447902,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","FIGNL1",108.255917526904,-0.38769512467193,0.12340047080045,-3.14176374009845,0.00167933485585784,0.00864396095037158,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","AZI2",468.244210147944,0.47287127118006,0.0877409704753339,5.3894009676243,7.0692922155048e-08,2.24407441744593e-06,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ACTR3",7010.16418646983,0.350075488107238,0.0755675321335078,4.63261771588289,3.61070905182441e-06,5.77877945287432e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDC73",1252.36955068976,0.34985766294419,0.0665299393075423,5.2586499639949,1.45116816551151e-07,4.08926772629032e-06,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MUS81",313.616282131025,-0.160551692812801,0.0635776700473521,-2.52528431276615,0.0115604720474934,0.0403496654772422,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","HAUS7",17.7686108624896,-0.524795960816477,0.211191830486307,-2.48492548034666,0.0129578556407326,0.0442452099781891,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ESCO1",667.769635999644,0.244968917443122,0.0762701229835156,3.21185947865938,0.00131878864134289,0.00712937342452565,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","USP8",1629.45064294178,0.254609888643269,0.0748502132298715,3.40159202835321,0.00066994567679362,0.00409070538107066,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CRLF3",2045.16348559625,0.199720403693185,0.0739124638053977,2.70212077111952,0.0068898731114935,0.0268440493061447,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","FAM32A",843.57134533027,0.259068252809881,0.0624382358510955,4.14919238634022,3.33650316365841e-05,0.00036083537036219,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ADAM17",966.739281268675,0.318799128169492,0.0818815335089994,3.89341912037412,9.8841166316813e-05,0.00087904479994952,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","FBXW11",677.285684781625,0.131112138385002,0.0465875872755707,2.81431484333927,0.00488813277731198,0.0203902756145224,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","WAPL",2493.03528675464,0.134004076963856,0.0488512554540055,2.74310405573965,0.00608613961334022,0.0243237866458068,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDK4",128.611603677163,-0.269487616221689,0.104031092127917,-2.59045263016489,0.00958498120495067,0.0349113934401158,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SERTAD1",73.2612212200135,0.541029699605911,0.139742556837999,3.87161729288464,0.00010811560995838,0.00094362767151253,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SYCE3",1.82325865988347,2.02291266787711,0.537009325670869,3.76699727765425,0.00016522280183712,0.00133125619920603,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","KAT2A",194.707935057271,-0.439306306575909,0.091144644057469,-4.8198806536445,1.43644127208062e-06,2.71059168602644e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","MSH6",540.125803831006,-0.199077663067871,0.0675346003878641,-2.94778768104839,0.00320056801305934,0.0145515771476498,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","CDKN2D",1390.12135572545,0.381888156160219,0.137745855461507,2.77241122704369,0.00556426939776798,0.0225980097044612,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ZNF268",226.119609802727,-0.346904797889607,0.0908439605532008,-3.81868861481936,0.00013416298429952,0.00112128762215122,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ZMYND11",677.766616611491,-0.365104245694811,0.0761122109351129,-4.79692077275314,1.6112329228225e-06,2.97908487256603e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","OSGIN2",722.553713718022,0.373486953702315,0.147255829653987,2.53631353393555,0.0112026384931649,0.0394535027834468,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","TUBE1",112.533697304446,-0.58510860801725,0.120093681027703,-4.87210153781763,1.10417392323672e-06,2.18533126328484e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","IL10",3.73223549851211,1.6169479374772,0.524940164670214,3.08025189593374,0.00206825591286395,0.0102238973103533,"UP","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","WDR5",187.562068685517,-0.280576402719398,0.0881477847916976,-3.18302273145524,0.00145746171610873,0.007728396994249,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","SDE2",830.200921152117,0.532443284820282,0.117358956620058,4.536878139979,5.70930738213405e-06,8.42722556026761e-05,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","BAK1",258.826473398645,0.895159941816711,0.146677245390044,6.10292305010437,1.041459900151e-09,6.16626173465811e-08,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","ATM",5814.88296944721,-0.355394682025345,0.0863778480292694,-4.11441926528336,3.88155378650017e-05,0.00040826043269386,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
"BNT-MO (V3, D1)","DCUN1D3",177.884767833648,0.949793737144554,0.141540744401847,6.7103909984252,1.94103595618034e-11,1.75951302194179e-09,"NEUTRAL","BNT",1,3,"none","RNA","vaccine","HE","none","none",NA,NA,"GSE199750",10,"Cell cycle"
